index,attraction,location,blurb,url,description,tags
0,Sigiriya,"Sigiriya, Sri Lanka",An ancient stone fortress considered by many to be the eighth wonder of the world.,https://www.atlasobscura.com/places/sigiriya,"An ancient stone fortress used by a king of Sri Lanka as a place to build his palace and hide from his brother’s attacks, Sigiriya (The Lion Rock) is often considered the eighth wonder of the world. Situated in the central Matale District of Sri Lanka, the fortress is surrounded on all sides by the remains of an extensive network of reservoirs and gardens. These gardens are believed to be some of the oldest landscaped gardens anywhere in the world. The Lion staircase leading to the palace garden at the top of the rock is the most significant feature of this geological masterpiece. An intricate construction, the Lion staircase is a tile-covered walkway that emerges from the open mouth of the beast from which it takes its name and is built of brick and timber. The bricks surround ancient limestone steps. Named a world heritage site by UNESCO, this rock is full of archeological importance. The other primary feature that draws thousands of tourists every year is the surviving frescoes and other paintings. The few paintings that survive are the earliest examples of a Sri Lanka school of classical realism, which was fully formed by the 5th century when the paintings at Sigiriya were produced. There are also remains of paintings in some of the caves that are nestled at the foot of the giant rock. According to ancient texts, the entire rock fortress was built by King Kashyapa and, after his death, was used as a Buddhist monastery until the 14th century. Today it is a popular tourist destination and one of the first places added to Sri Lanka itineraries. The climb is accessible to people of all ages and levels of fitness.","Sigiriya is situated 17km from the popular town of Dambulla. It is a relatively easy climb, but it can take up to an hour to complete due to the crowds. The main difficulty is the heat, so it is recommended to arrive early in the morning. The best time to visit Sigiriya is between January and April due to the favourable weather and to avoid monsoon season. Tickets are around US$ 30. No special dress code is required, but sensible shoes are recommended."
1,Udawalawe National Park,"Udawalawa, Sri Lanka","Huge herds of Asian elephants can be seen walking, bathing, and just chilling at this Sri Lankan park.",https://www.atlasobscura.com/places/udawalawe-national-park,"A grave problem facing Sri Lankan wildlife today is the human-elephant conflict, which kills up to 150 jumbos every year. Some of the baby elephants orphaned as a result of this are rehabilitated at the Elephant Transit Home, located on the fringes of the Udawalawe National Park in southern Sri Lanka. The elephant calfs are fed and sheltered during their early years, and once they reach the age of four or five, they are released back into a protected environment and monitored. The park itself is home to nearly 250 elephants, one of the highest concentrations in the country, including some young elephants released from the Transit Home.  The giant Asian elephant is the park’s biggest draw, and visitors are sure to get their fill of these and other creatures before the tour is up. Situated about a five-hour drive away from Sri Lanka’s commercial capital of Colombo, Udawalawe National Park stretches out over 30,000 hectares of grassland across the provinces of Uva and Sabaragamuwa to the island’s south. Visitors can tour through the scrublands, keeping eyes peeled for sightings of everything from wild foxes to wild boar, mongooses to macaques, water buffalos and deer of the sambar and spotted varieties. While the park is not known for playing host to big cat species such as leopards, it does feature some species of medium-sized cats like fishing and jungle cats. The park’s massive Uda Walawe Reservoir attracts a generous number of water-based birds. Some of the water bird species that are a common sight at the park are the Eurasian spoonbills, black-headed ibis, painted stork and spot-billed pelicans, as well as local bird species like the brown-capped babbler, red-faced malhoka, grey hornbill and spurfowl.","The park can be reached by using public buses or private taxis. You also have the option of making part of your journey by flight, for example from Colombo to Hambantota, and then travelling the rest of the way to the park by road. Once you get to the park, you will have to pay entrance fees to enter. Do note, that, while for Sri Lankan passport holders the fee is usually a fairly nominal amount, if you are a foreigner or a member of the Sri Lankan diaspora holding a foreign passport, you will be asked to pay a significantly higher fee."
2,Jami Ul-Alfar Masjid (Red Mosque),"Colombo, Sri Lanka",This mesmerizing architectural wonder will take your breath away with its unusual color patterns.,https://www.atlasobscura.com/places/jami-ulalfar-masjid-red-mosque,"Sri Lanka’s Red Mosque, or Jami Ul-Alfar Masjid, is one of the architectural wonders of the world. Situated in the bustling Pettah district, one of the oldest parts of the city of Colombo, its tall minarets are seen from almost every street, towering over the hustle and bustle of the busy neighborhood streets. It is said that the Red Mosque has been a landmark for sailors approaching the port of Colombo ever since it was built in 1908, and upon looking at it you can easily imagine that being true. The mosque’s distinct red-and-white pattern, whether swirling or spiraling or alternating, is quite mesmerizing. The domes are built in the shape of pomegranate (unlike the traditional onion shape), and the colorful brick patterns are meant to convey the same image. The Red Mosque, also known as Rathu Palliya in Sinhala, and Samman Kottu Palli in Tamil, was built in what is called Indo-Saracenic style, and is reminiscent of the Jamek Mosque in Kuala Lumpur, Malaysia (constructed around the same time). Words cannot convey how exciting it is to see the mosque’s tall minarets and domes from the streets of Pettah, with its busy markets, shops, and bazaars. Pettah literally means “outside of the fort” and has for centuries been a trading outpost. Pettah is a curiosity, with narrow streets and shops overflowing with anything you can think of. But nothing compares with seeing this magnificent structure rising above it all.","It's possible for women to enter and look around as tourists, just please note that you will need to cover your hair and arms and legs. Be respectful of religious customs if you plan to enter and enjoy this architectural wonder."
3,Adam's Peak,"Rochor, Sri Lanka","Once thought to be the Garden of Eden it holds a holy footprint claimed to belong to Adam, Buddha and Shiva.",https://www.atlasobscura.com/places/sri-pada-adam-s-peak,"In the Middle Ages, the Garden of Eden was commonly believed to exist on earth—probably on top of a mountain, or on an island, in order to have survived Noah’s Flood. For those looking to find the exact location of the biblical garden, “East” was a popular direction to start looking in. In 1358, a Florentine monk believed he had found what he was looking for on a very tall mountain on the island of Sri Lanka. Located sixteen kilometers northeast of the city of Ratnapura, Adam’ s Peak - also known as the Samanalakanda in Sinhalese and Sivanolipatha Malai in Tamil - rises 7,360 feet above sea level, and offers an unobstructed view over land and sea. Giovanni Marignolli, who traveled the East for 15 years, declared that this particular mountain was “so close to the earthly paradise that from its top one could see paradise were it not for the cloud cover that hides it from view.” At the top, there is what looks like a fossilized footprint; Marignolli claimed it was Adam’s. The foot-shaped depression is known as the Sri Pada or “sacred footprint” and still holds religious meaning though the claim has gotten more contentious. The Hindus claim the footprint belongs to Shiva while the Buddhists claim the Sri Pada belongs to the Buddha, while Christian and Muslim Sri Lankan’s agree that the print definitely belongs to Adam’s ancient foot. The mountain has been climbed for more than a thousand years, and boasts an illustrious list of famous pilgrims including the Arab traveler Ibn Batuta, and possibly, Alexander the Great. It remains a major shrine site and hiking trail today.",
4,Shark Point Reef,Sri Lanka,One of the few places where inexperienced snorkelers can spot a shark.,https://www.atlasobscura.com/places/shark-point-reef,"Snorkelling on the coral reefs at Pigeon Island National Park  is absolutely fantastic wherever you are on the islands. But the main attraction is the island’s many juvenile and adult blacktip reef sharks. These sharks are up to five feet long and are reliably seen in an area next to the larger of the two islands, known as Shark Point Reef. This nonaggressive species seems to be quite accepting of humans in the water, and snorkelers have an almost guaranteed opportunity to see them—sometimes as close as a couple meters away in water as shallow as a meter deep. It is one of the few places where totally inexperienced snorkelers can have as good a chance of a shark encounter as fully qualified scuba divers. Pigeon Island National Park actually consists of two islands: large and small. It is a marine national park in Sri Lanka located in the general area of the city of Trincomalee and contains some of the best remaining coral reefs of Sri Lanka. Many of the 100 species of corals and 300 coral reef fishes recorded around the area are found in this national park. The coral reef is visited by Hawkesbill Turtle, Green Turtle and Olive Ridley Turtle and the island is important breeding ground for the rock pigeon. The area was badly affected by the Indian Ocean Tsunami in 2004 but has now largely recovered.",The map pin shows the best place to enter the water to see the sharks. The best conditions for snorkelling or diving on this side of Sri Lanka is from late March to Late October. The Sri Lanka Navy runs a holiday resort for navy personnel families on Nillaveli beach and runs its own  boats out to the island which makes it quite busy at times The nearest town is the tourist town Nillaveli. The national park is situated about 1000 meters off Nillaveli Beach. From here you can take a motor boat out to the island. The boat fee usually includes the entry fee to the national park. Whilst neither are cheap  it is certainly good value.
5,Brief Garden,"Kirantidiya, Sri Lanka","This luscious masterpiece created by landscape designer Bevis Bawa inspired the work of his brother, a famous Sri Lankan architect.",https://www.atlasobscura.com/places/brief-garden,"Plants spill down the sides of the house, blanketing it in a layer of lush greenery. Stems sprout from sculpted pots, while elsewhere pink flowers erupt into a dazzling, colorful display. It’s an enchanting place, one where its creator’s personality and love for the landscape come alive. Brief Garden is the masterpiece of Bevis Bawa, brother of the famous Sri Lankan architect Geoffrey Bawa. Bevis, the elder Bawa brother, began crafting this luscious landscape roughly 20 years before Geoffrey commenced work on his world-famous Lunuganga Estate. Bevis created the garden by spending decades transforming the rubber plantation he inherited into the verdant jungle-esque gem it is today. He began cultivating the space in the late 1920s while serving in the army and continued up until he died at age 89 in 1992. Thankfully, the estate is still maintained and open to the public. It errs on the wild side for a garden, with tangles of vines creeping down the walls of the buildings. It has an intimate atmosphere, making you feel as though you’ve left the town behind and stepped into your own secluded slice of the jungle. Narrow paths wind through tropical plants, revealing a pool, patio, and staircase. Archways cloaked in greenery lead to hidden statues like carved faces and a stoic horse tucked among the flora. The house, too, is worth a peek. The art within it and the garden reflect Bevis’ personality and life. Homoerotic sculptures dot the space, and a stunning mural depicting Sri Lankan life adorns one of the walls.","If you’re in Colombo, you can easily arrive at the Brief Garden within two hours' drive. One has to buy a ticket to get in, but it’s nothing too expensive, and the tour lasts about an hour and a half and is definitely an experience you won’t soon forget. The antique sculptures are prohibited from being interacted with so children should always be accompanied by adults. One should also dress light since the weather is fairly tropical, and carry an umbrella since rain is also quite common."
6,Helga's Folly,"Kandy, Sri Lanka","A Bohemian ""anti-hotel"" offers off-kilter stays in Sri Lanka.",https://www.atlasobscura.com/places/helga-s-folly,"Even hotels which are considered “off the beaten path” generally offer a standard lodging experience, but Sri Lanka’s Helga’s Folly presents a junkman’s paradise of faded luxury. A meandering crimson mansion nestled in the Sri Lankan jungle, the home of eccentric proprietor Helga de Silva Blow Perera has been turned into an overstuffed hotel full of knick-knacks and memories. After inheriting the property from her parents, de Silva turned her former home, full of sumptuous pillows, beds, and couches, into an intimate traveling destination. Visitors can rent a room for the night and relax among the house’s many rich parlors surrounded by walls covered in every manner of decoration from taxidermy to the countless picture frames displaying old press clippings of Hollywood gone by. The Folly takes great pride from its former celebrity lodgers including Laurence Olivier and Vivian Leigh who once had a very public feud around the location. This kitschy kingdom is maybe the last thing one would expect to find in the jungles of Sri Lanka, but somehow Helga’s Folly seems right at home.",
7,Pettah Floating Market,"Colombo, Sri Lanka",Pettah's beautiful floating market was once a stinky canal in a sketchy industrial area.,https://www.atlasobscura.com/places/pettah-floating-market,"The Pettah Floating Market is a recent development in Bastian Mawatha, which lives in the Pettah neighborhood of Colombo, Sri Lanka. Now a calm spot for shopping and a quiet stroll, it was once a chaotic canal-side area of rundown warehouses, stinky water, and dubious characters involved in equally questionable activities. In the 1990s, the area now occupied by the floating market was one of the most dangerous zones in Pettah. Dilapidated buildings and abandoned factories lined the old colonial canal side, and pushy hawkers, drug dealers, and other nefarious types had turned the area into a place most people tried to avoid. In the last few years, as Colombo began a series of ambitious beautification projects, this part of Pettah was a prime target for redevelopment. The local council brought in the Urban Development Authority (UDA) to tidy up the area, who in turn contacted the Ministry of Defense for assistance. Engineering units were brought in from the Sri Lanka Army and Sri Lanka Navy, who began to redevelop this part of Bastian Mawatha. Looking to transform the area, the UDA then called on a young architect named Thushari Kariyawasam. His vision led to today’s floating market, an oasis of calm in busy Colombo, with smooth cement paths and polished wooden walkways running along and over the widened—and cleaned—canal. Along these walkways are a series of red-roofed pagodas, in which more than 90 stalls have been allocated to local street vendors, many of whom were uprooted during this and other developments, but who were allowed to move back into the new stalls. They had to pay rent, unlike before, and some, unfortunately, didn’t last for long—but those that remained have found a far more relaxed way of making a living. The stalls sell a wide range of products, including electronics, clothes, shoes, jewelry, local handicrafts, fruit, and vegetables. Some are also snack bars selling local specialties to hungry tourists and amorous locals out for romantic sunset strolls along the walkways. The redevelopment project hasn’t been a total success. Traders still complain about high rent and low sales, and stalls often remain shut for long periods of time. Some visitors, meanwhile, are somewhat put off by the occasionally smelly water, which can become overly malodorous especially during the heat of the summer. Still, it’s a fine place for a quiet wander, some casual shopping, and pretty photos at sunset.","You don't have to pay to enter the Pettah Floating Market. There are entrances at the west and east ends; the main entrance is on the west side, but either will do. It's open from 8 a.m. to 8 p.m. To get there, take a bus to Pettah Bus Station or Bastian Mawatha Bus Station. For the best photos, head to the market around 5 p.m. to catch the golden hour."
8,Fa-Hien Lena (Pahiyangala Cave),"Gavaragiriya, Sri Lanka","The remains of a 37,000-year-old prehistoric society were discovered in this mammoth cave, one of the largest in Asia.",https://www.atlasobscura.com/places/pahiyangala-caves-sri-lanka,"Located in the village of Yatagampitiya in Sri Lanka, Fa-Hien Lena (also known as Pahiyangala Cave) is the largest cave on the island, and one of the largest natural rock formations in all of Asia. The cave was also the site of a remarkable archaeological discovery that dug up human skulls dating back about 37,000 years—the remains of one of the region’s oldest prehistoric human settlements. Surrounded by tropical greens, the mammoth cave measures 200 feet long, with an entrance 175 feet high and 160 feet wide, and sits 400 feet above sea level. There are areas inside the cave which are over 400 feet high. As archaeological research is still being conducted, many of the cave’s natural tunnels have been blocked. Aside from research, the cave is also the home of a Buddhist temple. A local monk used a heavy stone tool to clear the cave entrance and level the ground. Visitors to the cave are greeted by the temple’s 40 foot long reclining Buddha statue. Beyond the cave’s natural beauty, the archaeological finds within it make it a remarkable piece of history. In addition to the human skulls the Sri Lankan Archaeological Departments found, they also discovered weapons from the same era. These weapons, made from animal bones and stones, were used to kill deer, monkeys, porcupines, and other animals. According to researchers, evidence found in the cave suggests that these early humans also ate “a few types of edible snails and wild breadfruit.” Researchers have also discovered that after eating the snails, the cave’s earliest residents would pierce their shells to make jewelry. Getting to the cave can be a bit of a struggle, with about a 20 minute walk up stone steps (without a railing), but it’s a popular spot for school trips and picnickers.","A long walk and semi-strenuous climb is required to visit the Pahiyangala Cave, but compared to the other historic sites in Sri Lanka, the climb and walk, in this case, is minimal. Located about 40km away from Colombo, this is a close site and is an easy drive too. The place is accessible from Kalutara and Horana and when you take the Piliyandala Bulathsinghala Road and pass the rice fields and villages, you’ll find yourself at the stony path that leads up to the cave’s entrance. The steps in the path are cemented, but you’d find natural stone steps in between, and they must be stepped on carefully as they have jagged edges and can cause discomfort if stomped on. The excavation pit is open to visitors, and if you’re curious, you can walk down the stairs and into the pit and take a look at the digs with your own eyes. Within the cave, you’d find an ancient door that leads you into the bat cave, not like DC, but real bats that can hit you in the face when they fly out, so step in with care!"
9,Saint Anthony’s Church and Cemetery,Sri Lanka,The ruins of this old church are slowing sinking into the sand.,https://www.atlasobscura.com/places/saint-anthonys-church-and-cemetery,"On the far northeastern beaches of Sri Lanka there is a tiny village called Manalkadu. It doesn’t see many tourists—and with only one battered unnamed road to get there, that’s not surprising. What is surprising, once you do arrive, is finding the ruins of a once-majestic church, and a collection of modest graves nearby, watching as the walls are slowly eaten by sand. The church is the old St. Anthony’s, but exactly how old is a little murky. Some accounts date it to the 17th century, during the period of Dutch rule. Others put the date around 1900, when Sri Lanka was the British colony known as Ceylon. Whatever the age, the effect of the stone, brick and coral walls slowly sinking into the dunes provides an eerie and striking backdrop to the modest cross markers that dot the sand, and the deep blue Indian Ocean just beyond. The crosses are the graves of local residents, many of whom were among the thousands of Sri Lankans who lost their lives in the 2004 tsunami. As with the church walls, the dunes around the graves are always shifting, the sand revealing either too much or too little of what’s buried below. The history of Sri Lanka goes back at least 3,000 years, to the days of the ancient Silk Road. Until 2014 it was difficult to get a visa to visit the area of the old St. Anthony’s, but tourism has since opened up as the political and economic conditions in Sri Lanka have improved. The sands, always shifting.","The ruins and cemetery are along the beach just north of the small village of Manalkadu, about 6 miles from the town of Point Pedro. It is on the Jaffna peninsula at the very northern tip of the island. Many of the area roads are unnamed, so you can set your GPS to the coordinates up top. Note that there is a new, rebuilt St. Anthony’s in the village, not to be confused with the ruins. Also, there are reports from some tour sites that the beaches around Manalkuda are patrolled by the army. Check with local tourism authorities or agencies as to current access and any restrictions for visitors."
