index,attraction,location,blurb,url,description,tags
0,City Hall Station,"New York, New York","A beautiful and abandoned New York subway station from 1904, complete with chandelier.",https://www.atlasobscura.com/places/city-hall-station,"The first New York City subway was built and operated by the Interborough Rapid Transit Company (IRT) and opened on October 27, 1904, to the joy of New York elevated train and streetcar riders. The City Hall station on the IRT local track was lavished with fine architectural details, including glass tiles and large chandeliers. However, the Gustavino vaulted ceilings and skylights were lost on busy commuters, and the stop was one of the least-used in the system. It was the only station that did not have turnstiles installed by 1923, and the nearby Brooklyn Bridge stop was frequented by the express train and closer to connecting streetcars.  Because of the curved platform, cars with center doors could not be used at this station unless they had specially modified door controls which allowed just the end doors to be opened. In 1945, the station was closed when platforms along the line were being lengthened to accommodate longer trains, and the number of passengers using this station dwindled to very few. Another factor leading to the decline of the station’s use was the fact that a person boarding the train at City Hall with a station intended destination below City Hall or in Brooklyn would wind up on the uptown platform at the Brooklyn Bridge station. They would then have to go upstairs and down to the downtown platform to continue their journey. It was much easier to walk the short distance at street level to the Brooklyn Bridge station. Up until the late 1990’s the passengers on the Lexington Avenue Local (today’s 6 train) had to disembark from the train at the Brooklyn Bridge stop. That is no longer the case. The skylights have been reopened, and the station lights turned back on. While passengers can not get out of the train and experience the City Hall Station as they once might have, they can stay on the train as it loops around on those tracks and heads back north. The New York City Transit Museum hosts periodic tours of the abandoned station; however, you must be a member of the museum to attend. Check the website for details.  If you will be staying on the downtown 6 train after it leaves the Brooklyn Bridge station, it is best to be in the 7th, 8th or 9th car as the train operates very slowly around the curve in front of the City Hall station. Tour tickets are $50, and regular adult membership to the museum is $60.",subways subterranean infrastructure subterranean sites abandoned architectural oddities architecture
1,The Wave Organ,"San Francisco, California",A huge musical instrument played by the ocean.,https://www.atlasobscura.com/places/wave-organ,"Located on a jetty in the San Francisco Bay, the Wave Organ was built in 1986. In collaboration with the Exploratorium, artist Peter Richards built an acoustic sculpture that amplifies the sounds of the waves in the bay. The organ’s jetty was constructed with carved granite and marble from a demolished cemetery. Magnificently old and finely worked pieces form the irregular terraced seating and even a trash can holder. The instrument itself is comprised of more than 20 PVC and concrete pipes that extend down into the water at various elevations. The sound is created by waves crashing against the ends of these pipes. When the waves roll in, the pipes resound with liquid music: low, gurgling notes that ebb and flow with the restless movement of the ocean and the changing of the tides. What makes the music? It is similar to the phenomena of the sound heard in a conch shell—a specific volume of air resonating at a specific frequency. The same sort of thing happens in the pipes of the Wave Organ, but there is one important difference. In the Wave Organ, the columns of air within the pipes constantly change as the water moves in and out, and as the length and volume of the air column in each pipe changes, the pitch of the sound it produces also varies. The larger the volume of air, the lower the sound; the smaller the volume of air, the higher the sound.The park-like setting on the lee side of the breakwater has a view of San Francisco’s Marina District, downtown San Francisco’s skyline, the East Bay hills, Sausalito, Mt. Tamalpais, the Presidio, the Golden Gate Bridge, and the Marin Headlands. Fishermen are often at the organ in the morning, which after the walk by the marina can feel like a detached place of peace within the city.  The acoustics of the wave organ are only active when the tide is in, and the music is best heard around high tide. Parking is available in the marina a short distance away. (There is a private marina club that has better access, but parking is closed off to the public at that point.) The organ is not far from the Crissy Field recreational area, which, if you have time, is about a 1.8-mile walk along the trail.",sea organ aletrail sounds music outsider art cemeteries art
2,The Evolution Store,"New York, New York",A terrific purveyor of natural history objects and curios.,https://www.atlasobscura.com/places/evolution-store,"Evolution stands out among the clothing stores and restaurants in Manhattan’s SoHo art district as a truly distinctive and handsome shop. Tucked into every corner and crevice of the store are unique natural history collectibles. Framed butterflies and insects line the walls, fossils, and seashells in jars crowd wide tables, tribal art fills glass cases, skulls, and skeletons hang from the ceiling, and medical models and posters fill every spare space. Evolution’s staff is knowledgeable and enthusiastic and they welcome questions about their wares. Their specimens are acquired from the same experts who supply museums and are of high quality.  Evolution is open from Sunday to Saturday from 11 a.m. to 7 p.m.",wonder cabinets purveyors of curiosities stores taxidermy shops
3,Magowan's Infinite Mirror Maze,"San Francisco, California",A psychedelic labyrinth on the San Francisco bay.,https://www.atlasobscura.com/places/magowans-infinite-mirror-maze,"People stumble about the labyrinth, arms outstretched. Even so, they sometimes find themselves smacking headfirst into their own reflection. Shrieking and giggling when they reach someone else they ask, “are you real?” This maze is contained in a nondescript building on San Francisco’s Pier 39. It’s a disorienting dungeon of columns and mirrors, lit by blacklight and flashing neon and scored by rave music. Once you’ve managed to make it through the purveyors have been known to recommend trying it again, this time backwards. This trippy scene is standard fare at Magowan’s Infinite Mirror Maze for visitors of all ages, no drugs required (or recommended for that matter). Its founder calls it “one part art, one part science.” The trick is simple–you’ve probably seen it before at a carnival–but the effect is still enchanting. Update February 2018: It appears the maze is now back open for business, after closing briefly with no explanation.  Admission is $10.",optical illusions labyrinths optical oddities mazes
4,Secret Tiled Staircase,"San Francisco, California",An artsy hidden staircase leads to breathtaking views of San Francisco.,https://www.atlasobscura.com/places/secret-tiled-staircase,"The 16th Avenue Staircase is 163 steps of mosaic tiles, a colorful staircase hidden in the quiet Sunset district of San Francisco. This neighborhood has few other tourist draws, but those who find the staircase will be rewarded with sweeping views of the city, and a beautiful garden design including succulents and native habitat plants for the Green Hairstreak butterfly.  The site is an important waypoint on San Francisco’s famous butterfly-bolstering Green Hairstreak Corridor. The project began in 2003 and was completed in 2005, with the help of artists and many neighborhood volunteers, and was inspired by the Selarón staircase in Rio de Janeiro, a brightly colored tiled staircase and popular tourist destination. All the mosaics are donated by the community. At the very top is the sun (the stairs ascend from “sea Level” to the sun—get it?). There’s also another garden at the bottom and one of the last crops of Franciscan formation at the top (it has its own biozone!). The artists for this stairway are Collette Crutcher and Aileen Barr.",stairs outsider art architectural oddities architecture
5,Dream House,"New York, New York","La Monte Young and Marian Zazeela's ""Dream House"" will immerse you in an ever changing world of sound and light.",https://www.atlasobscura.com/places/dream-house,"When walking down Church Street in Tribeca, keep an eye out for a black door with a cryptic white sign that reads THE DREAM HOUSE. Although this is not your typical dream house with a 4-door garage, it guarantees to be a one-of-a-kind experience, with its completely absorbing, constantly fluctuating sound waves accompanied by neon pink reflections of light. Created in 1993 by modern composer La Monte Young and visual artist Marian Zazeela (who are married to one another), this is the culmination of 40 years of their work. Zazeela explains that “together, the sound and light can be experienced as a new form or new media: the sound and light environment. The experience of the two mediums together as one requires a new, or at least different, mode of attention.” For example, unless you are completely still, be prepared to encounter a new collection of pitches with every move you make, as you encounter the various resonating sound fields created by Young. Young and Zazeela invite you to dive into their dream world, Wednesday through Saturday from 2PM-Midnight. Admission is $10.00– walk right in. Update August 2018: There is a restaurant at this address now. Dream House is on the third floor above the restaurant, denoted only by a paper sign. Removal of shoes as well as leaving behind bags and jackets is required. Silence inside the environment is requested. There is an AC, but it can be quite stuffy inside. Not handicap accessible.",optical oddities eccentric homes music outsider art homes sacred spaces
6,The Last Bookstore,"Los Angeles, California",This iconic L.A. bookshop is housed in an abandoned bank—both symbolic and chic.,https://www.atlasobscura.com/places/last-bookstore,"More than a few bibliophiles would prefer that their prized possessions be kept in a bank vault as opposed to a bookshelf, but few actually get to see their dream in action. Enter The Last Bookstore, an iconic Los Angeles book shop with a not-so-subtly symbolic name that is housed in the grand atrium of what was once a bank. The marble pillars and mile-high ceiling remain from the old bank, but in place of patrons and guarded stacks of cash, bookshelves line the walls and artful displays of books abound. Not to imply that everything is brand new and sparkly. The bookstore actually specializes in reasonably priced used books, and takes great pride in offering a selection of well-kept vintage books as well. Anyone who’s ever loved a vintage book will know exactly what that means for the musty, decadent smell that hangs in the air in this seemingly sacred place. Almost as if to make a point about beauty in disarray, the bookshelves are placed every which way all throughout the store, and sculptures have been custom-built from overstocked or damaged copies. There are even hidden nooks, like the old bank vault itself, where books are winkingly displayed. There is a section of hardbacks arranged by color. Most of the fiction is purposefully unarranged, meant to inspire treasure hunts among shoppers. In short, every inch of the place is designed to make book lovers fall in love with it, and it succeeds.",bookstores repositories of knowledge books literature shops collections
7,The Echo Park Time Travel Mart,"Los Angeles, California",Non-profit time travel mart sells goods you would need for a trip through the fourth dimension.,https://www.atlasobscura.com/places/echo-park-time-travel-mart,"Have you ever traveled through time and foolishly forgotten your Pastport? Woken up in the morning and realized you’re fresh out of dinosaur eggs for breakfast? Discovered that your robot is out of milk…and has lost its toupee? Thankfully, The Echo Park Time Travel Mart has all the necessary supplies for your trip to the fourth dimension – and yes, that apparently includes robot toupees! Brought to you by 826, the same organization responsible for the Superhero Supply store in Brooklyn and the Pirate Supply Company in San Francisco, The Echo Park Time Travel Mart is a time travel-themed retail store that boasts the slogan, “Whenever you are, we’re already then.” The store sells humorous relics from the past, present and future, such as Barbarian Repellent, Michael Jordan pogs and varying Robot Emotions. The store is located in the historic Echo Park neighborhood of Los Angeles, California and like all other 826 shops, functions as both a retail space and literacy tutoring center. Though the storefront window displays a caveman mannequin shaking hands with a robot, the back of the building houses the non-profit organization, where 20-30 students per day are tutored in creative and expository writing. All proceeds from the Echo Park Time Travel Mart go to funding the non-profit organization, and the playful store theme serves to inspire creativity in its students, as well as bring a unique way of advertising 826LA to the local community. Though the shop primarily features quirky time travel items, such as Time-Freezy Hyper Slush ice drinks and Wooly Mammoth Chunks, visitors can also browse and purchase the students’ publications, which are appropriately displayed in a freezer. We toured LA with the Time Travel Mart on Obscura Day - March 20th, 2010. Photos, stories and more here",purveyors of curiosities
8,The Wave,"Marble Canyon, Arizona",Rippling sand dunes frozen in the Arizona rock.,https://www.atlasobscura.com/places/wave-rock,"190 million years ago, one of the greatest geological formations in the world began to take shape. In the Coyote Buttes ravine, some 5,225 feet above sea level, stands Arizona’s the Wave. The Wave has a remarkable undulating appearance, with massive sandstone structures stretched like taffy and cinnamon color strata domes. It is, in a way, a geological snapshot in time, a still shot of the effect natural forces have on the environment. The Wave is comprised of Navajo Sandstone dunes that have calcified vertically and horizontally, turning into hardened, compacted rocks over time. The peculiar and unique fluctuating stratum was created by slow wind and rain erosion. The Wave remained basically unknown until the 1990s when it was largely advertised in German travel brochures and shown in the 1996 movie Faszination Natur. Small groups of Europeans visited the area, and its popularity grew; tour guides confide that it is still largely a European population that visits, though Americans have definitely begun to take notice of the landscape. Many describe walking through the dunes as an intensely strange experience, surreal and vertigo inducing, or in several cases, described as being like a drug induced walking dream. The rock is certainly a photographer’s delight, where professionals and amateurs strive to take the perfect mid-day shot when not a single shadow eclipses the Wave, or they go for the more dramatic effect of morning or near-twilight that comes with the high domes casting stark shadows on the land. While the rocks have been hardened, they are still susceptible to damage. Only 20 visitors a day are allowed to walk through the ravine, and permits are required. The permits are issued through online and in person lotteries, and tour guides are available for hire.  When you obtain a permit, thorough directions are provided.",martian landscapes geological oddities ecosystems geology
9,Roosevelt Island Smallpox Hospital Ruins,"New York, New York",A crumbling hospital from the 1850s on Roosevelt Island.,https://www.atlasobscura.com/places/roosevelt-island-smallpox-hospital-ruins,"Few diseases have had a greater impact on the history of human civilization than smallpox. The bubonic plague certainly wins for its baroque presentation. Malaria and HIV are concurrent with our times and thus feel more real. But smallpox takes the contamination cake. It has been around for more than 3,000 years in all parts of the world. Before the vaccine was discovered in 1796, more than 400,000 people a year died from smallpox in Europe alone. According to the World Health Organization, smallpox killed one in ten children in Sweden and France and one in seven in Russia. The disease killed Louis XV of France and other European monarchs. Queen Elizabeth I had the disease as a child and wore heavy make-up to conceal her pockmarks. In the French and Indian Wars, blankets containing smallpox were purposefully given to Delaware Amerindians, in an early instance of biological warfare. Through extensive worldwide vaccination efforts, the disease was eradicated in 1979 - the only disease to be completely eradicated through human intervention. By the end of the 1800s, efforts were made in Western Europe and the United States to eradicate the disease by universal vaccination. But before that time, many cities built hospitals specifically for treating smallpox sufferers. In New York City, the southern tip of Blackwell’s Island (now Roosevelt Island) provided ferry access but kept the infected patients far away from the population. Better known for Grace Church on Broadway and St. Patrick’s Cathedral on Madison Avenue, James Renwick Jr. designed the smallpox hospital in his Gothic Revival style. From 1856 until 1875, the hospital treated about 7,000 patients a year. In 1875, the building was converted into a nurses’ dormitory, and the city smallpox hospital was moved to North Brothers Island, in part because Blackwell’s Island had become more densely populated. By the 1950s, Renwick Hospital had become useless and was abandoned by the city, quickly falling into disrepair. However, in 1975, the Landmarks Preservation Commission took interest in the dilapidated structure and declared it, in its ruin, a city landmark. They reinforced the walls to prevent it from completely falling apart but have not renovated it or opened it for tours. Only some of the outer walls and the foundation remain today. It is behind a fence on the southern tip of Roosevelt Island.  Take the F to Roosevelt Island. Walk south along West Road to E Road. The hospital will be on your right. You can also take the tram from Manhattan, or the ferry from Astoria, Long Island City, or Wall Street.",smallpox quarantine abandoned hospitals abandoned ruins
