index,attraction,location,blurb,url,description,tags
0,Tanah Lot,"Kediri, Indonesia",Isolated atop this Balinese sea crag is a lovely Hindu temple that is said to be guarded by sea snakes.,https://www.atlasobscura.com/places/tanah-lot,"Just one of seven ocean temples on the coast of Bali that create a sort of spiritual bulwark against bad vibes rolling on the ocean currents, the ancient shrine atop Tanah Lot is said to be protected from demons by snakes both small and monster-sized. The true origins of Pura Tanah Lot (the temple that sits atop Tanah Lot) are lost to the sea spray of time, but according to legend it was created in the 16th century at the behest of a now-mythologized holy man. Along with the other six sea temples along the Bali shore, each within eyeshot of the next, it is meant to pay respect to the guardian spirits of the sea. The constant pounding of the currents against the base of Tanah Lot have created a number of sea caves at the foot of the rock formation, many of which are home to sea snakes. These snakes are rumored to protect the temple from evil spirits along with a giant nightmare snake that lurks in the waters around the temple. At low tide, Tanah Lot can be approached on foot.  The outer sanctum of the temple is open to visitors (holy men receive and bless you), but the inner sanctum of the temple itself is forbidden to any non-Balinese visitors. The small caves exposed by the receding water can be explored, for those who are not concerned by snakes (real or otherwise).  There is a cave within a cave on the beach where visitors may approach and receive a blessing from the sacred snake. Despite not being able to explore much of the rock’s surface, it cuts a stunning figure against the backdrop of the ocean horizon and the site has accordingly sprouted an unctuous tourist market full of stalls selling cheap merchandise to gullible sightseers. Maybe one day the temple’s guardian snake will rise up and protect the temple’s sanctity from those that would capitalize on its beauty.","Most tourists hire a car and driver for the day to visit Tanah Lot, along with the other popular temples as they are far apart from each other. The road to Tanah Lot temple can be dangerous, hence this is advisable. Alternatively, you can pay for a taxi and ask them to wait for you while you visit the place. If you have the time, the paddy fields along the way to this temple are worth a slow ride to enjoy the view. You may also want to detour to the rugged beach of Pantai Seseh nearby."
1,Ghost Palace Hotel,"Baturiti, Indonesia","An abandoned hotel in the highlands of Bali is shrouded in stories of ghosts, curses, and corruption.",https://www.atlasobscura.com/places/ghost-palace-hotel,"Near the road from hard-partying Kuta to picturesque Lake Beratan, a massive luxury resort stretches languorously down a mountain ridge—not a particularly notable sight, but for the fact that this hotel sits dark and empty. Built in the 1990s and seemingly abandoned on the eve of its opening, the pristine modernity of this derelict building adds significantly to that giddy, something-bad-happened-here feeling that tantalizes ghost hunters and urban explorers alike. The Ghost Palace Hotel—more formally known as the PI Bedugul Taman Rekreasi Hotel and Resort—lies overgrown with creepers, weeds, and legends. One story suggests that the real estate developer behind the project became cursed due to his corrupt business practices and subsequently went bankrupt. Another tells of a fully operational hotel filled with workers and guests, all of whom suddenly disappeared in one night, leaving specters and demons to stalk the hotel’s empty corridors. Other ghostly accounts chalk up the supernatural presence to the spirits of laborers worked to death in the construction of the hotel. Bizarrely, the actual history of the Ghost Palace Hotel is somewhat difficult to verify, but the most likely scenario is that it was built starting in the early 1990s as an investment project of Tommy Suharto, the youngest son of former Indonesian President Suharto. Tommy went to prison in 2002, after being convicted of ordering the assassination of a judge on Indonesia’s Supreme Court who had previously found him guilty of corruption charges. Subsequently, construction of the hotel ground to a halt and has never restarted. Now abandoned for over a decade, the building still bears the furnishings and fixtures of a hotel preparing to receive its first guests. A video from a recent visit to the Ghost Palace Hotel can be seen here.","The Ghost Palace Hotel, or PI Bedugul Taman Rekreasi Hotel & Resort, is located on the mountains in the central highlands of Bedugal, 50km north of Kuta. This hotel is not open for public. The main entrance is guarded, but the site can be entered at its highest point, at the back end, by hopping over the fence. According to the previous visitors, entrance through the main gates is watched by 'security officers' and cleaners; at some point they began to take payment of about 10,000 IDR to enter the hotel."
2,Sacred Monkey Forest (Mandala Wisata Wenara Wana),"Ubud, Indonesia",Hindu temple of the dead home to hundreds of long-tailed macaques.,https://www.atlasobscura.com/places/sacred-monkey-forest,"In the center of Bali a centuries-old temple complex doubles as an ecological sanctuary for a thriving population of roughly 500 monkeys. The Balinese long-tailed macaques that call the Monkey Forest home are free to come and go as they choose - there are no cages, and no walls to hold them in, so visitors to the Monkey Forest have the unusual opportunity to watch monkeys close up, with no bars between them. Elsewhere in Bali macaques are often seen as pests, liable to steal valuable crops, but in the Monkey Forest they are revered and cared for as part of the spiritual life of the temples, and as manifestations of the Hindu monkey gods. The monkeys are fed and cared for by a staff of locals, who are also there to keep a watchful eye on tourists. The forest itself is comprised of 27 acres of deeply forested land, winding paths, sacred sculptures, and three distinct temples. Over 80 different species of trees have been identified within the forest, which also offer sanctuary to a host of birds, lizards, squirrel and deer, in addition to the star monkeys. The Monkey Forest is also home to a Pura Dalem, or Bali temple of the dead. It acts as counterpoint to the Pura Puseh (temples of origin) and Pura Desa (village temple) and contains a cemetery and Pura Prajapati (cremation temple) dedicated to Dewa Siwa, who judges the karma of the dead. Headstones are easily visible in a clearing visible between the trees near the cremation temple, where the recently dead are buried while their families and loved ones save up for the lavish cremation festivities unique to Balinese culture. At the appointed time families will disinter the dead and relocate them to an elaborate cremation pyre, after which the ashes are distributed to family shrines. It is thought that the earliest temple structures date back to around the mid 13th century, but they have been revised and rebuilt so many times over the years, up to an including the present day, that the edges of ancient and recent are thoroughly blended. The most sacred space in the Monkey Forest is the Lingga Yoni, a Hindu representation of phallus and womb, that has occupied the inner sanctum of the temple for hundreds of years. The third sacred space is a bathing temple, located along the stream that runs through the forest. In recent years researchers from around the world have taken advantage of the opportunity to observe the monkeys in several studies. Local vendors selling bananas and other treats to feed to the monkeys are usually positioned near the entrances, but visitors should bear in mind that the monkeys are wild animals that may bite and also may possibly carry disease. The official position of the Monkey Forest seems to be that no one will stop you from feeding the monkeys, but if you get bit it’s your own damned fault. Their website gently suggests that you might prefer to watch the staff feed the monkeys instead.","Entry: 40000 IDR (about $3) for adults, 30000 IDR (about $2.25) for students. Opening Hours: Monday-Sunday from 8 AM to 6 PM. Parking is free."
3,Pura Lempuyang Luhur,"Abang, Indonesia","Bali's remote ""gateway to heaven"" is one of the most sacred places on the island.",https://www.atlasobscura.com/places/pura-lempuyang,"Pura Lempuyang Luhur is a complex of temples that speckles a trail leading to the top of Mount Lempuyang, a holy mountain. A total of seven temples dot the mountain’s slopes. At the lowest temple, a fantastic “gateway to heaven” greets visitors. Looking through the gate on a clear day reveals Mount Agung framed within its sides. Beyond the gate, three beautiful nāga-lined staircases lead up to the lowest temple. Pura Lempuyang Luhur is one of the oldest and holiest sites on the island and is thought to predate most Hindu temples there. The whole complex has been dubbed one of the “six sanctuaries of the world,” considered the most sacred places of worship on Bali. Yet, because of its remote location tucked away on the island’s eastern end, the complex saw few foreign visitors until recent years. Adventurous (and reasonably fit) travelers may hike up to the top temple, which is a four hour round-trip in total. Along the way, visitors will pass six other temples and can see beautiful vistas before finally arriving at Pura Lempuyang Luhur. Locals believe one must never complain on the way up. If one complains, they will not make it to the top. Pura Lempuyang Luhur, the highest temple, is the crown jewel of the complex (and also its namesake). It sits atop the mountain’s peak, which is believed to be its most sacred spot. Those who make it to the top are rewarded with a peaceful sanctuary and breathtaking views of the surrounding mountains.","Pura Lempuyang is not easily accessible, and parking is limited. The best way to get there is to hire a car and driver. If coming from Ubud or the beach towns on the south coast, budget one full day for this excursion, and consider pairing it with a visit to the nearby Tirta Gangga water gardens. Be respectful at all times. Wear a sarong while visiting this temple complex, and make sure bare knees and shoulders are not visible. This applies to both men and women. If observing a ceremony, take photographs from a respectful distance using your zoom lens. There's no fee to get into the temple, but donations are requested."
4,Gereja Ayam,"Magelang, Indonesia",This massive chapel in the middle of the Indonesian forest is both haunting and fowl.,https://www.atlasobscura.com/places/gereja-ayam,"Should you be trekking through the thick forests of Magelang, Indonesia, try not to be too alarmed if you stumble upon a titanic building shaped like a chicken. Known as Gereja Ayam (unsurprisingly, “Chicken Church”), this moldering, behemoth, bird-like building is an unexpected, whimsical sight to stumble upon. While the locals have dubbed it the Chicken Church (and it’s easy to see why), the name is a bit of a misnomer since the visionary behind the crumbling chapel meant it to look like a dove. The man behind the weird structure was Daniel Alamsjah, who received a holy vision that inspired him to create the dove church. He picked a forested hill near Magelang to build his pious tribute, and created possibly the most bird-like building in the world, complete with giant, squawking head, and ornate decorative tail feathers. The prayer house opened its doors (or spread its wings, so to speak) by the 1990s. The fledgling church welcomed any religions that wanted to make the trek, including Buddhists, Muslims, and Christians, holding services in the upper floors, while the lower floors provided rehab and juvenile outreach, among other charitable services. Unfortunately, the project was grounded in 2000 when further construction costs became too high. The poor chicken-dove-church was vacated, and left to the forest. Gereja Ayam continued to rot over the years, becoming a bit more ghoulish (in an avian way), with each year. But these days, it’s been cleaned up and turned into a proper tourist attraction. Local artists have covered the inner walls with vibrant murals showing local mythology and history and there’s a small cafe nestled within the chicken’s rear that sells traditional, tasty treats. You can even climb up to the top of the bird’s head for amazing 360-degree views. The Chicken Church has gained some media attention. In 2016 the documentary film, Into the Inferno, has a section devoted to the temple highlighting the connection to the nearby volcano.",Church is open every day and is often part of the nearby Borobodur Temple tour; there is a small entry fee.
5,Taman Festival,"Denpasar Timur, Indonesia",A haunting theme park is slowly being swallowed by the jungle.,https://www.atlasobscura.com/places/taman-festival-bali,"Eerie and overrun with lush greenery, this abandoned theme park in Bali is an urban explorer’s dream. Colorful graffiti adorns the walls of its crumbling buildings. Most of the park has succumbed to nature’s mercy and is slowly being swallowed by the jungle. It isn’t known for certain as to why this grand theme park was deserted by the owners before it ever even opened. Some reports say the owners abandoned ship after fearing it would become unprofitable following the 2002 Bali terrorist attacks. Others say lightning struck its laser machines, which were meant to illuminate the night sky as part of the park’s star attraction. Never fated to fill its grounds with throngs of tourists, it has now become a home for graffiti artists and budding photographers. Wander among the pathways that meander through the eight-hectare site (beware of the broken glass), and you’ll find an olympic-sized swimming pool, a cinema, a wedding chapel, and many restaurants, all reclaimed by nature. It’s a haunting experience. Vines and weeds twist sinisterly around the decrepit structures, while miniature jungles overtake others. Bats, enormous spiders, and a host of other insects hide in the dark corners of the dust-coated buildings. Keep an eye out for the empty crocodile pit—its former residents were left to roam the park after it was abandoned and supposedly lurk just out of sight. Rumors abound that these reptilian residents have been know to snack on humans.","If arriving by bike, you need to pay 2500IDR to the landowner for parking. Locals may charge you something between 10000 and 20000 IDR per person to let you in."
6,Komodo National Park,"East Nusa Tenggara, Indonesia",A sprawling nature preserve harbors the world's only living dragons.,https://www.atlasobscura.com/places/komodo-national-park,"Historically, dragons have been feared and hunted, but the Komodo National Park was created to protect the only known “dragon” in the world. The Komodo dragon is the largest lizard in the world and can grow up to 2-3 meters in length which would be scary enough if it weren’t for the monster’s poison bite. Despite the beast’s hideous visage and carnivorous reputation this Indonesian wildlife reserve was created to make sure that it does not go extinct. Komodo Island is the only place in the world where the huge lizards live and their relatively small population puts them at extreme risk.  Covering a number of small islands including the largest islands of Komodo, Padar, and Rinca, the national park keeps the delicate natural balance from disappearing. A number of other protected lizards, rats, and snakes also inhabit the islands along with a collection of large mammals that were introduced by man such as buffalo, deer, and monkeys. Unlike many wildlife parks, Komodo covers four human settlements as well, all of which existed when the park was designated. The people living in the park are mainly fishermen and tradesmen. Visitors are welcome to the islands. In order to keep tourists safe from the huge lizards, locals feed the Komodo dragons in the morning so that they are less inclined to look for visiting prey. The protection offered by the reserve has expanded over the years and now includes a marine biome which is preserved along with the other exotic flora and fauna in the Komodo National Park. Despite the increasingly diverse environments in the park, it is unlikely to be known for anything more than the dragons that stalk its shores.","You can arrange for group tours to the various islands of Komodo or even hire your own personal ride to visit Flores Islands. The Komodo National Park is open daily from 7:00 AM to 5:00 PM, and there is even an adventure trek in Komodo Island that takes around 4-5h (4.9 miles). Visitors are advised to bring sunscreen, hat, sunglasses, hike shoes and plenty of water."
7,Goa Gajah,"Sukawati, Indonesia","The name of this ancient Indonesian temple translates as ""Elephant Cave"" but it could be more accurately called ""The Hellmouth.""",https://www.atlasobscura.com/places/goa-gajah,"Not far outside of the city of Ubud in Bali is a fantastical archeological site known as Goa Gajah, or “Elephant Cave,” although visitors could be forgiven for finding this name confusing given the wild-eyed demon maw that serves as a front door. The ill-fitting monicker comes from a complicated trickle down of translations relating to the temple cave throughout history that may have alluded to elephants at one point. However there does not seem to be any actual pachyderm imagery anywhere on the site. Instead the facade of the cave is carved into a surprisingly menacing devil’s face with wide eyes staring over the doorway that acts as its screaming mouth. All around the monster’s face is what seems to be a roiling sea of flames. Flanking the frightening frieze are smaller sculptures of creatures that have eroded with time. Despite this terrifying entrance the cave is actually thought to have been a place of meditation and spiritual cleansing where religious offerings were left (and still are). While no one is positive of the original use of the space, it is speculated that the demon’s face on the outside was actually meant to scare away evil spirits, not attract them. A large communal bath was unearthed nearby in the 1950’s featuring tall statues of serene figures pouring water out of jars into the central bath. A far cry from the howling cave entrance. Today the ornately unsettling cave can be visited and all those daring to pass through the demon’s jaws can witness the cave’s secluded quietude. Just don’t think of elephants.","15,000 Rp"
8,Trunyan,"Trunyan, Indonesia",One native village in Bali lays their dead at the foot of a holy tree whose natural fragrance seems to hide the stench as the bodies decompose.,https://www.atlasobscura.com/places/trunyan,"The walk up to the Trunyan cemetery in Bali is littered with skulls and human bones which have been set up on stones. This is a byproduct of the nearby villagers’ unique death ritual that sees the deceased placed above ground at the foot of a tree to simply decompose in the open air. One might think that such a laissez-faire practice would lead to not only an unstoppable vermin and carrion bird infestation, but also an unlivable stench. However, when the bodies are laid out, they are placed at the foot of a large banyan tree which the villagers consider holy, and which seemingly masks the scent of the corpses. This sacred funeral rite is performed when one of the village’s number dies of natural causes, at which time a white sheet is placed over the body and they are laid out. Others are laid out above ground and covered with bamboo teepees. The villagers who adhere to this practice belong to a group known as the Bali Aga, people who have descended from the original Balinese natives. Their unique “burial” traditions are believed to go back hundreds of years, yet there does not seem to be a case of the exposed corpses presenting a health or comfort issue. In fact, a number of tourists visit the site each year, to the point where it is now common to be approached repeatedly by villagers asking for donations, and even getting there requires exorbitant bribes for boat transportation. However, one thing nearly no one is complaining about is the smell.","Trunyan cemetery is most easily accessible by boat from Kedisan. The price of the boat ride (including the donation for the village) was 400, 000 IDR per person in May 2017. For comparison to rent a car for 10 hours with driver was 550, 000 IDR."
9,Padar Island,"Komodo, Indonesia","Once home to Komodo dragons, this island dreamscape has a rare combination of white, pink, and black sand beaches.",https://www.atlasobscura.com/places/padar-island,"The Indonesian island of Padar is about 20 miles (30 km) from Labuan Bajo, a fishing town on the westernmost part of Flores. Padar is small, but is the third largest island of Komodo National Park, and was once a stomping ground for the immense dragons that gave the reserve its name. Padar is mostly savannah-covered, surreal landscape fringed by bright green-capped mountains of fairy-tale shapes. It’s all surrounded by three turquoise bays, and curiously, each one of the bays’ beaches has different coloured sand: One is pearly white, another charcoal black, and a third is a very rare baby pink. It is a rare combination, a quirk of this unique island. The black-sanded beach has volcanic origin, composed of various dark minerals. The pink, one of a few in the world, has pulverized red coral mixed with white sand.  And the white one, in most any other setting would be a spectacular find. Here, it almost plays third fiddle. Padar is home to a remarkable array of wildlife, especially for its size. There are six species of shark, and two of manta rays, and many different reptiles. There once were three kinds of Komodo dragons here. (They are gone now, but still found on Komodo, Rinca, Gili Montang, Gili Dasami, and Flores.) There are dolphins, the occasional whale, falcons, kites, geckos, and green turtles. And then there are some plain old little mammals, to feed their neighbor predators.","Visitors can do a 30 minute hike to Padar's summit to see a panoramic view of the island, go trekking for around an hour, snorkel or just hit the pristine tri-colored beaches. Labuan Bajo is the closest city, and there are tours departing daily for one, two, or three-day visits. The best time is from April to June, and from September to November. Bring sunscreen, sunglasses, good hiking shoes, a hat, plenty of water and get ready for some serious 30-foot exercise uphill."
