index,attraction,location,blurb,url,description,tags
0,Marobo Hot Springs,East Timor,No one is quite sure of the origins of these idyllic natural hot springs at an abandoned mountain resort.,https://www.atlasobscura.com/places/marobo-hot-springs,"Marobo is an isolated village on the border between the Ermera and Bobonaro provinces in Timor-Leste. Hidden in this remote part of the world, down a bumpy, turbulent dirt road, lay hot springs and the remains of what must have once been an idyllic retreat in a lush, tropical mountain setting. Who built this resort is a matter of contention. Though a few sources claim the Japanese constructed it during World War II, many others say the Portuguese created it during their 500-year colonial stint. The truth might sit somewhere between these two views, with the Japanese renovating and perhaps expanding what the Portuguese had previously started. Who built what exactly may never be known. What is known, however, is that the local population was forcibly mobilized to undertake the construction work in what is clearly a violation of human rights. Today, the only surviving remnants of this resort are a stone building, numerous terraced falls, and the pools, all set in a lush green landscape with a great view of the surrounding mountains. The hot springs produce nearly 530 gallons of water per minute, and have the characteristic pungent stank of sulphur. They also contain a large quantity of sodium and calcium. The highest temperature of the water is approximately 120°F, and is found where the small falls are.","The roads from Maliana or from Bobonaro are paved but dangerous, with massive potholes and segments of road that have collapsed. The dirt road leading down to the hot springs is very steep and slippery. To reach this location, you need a 4x4 vehicle or a motorbike, but most of all, you need an experienced driver."
1,Uma Lulik,"Lospalos, East Timor",These sacred totem houses connect the Fatakulu people with the spirits of their ancestors.,https://www.atlasobscura.com/places/uma-lulik,"The Fataluku people of Timor-Leste (East Timor) are an ethnic minority renowned for their elegant totem houses on stilts, sacred houses called uma lulik. These holy huts symbolize a link between the past and present, the dead and the living. There are traditional uma lulik still in place throughout the indigenous villages of East Timor, as well as several replica houses built more recently to honor the tradition and to display the Fataluku people’s craftsmanship. These homes, which are built or renovated every 10 to 20 years, serve as a bond between families. The rebuilding process strengthens the ties between the past and the present and families that members are born into and those they choose. A uma lulik belongs to a specific family, but it also stands for all other descendant groups that have formed a bond with it through marriages. Ultimately, uma lulik embody the spirit of the family, its network, history, traditions, and, inevitably, its essence. The presence of the uma lulik is as a testament to the resilience of the Fataluku people. First colonized by Portugal  in the 16th century, the island was later occupied by Japan and Indonesia. The indigenous people were persecuted during Indonesia’s 25-year occupation. During this time, many of uma lulik were destroyed or fell into disrepair. In 2002, when the country gained its independence, a resurgence of traditional customs emerged and these sacred homes began appear again. Uma lulik are usually built with local timber, bamboo and twine. Yet, each and every element transcends its physical properties and is charged with symbolism. This mingling of physicality and spirituality is extended to the way each element of the uma lulik is bound together with others to form something higher than itself. The structures are a connection between past and present, those here and those who have gone.",Uma Lulik can be found in villages throughout Timor-Leste. The above coordinates are for a sacred house in the Lospalos district.
2,Lake Ira Lalaro,"Lospalos, East Timor",This crocodile-infested East Timor reservoir is also home to a spectacular half-sunken forest.,https://www.atlasobscura.com/places/lake-ira-lalaro,"The East Timor lake known as Ira Lalaro is a gorgeous oasis surrounded by flat grassland on the northern shore and by swamps on the southern shore, but be careful not to get so enchanted that you get eaten by one of the lake’s copious crocodiles. The lake is a self-contained body of water that sits in a depression in the land. The northern shore offers great views of the lake with the mountains and lush forest in the background and the grassland is littered with water buffaloes wallowing in their swimming holes. Bucolic as this might be, it’s the swamps on the southern shore that set this lake apart from the others. The landscape provides vistas of half-drowned trees that reach back like a haunting bayou. While the lake and its surrounds are teeming with all manner of life swimming among the underwater trunks it is the massive population of Estuarine crocodiles that distinguish the lake. It is thought that over 300 of the beasts are packed into the relatively small area. One of the reasons that the animals have nearly taken over the natural landmark is that the native tribe consider the crocs to be sacred totem animals that are not to be hunted. Swamps and crocs are usually associated with the American Southeast but this lake gives the traditional bayou a run for its money. The strangely lovely landscapes of Lake Ira Lalaro may be alluring but they also pack quite the bite.","About half-way between Fuiloro and Tutuala, Ira Lalaro (a lake) can be seen in the distance from the main road on the right hand side. A few hundred metres after the lake ends (going East), a dirt road branches off from the main road on the right. Follow that road for five or six kilometres - until it plunges into the lake."
3,Escola do Reino de Haudere Ruins,East Timor,A surprisingly large and sturdy ruin on the outskirts of a remote village.,https://www.atlasobscura.com/places/escola-do-reino-de-haudere-ruins,"Not much is known about the once-grand abandoned building that used to house the Escola do Reino de Haudere (Portuguese for “School of the Kingdom of Haudere”), other than it was built by the Portuguese and bears witness to Timor-Leste’s colonial past. The building was one of seven schools built in the late 1920s and early 1930s in what was then the Portuguese colony of Timor, now Timor-Leste (East Timor). While others have been restored and preserved, the Escola do Reino de Haudere was severely damaged during World War II, and fell into disuse after the war. Abandoned for decades, what is left of the ruin is now overgrown with vegetation. This large and enigmatic ruin now greets travelers heading to Baguia, a remote village on the eastern slope of Matebian, the second-tallest mountain in the country. The abandoned school stands on the side of the road that leads to the village, backdropped by dramatic mountains vistas.",Escola do Reino de Haudere is located just over 1 mile (about 2 kilometers) before reaching Baguia. In the village of Baguia a formerly abandoned Portuguese fort built around 1915.
4,Venilale Tunnels,"Venilale, East Timor",These underground shelters dug by the Japanese during World War II later helped East Timor achieve its independence.,https://www.atlasobscura.com/places/venilale-tunnels,"Venilale is a sleepy town in inland East Timor known for its cool weather, comparatively speaking. In its colonial past, this town was a prime destination for Portuguese settlers wishing to escape the heat. At the outskirts of Venilale are a set of tunnels that are steeped in World War II history, from when the eastern part of Timor was controlled by Portugal, and the western part by the Dutch. In 1942, Australia deployed troops on the island as a response to the attack on Pearl Harbor. This was designed as a precautionary move, not really expecting Japan to launch a full-on attack on Timor. But East Timor was particularly vulnerable, as the Portuguese were counting on their declaration of neutrality as a deterrent against Japan. (In hindsight, this was an obvious miscalculation.) When Japan attacked, it did so with an unexpected intensity and number of troops. Those Australian and Dutch troops that managed to survive were forced to retreat to the harsh and mountainous interior of East Timor to join another renegade Australian contingent. Timorese people either joined the fighters or supported them by other means, and from here, guerrilla warfare was waged against the Japanese occupation. During the six months that it took Japan to gain control of the island, Japanese forces had to venture farther and farther inland, and Venilale became a Japanese stronghold. It was at this time that a set of tunnels was dug out to be used as shelters. The story may have ended here, but it didn’t. Fast-forward events to 1974, when the Frente Revolucionária de Timor-Leste Independente (commonly referred to as FRETILIN) was founded. East Timor was still Portuguese territory, and FRETILIN was a pro-independence movement whose members were freedom fighters that adopted the guerrilla warfare approach to gain independence for East Timor. In 1975, soon after East Timor gained independence from the Portuguese, Indonesian forces invaded it, and in their struggle against the Indonesian forces, FRETILIN fighters also used the Venilale tunnels as hideouts. The tunnels that were once a reminder of a long and bloody occupation became instrumental to the achievement of the country’s independence. On a side note, Timor-Leste and East Timor are synonymous, but Timor-Leste is the name used by Timorese people. Timor means East in Tetum, the local language, and Leste means East in Portuguese. Basically, whether you use the local or the English forms, the name is still “East-East.”","Venilale is 30 km south of Baucau, the most sizeable settlement in the area. Public transport is sporadic. The best way to reach Venilale is by your own transport. The road is bumpy and many sections are not paved, but a regular car or motorbike can manage easily. The tunnels are not signed-posted, but they are hard to miss."
5,Sia Maubara,East Timor,A haunting place that is now home to thousands of birds.,https://www.atlasobscura.com/places/sia-maubara,"Sia Maubara (aka Lago Maubara) is an 8-hectare salt lake set in a natural reserve. Home to thousands of birds, Sia Maubara doubles as a bird watcher’s paradise and historical place. It is all but impossible to visit the lake without sighting Australian Pelicans and numerous other species of birds that call the reserve home. Other birds frequenting the lake include Black Cuckoo-doves, Pink-headed Imperial Pigeons, Jonquil Parrots, Streak-breasted Honeyeaters, and Flame-breasted Sunbirds. Beyond bird watching, Sia Maubara has a tragic history. During the Timor-Leste war for independence, pro-Indonesia elements (including Indonesian soldiers) murdered up to 200 Timorese people in what became known as the Liquiçá Church Massacre. It was said that one way in which the bodies were disposed of was to sink them in Sia Maubara.  The suspicion was eventually confirmed when Australian Marine Divers recovered corpses of twelve victims from Sia Maubara. Despite its violent past, Sia Maubara is a place of unsettling beauty where bright blue water and soil cracked by the heat meet. Dead trees bleached by the sun are scattered along the shore, giving the lake an eerie ambiance that is reminiscent of the lake’s macabre past. Adding to the unease, you may not be the only visitor, as crocodiles may be visiting the lake too.","Coming from Liquiçá, Sia Maubara is located 3 km from Maubara Village. It is clearly visible from the main road."
6,Rock Art at Nino Konis Santana National Park,East Timor,Ancient images hide within the park's caves.,https://www.atlasobscura.com/places/rock-art-at-nino-konis-santana-national-park,"Rock art found at Nino Konis Santana National Park consists of paintings created using different colors, but with some rare exceptions, only those drawn in black or dark brown are visible to the naked eye. Among the motifs portrayed in these caves are boats, animals, birds, people, the Sun, stars, geometric patterns, and figures featuring a mixture of human and animal traits. The first caves within the park were explored and studied in 1966. The last nine caves were explored and studied for the first time in 2000. Considering the thick vegetation and rugged terrain, it would not be unfathomable to speculate that more rock art is yet to be found. Carbon dating tests run on human-made findings from the Lene Hara cave show that humans have been living in this region for at least 30,000 years. The dating of the paintings, however, has proven to be more controversial. Some scholars initially claimed that the paintings date back to the Neolithic Age (about 12,000 years ago), but this view has been challenged by more recent research that suggests these images are from as recent as 2,500 years ago. These rock paintings exhibit techniques, styles, and motifs also present on other islands in the South Pacific, including Australia. Techniques and styles can travel a long way, adapting to specific and diverse cultural contexts. Yet, the similarities in motifs suggest that in spite of the significant distance among them, these islands may have shared the same symbolic system. If this is the case, these societies must have had more interchanges with one another than previously thought.","The rock art sites are located on the island's easternmost tip, within the boundaries of Nino Konis Santana National Park. Some can be found near the dirt track leading from Tutuala to Waloo beach, while others are located deeper in the forest. The most commonly known of these sites are Ile Kere Kere, Lene Hara, and Jerimalai. For the caves near Tutuala, you can ask people for directions. They are near the dirt track to Waloo beach, and the path leading to these sites is clear. For caves deeper in the forest, you need to hire a guide."
7,Cristo Rei,"Dili, East Timor",This giant Christ statue was a failed attempt by Indonesia to dissuade East Timor from demanding independence.,https://www.atlasobscura.com/places/cristo-rei,"East Timor is the one of the most Christian countries in the world, with 99.1% of the population subscribing to the faith. Meanwhile its neighbor next door, Indonesia, is the most populous Muslim country on Earth. While this religious intermingling has caused a few incidences of violence over the years, it also begat a compassionate yet awkward gift exchange. This 89-foot statue of Cristo Rei was constructed in 1996 as a present from Indonesia to East Timor. Indonesian President Suharto wanted to commemorate the 20th anniversary of Indonesia invasion and annexation of East Timor by half-apologizing to the East Timorese people for Indonesia’s decades of occupation. To please the Catholic majority, Suharto, a Muslim, built a giant statue of Jesus standing atop a globe, accessible by a 590-step staircase. The statue was built in the Indonesian city of Bandung, where nearly all of the workers carving the face of Jesus into copper were Muslim. Despite three months of construction and a cost of 5 billion rupiah ($559,000), the Indonesian government failed to appease the majority of East Timorese people. Part of the reasoning for this is that Suharto angled the statue to be facing the Indonesian capital of Jakarta, which caused controversy among the Timorese. The ploy had little effect on staving off the East Timorese independence movement, which the people voted overwhelmingly for in 1999 and ultimately won in 2002. But, like its counterpart in Rio De Janeiro, the Christ statue in Dili still stands.",
8,Portuguese Fort Ruins,"Cova-Lima, East Timor",The remains of a former colonial fort on a stretch of beach that is occasionally visited by crocodiles.,https://www.atlasobscura.com/places/portuguese-fort-ruins,"In the 16th century, the Portuguese started trading with East Timor, and by the end of the century, East Timor had become a Portuguese colony. The Dutch and the British managed to take power for short spells of time in subsequent centuries, but the Portuguese managed to win the colony back. It was not until 1975 that East Timor became independent. After two decades of violent struggle with neighboring Indonesia, East Timor finally formalized its status as an independent country in 2002. In effect, the Portuguese ruled over East Timor for about 500 years, and they mainly relied on Indigenous semi-autonomous governance. They did, however, build a number of military forts for the protection of the territory. Several forts were built throughout East Timor, but very few remains can be found, partly due to the fact that they were usually built with locally found rocks neatly arranged to form a wall and held together by a mineral adhesive that eventually lost its binding properties. One of the most scenic of these forts is in the Southern village of Suai Loro, which also used to serve as the administrative headquarters and prison. Located along the beach, the few walls remaining of this structure are now being reclaimed by a banyan tree. There is no guardian, and no entry fee, but do keep an eye out for crocodiles. It is unlikely you will encounter one, but if you do, be mindful that they are particularly dangerous all along the south coast of East Timor.",
9,Balibó Fort,"Balibo, East Timor","A colonial-era fort with panoramic views across the East Timor-West Timor border, now home to a hotel.",https://www.atlasobscura.com/places/balibo-fort,"Sitting atop a hill at a commanding height above its surrounds, facing out to the Savu Sea to the north and across the Indonesian border to the west, in years past the Balibó Fort was a vital strategic holding for Portuguese colonists. The Balibo Trust estimates the fort to be 350-370 years old, and it is believed to be the second-oldest such fort in East Timor. According to the trust’s website, the fort was built by the Portuguese, who wanted to protect their colony of Batugade. Balibó’s height and its location at a crossroads of travel routes made it an ideal strategic location for a defensive structure. Today, the former fort is home to a modern, heritage-influenced hotel, and a café and restaurant with panoramic views from the mountains to the ocean. The Balibo Fort Hotel forms part of the social enterprising overseen by the Balibo Trust, which established the nearby Balibo Dental Clinic and Community Centre, and has made substantial contributions to local schooling infrastructure.",
