index,attraction,location,blurb,url,description,tags
0,Great Blue Hole,Belize,A massive underwater sinkhole made famous by Jacques Cousteau.,https://www.atlasobscura.com/places/great-blue-hole,"The Great Blue Hole, located just 100 kilometers (60 miles) off the coast of Belize, is an underwater sinkhole that researchers believe is the largest of its kind. Circular in shape and characterized by its rich, blue color, it is over 300 meters (984 feet) across and 125 meters (410 feet) deep. It lies in the center of an atoll called Lighthouse Reef, where an island of coral encircles the shallow, light turquoise-colored waters of a lagoon. Water levels there are so shallow that parts of the ring surrounding the dark blue sinkhole are even known to crest the surface at low tide. The sinkhole originally formed as a limestone cave during the last glacial period, a time when sea levels were much lower. As the ocean began to rise, the cave system flooded and eventually collapsed, creating a “vertical cave” in the ocean. As such, the site is popular among divers, who flock to the area to see the geological formations that now lie in the ocean’s depths. It’s possible to dive all year round, however, April to June is considered to be the prime time for better visibility and spotting whale sharks in the area. One such diver was undersea explorer Jacques Cousteau, who made the site famous in 1971 by declaring it one of the top ten best diving places in the world. At the time, Cousteau, sailing on his ship Calypso, investigated the sinkhole’s depths and confirmed that it had, indeed, originated from a limestone cave formation. Huge stalactites and stalagmites were also found below the surface, some even reaching 9-12 meters (30-40 feet) in length. They say, Ned Middleton, a British diver and author, gave the feature its name, which refers to Australia’s Great Barrier Reef. These geological formations can still be viewed by divers today. It is said that the deeper one goes, the water becomes more clear and the formations, more complex. The Great Blue Hole is part of the larger Belize Barrier Reef Reserve System, a World Heritage Site of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  Some dive tours can be booked out of hotels on Long Caye and the Turneffe Islands, Ambergris Caye, Caye Caulker and Belize City. The Great Blue Hole diving is not allowed to everyone, the prerequisite is more than 24 complete dives. Snorkeling at the top of the Hole is allowed, and as it is bordered by a reef, there is wildlife to see by simply snorkeling.",reefs blue holes geological oddities caves natural wonders ecosystems water nature
1,The Crystal Maiden of the Actun Tunichil Muknal Cave,Belize,"Sparkling, calcite-covered skeletons of children who may have been sacrificed to appease an angry god.",https://www.atlasobscura.com/places/the-crystal-maiden-of-the-actun-tunichil-muknal-cave-belize,"Uncovered in 1989, this jungle cave in the Tapir Mountain Nature Reserve is accessible via an hour’s ride from San Ignacio, Belize, and a walk for another hour across shallow rivers and through jungle. Here one arrives at the Actun Tunichil Muknal or “ATM” cave mouth. To gain access to the cave, one must swim in and then wade up the cave river for another kilometer. Walking a further kilometer and a half in the cave, past huge boulders and cavernous rooms (one known as “The Cathedral”), to the back of the cave system, you find the skeletons of the ritual sacrifices made by the Maya to their gods more than a thousand years ago. The skeletons range in age from one year old to adult. Four of those sacrificed are infants between the ages of one and three, some stuffed into crevices and small adjoining caves. There is one child of seven, a teenager of 15 (who appears to have been bound before being killed), a 20-year-old, and numerous adults between the ages of 30 and 45. Many of the younger skeletons show signs of cranial deformation or “skull shaping,” giving their heads a slightly elongated alien look. Almost all were killed by blunt trauma to the head—some had their entire skulls crushed. While the precise dating of the skeletons is difficult (due to their being essentially cemented to the cave floor by calcite) most of the pottery found at the site dates from between 700 and 900 AD, which is likely when the bodies found here were sacrificed. Farther into the cave is perhaps the most famous of these long-dead Maya: the skeleton of a 17-year-old boy best known as the “The Crystal Maiden.” Though the owner of the skeleton was initially believed to be a female (due to its small size and slight frame), closer examination of the bones has revealed features that suggest they were male. (Some tour guides allegedly refer to it as “The Crystal Prince.”) The skeleton is unique in its positioning and the fact that two vertebrae are crushed. Researchers believe this person may have died in a particularly violent manner before being thrown or tossed onto the ground, where their body has lain for at least the last 1,100 years. The skeleton has been there so long, in fact, that it has completely calcified, giving the bones a sparkling, slightly plump look that inspired the crystalline nickname. It is unknown what the circumstances of the sacrifices were, though some believe they were to appease the rain god Chac, or possibly the gods of the underworld. Another theory holds that these were believed to be witches (possibly suffering from some kind of mental or physical ailments) and that leaving them unburied in the cave would ensure that their spirits were trapped there. Other items found in the cave include ceramics, marked with “kill holes,” and cave formations carved by the Maya, such as silhouettes of faces and animals. The cave is also home to Amblypygi or “whip spiders” and other predatory spiders. Due to the inaccessibility and the calcification process of the cave, many of the relics have been preserved just as they were left and very little has been removed from the cave since it was discovered. (Some things were looted early on.) The name Actun Tunichil Muknal translates as “Cave of the Crystal Sepulchre,” and the locals know it as “Xibalba” after the Mayan underworld. The Crystal Cave was traditionally believed to be an entrance to hell, a deep fissure in the earth filled with rivers of blood and scorpions. This was the domain of the Mayan death gods, the subterranean court of the Lords of Xibalba. Often referred to as demons, these 12 deities had names like “Stabbing Demon” and “Skull Staff,” and inflicted a range of maladies on people including sickness, pain, and fear. ATM cave is one of the few protected places in Belize, with only a few guides authorized to lead tours. Be very careful, however, as none of the skeletons or pottery are roped off, and one tourist has already accidentally stepped on and broken one of the skulls.  The ideal way to experience ATM is by hiring a private guide to take you at 7am before larger groups arrive. That way the journey is completely quiet and allows for one to grasp the depth of the cave, as well as the size of the grand chamber itself.   You will also need socks (some of the cave is protected, and shoes are not allowed).  Note: a licensed guide is required and arrangements must be made in advance. No photography, cell phones, cameras, food, or backpacks are allowed inside the cave.",rites and rituals subterranean sites caves ecosystems sacred spaces
2,Shark Ray Alley,"Ambergris Caye, Belize",This portion of a lovely Belize beach is infested with (harmless) sharks and rays.,https://www.atlasobscura.com/places/shark-ray-alley,"There is a lovely little spot in the Hol Chan Marine Reserve where the weather is warm, the waters are crystal clear, and the diving and snorkeling is unparalleled. That is, if you don’t mind getting in the water with a hoard of sharks and rays, which you should. Known fittingly as Shark Ray Alley, this popular dive spot is a hotspot for largely harmless nurse sharks and smaller rays. The spot came to be not because of any feature of the environment, but because local fishermen used to come to the spot to clean their catches, filling the waters with morsels that were perfect for the bottom feeding nurse sharks and rays. Soon the animals recognized that they could come to the spot for a reliable meal and returned in droves. Then, in the perfect circle of life, the fishermen got the local dive masters to start coming to site, letting divers get up close and personal with the animals, and actively feeding them to keep them coming back. Nowadays the sharks and rays can actually hear the boats coming and swarm the area when their gravy trains approach. Divers and snorkelers get to jump into the teeming waters to swim alongside the animals, while dive-masters keep them in the area by feeding them. The four-five foot sharks are not really interested in making a meal out of any tourists, but they are sharks nonetheless, so a diving in the area is probably best reserved for those who are not afraid of the animals. The water is only around eight feet deep, and there are a number of beautiful reefs to check out while you are beneath the waves, but again, there are a ton of sharks and rays just swimming around. A great place if that’s your thing.",underwater week beaches water animals
3,Altun-Ha,"Rock Stone Pond, Belize",An important Mayan religious and trading center dating back to 200 BC.,https://www.atlasobscura.com/places/altun-ha,"About 31 miles north of Belize City sits the Mayan ruins of Altun-Ha. The site was first excavated in 1963 and was once home to 10,000 people covering more than 3.1 square miles. The former Mayan city contains two main plazas and around thirteen different structures. Visitors to Altun-Ha can climb most of the structures and have the freedom to roam around most of the site. Climbing to the top of the Temple of Masonry Altars⁠—the largest temple-pyramid at the complex⁠—offers an amazing panorama of the surrounding ruins and site. Altun-Ha has not been fully excavated and grass still grows between some of the stones, making Altun-Ha feel lost in time.  This site is easily reached from Belize City and is perfect for a day trip. There are some great places to eat on location and even a few shops. This site is also handicap accessible and has nice facilities. It's open year-round from 8 a.m.– 5:00 p.m.",mayan ancient ruins
4,Lubaantun Archeological Reserve,"Dump, Belize",A devastated ruin in the south of Belize where British explorers claimed to unearth the Mitchell-Hedges Crystal Skull.,https://www.atlasobscura.com/places/lubaantun-archeological-reserve,"The Mayan ruin of Lubaantun has had an unfortunate “recent” history. Discovered and written about in 1903, it was revisited in 1917 by a Thomas Gann who haphazardly used dynamite in his search for treasure. This counter-intuitive method of treasure hunting decimated many of the ruins and hindered possible future research. It was visited again by a team of British Archaeologists between 1921 and 1930 but little more was documented and evidence suggests they cared very little for the history of the ruins. Thomas Gann returned to the ruins In 1924, with adventurer F.A. Mitchell-Hedges and others in tow. Anna Mitchell-Hedges, daughter of F.A. Mitchell-Hedges, claimed to have stumbled upon the infamous crystal skull while tagging along with her father. While it made a lovely story, there is absolutely nothing to support the claim, and plenty to debunk it—including the unlikelihood that the younger Mitchell-Hedges ever even set foot in Belize. As far as the skull goes, many say the technology used to make it is too advanced for the Mayans. Of course, some claim aliens had a hand in it which is the basis for the 2007 Indiana Jones film. Others say the skull is a hoax, made in Germany and purchased in London in 1920 (one year before the expedition). Locals in Belize believe the skull, real or not, should be returned to its rightful place in Lubaantun. The skull is currently owned and kept by Bill Holmes, a wealthy collector. While not as thrilling as the mysterious crystal skull artifact, many pieces of pottery have been preserved by more successful expeditions, and it’s still possible to find pieces of pottery, teeth and tools around the site today. Its possible to get a bus from Punta Gorda (3.2km away) If you're driving take the southern highway north from Punta gorda",crystal skull mayan ancient archaeology ruins
5,St. Herman's Blue Hole National Park,"Belmopan, Belize",A natural swimming hole that was once a ceremonial center for Mayan priests.,https://www.atlasobscura.com/places/st-hermans-blue-hole-national-park,"St. Herman’s Blue Hole National Park is a great place to stop when traveling by land from northeast Belize to the south-western stretches of the country. This picturesque location contains a massive, almost perfectly circular swimming hole fed by an underground stream. The water is so fresh and clean you can drink it, as it’s essentially a massive spring. There are tons of friendly fish in the water that love to dine on fresh fruit.  The park is also home to around 200 bird species.  There are lots of mosquitos in the area, however, repellent and sunscreen are discouraged as it pollutes the water.",parks
6,Cuello Mayan Ruins,"Orange Walk, Belize",These enigmatic ruins continue to vex archaeologists.,https://www.atlasobscura.com/places/cuello-mayan-ruins,"Excavated by archaeologist Norman Hammond and his team from 1975 to the late 1980s, Cuello has become a conundrum for the scholastic community. When Hammond first published radiocarbon dates for the Cuello site, the discovery mired the fields of Mesoamerican Archaeology and Mayan Studies in a deep controversy: it was, according to the data, the oldest Mayan site excavated to date. Many scholars were quick to dismiss the report as inaccurate, and several more were, at the very least, hesitant to accept the findings as valid. An alternative method of dating the site was also employed, which involved analyzing the ceramics found and placing the site within a distinct technological “phase” based on similar pottery found at other sites. This, however, only deepened the mystery of Cuello’s age, as the results from the relative dating of the ceramics were mixed. Debate over the approximate age of Cuello still persists, with estimates ranging from 2600 BC to 1200 BC. What is known, however, is that the residents of Cuello were sedentary maize-croppers who likely lived in thatched houses with  bases coated in plaster. Aside from maize, the prime sources of protein would have been white-tailed deer, freshwater turtles, and domesticated dogs. Burials discovered at Cuello are often mystifying and can vary wildly. One notable interment was that of an adolescent girl, who was decapitated and buried with her head laid on her chest along with two ceramic bowls. Yet another curious burial is that of a tomb that included several grave goods of note, including artifacts made of deer bone and engraved with a pattern that would later become associated with royalty, as well as a plaque fashioned out of a human skull. Given the contents of the grave, it has been determined that this individual was likely a ruler of Cuello. Other elite burials at the site are indicated by the presence of shell and trace amounts of jade. Two separate mass graves found at the site, each containing nearly-exclusively men with severe physical trauma, also indicate periods of warfare. Additional evidence of warfare includes the burned remains of wooden structures and the desecration of the façades of stone buildings. A stela dating to 100 has also been found at Cuello; unlike the more visually impressive stelae found at other Mayan sites, this example from Cuello was blank, with no carvings and no indication of paint. It remains, however, an indication of the power of the rulers at Cuello. There is also evidence that indicates a traditional Mayan sweat bath was present at the site. There has been a lull in excavations at Cuello in recent years; all that is currently unearthed at the site is its nine-stepped pyramid. But, a short walk away from the pyramid to a nearby wooded area will yield a stunning site. The untrained eye may only see hills, but beneath these mounds are what’s left of a ceremonial complex.  The ruins are located on the premises of the Cuello Rum Distillery, which is a short drive west from Orange Walk Town. While not officially open to the public, access to the ruins may be granted by the property owners and distillery operators—the Cuello family—who will usually admit people into the site during the distillery's office hours. Visitors wishing to see the ruins may want to call the distillery office beforehand, or coordinate with a local tour guide who can arrange a trip with the management at Cuello. Visitors may also want to opt for a tour of the distillery in addition to seeing the ruins.",mayan archaeology ruins
7,Caracol,"Chapayal, Belize",This massive Maya archaeological site is home to the tallest man-made structure in Belize.,https://www.atlasobscura.com/places/caracol-mayan-ruins,"The road begins near San Ignacio, a rugged town in western Belize not far from the Guatemalan border. About three hours down a winding, muddy jungle road and you’ll enter the site of Caracol, a vast, ancient Mayan city that thrived for 300 years and, at its peak, covered nearly 77 square miles (200 sq km)—larger than Belize City today. Even at its busiest, you won’t find crowds of tourists at Caracol. Although it is located only about 50 miles (75 km) from Tikal, the site at Caracol remains less visited, perhaps due to its relative inaccessibility and more recent archaeological interest. Caracol was rediscovered in 1937, when a native logger named Rosa Mai came across its remains while searching for mahogany in the area. The site was surveyed the following year, but more significant investigation did not begin until 1985, when the Caracol Archaeological Project was established. The site—which is only partially uncovered—includes several plazas, acropolises, and residential areas, along with many altars and stelae. More than 250 burials and 200 caches have been discovered at the site so far. The largest building, Caana (“sky palace”), remains the tallest human-made structure in Belize at 141 feet tall (43 m). Archaeological evidence suggests that Caracol was an important Maya site that was occupied continuously from 600 B.C. to 1100 A.D. The city was at its largest and densest during the Late Classic Period, around 650. At its height, the population of Caracol is thought to be around 100,000 or more, easily exceeding Tikal’s peak population. But 300-400 years later, the central metropolis was mostly abandoned. The name Caracol means “snail,” apparently in reference to the twisted road used to approach the site.  The only way to get to Caracol is the single access road. Tour buses leave from San Ignacio, or you can drive yourself. Make sure your vehicle has good ground clearance and suitable tires. Do not attempt to drive this road in the rainy season (July-December) without first inquiring locally. Drivers must stop at two checkpoints. Drivers are also required to stop at the Douglas Da Silva Forest Station at about the halfway point, where an armed escort will lead you the rest of the way. (Inquire at San Ignacio to verify that this is still the case; you may be required to meet the escort at a certain time.) Bring your own picnic lunch and water, as there are no provisions on the site or anywhere along the way. There are several scenic spots along the route, most notably the Rio On Pools and the Rio Frio Cave.",mayan ancient archaeology ruins history & culture
8,Aviarios del Caribe: Sloth Sanctuary,"Cahuita, Costa Rica",Sloth rehabilitation center in the jungle of Costa Rica.,https://www.atlasobscura.com/places/aviarios-del-caribe-sloth-sanctuary,"Aviarios del Caribe has some of the cutest residents in all of Costa Rica. They’re so cute that regular visitors shell out $25 for a tour and a constant stream of volunteers is moving in and out of the center’s residences. We’re talking about three-toed sloths. With a mission of protecting and rehabilitating the sloths of Costa Rica, the Aviarios del Caribe sanctuary observes the animals, studies them, cares for them, and conducts scientific analysis and research on their habitats throughout the country. With education facilities and knowledgeable staff, the sanctuary works to raise awareness about the plight of these creatures. When Buttercup (seen in the pictures above) was given to the proprietors of a small hotel outside of Limon in 1992, they knew that running a bed and breakfast-style resort wasn’t enough; they wanted to do more. Buttercup was just the first of many, many orphaned sloths that needed help adjusting to life in the wild. Since 1997, the team at the sanctuary had hand-reared more than one hundred orphaned sloths of both types found in Costa Rica and have worked with zoos and other rehabilitation centers. In 2004, the sanctuary completed a Learning Center for help educate the public about how power lines and loss of habitat are endangering the sloth population. The following year, they build a clinic, kitchen, laundry, nursery, and quarantine center. The sanctuary has been growing—in size and renown—ever since. In the future, the team hopes to work on international veterinary studies, construct new enclosures for the animals, partner with rain forest and wildlife researchers around the world, and grow their sloth adoption program, through which concerned citizens can help to support individual animals from a distance. Located just 35 Kilometers south of Limon and 10 km from Cahuita National Park Cahuita.",sloths wildlife sanctuaries natural wonders nature animals
9,Río Celeste,Costa Rica,This neon blue river gets its color from a unique mix of bacteria and volcano minerals.,https://www.atlasobscura.com/places/rio-celeste,"Nestled in the Costa Rican wilderness, the Rio Celeste is a stunning tropical gem whose iconic blue hue has turned it into a popular nature spot. Located amidst the forests of the Tenorio Volcano National Park the long river twists and turns through the wilderness maintaining its bright cerulean color all the way. The river gets its coloration from a mixture of sulfur and calcium carbonate which are seeded into the water from the nearby volcano. Along the river there are multiple hot springs and an impressive waterfall, all the same, seemingly unnatural blue. Pictures of the waters are regularly accused of being photoshopped or invented, but the simple chemistry in the river’s depths is very real, as countless hikers experience each year. Rio Celeste is located within the Tenorio Volcano National Park. The closest airport is Liberia International Airport. Many of the surrounding guesthouses/hotels have walking paths that lead directly to Rio Celeste (typically 1-2 miles). Some of guesthouse/hotel trails can be closed due to inclement weather, but the park's main entrance is usually reliable. Entrance for non-residents is $12. A 4x4 is STRONGLY recommended for getting to the park entrance, and for Costa Rica in general. Locals will try and convince you to rent galoshes at the entrance, but you will be fine in sensible shoes.",waterfalls rivers water
