index,attraction,location,blurb,url,description,tags
0,The Lost City of Heracleion,"Alexandria, Egypt",An ancient city exhumed from the depths of the ocean.,https://www.atlasobscura.com/places/the-lost-city-of-heracleion-al-maadeyah-egypt,"It was barely more than a legend. Appearing in a few rare inscriptions and ancient texts, the city of Thonis-Heracleion was hidden away for thousands of years, submerged deep under the sea. After searching for years by screening the vast area of the Abu Qir Bay off the coast of Egypt, French archaeologist Franck Goddio and his team saw a colossal face emerge from the watery shadows. Goddio had finally encountered Thonis-Heracleion, completely submerged 6.5 kilometres off Alexandria’s coast. Among the underwater ruins were 64 ships, 700 anchors, a treasure trove of gold coins, statues standing at 16 feet, and most notably the remains of a massive temple to the god Amun-Gereb, and the tiny sarcophagi for the animals that were brought there as offerings. The ruins and artifacts made from granite and diorite are remarkably preserved, and give a glimpse into what was, 2300 years ago, one of the great port cities of the world. The harbor of Thonis-Heracleion (the Egyptian and Greek names of the city) controlled all the trade into Egypt. Built around its grand temple, the city was criss-crossed with a network of canals, a kind of ancient Egyptian Venice, and its islands were home to small sanctuaries and homes. Once a grand city, today its history is largely obscured and no one is quite sure how it ended up entirely underwater. To learn more visit: www.franckgoddio.org",
1,Nilometer,"Cairo, Egypt",An ancient instrument used to measure the waters of the Nile so Egyptian farmers would know whether to expect famine or flood.,https://www.atlasobscura.com/places/nilometer,"In ancient Egypt, the behavior of the Nile could mean life or death each harvest season. So, long before the Aswan Dam was constructed to manage the flooding of the great river, Egyptians invented an instrument to measure the waters in order to predict the Nile’s behavior: the nilometer. There were three kinds of nilometers, and examples of all three can still be seen around Egypt. The simplest was a tall column housed in a submerged stone structure called a stilling well. One of these nilometers can be seen on Rhoda (or Rawda) Island in Cairo, an octagonal marble column held in place by a wooden beam at the top that spans the width of the well. The stilling well included a staircase so that priests, who were in charge of monitoring the nilometers, could walk down and examine the column. Nilometers were used for measuring water levels as early as 5,000 years ago. The nilometer on Rhoda Island dates back to 861, when it was built where an older nilometer had been, based on a design by Afraganus, a famous astronomer. The massive measuring stick had markings on it to indicate where the water level was at any given time, information the priests would use to determine what conditions the future held: drought, which would mean famine; desirable, which would mean just enough overflow to leave good soil for farming; or flood, which could be catastrophic. Only priests and rulers, whether pharaohs or later, Roman or Arab leaders, were allowed to monitor the nilometers, and their ability to predict the behavior of the Nile was used to impress the common people. (And to determine how much money would be collected in taxes.) This is why so many nilometers were built in temples, where only priests would be able to access the mysterious instrument. The nilometer on Rhoda Island is today housed in a modernized building. The conical roof replaced an older dome that was destroyed in 1825 during the French occupation. The interior is ornately carved, and three tunnels that once let water into the stilling well at different levels have been filled in, so visitors can walk all the way down. Another type of nilometer, like the one that can be seen on Elephantine Island in Aswan, had evenly spaced steps that lead straight down to the Nile, and indicator markings on the walls at different levels for each step. This one was often the first to indicate what conditions to expect, being located near Egypt’s southern border. The third kind, an example of which can be seen at Temple of Kom Ombo, a little further north, brought the water away from the Nile by way of a canal that deposited it into a cistern. And again, the indicating markers were carved into the wall, accessible by staircases for the priests and rulers who predicted the fate of the Egyptian crop.",
2,The Temple of Abu Simbel,"Nubia, Egypt",Ozymandias’ time-keeping temple.,https://www.atlasobscura.com/places/the-temple-of-abu-simbel-egypt-nubia-egypt,"The Great Temple of Abu Simbel was completed in 1244 BCE. It is one of the crowning monuments of Rameses the Great, the pharaoh who would become the model for Percy Shelley’s poem “Ozymandias”: “My name is Ozymandias, king of kings: / Look on my works, ye Mighty, and despair!” At Abu Simbel, four colossal statues of Rameses, each 20 meters high, look down upon the desert. But the temple’s greatest secret lies at its heart. It was built along the axis of the sun, so that twice a year, light would flood into its innermost sanctum. The temple was moved wholesale in the 1960s to accommodate the Aswan High Dam, but its uncanny architecture still functions today. On February 22 and October 22 each year, you may still see the sunlight reach the innermost room of Rameses’ time-keeping temple, as it did over three thousand years ago. There, the sun illuminates three of the four statues waiting there: Ra, Amun, and Rameses himself. Only the fourth statue, of Ptah, the mysterious creator-god, is left in shadow. UNESCO’s World Heritage Convention was created, in fact, to preserve Abu Simbel. After the Nasser Dam was built, the temple was briefly submerged underwater. A large effort saw it carried out and rebuilt, piece by piece, the large mountain it was carved into included.",
3,City of the Dead,"El-Saf, Egypt",An endless sea of white conical domes.,https://www.atlasobscura.com/places/city-of-the-dead,"Just outside the central Egyptian city of Minya lies the cemetery Zawiyyet al-Mayyiteen. Dubbed the “City of the Dead,” it is considered one of the world’s largest cemeteries. It is a truly huge necropolis, but more significant than its size is its thought-provoking beauty. Comprised of innumerable white conical domes, that stretch out across a wide plain, the necropolis appears similar to waves in the sea. Each of the several hundred mud-brick mausolea of the necropolis is topped with a dome. The cemetery stretches for several kilometers and was used by Muslims and Coptic Christians alike. A couple of rock-cut tombs from the Old Kingdom are found at the edge of the site, as well as a small step pyramid from the early 3rd dynasty. The pyramid is remarkable because it is the only pyramid built on the eastern bank of the Nile. The necropolis is particularly stunning at sunrise and sunset. However, visitors should be aware that this is a working cemetery and should be respectful and modestly dressed.",7 km southeast of Minya; Minya Governorate; Egypt
4,Hathor Temple,"Dandarah, Egypt",One of the most well-preserved temples of ancient Egypt.,https://www.atlasobscura.com/places/hathor-temple,"If you’ve heard about the Dendera Light Bulb and want to see the famed relief up close and personal, you will have to visit the underground crypt of Hathor Temple at the Dendera Temple Complex in Qena, Egypt. If you’re looking for a jaw-dropping experience, the beautifully intricate, 2,000-year-old temple is not to be missed. The Temple of Hathor is one of the most well-preserved temples in all of Egypt. There are three temples to view in the complex: the birthing temple at the front, the temple of Isis behind the main temple, and the main temple dedicated to Hathor. There is also a sacred pool that you can still explore. It’s empty though; sorry, no swimming. The colors seen throughout the temples are original, and amazingly vibrant considering the inside was once covered in soot from Bedouins and other desert peoples seeking asylum. They would use the temples as shelter, lighting fires for cooking and warmth. Since the temple complex used to be covered halfway in desert sand, it was easy for the soot to accumulate at the top. To show the amount of soot that had to be cleaned, archaeologists chose strips of ceiling in each temple to leave covered in soot as a comparison. The clearing of soot and all the sand burying the temples was tedious work that took years to complete. The temple complex displays influences from Egyptian, Greek, and Roman rulers. There was also a Coptic Christian church on the premises near the birthing temple at one point. The main temple was built by Ptolemy XII and nearly completed by Queen Cleopatra VII, around 54 to 20 BCE. There is evidence of temples and other structures that date back all the way to 2500 BCE. Hathor is the Egyptian sky goddess of sexual love, fertility, music, and dancing. It is also said she is the goddess of birth and motherhood. She is often depicted as the counterpart of Horus. In fact, Hathor translates to “House of Horus.” Inside the underground crypt, on the same relief wall as the famed Dendera light bulb (just to the right of it) is the most detailed depiction of Horus discovered to date. Getting to the crypt requires you to crawl on your hands and knees for a stint. Well, maybe not crawl, but entrance requires going down a steep staircase, turning around, getting on your knees and backing through so you don’t hit your head. If you are short, it helps. The temple is a wondrous marvel to explore. Each of the rooms is as intricately decorated as the Great Vestibule, the front room at the main entrance fronted by 24 columns. The ceiling in the Great Vestibule is a tribute to Nut (Newt), Goddess of the Sky. Beyond are antechambers with crypts, chapel rooms, and a sanctuary. There is a corridor on each side of the second antechamber. The corridor to climb to the top of the temple is a spiral, just as a bird would ascend, while the corridor to leave the roof is a straight path down, just as a bird would dive. This is a tribute to Horus. At the top of the structure, there is a small temple that was used for rituals to greet the rising sun, as well as another antechamber, called the Chapel of Osiris. Inside this chapel, one of the rooms holds a unique ceiling relief, called the Dendera Zodiac. It is considered the only complete “map” of the ancient Egyptian sky. The one at Hathor Temple is a replica, however. The real Dendera Zodiac is on display at the Louvre in Paris, France. The birthing temple is also intricately decorated, and reliefs on the side depict the births of gods and Egyptian pharaohs. It is positioned at the front of the complex, across from a display of former statues and partial column pieces found during excavation. The Temple of the Goddess Isis is situated behind the main temple near the sacred pool. It is small and not as decorative, but still worth a look.","Some things to know if planning a visit to the Dendera (also spelled Denderah) temple complex: A professional tour guide is required to visit, since they can get the special permits needed to enter. Private tours will allow for longer viewing periods than a tour with a large group. Photography is permitted, but flashes are not."
5,The Tomb of Nefertari,"Luxor, Egypt","Known as the Sistine Chapel of Egypt, this tomb houses some of the most well-preserved paintings in Egypt.",https://www.atlasobscura.com/places/the-tomb-of-nefertari-valley-of-the-queens-tomb-66,"The vast array of paintings inside the tomb of Nefertari, the first of the Great Royal Wives of Ramesses the Great, look as if they were painted just days ago. The vivid colors give visitors a clear idea of what some of the tombs and temples in the area looked like during antiquity. The tomb shows off a different level of detail compared to the other tombs found in Valley of the Kings or even the rest of the Valley of the Queens.","The cost to enter can be pricey and the additional ticket is not cheap, however, it's all well worth it. Time in the tomb is limited to about 10 minutes, but the guards are not too strict about this policy."
6,White Desert,"Al Farafrah, Egypt",An alien landscape of chalk-rock in the Egyptian desert.,https://www.atlasobscura.com/places/white-desert,"Just a few hours from the bursting metropolis of Cairo lies a desert that will make you feel like you’ve landed on the surface of the moon. Formed by centuries of erosion and sandstorms, these unique calcium rock formations crop up across the landscape like great abstract statues. Some that resemble food have been given names like “mushroom” and “ice-cream cone,” while others have inspired more grandiose designations, such as “the Monolith” and “Inselberg.” Arguably the most characteristic of these peculiar natural formations is the famed “chicken and tree” set, also called “chicken and mushroom,” or, better yet, “chicken and atomic bomb.” Only in The White Desert will you encounter such a bizarre and awe-inspiring natural museum of chalk-rock. Many people opt to spend a night camping in the desert with Bedouin guides, where they can observe the changing faces of chickens and mushrooms and monoliths as the bright sun of the afternoon sinks into a shadowy dusk. As the sun goes down, the calcium sea seems to reflect all the fuchsias and oranges of the sky. And while any night under the stars of the Western Desert is an experience not soon forgotten, the lucky few that catch a full moon will witness the desert giving off a ghostly, iridescent glow.",
7,Colossi of Memnon,"Luxor, Egypt","These Egyptian statues have survived for 3,400 years and were an acoustic wonder of the ancient world.",https://www.atlasobscura.com/places/colossi-of-memnon,"Since 1350 B.C., these ancient Egyptian statues have loomed over the Theban Necropolis. Though battered by more than 3,400 years of scorching desert sun and sporadic Nile floods, they’ve captivated the imaginations of curious travelers for millennia. The twin colossi (which no longer resemble twins) depict the Pharaoh Amenhotep III, who ruled during the 18th Dynasty. They once flanked the entrance to his lost mortuary temple, which at its height was the most lavish temple in all of Egypt. Their faded side panels depict Hapy, god of the nearby Nile. Though centuries of floods reduced the temple to no more than looted ruins, these statues have withstood any disaster nature throws their way. In 27 B.C., an earthquake shattered the northern colossus, collapsing its top and cracking its lower half. But strangely, the damaged statue did more than merely survive the catastrophe: After the earthquake, it also found its voice. At dawn, when the first ray of desert sun spilled over the baked horizon, the shattered statue would sing. Its tune was more powerful than pleasant; a fleeting, otherworldly song that evoked mysterious thoughts of the divine. By 20 BC, esteemed tourists from around the Greco-Roman world were trekking across the desert to witness the sunrise acoustic spectacle. Scholars including the likes of Pausanias, Publius, and Strabo recounted tales of the statue’s strange sound ringing through the morning air. Some say it resembled striking brass, while others compared it to the snap of a breaking lyre string. The unearthly song is how these ancient Egyptian statues wound up with a name borrowed from ancient Greece. According to Greek mythology, Memnon, a mortal son of Eos, the goddess of Dawn, was slain by Achilles. Supposedly, the eerie wail echoing from the cracked colossus’ chasm was him crying to his mother each morning. (Modern scientists believe early morning heat caused dew trapped within the statue’s crack to evaporate, creating a series of vibrations that echoed through the thin desert air.) Sadly, well-intentioned Romans silenced the song in the third century. After visiting the storied statues and failing to hear their ephemeral sounds, Emperor Septimius Severus, reportedly attempting to gain favor with the oracular monument, had the fractured statue repaired. His reconstructions, in addition to disfiguring the statue so the fixtures no longer looked like identical twins, robbed the colossus of its famous voice and rendered its song a lost acoustic wonder of the ancient world.","For the past couple of decades, a full excavation of the temple site has been undertaken, and still continues — note the white fence in the distance beyond the colossi, which serves to keep visitors from accidentally falling into excavation trenches. The Colossi are also free to visit."
8,End of the World Cinema,"Qesm Sharm Ash Sheikh, Egypt",An abandoned outdoor movie theater in the Sinai desert.,https://www.atlasobscura.com/places/end-of-the-world-cinema,"As you walk on the sand to get to the eeriest theater in the world, the scene feels distinctly post-apocalyptic. This deserted outdoor cinema has yet to see its premiere; its 700 weathered and worn theater seats languish amid the howl of the desert wind. At the southern tip of the Sinai Peninsula in Egypt, the abandoned movie theater, dubbed the “End of the World Cinema,” is a silent and bizarre view. It was built by Frenchman Diynn Eadel in the late 1990s, but suffered a power cut on what was supposed to be its premiere night. No one knows what went wrong, but some say the local authorities weren’t thrilled by the prospect of a movie theater in the middle of the desert and were the ones responsible for the generator’s malfunction. At the time, Eadel told a visiting photojournalist that Jurassic Park would be the first movie to play at his Seventh Art Theater. According to the cinema’s introductory flyer, it was meant “to prove that tourism is not necessarily a destructive element and that the Great Theater of Nature can reconcile us with the elements.” However, Eadel’s dream of a theater in the middle of the desert of Egypt remains unrealized, with no further plans of reviving the Sinai cinema. Today, the only audience rides motorbikes through the desert to see the rows of abandoned seats, with their aura of possibility and decay, backdropped by the Sinai hills painted on a screen of a sky full of stars. Update: The cinema was looted and badly damaged. Update April 2018: The area has been closed to tourists by the Egyptian Government.",
9,Desert Breath,"Qesm Hurghada, Egypt",A massive work of modern art that appears to be a crop circle in the middle of the desert.,https://www.atlasobscura.com/places/desert-breath,"Rising out of a flat expanse in the Egyptian desert, the earthen cones of Desert Breath seem like giant, alien ant hills, but they are simply art. Completed in 1997 after a number of years under construction, the installation consists of a fractal spiral of conical protrusions and alternately conical depressions. From the ground, the full scope of the project is hard to see, as the site appears to be a string of increasingly large sand piles, with the matching pits from which they were dug lurking nearby. However, when seen from the air, the full effect of the piece becomes clear as the 89 cones and 89 matching depressions spiral out from one another in two geometrically precise arms that increase in diameter the farther they get from the central axis. At the center where the two strings meet, a cone rises up out of a large central pit which was originally filled with water. Despite being otherwise unadorned, the mathematical precision on display at the site creates a sense of wonder. Desert Breath was purpose-built to slowly erode back into the swept sands it was created from and in the decade and a half since its construction, it has begun to do just that. The piece may not be as large as it was when it was installed, but this work of art is still worth a visit for anyone wishing to see an Egyptian monument that isn’t quite so ancient.",
