index,attraction,location,blurb,url,description,tags
0,Jason de Caires Taylor's Underwater Sculpture Garden,"Saint George's, Grenada",A gallery of underwater art that can be visited by man and fish alike.,https://www.atlasobscura.com/places/underwater-sculpture-garden,"It’s a rare case when a piece of sculpture means as much to the surrounding wildlife as it does to the humans who come to admire it. Such is the situation of Jason de Caires Taylor’s underwater sculpture garden. Constructed out of concrete and steel, and bolted to the ocean substrate, the works here act as artificial reefs that provide “an ideal habitat for filter-feeding organisms.” Located between two and eight meters underwater, the collection of over 65 sculptures is home to a number of species, including peacock flounder, juvenile striped parrot fish, banded coral shrimp, and fire worms. The sculptures are in clear, shallow waters and can be easily seen by divers, snorkelers, and those in glass-bottomed boats. Despite the fact that some of the pieces weigh as much as 15 tons, they are not impervious to the powers of the ocean. Taylor’s first work, Grace Reef, was torn to pieces by a hurricane. But such destruction is part of the point of Taylor’s work. As the sculptures interact with their underwater environment in unpredictable ways, the art becomes more interesting and complex. Eventually, they may disappear completely into the expansive blue gallery they inhabit.  Moilinere bay, currently home to 65 sculptures, covers an area of 800sq metres. It is located two miles north of the capital St Georges on the west coast of the island, within an area designated a National Marine Park. The bay is enclosed by rock headlands and has a small beach in one corner. Within the Bay the sea ranges in depth from 0- 25m. It can be reached by land, by walking down to Dragon bay and following the beach down in a southerly direction. It is roughly a 10 minute boat ride from St Georges and 15 minutes from Grand Anse.",underwater week outsider architecture water statues
1,Cold War Relics at Pearls Airport,Grenada,"Rare signs of the former Soviet Union in the Caribbean, though not where you'd expect them.",https://www.atlasobscura.com/places/cold-war-relics-at-pearls-airport,"Outside of Cuba, you won’t find too many signs of the old USSR around the Caribbean, a fact that makes Pearls Airport in Grenada so interesting. Pearls was Grenada’s first airport, though it hasn’t been used for commercial service in years. These days it mostly serves as a nice grazing area for local cows, goats, and curious aviation and Cold War history buffs. When the U.S. Military invaded Grenada back in 1983, Pearls was one of their primary targets. Old planes, like this Soviet crop duster with “CCCP” still barely visible on the fuselage evidence the Cold War history here. This aircraft, and an old Cubana Airlines plane nearby, were both damaged by invading U.S. Forces and left here to rot. Visitors can explore both aircraft inside and out, though you’ll want to watch out for the cows and goats, and their attendant dung patties… Head north from Grenville along Grenada's northeastern coast. You can't miss it.",airplane graveyard airports cold war airplanes soviet history military history military ruins
2,Kick 'Em Jenny,Grenada,A violent name for a violent volcano.,https://www.atlasobscura.com/places/kick-em-jenny,"Five miles north of Grenada in the West Indies, a volcano is buried 591 feet below the water’s surface in the Caribbean Sea. Unknown until 1939, when it shot steam and debris some 900 feet up into the air, Kick ‘Em Jenny is an active submerged volcano with a quite fitting name. Once the volcano made its voice heard, it caught the attention of the people of Grenada, who were tasked with devising a name for it. There are multiple theories as to the origins of the strange name they chose. Some believe that “Kick ‘Em Jenny” comes from some violent incident that a Grenadian had with a female donkey (also known as a jenny). A more obscure proposition claims the name comes from the similar sounding cay que gêne, or “the turbulent cay.” The name likely came from a small island now called Diamond Island, which, on certain maps, was also referred to as Kick ‘Em Jenny prior to 1939. Regardless of its disputed etymology, the so-named volcano is a wary concern for boats traveling in its vicinity, and, as far as we know, it remains the only live volcano in the Eastern Caribbean.",donkeys names volcanoes oceans geology
3,An Chodyè La,"Pointe-a-Pitre, Guadeloupe",A Caribbean chef recreates his enslaved great-great-grandmother's dishes inside the home she purchased after buying her freedom.,https://www.atlasobscura.com/places/an-chodye-la-kaz-a-soup-guadeloupe,"On an unassuming Pointe-à-Pitre street sits a quaint, bright-turquoise building that offsets Guadeloupe’s dark history of colonialism. An Chodyè La’s daily rotation of hearty, flavorful soups speaks not only to the French-Caribbean island’s diverse population, but to the resilience of its people. In an interview with Saveur, Jean-Claude Magnat, the chef behind An Chodyè La, said that the culinary makeup of his soups is rooted in the island’s history of slavery. As families survived on their enslavers’ leftovers, they married the vestiges of lavish meals in a pot with water and set everything to boil. Over time, these cooks infused a variety of their own heritage flavors and techniques into such soups. If An Chodyè La feels homey, with its local art and welcoming atmosphere, that’s because it’s actually located inside a house. Magnat’s soups are recreations of recipes originally made by his great-great-grandmother, Lucille Deris, and served out of the building she once called home. According to Garden & Gun, Deris worked washing clothes to eventually buy both her freedom and her first house in the early 19th century. Today, the cafe’s menu is conveyed verbally, an oral presentation of the colonial culinary mashup: traditional Caribbean lambi, oxtail soup, sea-snail soup, lobster bisque, and ouassous giraumon, a pumpkin soup with freshwater shrimp. It all adds up to a nice break from some of the island’s more carb-heavy or fried offerings.  The cafe is known to some locals as ""Kaz a Soup,"" so don't be surprised if you hear it called that name as well.",caribbean soup slavery islands
4,Fort Delgrès Memorial,"Basse-Terre, Guadeloupe",A stone circle on the slopes of a Caribbean volcano commemorates the leader of an anti-slavery uprising.,https://www.atlasobscura.com/places/fort-delgres-memorial,"In 1802, Louis Delgrès, a free man of color born in Guadeloupe, led a doomed rebellion against Napoleon’s General Antoine Richepanse to prevent the return of slavery in the French Caribbean. Over 300 years later, the fort where he made his last stand now bears his name. Louis Delgrès was an idealist and became a distinguished soldier in many battles for the French Republic. He was even captured and sent to England as a prisoner once or twice. When, in 1802, Napoleon Bonaparte sent General Richepanse to Guadeloupe to restore it to its “pre-1789” state (i.e., to reinstate slavery), Delgrès was having none of it. He led an armed rebellion of civilians and soldiers of color. Unfortunately, the rebels were no match for the French army. They retreated into this fort, where Delgrès issued a proclamation “to the entire Universe” explaining what he was fighting for. Then, when it became clear there was no hope of victory, Delgrès and 400 of his followers holed up in a plantation on the volcano’s slope and blew themselves up, along with as many French soldiers as they could. Slavery was reinstated—though some say the rebellion’s failure motivated the successful liberation struggle in Haiti. As for General Richepanse, he got yellow fever and died a few weeks later and is now buried in the military cemetery at the very top of the fort complex. Located on the outskirts of Guadeloupe’s small hillside regional capital, Basse-Terre, the fort has stunning views of the island’s volcano and the surrounding towns and oceans. It dates back to 1649 when then Governor Charles Houël named it… Fort St. Charles. Like many spots in the Caribbean, it spent a few decades changing hands between the French and British and was at times called Royal Fort and Fort Richepanse. In 1989, the island’s governing council voted to officially rename it Fort Louis Delgrès after the leader of the heroic rebellion. The fort is pretty standard as colonial-era stone forts go, but the memorial to Louis Delgrès is something special. A sort of meditation maze meets Stonehenge, with Delgrès’ head in the center, it’s well worth the visit. If you venture into the stone spiral you’ll be able to pick out some carvings on one of the rocks that read “Liberte” and “Justice.”  It’s free to enter, and there are plaques and signage in French, so bring your translator app or phrasebook if you need one! Also one of the few attractions open on Sundays (until 4:30pm).",napoleon bonaparte slavery forts volcanoes war history memorials geology military
5,Cimetière de Morne-À-l'Eau (Cemetery of Morne-à-l'eau),"Morne-A-l'Eau, Guadeloupe","At first glance, little checkered structures on the hillside look like they house the living, not the dead.",https://www.atlasobscura.com/places/cimetiere-de-mornealeau,"At the stunning hillside cemetery of Morne-à-l’eau (Cimetière de Morne-à-l’eau), nearly all the crypts are decorated with checkered black and white tile. If you climb to the top of the hill among the dense tombs, you can look down at what appears to be a checkered miniature cityscape. With tombs dating back to the mid-19th century, the cemetery has gotten much more inclusive over the years. Originally, only the wealthy landowners of Guadeloupe could afford to bury their dead here, but now the site is home to Gaudeloupeans of all races and classes. The tombs are shaped like little houses, and many of them include spots for the living to hangout among their ancestors. Shrines with photographs, flowers, candles, and other memorabilia are set up on shelves inside the structures. Melted candle wax covers the ground in many of the open concrete areas, presumably left from the annual All Saints Day celebration during which the cemetery is covered with thousands of candles and families gather to honor the dead and reminisce. The origin of the black and white motif is unclear. Some say it represents yin and yang, and others claim it’s a combination of black, the European color of mourning, and white, the African one. Whatever the meaning, the effect is otherworldly in an Alice’s Adventures in Wonderland-kind of way. Also unclear: how those few pink and blue tombs snuck in! The cemetery is easily accessible from the main road.",cemeteries
6,Citadelle Laferrière,Haiti,This iconic fortress was once the crown jewel of Haiti's national defense.,https://www.atlasobscura.com/places/citadelle-laferriere,"War creates great art. You hardly ever hear that claim being made by the often-artsy peaceniks of the world, but it’s true. Indelible, iconic images are a key result of almost any war, big or small, whether they be mesmerizing propaganda or works of evocative protest – but perhaps the creative field most benefitting from conflict (at least until the invention of the airplane bomber) is architecture. Look no further than Haiti’s Citadelle Laferrière for an example. Like so many pre-20th-century fortresses, the design of The Citadel, as it’s known locally, is as striking as it is imposing. Built on a mountaintop, as was the style in post-revolution Haiti, each aspect of the grand fort demonstrates an element of defensive strategy as much as it does a flourish of architectural innovation. The fort contained living quarters, cisterns and storage space designed to sustain 5,000 defenders for an entire year. As one travels along the road that circles up the mountain, it’s obvious that each side of the citadel is unique – this is no box-shaped castle. The rear of the citadel features a classic cylindrical rampart, the curved wall designed to stymie an enemy attack and prevent the scaling of the wall. The sides are constructed to drop off directly into the sheer mountainside, making attack from that angle virtually impossible. But the truly impressive feature is the front wall facing the road - sharp and triangular, puncturing the side of the mountain like the tip of a spear, presenting a limited profile to potential attackers. Even the location itself is strategic – the high ground of mountaintops are regularly thought of as ideal for defense, but nowhere is this more important than a small island such as Haiti, where traditional coastal fortresses would be vulnerable to attack by ships at sea. Building forts on mountaintops wasn’t just the Haitian style — it was a necessity. Unfortunately, The Citadel never realized its potential as a defensive structure – built to defend against a potential return of the French army to re-enslave the newly freed Haitian people, the French did not return with force. Now the impressive structure sits unused other than as a tourist attraction, designated a national park and an official UNESCO World Heritage Site – its 365 cannons still silent, it’s walls still looming.  The Citadel is one of the most popular tourist destinations in Haiti. Directions to and history of the fortress are provided by self-appointed guides from the town of Milot. Visitors are encouraged to rent a horse for the uphill trek. The first portion of the seven-mile (11 km) trail is navigable by 4WD vehicle, although infrequent landslides and construction projects sometimes make this unreliable. From the mid-level parking lot, the second portion must be completed either on horseback or on foot. The entire seven-mile-trail starting in Milot, almost completely uphill, can be walked by experienced hikers who carry plenty of water. Most of the interior of the Citadel fortress itself is accessible to visitors, who may also climb the numerous staircases to the fortress's roof, which is free of guardrails. On a clear day, the city of Cap-Haïtien and the Atlantic Ocean can be seen to the north.",lost tribes relics and reliquaries cultures and civilizations crime and punishment memento mori catacombs and crypts monuments ruins architectural oddities museums and collections architecture
7,Saut-d'Eau Waterfalls,"Haut Saut d'Eau, Haiti",Thousands of Haitians travel to the waterfalls to ask the Virgin Mary of Mount Carmel and her voodoo counterpart Erzulie for healing in a yearly pilgrimage.,https://www.atlasobscura.com/places/sodo,"Every year, thousands flock to Saut d’Eau Waterfalls on a religious pilgrimage to bath in the waters, asking for favors and praying for healing from the Virgin Mary of Mount Carmel. Located near Mirebalais and 60 miles north of Port au Prince, the falls became a holy place after it became widely believed that the Virgin Mary had appeared nearby on a palm tree. The palm tree was chopped down by a French priest who was rightly concerned that the cultural significance of the tree would foster a large amount of superstition, but the action was futile, and the area itself became sacred, despite his efforts. For over a century, Haitians have trekked in from miles around, even more so since the catastrophic 2010 earthquake, to ask the Virgin Mary (or the closely associated Vodou Lwa, Erzulie Dantor) for her blessings. The sick and the needy let the water of the falls wash over them as they perform various rituals of both Voodoo and Catholicism in a religious festival that lasts for three days. The festival begins in July, two days before the annual July 16th feast of Our Lady of Mount Carmel.",voodoo cultures and civilizations rites and rituals water
8,Sans-Souci Palace,"Milot, Haiti","The royal seat of Henri Christophe, a formerly enslaved man who became Haiti's only king.",https://www.atlasobscura.com/places/sans-souci-palace-kingdom-haiti,"The Sans-Souci Palace was the royal residence of King Henri Christophe I of Haiti, the self-imposed monarch who as a formerly enslaved man, had fought in the American Revolutionary War alongside George Washington. He then went on to be a key leader in the Haitian Revolution in 1804, when the small nation gained independence from France. The leader of the revolution, Jean-Jacques Dessalines, named himself Governor-General-for-life and had every intention of ruling over the newly independent nation until the end of his days. Christophe however, wanted to rule. Along with other disaffected members of the administration, he conspired to have Jean-Baptiste Sans Souci killed. After Dessalines was killed, Christophe created a separate government in Plaine-du-Nord and was elected President of the State of Haiti, while one of his co-conspirators, Alexandre Pétion, was elected president in the South. Finding Governer-General-for-life a little wordy, Christophe created a kingdom and had himself proclaimed Henry I, King of Haiti. He also created a nobility and named his son Jacques-Victor Henry as prince and heir. Built in 1810 and completed in 1813, the Sans Souci Palace is located in the town of Milot. Before the construction of Sans-Souci, Milot was a French plantation. It is unknown how many laborers perished during construction of the palatial building. Now a ruin, the palace was once a bustling whirlwind of feasting and dancing, with grandiose gardens, artificial springs, and a system of waterworks. Enjoyed by many overseas guests, it had “the reputation of having been one of the most magnificent edifices of the West Indies.” In 1820, King Henry I died by suicide not long after suffering a debilitating stroke. He shot himself with a silver bullet on the grounds of the palace. He was subsequently buried in the Citadelle. His son and only heir was killed just 10 days later. A considerable part of the palace was destroyed in an 1842 earthquake, which also leveled a good part of the nearby city of Cap-Haïtien. The palace was never rebuilt.  Once considered the Versailles of the Caribbean, the ruined shell of the palace is now crumbling to the ground. However, today it is fairly safe to visit and taxis will take you right to the steps of the ruins. Local tour guides who are trained in the history of the region hang around the foot of the palace waiting to be hired. There are also plenty of stalls set up to sell you souvenirs. After you explore the ruins of Sans-Souci Palace, you can hire a taxi to take you up the mountain where you can then hire a pack horse to take you to the Citadelle.",revolution cultures and civilizations colonialism ruins architectural oddities architecture
9,Atis Rezistans,"Port-au-Prince, Haiti",A macabre sculpture museum in the capital of Haiti fuses human bones with broken metal to create challenging contemporary art.,https://www.atlasobscura.com/places/atis-rezistans,"The museum lies just off Boulevard Jn J Dessalines, in the Haitian capital of Port-au-Prince. Set back from the main road behind a muddle of motorbikes and old cars, the wrought iron gate which marks the entrance is presided over by a human skull, red and white Christmas lights poking gaudily from its gaping eye sockets. Beneath the skull, a Latin slogan reads: “E Pluribus Unum”; out of many, one. Welcome to Atis Rezistans. The place is a museum, an art collection, and a gallery. No matter what you call it, this courtyard tucked away behind the boulevard seems to defy any standard definition. The open-air space is crammed full of sculptures, ranging from palm-sized figurines through to towering daemonic effigies that hunch menacingly over the heads of visitors. If there is one uniting theme to this collection, other than the artists’ obvious penchant for the macabre, then it is the notion of salvage and recycling. The founding sculptors of the Haitian collective, André and Celeur, grew up around the area of Grand Rue in Port-au-Prince. Born out of a climate of “junkyard make-do, survivalist recycling, and artistic endeavor,” their self-taught artistic skills reflect the challenges of growing up in such an environment. Theirs is a unique and yet well-defined artistic style, one which prescribes the juxtaposition of metal and flesh, wood and bone. The work of the Grand Rue sculptors is often challenging. Disturbing, even. Children’s dolls appear stitched onto vacuum cleaners, while twisted automobile parts have been joined to human remains to create bizarre and otherworldly totems. Now working with an expanded team of sculptors and artists, André and Celeur continue to use everyday items to tell new stories. The symbology of their work incorporates powerful themes of death and rebirth; of Vodou, Christianity and occultism; of slavery, of inevitable industrialization and its dystopian sci-fi aftermath.",sculpture gardens sculptures art
