index,attraction,location,blurb,url,description,tags
0,Oceanographic Museum,"Monaco, Monaco","Museum celebrating the ocean, with the largest wunderkammer dedicated to sea exploration.",https://www.atlasobscura.com/places/oceanographic-museum-monaco,"The Musée Océanographique (Oceanographic Museum) of Monaco is one of the largest scientific institutions dedicated to the study of the ocean. In its aquariums are around 6,000 species of sea creatures, and it also holds an incredible array of specimens collected during 20th century exploration. In 2011, the museum commissioned artist Mark Dion to create a new arrangement of the collection in the tradition of a cabinet of curiosity. Drawing from the archives, Dion resurrected many forgotten pieces of the vast collection founded by Prince Albert the 1st, thematically arranged in a 10-foot-high display. Between the polar bear, the antique diving suit, and the giant corals, Mark Dion’s marine wunderkammer is spectacular  in size and variety, a breathtaking display that will arouse your thirst for science.",wonder cabinets natural history animals
1,Juan Manuel Fangio Statue,"Monaco, Monaco",This statue of the great Argentinian car driver is located near a famous curve of the Monaco Grand Prix.,https://www.atlasobscura.com/places/juan-manuel-fangio-statue,"The Principality of Monaco paid tribute to the memory of Juan Manuel Fangio, a five-time Formula One world champion, with a life-sized bronze statue of the Argentine driver. It was at this location that he won races in 1950 and 1957. Fangio, also known as El Chueco, was considered one of the best Formula One car drivers in the world. The statue of the famed driver was dedicated by Prince Albert of Monaco. The event was attended by other car drivers like Emerson Fittipaldi and Niki Lauda. The artwork was crafted by Spanish sculptor Joaquim Ros Sabaté and is located near the entrance to the city of Monaco. There are five other sculptures by Ros Sabaté located around the world of the driver. However, this one in particular stands out because it’s located right on the Rascasse curve of the Monaco street circuit. The sculpture depicts Fangio leaning on his Mercedes Benz W196 which earned him one of his victories at the Monaco Grand Prix.",cars sports statues history & culture
2,Automatons and Dolls of Yesteryear,"Monaco, Monaco",Thousands of costumed dolls fill one of the world's creepiest museums.,https://www.atlasobscura.com/places/national-museum-of-automatons-and-dolls-of-yesteryear,"Organized by Madeleine de Galea during the 19th century, the Automatons and Dolls of Yesteryear collection at the Monaco National Museum has been called one of the creepiest in the world. Exhibits inside of the Charles Garnier-designed villa include a seemingly endless display of costumed characters in beautiful clothes displayed alongside miniature household items. Originally stored in de Galea’s personal mansion, the collection grew so fast she was forced to purchase the house next-door for extra storage space. In addition to the thousands of period dolls, the museum houses a large collection of automatons. You can see the intricate wind-up creations at any time during the museum’s regular hours, but if you sign up for a tour, the guide will likely activate many of the pieces. Some of the dolls double as automatons, breathing, sighing and playing the piano. Outside of the museum, visitors can enjoy a rose and sculpture garden.  From the train station, take the 4 bus toward Saint- Romain. Stop at Place des Moulins and tale the elevator down to Avenue Princesse Grace.",automata dolls miniatures collections museums and collections museums
3,Cats Museum,"Kotor, Montenegro",A curious little museum dedicated to the furry feline in the cat haven that is Old Town Kotor.,https://www.atlasobscura.com/places/cats-museum,"For cat lovers, there is no place like the medieval town of Kotor, Montenegro. The town, which was founded by the Romans in 168 BC, has a noticeably high cat population. For centuries, Kotor served as a trading port for ships from all over the world, and many of the cats who were on the ships were left behind, ultimately populating the small town with a diverse array of felines. The cats are a part of daily life in Kotor, acting as a symbol for the entire town. In fact, Kotor even has a museum dedicated to their furry residents. Tucked into an unassuming building in the heart of Old Town, the Cats Museum (Museo del Gatto di Cattaro) is a charming sight to be seen for cat lovers and loathers alike.Visitors who find their way into the tiny museum are granted access to an unusual collection of cat works from writings, coins, lithographs and much more. For those with a certain niche humor, the collection of postcards featuring cats doing human things is a must-see, while the more historically inclined will surely appreciate the pieces dating back a few centuries. In fact, an entire section of the museum is dedicated to cat artifacts dated before and during the First World War. These range from war propaganda to postcards sent from soldiers, and the care taken to preserve these strange treasures is evident. Despite its small size (just two little rooms connected by a hallway), the Cats Museum has an impressive list of registered members—all of whom have four legs. For those with only two legs, the museum does come at a cost. The admission fee, just 1 euro, does more than keep the glass cases clean; the museum also supports the local feline community through the money earned. A gift shop sells cat memorabilia alongside small bags of food to feed the many cats of Kotor who are, of course, always welcome.",cats collections museums and collections animals museums
4,Fortifications of Kotor,"Kotor, Montenegro","These historic defenses ensured the city within would survive hundreds of years of occupations, sieges, and invasions.",https://www.atlasobscura.com/places/fortifications-of-kotor,"Located on the Bay of Kotor (Boka kotorska in Montenegrin), a natural fjord near the coast of the Adriatic Sea, the city of Kotor is the oldest town in Montenegro with its roots in the ancient world. Archaeologists aren’t exactly sure, but it may have been built on top of another city as far back as 700 to 400 BCE. While the very earliest history may not be clear, the consensus is that the Greeks colonized the city starting around the 3rd century BCE. The natural steps and slopes of the hills were used as coveted protection by the ancients, but it’s also the structured walls that are striking, the majority of them are known as defensive Venetian in design and construction. The city is ancient, but the fortifications are mostly medieval. The list of attackers, occupiers, and invaders of Kotor is long, including (not in exact order) Illyrians, Romans, Byzantines, Venetians, Ottomans and Austrians. Even, at certain times, Russians, Serbians, British and Hungarians. And if invasions and attacks weren’t enough, there have been earthquakes to contend with – a major quake damaged the site as recently as 1979. Navigating the crags of the hills and walls must have proven challenging to invaders, as they tried to find their way through the jumbled warren of Kotor’s streets and walls. But they built the city this way on purpose, to keep those invaders from figuring out exactly where they were. And jutting so dramatically straight up out of the fjord, it’s easy to see why everyone wanted a piece of it. There are three gates into the Old Town to choose from",walls castles medieval ancient ruins
5,Ostrog Monastery,Montenegro,A curious cave church carved into the face of a cliff.,https://www.atlasobscura.com/places/ostrog-monastery,"The 1600s were a turbulent time in the Balkans. The small Principality of Montenegro was fighting for survival against the mighty Ottoman Empire. Threatened by Ottoman raiders, many Orthodox Christians took to the mountains. Ostrog monastery was carved out of a vertical mountainside of of Ostroška Greda. Founded by Vasilije, the Bishop of Herzegovina and later known as St. Vasilije of Ostrog, his body is enshrined in a reliquary kept within the cool dark walls of the cave-church. Word spread quickly of the supposed miraculous healing powers of his mortal remains, and the monastery become a center of pilgrimage not only for Orthodox Christians but Catholics and Muslims as well. The tradition of pilgrimage continues to this day, with Ostrog still receiving visitors from far and wide of varying faiths, with an especially large celebration taking place on Pentecost. Much of the present look of the cave monastery complex dates from a 1923-1926 renovation after a fire. The monastery was seriously damaged in the blaze, but luckily two of the original cave chapels were spared and remain in their original condition. St. Vasilije of Ostrog is still there as well, though, over the years he has lost some of his “original condition.” From Podgorica take the road to Niksic. Some 15km after Danilovgrad you arrive in the village of Bogatic. At Bogatic you take the right turn and leave the main road. Ostrog is 8km uphill.",caves ecosystems churches sacred spaces
6,Our Lady of the Rocks,Montenegro,A tiny church on a man-made island in the Adriatic.,https://www.atlasobscura.com/places/our-lady-of-the-rocks,"Gospa od Skrpjela (Our Lady of the Rocks) is the name of one of two tiny islands located in the inner part of Boka Kotorska bay, near the old town or Perast. The peculiar fact about these island is that they are almost completely man made. The island began as a pile of rocks, and according to legend, on 22nd of July 1452, two fishermen, brothers Moršić discovered an image of Virgin Mary there. A tiny Orthodox chapel was built on the site. In the 1600s Venetians took over the region of Boka and the city of Perast. In 1630 they built a Catholic chapel on the place of original orthodox one. They decided to further expand the island by piling rocks from the mainland and by sinking the old ships. The custom remains to this day. Every 22nd of July at sunset citizens of Perast take their boats and throw rocks into the sea. The custom is known as fašinada. The church visible today dates from 1722. It houses a venerable 15th century icon of Virgin Mary, the work of Lovro Dobričević, now know as Our Lady of the Rocks, and an altar made of Carrara marble is a work of Genovese sculptor Antonio Capelano. Behind the church there is a small museum dedicated to history of Perast. The courtyard in front is known as “Place of Reconciliation.” Today the small island church acts as a sort of cultural center of Catholics of Boka. It has served for public gatherings and as a place where local disputes were settled, most importantly blood feuds between the catholic families of Boka, preventing many vendettas.  Ferry connection available from most towns in Boka Kotorska. Quickest and cheapest from Perast. Utilizing the local public bus (€1), it took a half-hour to get from Kotor to Perast, where you are dropped off on the main square that fronts the water.  So different from the walled city of Kotor, Perast has an air of a posh waterfront town, yet the feel of a fishing village. Alternatively, there are a couple of private taxi boats, that charge €10 for the return trip as of April. 2022.",islands sacred spaces
7,Stara Maslina,"Tomba, Montenegro","One of the world's oldest olive trees, thought to be over 2,000 years old.",https://www.atlasobscura.com/places/stara-maslina,"One of the world’s oldest olive trees is located near Stari Bar in Montenegro. “Stara Maslina” is said to be over 2,000 years old, and is a truly stunning sight. A side of the tree is unfortunately completely burnt out, due to a lightning strike.",trees plants
8,Sveti Stefan,"Sveti Stefan, Montenegro",This exclusive resort has completely covered a tiny Balkan island in a 5-star warren of guest rooms.,https://www.atlasobscura.com/places/sveti-stefan,"The Sveti Stefan resort is crammed on a tiny little offshore speck of land that once held an itty-bitty village, having converted the cram of historic buildings into exclusive lodging for its guests. The little island off of the Montenegro coast is only a little over a mile around making space on the isle a hot commodity. Originally a coastal defense was established on the land which eventually grew into a small village that was home to around 400 citizens, who built houses on every available inch of the island making it look as though they might fall right off the edge into the Adriatic. When the country came under communist rule plans were made to turn the area into a tourist spot and the villagers were relocated to the mainland by the government in order to make room for the new resort. A thin isthmus was built to connect the island to the mainland and all of the old houses were converted into singular lodgings, and the Sveti Stefan (which is the name of the resort, not the island) was born. The vacation spot had its ups and downs over the years, losing much of its luster during the 1990s in the face of government turmoil. However by the 2000s it was refurbished and once again brought up to an exclusive 5-star standard by the Aman hotel group. Today the resort is a beautiful little secret island that is off limits to anyone who is not a guest. It may have been converted into a place of leisure, but the Sveti Stefan is still a fortress of sorts, only now it simply protects elitism.  While traveling North/South through Croatia, this island sits at the end of a road cutting through Croatia, giving Bosnia access to the coast. One may not disembark a vehicle and set foot on land here as it is not Croatia but a foreign country.",places to stay hotels islands
9,Fortress Gorazda,"Škaljari, Montenegro",This World War I fortress is the perfect place to catch a Montenegrin sunset.,https://www.atlasobscura.com/places/fortress-gorazda,"This Austro-Hungarian fortress was used by the Austrians during World War I, as they traded artillery shells with Montenegrin forces. It was originally constructed around 1884-1886. Although the turret guns are long gone, the fortress and all its glory still remain. The fortress was later used as a prison during the mid-20th century. Now, it sits completely abandoned on top of a mountain overlooking both the bay of Kotor and Tivat. Although it’s now now covered in graffiti, it remains an amazing place to explore. It’s also an excellent spot to watch the sunset. The views are probably among the best in the entire region.  Getting there can be a challenge. You need a car and there are several sharp turns on the way up. There are also no street lights on the way back down after sunset. Exact Google Maps Plus Code: 9QW7+8M Skaljari.",world war i fortresses prisons abandoned
