index,attraction,location,blurb,url,description,tags
0,Palmyra,"Palmyra, Syria",Mysterious lost empire of the Silk Road.,https://www.atlasobscura.com/places/palmyra,"Led by Queen Zenobia, a third-century ruler who was later taken to Rome and paraded through the streets in golden chains, Palmyra was a rich city on the Silk Road, a gateway to the West for travelers returning from the Orient. Under Zenobia’s rule, Palmyra actually took territory from the Romans–and the short-lived Palmyrene Empire stretched from Turkey down to Egypt. The empire lasted for thirteen years, and then Aurelian decided to take it back. He defeated the Palmyrenes and took Zenobia back to Rome, where she was accepted into society and eventually became a lively and much-admired Roman matron. In 1980, it was declared a UNESCO world heritage site. For most of the past few years, Palmyra was a small town with a large and lush oasis next to it; the ruins of the old city covered the plain for a good square mile. Beautiful Romanesque columns carved from the local golden sandstone marched down long avenues; in the early morning and early evening, the brilliantly blue sky contrasted strikingly with the warm tones of the stone and the long, deep shadows. It was an extraordinary place to visit, a reminder of a mysterious lost empire, worthy of pulp novels. Unfortunately, in May of 2015 the area fell under the control of the Islamic State of Iraq and the Levant (Daesh), and its temples, monuments, and other buildings were subsequently blown up, razed, or otherwise destroyed. How much of it will remain after the conflict remains unknown. Inaccessible due to the ongoing Syrian Civil War",lost tribes ruins
1,Krak des Chevaliers,"Safita, Syria",Ruins of the Crusaders' headquarters.,https://www.atlasobscura.com/places/krack-des-chevaliers,"Krak des Chevaliers is the single most imposing symbol of the Crusades. The Krak is a massive Crusader fortress built during the First Crusade on a strategically important spot 40 kilometers from city of Homs or Hims, called l’Chamelle by the Crusaders, in the middle of the Syrian desert. What made this spot so strategic was that only one route led from the city of Antioch south to Beirut and the Mediterranean, and that route passed through Homs Gap. Krak des Chevaliers sits atop the 650-meter hill which dominates the surrounding countryside and overlooks this ancient highway. The Krak was originally a much smaller fortress, built by the Emir of Aleppo. In 1110, it was captured by Tancred, Prince of Galilee and one of the most famous Crusaders; the fortress later passed into the possession of Knights Hospitaller, the most powerful religious-military orders of the Crusades. The greatly expanded fortress served as their base of operations in the Middle East for centuries. Built according to the taste of its masters, Krak des Chevaliers is a typical example of Gothic architecture, uprooted from Western Europe and transferred to the Middle East. Even today, it is one of the best-preserved examples of European medieval military architecture. The fortress could accommodate a garrison of 2000 soldiers. The inner protective wall is over 3 meters thick. The inner castle is protected by seven towers, each 10 meters in diameter. The storeroom is 120 meters long and could hold supplies that would permit the defenders to survive a siege for about five years, with stables that could accommodate up to one thousand horses. Krak des Chevaliers withstood numerous attacks by Muslim forces, even a siege by the mighty Saladin in 1188. Legend has it that Saladin managed to capture the commander of the fortress and ordered him to make the defenders open the gates. Allegedly he did as he asked, speaking in Arabic, but then commanded in French that his men defend the castle to the last warrior. In the end, sheer force-of-arms was not enough to conquer these mighty walls. The castle fell to a cunning trick. In 1271, Baibars Mamluk, Sultan of Egypt, managed to take the fortress after sending a forged letter to the defenders in the name of their master and commander in Tripoli ordering them to surrender the castle. After their expulsion from Syria and Levant, the never-conquered (though easily duped) Knights Hospitaller moved their headquarters to Cyprus and then to Rhodes, retreating ever westwards, until they settled on Malta, where they survived until Napoleonic times as the Knights of St. John. Today, the Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes, and of Malta has its headquarters in Rome. Although not territorial, the Order has a diplomatic status in many ways equal to that of a sovereign nation. It maintains diplomatic relations with many nations and issues its own own passports, currency, stamps, and even vehicle registration plates. Thankfully, the Order has reverted back to its humanitarian roots. Krak des Chevaliers is on the UNESCO list of World Heritage Sites.  Buses from Homs, or minibus for Hama costs about 1$. Taxi from Damascus is about 60$ for the round trip.",crusades ancient ruins architecture
2,Dead City of Serjilla,"Balshoon, Syria","A 1,500-year-old ghost settlement is slowly fading away.",https://www.atlasobscura.com/places/serjilla,"There were no dramatic events causing a mass exodus from Serjilla. No catastrophe befell the small farming town, and no earth-shattering natural disaster struck. There was a smattering of invasion and disease, but mostly, Serjilla simply melted away into the landscape, forgotten yet preserved in time. Known as the Dead Cities of Syria, a series of 800 small villages from the 5th century are remarkably preserved and give the world clues to life in a small Byzantine farming community. Serjilla is only 50 miles Southwest of Aleppo, and is one of the best kept of the Dead Cities. Founded in 473 C.E, Serjilla was a small but prosperous agrarian town. Like all the villages in the area, Serjilla produced olives, olive oil, grapes, wine and wheat. Fruitful trade routes ran through the area and the people lived a modest Christian life with little luxury or grand monument. Archeologists who have studied the area have pointed to this modesty as a defining characteristic of the city, and have viewed the town as an average farming town from 1500 years ago. In the 7th century, as the Umayyad dynasty began to gain power, trade routes shifted out of the area and the Dead Cities were slowly abandoned. There were some attacks during the time from Arab invaders. However, the migration from Serjilla and its neighbors was mainly based around economic concerns. Today, the ruins feature many structures of the ancient town, including a Christian church, two-story villa and a small building with an olive press. Although the city was not abandoned in chaos, the many have remarked on the eerie setting around Serjilla and the absolutely barren landscape that surrounds it.  Visitors can take microbuses or taxis from Aleppo",ghost towns
3,Musyaf Castle,"Masyaf, Syria",The Syrian headquarters of alleged hashish-smoking assassins.,https://www.atlasobscura.com/places/castle-of-musyaf,"The tale of the Hashshashin is well-known legend in the West. Basically it can be summed up as: they smoked hash, and they killed people. The name “Hashshashin” became synonymous with skillful murder and is the basis for the modern term assassin. While modern scholars suspect that the hash smoking part probably isn’t true – the name Hashshashin was probably an insult based on their true name, the Asasiyun or “foundation of the faith” – what everyone can agree on is that they definitely killed people. Many people and very skillfully. They did much of this killing from the Musyaf Castle. Situated on a 20 meter plateau the Musyaf castle imposes itself on the hilly landscape of Syria. The structure dates back over 2800 years to the Byzantine era and saw rule by Mamluks and Ottomans, but is remembered today by its darkest period. It’s towers and gates still stand as symbols of the violent force that was contained within its walls: home to the Hashshashin. During the 12th century, the Hashshashin cult was led by Rashid al-Din Sinan, also known as “the Prince of the Mountain.” A trained Hashshashin himself and a powerful Northern Syrian warlord, Rashid controlled and ruled over the trained killers. While Sinan held the fortress, he carried out numerous attacks on leaders around the region including the King of Jerusalem as well as against his mortal enemy Saladin the leader of the Ayyubids. In an attempt to kill Sinan, Saladin laid siege to Masyaf, nearly taking the castle. According to legend, (and in the writing of the sect itself) while Saladin slept in a tent beneath Masyaf, an assassin crept into his tent, leaving and a poisoned cake a note saying “You are in our power. ” Never has a cake been so terrifying. Scared to death, Saladin made peace with Sinan and left him in control of Masyaf. The assassins sect in Musyaf came to an end when they met an enemy as fearsome as themselves: the mongols. Today, the ruins can be visited from Hama only 60 kilometers to the East, for adventurers who dare cross into Assassin territory. There is an excellent open access “Description, History, Site Plan and Visitor Tour” of The Citadel of Masyaf, published by the Aga Khan Trust for Culture, available for download via http://archnet.org/library/documents/one-document.jsp?document_id=10621",castles ruins
4,The Citadel of Aleppo,"Aleppo, Syria",One of the oldest and largest castles in the world.,https://www.atlasobscura.com/places/the-citadel-of-aleppo,"This large fortified palace sits prominently in the middle of Aleppo, Syria. The citadel dates back to the 3rd millennium and has hosted several occupants such as the Greeks, Byzantines, Ayyubids, and Mamluks to name a few. The castle has been restored extensively over the course of its existence, but endured considerable damages during the Battle of Aleppo. It re-opened again in 2017, but still required additional repairs and restoration work.",castles
5,Church of Saint Simeon the Stylite,Syria,"What is left of the pillar of Saint Simeon, the voluntary martyr who climbed the column to give his sermons, remaining perched there for thirty-seven years.",https://www.atlasobscura.com/places/church-saint-simeon-stylite,"In the early fifth century, a Syrian monk named Simeon wandered out into the desert where he found, near modern-day Aleppo, an abandoned column rising up out of the sand. Simeon climbed the pillar, and would remain aloft on it for the next thirty-seven years (though he did eventually transfer to a much taller pillar nearby). From the pillar, he preached sermons to those who sought out his wisdom and his example, though history has not treated his vocation well. Edward Gibbon wrote of Simeon, “This voluntary martyrdom must have gradually destroyed the sensibility both of the mind and the body, nor can it be presumed that the fanatics who torment themselves are susceptible of any lively affection for the rest of mankind.” His odd life later became the subject of a scathing satire by Luis Buñuel, Simon of the Desert. He was not the only pole sitter (known as a “stylite”) but he was the first and the most famous, and after his death this church was built on the site of his pillar to honor his ascetic devotion. The church was huge, over 5000 square meters, rivaling Hagia Sofia in size, though it has long since fallen into ruin and now comprises only part of the large complex of ruins known as the Dead Cities of Syria. Saint Simeon’s pillar, surprisingly, still stands, though it’s been whittled down to just a few meters from centuries of relic seekers who’ve carved off small shards for themselves. located about 30 km (19 mi) northwest of Aleppo",relics and reliquaries sacred spaces ruins architectural oddities architecture
6,Souk al-Saqatiya,"Aleppo, Syria","Amid the rubble of Aleppo's Old Quarter, part of a historic market has been restored and re-opened.",https://www.atlasobscura.com/places/souk-al-saqatiya,"Before it became a 21st-century battleground, Aleppo’s historic Old Quarter embraced the world’s longest and oldest network of souks—Arabic for covered markets. There were 45 in all, dating back to medieval times and forming a 13-kilometer labyrinth where Syrians and foreigners came to shop, work, and socialize. Between 2012 and 2016, government and rebel forces fought for control of Aleppo, which was then Syria’s biggest city. By the time government troops regained control of the Old Quarter, almost all the souks and all but a hundred of their 1,600 shops had been damaged or destroyed—demolished by explosives, pitted by shrapnel, and charred by fire. Syrian authorities and foreign heritage organizations aim to bring the Old Quarter back to life by rebuilding the souk network bit by bit. One of the first sections to be restored is the Saqatiya souk, a 100-meter cobblestone alley containing 53 shops. Saqatiya means a seller of meat offcuts, and under the souk’s arched roof, vendors once again shout their wares, including fresh meat, nuts, sweets, clothing, and toiletries. Al-Saqatiya, sometimes spelled al Saqatiyah, re-opened in 2019 and is a short stroll from the 11th-century Great Mosque, Aleppo’s war-damaged spiritual heart. Reconstruction of the souk cost $400,000 and took about eight months, the Associated Press reported. The project employed about 60 workers and was funded and supervised by the Geneva-based Aga Khan Trust for Culture, which promotes the restoration of historic sites as a catalyst for social and economic development. Syrian architect Bassel al-Daher said about 30 percent of Saqatiya was damaged in the war. He told AFP that its reconstruction was “the project of a lifetime.” Aleppo’s location, midway between the Mediterranean Sea to the west and the Euphrates River to the east, put it at the center of international trade for millennia. Long-distance caravan trains brought Persian silks, Indian pepper, and other valuable cargoes to the city. Products found their way west by way of European merchants who lived in Aleppo from at least the 16th century. They tapped into a multi-ethnic and multi-faith commercial network that stretched as far as China.  We currently recommend against travel to Syria. The U.S. State Department has issued a ""Do Not Travel"" advisory for the entire country, citing ongoing risks such as ""terrorism, civil unrest, kidnapping, and armed conflict."" Few international hotels are operating in Aleppo, and power rationing is in effect. The badly damaged Old Quarter is in the early stages of reconstruction, and largely deserted.",markets meat shops
7,Deir Mar Musa al-Habashi,"An-Nabk District, Syria",This ancient mountain monastery welcomes all manner of faith in an effort to keep Christians in Syria.,https://www.atlasobscura.com/places/deir-mar-musa-al-habashi,"This ancient Catholic monastery houses world renowned wall frescos and promotes religious acceptance in a region ravaged by intolerance and war. The structure of Deir Mar Musa (The Monastery of St. Moses The Abyssinian) has had many incarnations since it was first built by the Romans in Byzantine times. Originally intended for use as a Roman watchtower to monitor and control illicit trade, it was repurposed as a medieval hermitage site, a Catholic monastery, and eventually it was left abandoned for several centuries until it was reclaimed in 1991 by a local Syrian-Catholic monastic community. The modern-day Catholic community is founded on the premise of religious tolerance. It works to convince local Christians to remain in Syria and to work with their Muslim neighbors to build a multi-religious community. It also embraces a wider audience, and any wandering traveler is welcome to enter the monastery and stay the night, so long as they participate in community chores and respect the monastery rules. While camouflaged among the burnt brown stone of the towering valley walls, the site itself remains an imposing edifice. The monastery is built high onto the mountains rimming the valley, and it takes 30 minutes of walking up a path of narrowly stacked stairs to reach the entrance gate. Each step creates a sensation of walking back in time, with only a single cable cord (used to transport food goods from the valley floor) marring an image that has remained largely unchanged in the last thousand years. However, the medieval ambiance is misleading, for inside the ancient stone walls is a community that has seamlessly woven both modernity and tradition into their lifestyle. Electric lights are turned on following the daily hour of silence, and the ancient rugs outside the chapel are piled with a mix of Nike athletic shoes and leather sandals. Inside the chapel, the Monastery’s leader preaches in a room decorated with 800-year old frescos of Christ, but uses translators to reach out to a modern congregation of international travelers on their iPhones. Deir Mar Musa is a beacon of hope in a war-torn country, and offers an inspiring layover for travelers who wish to better understand and appreciate the nuances of Syrian culture.",monks churches sacred spaces
8,Sayyidah Zaynab Mosque,"Set Zaynab, Syria",This ornate mosque is said to hold the remains of Muhammad's granddaughter beneath its dome of pure gold.,https://www.atlasobscura.com/places/sayyidah-zaynab-mosque,"This exquisite blue-tiled Damascus mosque houses the remains of Sayyidah Zaynab in a shrine adorned with crystal. It is a vitally important pilgrimage site for Shia Muslims who come to pay mournful respect to her remains. The Shrine of Lady Zaynab was built to honor the granddaughter of the Prophet Muhammad, and is believed by some to contain her remains. In 680 BCE, Lady Zaynab was captured and taken prisoner following the massacre at Karbala, one of the defining tragedies of the Shia religious tradition. While captive, she saved the life of her nephew, Ali, by throwing herself over his body and declaring they would have to kill her as well. Her bravery preserved the line of succession, ensuring the future of Shiism. As such, her shrine is one of the most important and emotional pilgrimage sites for Shia Muslims. The shrine itself is hidden in a maze of shops, hotels, and restaurants in southeast Damascus. Finding the mosque is a challenge that requires following crowds of black-robed Iranian pilgrims and the occasional glimpse of the towering blue minaret. The entrance gate opens onto a polished outer courtyard that is dominated by the shrine at its center and the entire edifice is adorned with intricate blue-tiled mosaics of symbolic flowers, geometric shapes, and Arabic script. The dome atop the shrine is made of pure gold, as are the ceremonial doors. The courtyard is filled with grief-ridden men and women marching in circles, chanting prayers in Farsi and Arabic. The shrine itself is a small, but exquisite display of mirrors, crystal, and gold ornamentation. However, it is not the beautiful decoration that immediately captures a visitor’s attention. The atmosphere inside is one of open emotion rather than silent reverence. It is filled with the wailing cries and profuse tears of pilgrims who have come to pay respect to Lady Zaynab’s remains. Women tear at their clothes, beat their chests, and collapse to the ground. It is a display of passionate mourning, and the pilgrims mourn her death as they would a beloved daughter. A visit to the Shrine of Lady Zaynab will leave visitors of any faith overwhelmed, both by the beautiful architecture and the moving power of belief.",mosques shrines architecture
9,Norias of Hama,"Hama, Syria",Only a handful of these gorgeous historic waterwheels remain but even those are in danger from local unrest.,https://www.atlasobscura.com/places/norias-of-hama,"The Norias of the Syrian city of Hama are a collection of historic waterwheels so lovely and elaborate that they make classical Western waterwheels look weak in comparison. Unfortunately, after surviving for hundreds of years, these lovely wooden constructions are in danger of becoming victims of local conflicts. Evidence of these ornate water wheels dates back as far as the 5th century CE, although none of the extant examples have been found to be quite so ancient. The norias (“wheels of pots” in Arabic) were originally constructed on the Orontes River to move H2O through a series of aqueducts that fed farms all across the settlement, becoming so iconic that they eventually became the symbol of the city. Even after they fell out of general use with the advent of modern irrigation systems, the norias were left intact, aging into beautiful historic icons of the city’s agrarian past. By the modern day there were 17 of the historic wheels still standing across the city, some attached to old buildings, others just standing free as the city changed around them. The iconic relics were even to be considered protected UNESCO artifacts, but unfortunately this designation has yet to be approved. Sadly, it may be too late in any event. Recent reports from the war-torn region suggest that some, if not all of the norias may have been burnt down. For history’s sake let’s hope that these reports are greatly exaggerated. There are 9 different places across the town where the norias are located. By design and appearance they are all the same.",waterworks industrial war history water military
