index,attraction,location,blurb,url,description,tags
0,Parc Zoologique et Forestier Michel Corbasson (Zoological and Forest Park),"Nouméa, New Caledonia",The best place to encounter plants and animals that can only be found in New Caledonia.,https://www.atlasobscura.com/places/parc-zoologique-et-forestier-michel-corbasson,"With its rich tropical biomes and geographic isolation, New Caledonia is home to thousands of unique plant and animal species. It is one of the world’s biodiveristy hotspots, meaning that it’s especially rich in endemic species, or those found nowhere else in the world. The Parc Zoologique et Forestier Michel Corbasson (Zoological and Forest Park) in Nouméa is the perfect place to get a feel for the endemic flora and fauna of this island nation in the South Pacific. Enjoy a stroll through the endemic species section of the park to get up close and personal with New Caledonian crows, giant geckos, goliath imperial pigeons and the flightless kagu. Walking through the kagu enclosure is a special experience—the birds are curious and will follow visitors around the boardwalk, carefully inspecting them. Many of the animal enclosures also list feeding times, giving you a chance to see park staff interact with the animals, and talk about the animals and their plight (many are endangered). The park has trails catering to a variety of interests including a quiet walk through a native forest where, if you’re lucky, you’ll see colorful birds and butterflies.  There is a small café at the entrance to the park where you can purchase a variety of sandwiches and salads to enjoy on the picnic benches amongst the peacocks. Make sure to bring cash as credit cards aren’t accepted at either the café or park entrance.",endangered animals zoos animals
1,Jean Marie Tjibaou Cultural Center,"Nouméa, New Caledonia",Marvel of green building techniques that sings with the wind.,https://www.atlasobscura.com/places/jean-marie-tjibaou-cultural-center,"Designed by Renzo Piano and opened in 1998, the Jean-Marie Tjibaou Cultural Center (Centre Culturel Tjibaou) was built to mimic the villages of the local Kanak people. It is named in honor of Jean-Marie Tjibaou, who died in 1989 while leading a fight for freedom from the French government, and dedicated to exploring the culture of New Caledonia and the South Pacific. Although a wonder of modern architecture and green building innovations, it is also deeply connected with the area, from its exterior of local iroko wood to its utilization of traditional building techniques. The building was designed to “sing” as it vibrates with the strong ocean winds, which are also allowed through the building as natural ventilation, so that the center is not just in harmony with nature, but a part of it. The double layered exterior forces warm air up and out of the building. It was also created to be stable in violent winds and earthquakes. The huts of the Jean-Marie Tjibaou Cultural Center contain a center for art, a museum, theatres, and a library.",sounds architectural oddities architecture
2,Sentir de la Petite Cascade de Farino,"Farino, New Caledonia",This peaceful path through the jungle is surrounded by songbirds and complete with a waterfall.,https://www.atlasobscura.com/places/sentir-de-la-petite-cascade-de-farino,"This amazing trail is just a short walk from the parking area. Intrepid explorers can venture down this jungle pathway until they reach the waterfall at the path’s end. Located in the middle of the rainforest, the falls and trail are just a short drive from the administrative office of Farino. It’s a beautiful ride that offers some of the most amazing views of the island’s west coast. The more the 2- mile walk (3.6km round-trip) is an easy trek along a well-marked path. The path takes you deep into the rainforest and along the creek that flows from the bottom of the falls. It’s easy to spot a few of New Caledonia’s endemic bird species and lizards along the path.  The parking lot from where you begin the hike is located at Le Refuge de Farino (a campground with tent spaces and cabins). There are signs along the way from Farino pointing you in this direction.",rainforest fauna trails animals
3,Bonhomme de Bourail,"Bourail, New Caledonia",A beachside monolith shaped by years of waves crashing against hard quartz.,https://www.atlasobscura.com/places/bonhomme-de-bourail,"The Bonhomme de Bourail is a striking rock formation, a monolith made of quartz, that protrudes from the sea on the south end of the Baie des Tortues (Turtle Bay). The rock formation’s name translates to “Gentleman of Bourail,” and was named for its resemblance to a man’s head with a hat on. Years of waves crashing upon this rock led to its unusual shape. But despite the durability of its material, the structure is surprisingly fragile. Another rock formation—La Roche Percée (The Pierced Rock), named for a hole in its base—could once be found nearby, but after a series of landslides, was destroyed in 2007. The lagoons surrounding New Caledonia are recognized for their outstanding biodiversity including corals, turtles, dugongs and whales. The exceptional importance of this region, including the Bourail Lagoon, has been recognized through its designation as a UNESCO world heritage site. The beach at Turtle Bay is in the center of three beaches with the Baie des Amoureaux (Bay of Lovers) to the northwest and the Plage de la Roche Percee (Roche Percee Beach) to the southeast. The Bonhomme de Bourail can be seen from a number of vantage points, including spots on the network of hiking trails which connect the three beaches. Turtle Bay is the perfect place to spend a relaxing day, or take advantage of the only surfing spot in New Caledonia with waves reaching up to 2.5 meters (8 feet). The beach is beautifully nestled in the forest covered hillside and is separated from the small parking area by a swath of New Caledonian pines. Turtle Bay a special place not only for its natural beauty, but also for the significance it has to the local indigenous populations, for whom this place is an important gateway to the kingdom of the dead.",rock formations beaches rocks geological oddities natural wonders geology nature
4,Monument de Balade,"Balade, New Caledonia",An overgrown monument remembers 60 years of French control in New Caledonia.,https://www.atlasobscura.com/places/monument-de-balade,"This monument was erected in 1913 to mark 60 years since the French violently took possession of New Caledonia in 1853. Erected with much fanfare, the large pyramid-shaped monument sits atop a stone base on top of a small hill. Today, more than a hundred years later, the monument has fallen into obscurity. An overgrown path leads to the monument and the area where the monument sits is also overgrown with knee-high grasses. Today, few visit the area. Located on the far northeastern corner of Grande Terre, the largest island of New Caledonia, a few miles from the village of Balade along the RPN7 main road. The monument is easy to reach, as long as you know where to look. Adding to the difficulty of finding this monument is (1) it is not shown in Google Maps and (2) the sign at the nearby road marking the spot is easy to miss, because it is small and nearly overgrown.  The monument can be found at: -20.297345, 164.474412 It is located along the RPN7, just north of the road, about 2 miles (3 km) west of the Balade church, and about a third of a mile (600 meters) west of the turnoff to Maamaat beach. Search maps for ""Maamaat"". In maps, look for a small trail west of the Maamaat beach turnoff shaped like a circle. The monument is in the middle of that circle.",beach hiking trails colonialism hidden monuments
5,Hobbiton,"Matamata, New Zealand","The real life Hobbiton, this sheep farm has been forever transformed since being built for The Hobbit film series.",https://www.atlasobscura.com/places/real-life-shire-hobbiton,"Once an unassuming farm, this hillside will never be seen the same way again after being chosen to act as a set for “The Lord of the Rings” and “The Hobbit” films. Even before it was retrofitted with several Hobbit Holes to play the part of Hobbiton in Peter Jackson’s adaptations of the classic Tolkien book series, this sheep farm seemed like a perfect stand-in for the famous fictional “Shire,” home of hobbits everywhere. Indeed, its natural likeness is undoubtedly the reason Jackson and his producers chose the location—with the only other qualification being that it’s located in New Zealand, the unofficial real-life location of Tolkien’s Middle Earth. In September 1998, Sir Peter Jackson “discovered” the Alexander Farm during an aerial search for suitable film sites. Site construction started in March 1999. Filming The Lord of the Rings trilogy commenced in 1999 and lasted for three months. When the site was rebuilt for The Hobbit trilogy in 2009, these structures were built out of permanent materials. The entire reconstruction process took two years, yet filming The Hobbit trilogy began in October 2011 and took only 12 days. At its peak, 400 people were on-site, including Sir Peter Jackson, Gandalf, Frodo, Sam, Bilbo Baggins, and young Bilbo Baggins. The farm is still an active sheep farm, but visitors can tour the area used for the set. Most of the Hobbit Holes are fenced off and you can’t enter them, but one is specifically designed for visitors to enter and explore. Tour guides are employed to explain where in the movies each area appears – Bag End is a highlight, along with The Green Dragon, a whimsical old-world pub. In fact, The Green Dragon is now open for business, and at the end of the tour, you can have a drink there. The set is very detailed and the hobbit holes are purposely made to look as though they have been there for years, complete with details like fake moss and many other small touches. There is laundry hanging, food displayed, salmon being smoked and other fish caught mimicking a very realistic set. The tree at Bag End is a fake tree intended to preserve the area’s appearance as it was in the film, even though the one featured in The Lord of the Rings was real. The film version was actually cut down and placed there for the movie. It died by the time they decided to film The Hobbit, so a fake tree with hand-painted leaves sits in its place, an exact replica of the original. The gorgeous location makes it easy to see why this was chosen for The Shire. The farm is in the middle of the countryside, still seemingly hidden from the modern world. A GPS is helpful in locating it since there aren’t really any signs directing you where to go.  Tours depart from 3 sites: The Shire’s Rest, Matamata i-SITE, and Rotorua. The Hobbiton tour includes walking through the Party Tree, the Party Field, Bilbo Baggins’ hobbit, Bag End, the Watermill, and finally finishing at The Green Dragon (a cafe), a complimentary cider, all handcrafted and exclusive to Hobbiton Movie Set, will be served. It’s 111 miles from Auckland to Hobbiton. Almost everyone that visits New Zealand rents a car or a motor home to explore. Given this, you do not need to organize your tour with a third-party service unless you need transportation to The Hobbiton Movie Set. In short, buy tickets directly from The Hobbiton Movie Set and drive to the location. Once you arrive, it’s private property, and then you do need to take a tour. You cannot get to The Hobbiton Movie Set yourself, nor can you see it from a distance. You must take the bus included in your ticket. Make sure that you purchase tickets in advance. They sell out daily.",abandoned film sets film locations architectural oddities architecture
6,Waitomo Glowworm Caves,"Waitomo, New Zealand",Tubing through a cave lit with glowworms is a magical underground experience.,https://www.atlasobscura.com/places/waitomo-glowworm-caves,"In 1887, English surveyor Fred Mace and local Maori Chief Tane Tinorau decided to explore the Caves of Waitomo. They entered the cave system on a tiny raft where a stream descends into the underground, and with their candles, they carefully navigated the stream through the caves. In the darkness, they noticed starlike lights scattered across the formations above their heads. Thousands of glowworms were hanging peacefully above their heads, forming a magnificent bioluminescent cosmos. The glowworm is a catch-all name for the bioluminescent larvae of various species. The larvae of the beetle fireflies (Lampyridae), beetle larvae (Phengodidae), and of Arachnocampa, a type of fungus gnat all bioluminescence. It is these fungus gnats that can be found in massive numbers in Waitomo caves. The fungus gnat larvae cling to rock walls and hunt with long strings of sticky mucus. When seen in large groups they are truly astounding. Elated with joy, the two men would return many times to explore further. On an independent trip, Tinorau found a land entrance, which is the same entrance that is used today by tourists from around the world. Tourists started visiting in 1889 when Tinorau and his wife began leading tours. Today, many cave guides are descendants of Tinorau and his wife, and the fungus gnats, with their long strings of sticky mucus, still glow beautifully.   You can buy single tickets for any of the caves, or you can buy a bundle. I strongly recommend you buy a package and see them all. Not only is this a more economical option, but all of the caves are worth seeing. It costs ~ 97ND to tour all three caves. All tickets include tours of the caves. You cannot self navigate the tours. Reservations are required, and numbers on each tour are restricted.",bioluminescence caves ecosystems animals
7,Milford Sound,"Milford Sound, New Zealand","Dolphins, ancient clams and hundreds of waterfalls make this one of the world's top tourist destinations.",https://www.atlasobscura.com/places/milford-sound,"Off the coast of New Zealand, in the Tasman Sea, huge granite cliffs rise 3,900 feet or more, and plunge 300-1500 feet under the surface of the water. These mountainous structures, carved by ancient glaciers, are the fjords of the Milford Sound. Milford Sound is home to some of the world’s most unique flora and fauna. Ancient clams called brachiopods are buried under the floor of the fjord, and have had no need to evolve for over 300 million years. The world’s largest population of black coral trees also lives under the surface. Related to sea anemones, the coral colonies’ lifespans are over 4000 years and they are among the oldest continuously living organisms on the planet. There are approximately seven million of the colonies in Milford Sound. Black coral trees can be seen through the Milford Discovery Centre and Underwater Observatory. Dolphins, New Zealand Fur Seals, and Fjordland Crested Penguins also frequent the waters. Lucky visitors will see the occasional whale that wanders into the fiord from the Tasman Sea. Dolphins swim alongside the Milford Sound Cruise Ships and show off for their guests. Groups of penguins pop in and out of the water, while the fur seals rest on the low rocks. The fjord gets over 20 feet of rainfall every year, feeding its two permanent waterfalls. Good weather is a bit of a long shot, but rains only serve to create hundreds of temporary waterfalls that sporadically appear on every cliff. If the sun does decide to peek out of the clouds, expect a rainbow at the bottom of every misty waterfall. Milford Sound is New Zealand’s most popular fjord, because it is the only one that can be reached by car. Milford Road is a steep five hour drive from Queenstown, but the determined traveller will find that the stunning scenery and Lord of the Rings landmarks make the journey as delightful as the destination.   The journey to Milford Sound will take at least 12 hours, including travel time and sightseeing. The best way to see the wildlife and take in the scenery is by taking the 1 ½-2 hour cruise through 16km of fiord. Kayaking is also a good way to get up close and personal to the wildlife. For more extreme visitors, there is scuba diving, base jumping, and mountain climbing. The only accommodation in Milford Sound is at the Milford Lodge.",fjords dolphins fauna flora waterfalls water plants nature animals
8,Castle Hill,"Castle Hill, New Zealand","The Dalai Lama named this New Zealand landscape the ""Spiritual Center of the Universe.""",https://www.atlasobscura.com/places/spiritual-center-of-the-universe,"New Zealand is known for its natural beauty, but in 2002 a particular patch of farmland was given a special honor. It became a “Spiritual Center of the Universe.” Called Castle Hill, the area is a high country station—a station is a large farm area dedicated to the grazing of sheep and cattle—on New Zealand’s South Island. Looking like the ruins of a castle, and hence the name, the hill is a popular climbing and bouldering spot for rock climbers. But rock climbers aren’t the only ones impressed by the site. In 2002, the Dalai Lama visited the South Island. Apparently, he didn’t like the energy in the nearby town of Christchurch (whose church is made from rock quarried from the boulders) and he was taken to the boulder field. He was so taken by the landscape, and his spiritual experience there he named the area a “Spiritual Center of the Universe.” The area got some world exposure when the nearby Flock Hill station was used for the filming of the climactic battle scenes of the 2005 movie The Chronicles of Narnia: The Lion, the Witch and the Wardrobe.  The hill is located at an altitude of 700 metres, close to State Highway 73 between Darfield and Arthur's Pass. It is on private property.",geological oddities natural wonders geology nature
9,That Wanaka Tree,"Wanaka, New Zealand","A solitary tree has grown up all alone on Lake Wānaka, backdropped by the beautiful Southern Alps.",https://www.atlasobscura.com/places/lone-tree-of-lake-wanaka,"Framed by the South Island’s stunning Southern Alps, a lonely tree has grown up to spread its wings just off shore at the south end of Lake Wānaka. Known as the “lone tree of Lake Wānaka,” it is said to be one of the most photographed trees in all New Zealand. However, you still need to have the inside scoop to find it, as there are no signs directing people to the solitary tree. It’s just enough off of the beaten path to not be bothered by too many tourists unless they’ve done their research. Walking along the lake to find the lone tree is a beautiful sight. When you arrive, you’ll find beach access on the shore just a stone’s throw away from the tree, the perfect place to have a picnic and watch the sun set or rise. If you can stand the cold but refreshing water of Lake Wānaka, swimming is a great way to awaken the senses. The lone tree is right at the foothills of Mount Aspiring National Park, a World Heritage Site, acting as a doorway into even more of the breathtaking landscapes that embody the South Island of New Zealand. Try visiting when the sun is low on the horizon and there’s an abundance of colorful low light, rather than the view being bleached out by the midday sun. At this time of day you’re also more likely to find the lone tree of Lake Wānaka, all alone.  The easiest way to access this iconic tree is via a car park located just a two minute walk away. This car park is found at the start of the Waterfall Creek Track.",lakes trees water plants
