index,attraction,location,blurb,url,description,tags
0,Gardens by the Bay,Singapore,Singapore's landscaping project is home to 18 incredible Supertrees.,https://www.atlasobscura.com/places/gardens-by-the-bay,"Along Singapore’s Marina Bay, a landscaping project known as Gardens by the Bay hopes to beautify the marina and help transform the dense city-state into a “city in the garden.” But with futuristic design features that border on otherworldly, this garden is unlike any you’ve seen before. Due to their sheer height and fantastical appearance, Gardens by the Bay’s defining feature is almost certainly its collection of 18 “Supertrees.” With heights ranging from 80 to 160 feet and light displays that come alive at night, the Supertrees complement the nearby high-rises and add distinctive flair to the Singapore skyline. As you may have guessed, these trees are not trees in the traditional sense, but rather a series of man-made frames which house both greens and green technology. Roughly 200 species of orchids, ferns, and other tropical climbers scale the Supertrees’ trunks, forming a lush, colorful skin. In some regards the Supertrees imitate the functions of regular trees: absorbing and redistributing heat, collecting and filtering rainwater, and providing shade with their expansive canopies. Eleven of the trees are outfitted with either solar panels, which power the Supertree Grove’s lighting displays, or ventilation systems used to capture exhaust from the park’s greenhouses. Visitors can get an up-close look at these mechanical marvels from a 72-foot-high walkway known as the OCBC Skyway. The Supertrees, though probably the park’s most visually commanding features, are by no means the only impressive attraction at Gardens by the Bay; the garden complex is also home to two enormous greenhouses, as well as several outdoor gardens and lakes. The Flower Dome supports thousands of varieties of cool-dry climate plants and flowers, while the nearby Cloud Forest fosters plants that prefer wet conditions found on mountains and tropical highlands. Both of these greenhouses use sustainable technologies to minimize the their environmental impact. In addition to incorporating elements of the natural world into Singapore’s city life, Singapore’s government hopes the project will attract ecotourists from around the world.  While there is an entrance fee for the Cloud Forest and Flower Dome, the outdoor gardens including the Supertree Grove are free. Don’t miss the spectacular light and sound show that takes place at the Supertree Grove at 7:45 p.m. and 8:45 p.m. every night. The gardens are open 5:00 a.m.-2:00 a.m. daily, but are not illuminated in the early morning. The Supertree lights are turned off at midnight.",strange science horticulture instruments of science plants
1,Singapore's Rooftop Pool,Singapore,The largest pool at its elevation sits on top of one of the most expensive resorts in the world.,https://www.atlasobscura.com/places/singapore-rooftop-pool,"The Singapore skyline boasts the largest swimming pool of any other skyline in the world. The massive pool sits on the 57th floor, above the three 55-story high hotel towers of the Marina Bay Sands Resort, an integrated resort property whose construction project was the most expensive of its kind. The design, conceptualized by the resort’s architect Moshe Safdie, was inspired by a deck of playing cards, appropriate, as one of the hotel’s main attractions is its large casino. The pool’s vanishing edge gives the appearance of an abrupt cut-off at 650 feet in the air; however, just below the top edge is another trough-like basin which catches the water and returns it to the main pool. Measuring 478 feet long, almost three Olympic swimming pools in length, the SkyPark pool is the world’s largest infinity-edge pool at that height. There is also a restaurant, bar, spa, and botanical garden with 250 species of trees and 650 plants, and an observation deck which costs 23 SGD (or around 18 USD) to enjoy. Please note you cannot swim or relax at the poolside unless you are a hotel guest. Marina Bay Sands is linked directly to Bayfront Station on the Circle Line and Downtown Line of Singapore's Mass Rapid Transit (MRT) train system. MRT services to/from Bayfront Station operate daily from (approximately) 6:00am to midnight.",places to stay Unique Restaurants & Bars water
2,Haw Par Villa,Singapore,A Buddhist theme park brings you a Buddhist version of Hell.,https://www.atlasobscura.com/places/haw-par-villa,"Mentioning Haw Par Villa to Chinese Singaporeans may raise an eyebrow or two, and will likely lead to a conversation about how they were forced to go there as children in order to learn about good morals, the consequences of their actions, and to see the horrors they may face in the afterlife, should they stray. Casually referred to as a “Buddhist amusement park”, Haw Par Villa is actually a very graphic and educational journey through the hodgepodge of Buddhism, Taoism and Confucianism that constitute the traditional fabric of Chinese life, legend, spirituality and morality – along with a smattering of references to Singaporean history and their relationship to the world around them – spelled out in greater than life-size plaster dioramas. The villa was created in 1937 as “Tiger Balm Gardens” by Aw Boon Haw and Aw Boon Par, the makers of the medicinal ointment known as Tiger Balm, as a way to give back to the community and to pass on the beliefs and values of Chinese culture to the uninitiated. After many years of additions – many were dubious and short lived – and changes (some statues were moved to the Chinese Garden in western Singapore), the sprawling grounds still feature hundreds of huge dioramas (some of which are large enough to walk into), and over a thousand wonderfully rendered statues. As you walk through the park you will come across a beautiful koi and turtle pond that is a great spot to take a break, feed the fish and relax amongst the bridges, pagodas and, incongruously, the Statue of Liberty. You can easily spend an entire afternoon losing yourself in this plaster maze of mythology posing with the Monkey King and Sumo wrestlers, or the very, very bloody battle between rabbits and rats, but be mindful to save some time for the highlight of your trip: Buddhist Hell. Loosely based on Buddhist notions of Hell, the Ten Courts of Hell Cave uniquely illustrates the cultural synthesis of Buddhist and other mythologies that is ubiquitous in Chinese culture. viewable in all of its surrealistic beauty and spooky lighting. You will be treated to a very graphic, up close and personal account of what you have to look forward to as a result of your transgressions in this life. Not to give any of it away, but who knew being reincarnated was so involved, or so brutal? A walk back to feed the turtles may be in order after this, or maybe a visit to the gift shop. Tiger Balm soothes all aches…  Taxi: A quick ride from downtown, but it's also a straight shot from HarbourFront MRT (NE1), which makes it an easy side trip if you plan on visiting VivoCity or Sentosa. Train: A MRT stop on the Circle Line named Haw Par Villa (CC25) takes you to the front gate. Bus: Take SBS Transit bus 200 from Buona Vista MRT Station (EW21), SBS Transit bus 10, 30, SMRT Bus 188 from HarbourFront Centre, SBS Transit bus 143 from Orchard Road, SBS Transit bus 51 from Chinatown, or SBS Transit bus 175 from Clementi MRT Stn/Temporary Bus Interchange. Tickets: Note that while there is no cost to check out Haw Par Villa, there is an admission fee to see the Ten Courts of Hell, which is part of Hell's Museum. It's 18 SGD for adults and 10 SGD for children (free for those aged 6 and under). If you want to pay using a credit/debit card, you can purchase your tickets in advance via their website.",purveyors of curiosities repositories of knowledge amusement parks crime and punishment rites and rituals outsider architecture monuments sacred spaces statues architectural oddities architecture
3,Buddha Tooth Relic Temple & Museum,Singapore,This $62 million dollar temple was erected to house one little dental fragment of religious history.,https://www.atlasobscura.com/places/buddha-tooth-relic-temple-museum,"Completed in 2007, this $62 million complex is a popular tourist attraction in Singapore’s vibrant Chinatown. That may seem like quite an investment to honor a fragment of bone, but the tooth purportedly belongs to one of the most famous religious figures in history—the Buddha. The temple claims that the tooth is a relic recovered in 1980 from a collapsed stupa in Myanmar, but little additional information has been provided. Experts have called into question the authenticity of the tooth, saying that it is most likely “the tooth of a cow or water buffalo, but definitely not a human.” The tooth is located on the fourth story of the temple in the Sacred Light Chamber. It is only available for viewing during certain hours, so be sure to check the website before you go. Photography is strictly forbidden inside the relic chamber. Even if you miss the tooth, the temple itself is very impressive, featuring multiple floors of buddha statues, nagas (the popular Southeast Asian dragon-snakes that guard sacred relics), and impressive ceremonial venues in which to pray and meditate. There are a handful of other temples that claim to have tooth relics, including the Temple of the Tooth in Kandy, Sri Lanka.",buddha's tooth relics relics and reliquaries buddhism temples museums
4,Hawker Chan Soya Sauce Chicken Rice & Noodle,Singapore,This Singaporean food-court stall was home to the world's cheapest Michelin-starred meal.,https://www.atlasobscura.com/places/hawker-chan-soya-sauce-chicken-rice-and-noodle,"To eat a Michelin-starred meal in Singapore, one of the most expensive places in the world, you’ll usually need a reservation and a week’s pay. For Chan Hon Meng’s soya sauce chicken rice, you’ll need $3. Do expect to stand in line for an hour or two, though. The Malaysian-born chef dropped out of school at 15 to help his parents on their pig, duck, and vegetable farm. He decided he wanted to work in the kitchen in his 20s, and began training in Hong Kong. The techniques and recipes he learned there became the cornerstone of the food-court stall he opened with his wife, Irene, in Singapore in 2009. Every day, he makes his secret Cantonese-style, soya sauce–based marinade from scratch (without divulging all of its ingredients, he concedes to adding Chinese angelica roots, cloves, coriander, and star anise). He marinates 180 chickens overnight before braising and hanging them in his stall-front before service opens. The accompanying rice is fried in chicken fat and boiled in chicken stock. While he sells char siew noodles, pork rib, and hor fun noodles, the chicken is his stall’s major draw. When Michelin representatives phoned Meng in 2016, inviting him to the Michelin Guide Singapore Gala Dinner, he thought they were kidding. The representative insisted that the awards were selected based on food rather than venue. With that, Meng’s stall became the home of the world’s most affordable Michelin-starred meal. In the year after earning his star, he opened a full restaurant in the mall next to the food court, as well as several others, as far away as Thailand and Taiwan, with plans slated for Melbourne, as well. While he has aspirations to sell his chicken around the world, he refuses to compromise on its accessibility and flavor, hoping each plate of chicken tastes exactly as it does in the original humble food court stall that won him culinary acclaim.",malaysia awards hong kong sauce noodles rice chickens street food
5,Henderson Waves,Singapore,The highest pedestrian bridge in Singapore looks like a series of undulating waves rising between two public parks.,https://www.atlasobscura.com/places/henderson-waves,"The city-state of Singapore is the greenest city in Asia according to the Green City Index. The green cover of the so-called Garden City is almost at 50 percent, and the lush environments are supported by a focus on renewable energy and future sustainability. Part of this interconnected system is the Southern Ridges, a 6.2-mile (10-kilometer) trail in the south of the city. And this is where you’ll find the Henderson Waves, the highest pedestrian bridge in Singapore. The idea for the Southern Ridges was conceived in 2002. Its aim was to connect a series of parks located along the southern ridge of Singapore, with one trail running between the Mount Faber, Telok Blangah Hill, and Kent Ridge parks and the Labrador Nature Reserve. To achieve this, local authorities commissioned a number of architecturally striking pedestrian bridges and walkways to connect the different green spaces, at a cost of S$25.5 million (US $18.5 million). The Henderson Waves, completed in 2008, is the most impressive of all the bridges along the trail. It connects Mount Faber Park to Telok Blangah Hill Park, stretching for 899 feet (274 meters) and reaching a height of 118 feet (36 meters) above Henderson Road. The bridge’s most notable feature is its organic wave-like design. The walkway itself is formed by slats of yellow Balau wood, sourced from certified sustainable timber farms in East Malaysia, and around this flow the “waves.” The waves are formed by seven undulating curved steel ribs that at various stages rise over or beneath the walkway. In some sections, the wave flows high over the bridge forming alcoves that provide sheltered seating areas for passing pedestrians. The bridge was designed to integrate with the green areas around it. At the same time, it was made with multifunctionality in mind. Not only does it connect two green spaces, it also provides a recreational experience in its own right. It’s a popular destination for joggers and walkers, as well as couples and families who come to sit in the shaded alcoves. People come to enjoy the panoramic views of the city, harbor, and Southern Islands, while bird watchers walk the bridge to spot the various birds that can be seen in the surrounding canopy. And at night a different experience awaits. Every day between 7 p.m. and 2 a.m. the bridge is illuminated with LED lights, creating a wave of light that flows through the Singapore night.  Henderson Waves is located in the south of Singapore. It crosses over Henderson Road and connects Mount Faber Park to Telok Blangah Hill Park. You can get there by taking the bus (number 145) to the stop on Henderson Road right beneath the bridge. From here you’ll find a staircase going up to the bridge. Alternatively, you can get the bridge from Mount Faber. From the cable car station on Faber Peak, it’s a 15 to 20 minute walk to Henderson Waves.",urban planning trails infrastructure transportation bridges parks architectural oddities architecture
6,Changi Airport Slides,Singapore,The busy transport hub is home to the tallest airport slide in the world.,https://www.atlasobscura.com/places/changi-airport-slides,"“Fun” is a rarely used adjective when it comes to air travel, but Changi Airport has long endeavored to change that. With above-and-beyond amenities such as a rooftop swimming pool and an indoor jungle space known as the Jewel, it’s no surprise that the transport hub was voted the best of its kind in Skytrax’s 2019 World Airport Awards—a title that Changi has held on to for seven consecutive years. Among Changi Airport’s most functional wonders are two giant slides that send travelers to their gates with as much speed as amusement. Unveiled in Terminal 3 in 2010, the original slide towers over 39 feet high across four stories as the tallest slide in Singapore and a record-holder among airports. With dims yet to be confirmed, the newer of the two slides is located in Terminal 4, and empties out near a five-story netted play area known as the “Red Chandelier.” But it’s not all fun and games—terms and conditions apply. In order to access either slide, travelers have to have spent a minimum of $10 at a shop or restaurant in Changi Airport that day, and passengers can redeem up to 10 joyrides within 24 hours. For those who skew toward the traditional, stairs and escalators are still a classic means of reaching each gate.  The slides are open to travelers between 12 a.m. and 10:30 p.m. The $10 that passengers are required to have spent in the airport excludes medical clinics, Crowne Plaza Hotel fees, currency exchange fees, and a Jewel cash card. In order to gain access to the Changi Airport slides, participants must be between four and six and a half feet tall.",playgrounds airports transportation architectural oddities architecture
7,The Live Turtle and Tortoise Museum,Singapore,Terrapins of all colors and shapes are quick to bring fascination (and possibly long life) at this museum.,https://www.atlasobscura.com/places/the-live-turtle-and-tortoise-museum-singapore,"Located inside Lorong Chencharu, ORTO,  the Live Turtle and Tortoise Museum in Singapore hosts more than 800 turtles and tortoises across more than 50 different species. The menagerie is surprisingly colorful and diverse with varieties such as the long-necked snake-headed turtles, the otherworldy mata-mata, and the regal golden soft-shell turtle. The hard-shelled reptiles are spread out in pools, ponds, and tanks where visitors can view the living specimens. There are vegetables for purchase to feed the creatures, but anyone wishing to get up close and personal with the turtles is advised that they may mistake your fingers for carrots. In addition to the zoo collection, the museum has thousands of terrapin-shaped ceramics, dishes, furniture pieces, and knick-knacks of all sorts. In Japanese tradition, turtles represent long life and good fortune, so if you are lucky, a visit to The Live Turtle and Tortoise Museum might not just be educational, but also life-extending.   Five to 10 minute walk from Khatib MRT. Closed on Tuesdays. Open 10 am to 6 pm daily.",turtles wildlife sanctuaries zoos natural wonders collections nature animals museums
8,Sungei Buloh Wetland Reserve,Singapore,This rare wildlife haven in Singapore feels like you're in the tropical rainforest.,https://www.atlasobscura.com/places/sungei-buloh-wetland-reserve,"Sungei Buloh Wetland Reserve is a fresh spark of natural greenery and rich biodiversity, something which is largely uncommon in Singapore. The unique rustic charm is especially beautiful around the mangrove areas. In many ways, it almost feels like you’re entering the tropical rainforest of Malaysia or Indonesia. But in fact you are here in the far northwestern area of Singapore in a unique wildlife haven. Sungei Buloh, Singapore’s first ASEAN Heritage Park, has its trails pass through coastal areas, forest trails, mid-canopy walks and migratory bird trails. The entire route covers the distance of 3,700 meters. The reserve is an important stopover point for over 150 species of exotic migratory birds from as far as Alaska, Siberia, Northern China and Australia, making this an important ecological site forming the East Asian Australasian Shorebird Site Network. Other than migratory birds, many distinctive fauna can be found along the wetland. One of the most frequent animal sightings is the infamous Malayan water monitor lizard, which is huge enough that some people confuse them with the Komodo dragon. For expert guidance, learn and explore with experienced guides by joining the free guided walks that are conducted at the reserve every weekend. - The best way to get to Sungei Buloh is by boarding Kranji Express from Kranji MRT Station, which operates 8.30-17.45 everyday.
- Migratory birds are best spotted during September-March period. Make sure you bring a binocular so that you can observe these unique birds from a respectful distance.
- Singapore's well-conditioned and hygienic indoor environment may make you forget that it's still in Southeast Asia after all. Humid, hot environment is to be expected in Sungei Buloh, so wear breathable clothes and bring insects repellent.",wildlife sanctuaries nature animals
9,World's First Salmon ATM,Singapore,"Frozen in Norway, vended in Singapore.",https://www.atlasobscura.com/places/worlds-first-salmon-atm,"In January of 2019, a new ATM was unveiled in Singapore’s Wisteria shopping mall. Instead of cash, however, this machine dispenses 200-gram fillets of frozen salmon from the fjords of Norway. Today, dozens of salmon ATMs dot the island city-state. Manish Kumar, founder and CEO of Norwegian Salmon Pte Ltd, has a stated goal of making his beloved salmon available to all and affordable for everyone. By cutting out the cost of storefronts, staff, and distributors, he’s able to sell his fillets for S$5.90 ($4.25). And by holding them under -4 degrees F in each vending machine, the fish stays fresh for up to two years. Thanks to promising first quarter sales, though, it’s unlikely any fillets will stick around that long. The company decided on Singapore because of the country’s vending-machine culture (Singaporean machines vend everything from ice cream to luxury cars) and affection for Norwegian salmon. With locations in shopping malls, commercial areas, housing condominiums, and suburban areas, Norwegian salmon is now available to salmon-loving Singaporeans in 61 locations, 24/7. In an interview with RiceMedia, Kumar noted, with apparent satisfaction, “There have been many cases where customers buy salmon after midnight.”  The ATMs do not take cash, and the fish is dispensed frozen. The original ATM is located on the first floor of the Wisteria Mall.",vending machines fish
