index,attraction,location,blurb,url,description,tags
0,Acacus Mountains,"Ghat, Libya",Landscape of bizarrely shaped desert mountains and innumerable rock carvings.,https://www.atlasobscura.com/places/acacus-mountains,"Golden sand dunes cover the ground and cling to the sides of the basaltic mountain range that rises abruptly out of the flat Sahara desert. Forces of nature have always shaped this place, clearly visible in the sand that piles in every rock niche and side canyon of the mountain range, and seemingly embrace the rocks of the terrain. A millennia of desert winds and flashfloods have carved the mountains into bizarre shapes, with innumerable natural arches spanning the foot of the mountains, the largest of which reaches an astonishing height of 150 meters. But it is not the mountains, nor the scenery for which this place is known. Visitors and scientists alike flock to one of Libya’s most remote corners for the numerous pictographs that are found all over the mountains. These images are found seemingly everywhere – at the base of the mountains, under overhanging rocks, in mountain caves, and in the many canyons of the Acacus Mountains. The pictographs depict animals, hunting scenes, and social gatherings. However, they are not merely prehistoric paintings. The date of their origin can roughly be put into four different time periods. The oldest images, from the so-called Wild Fauna Period (12,000 – 6000 BC), were created when the Sahara was covered in a plentiful savannah, with Elephants and Giraffes roaming the wide plains. During this period, carvings depicting those animals were scrawled across the desert cave walls. The Round Head Period (8000 – 6000 BC), named after the images of rather formless bodies in the depictions of humans, forms a transition period between the age of Hunter-Gatherers and the creation of permanent settlements. The Pastoral Period (5500 – 2000 BC) followed, during which the climate of the Sahara grew much more arid. Human figures dominating and taming the forces of nature were painted during this period, including depictions of domesticated cattle and social festivities. Horse and chariot depictions majorly date from the Horse Period (1000 BC – AD 1), during which means of transport made a leap forward, allowing the beginning of large Trans-Continental trade routes in Africa. The final period is called the Camel Period (200 BC – present), during which the Sahara finally became the arid desert that it is today. No single culture or civilization can claim responsibility for the rock art, rather it was most likely a continued tradition among the people of the region, which was set off by the mountains’ earliest inhabitants. The cultures that followed these first settlers, the Tuareg and the Garamantes people, adapted this tradition and created their own images. Over a timespan of 14 millennia, the climate of the region has dramatically changed. Each change, altered the landscape and forced its inhabitants to adapt. The natural forces that have shaped this place are visible in the mountains. The societal changes that followed are visible in the depictions of the rock carvings. Both nature and humans created an astonishing place, in which its history can be read like a book.","Reached via 4WD from Ghat or al-Aweinat; Ghat District, Libya"
1,Ghadames,"Gadamis, Libya",A beautiful oasis town dating back to the Roman period still serves as reprieve from the brutal summer sun in Libya.,https://www.atlasobscura.com/places/ghadames-oasis,"A tad less than 300 miles away from Tripoli there exists an ancient getaway, an oasis made of mud, lime, and the trunks of palms. Covered alleyways and heat reflecting, creme-colored walls weave in and out of grottos and lead to the old town spring water pool. This pre-Saharan city is Ghadames, also known as the ‘pearl of the desert’. While none of the buildings from the protohistoric Berber period or the time of Roman domination still stand, the architectural style distinguishes Ghadames from the surrounding pre-Saharan cities. The houses cluster into a rough circle, the outer walls facing the edges of the city creating a fortified wall around the entire settlement. Inside the walls, the houses utilize different floors for different needs, one for storing goods, another for family living, and the covered alleyways for traveling around the city protected from the blistering desert sun, creating the feel of underground passageways. At the top, open-air terraces are reserved for the women only. Considered the old part of town, new housing has been built outside of the lime-washed walls, however many of the 10,000 residents of this historic oasis return when the heat becomes unbearable, as those walls still provide more relief from the relentless heat than anywhere else.",
2,Gaberoun Oasis,Libya,A deserted Bedouin village lines the shores of this stunning desert oasis.,https://www.atlasobscura.com/places/gaberoun-oasis,"This brilliant blue-green gem of a lake, surrounded by golden sand as far as the eye can see, looks like a small pocket of island paradise hidden among the dunes of the Sahara Desert. Palm trees fringe the water, and the ruins of an abandoned village dot one corner of the shore. A Bedouin tribe once lived along the Gaberoun Oasis (also spelled Gabroon, Gabraun, and Gabr Awhn). They fished for saltwater crustaceans, little worm-like creatures that live within the lake. But they couldn’t rely on the lake itself for drinking water, the most precious desert treasure. Instead, they had to dig beneath the sand around its perimeter to search for the same underground springs that feed the trees. The government relocated the entire tribe to a newly built village in the 1980s. The ruins of their old settlement remain, left to bake beneath the scorching sun. A ramshackle tourist camp, complete with a handful of sleeping huts and a small market, keeps a sporadic trickle of human life flowing into the otherwise abandoned oasis. Those who do visit like to swim in the lake; its salinity makes it a pleasant place to float, especially since the surface is strangely chilly. The water’s temperature gets hotter the deeper you dive.",
3,Qasr al-Haj,"Qasr al Hajj, Libya","Fortress-like granary, continually in use for more than nine centuries.",https://www.atlasobscura.com/places/qasr-al-haj,"Berber architecture is probably one of the most evocative architectural styles in the world. The simplicity of the structures merge with the harsh landscape of the Sahara desert to create a timeless beauty. Some Berber structures in neighbouring Tunisia became world-famous after George Lucas included them in his Star Wars movies. The Qasr al-Haj is arguably the most stunning piece of Berber architecture in Libya. Other than its name suggests (literally translated: Fortress of al-Haj), the structure is neither a fortress, nor a fortified village. The building is a storage facility, created to store the harvests of the semi-nomadic and partly settled people of the region. It is a circular building, featureless from the outside, with a main gate that leads to the large courtyard inside. Surrounding the courtyard are 114 cave-like storage rooms, arranged in several levels. The lowest level, which partially lies underground, is used to store olive oil, while the upper levels are mainly used for barley and wheat. At the side of the main gate, a staircase leads to the top, where a walk completes a full circle around the top of the structure. In a region of limited crops, granaries like this shelter the harvest from animals, thieves and weather extremes. The Qasr al-Haj was built in the 12th century by Sheikh Abu Jatla, who rented the storage rooms to several parties in exchange for a small amount of barley and wheat, which he then distributed among the poor. Since the building is still in use, visitors are encouraged not to enter the storage rooms without the guidance of the caretaker, or the permission from the owners. As of October 2011, it remains unclear, whether the 2011 Libyan Civil War damaged Qasr al-Haj.","Qasr al-Haj, near Zintan, Jebel al-Gharbi District, Libya"
4,Waw an Namus,Libya,"Surrounded by a smudge of dark earth, this isolated volcano sits in stark contrast to the surrounding Sahara.",https://www.atlasobscura.com/places/waw-an-namus,"“Seen from space, few other dormant volcanoes look as exotic and spectacular as Waw an Namus,” says NASA’s Earth Observatory. From high above, the volcano is clear to see in the Sahara. It’s surrounded by a smudge of dark basaltic ash and tephra, which extends between six and 12 miles around the central caldera in stark contrast to the surrounding desert. And inside the caldera lie three glinting lakes surrounded by flecks of green. Approaching by foot, visitors to this remote location first walk through the moonscape of the ash and tephra. At the heart of this peculiar landscape is the two-mile-wide, 330-feet-deep caldera, with a 460-feet-high post-caldera scoria cone near its center. Once at the caldera rim, a strange sight awaits: three lakes, and a few smaller bodies of water, lie on the floor of the caldera, surrounded by palms, reeds, and swamp vegetation. Much of the water within the caldera is warm and saline, but some bodies of freshwater do exist. Waw an Namus, therefore, has long been an important stop for caravans traveling across this otherwise parched and isolated part of the Sahara. But Waw an Namus isn’t the most inviting of campgrounds for one particular reason: mosquitoes, and lots of them. The name itself translates to “Crater of Mosquitos,” and visitors are well-advised to camp outside the caldera unless they are well prepared with mosquito nets and a serious supply of repellent. The mosquitoes of Waw an Namus don’t often have the chance to feed on fresh blood, so when they do, they don’t hold back. Questions remain regarding the formation of Waw an Namus. Volcanism in the Sahara isn’t fully understood and various theories exist to explain the presence of volcanoes like Waw an Namus. Its age, too, is open to debate. The central cone looks relatively young, suggesting it may have been formed as recently as a few thousand years ago. The arid climate of the region, however, may be masking the volcano’s true age.","Waw an Namus is located in the Sahara desert of south-central Libya, to the south of the Haruj volcanic field. It lies about 250 miles southeast of the oasis city of Sabha. Due to its remote location and the ongoing Libyan Civil War, few people actually visit Waw an Namus despite its reputation as one of the most beautiful and fascinating natural attractions in the country. Tours can be arranged in the larger cities, but it’s worth doing some thorough research before choosing a company."
5,Leptis Magna,"Al-Khums, Libya",Magnificent Roman ruins lie vulnerable to destruction on the edge of the Mediterranean.,https://www.atlasobscura.com/places/leptis-magna,"In what is now Libya, Leptis Magna was once the shining star of the Roman Empire. As far as ruins go, the city still stands out as a superior example of Rome’s considerable advances in urban planning and architecture. Despite existing in an unstable nation and sporadically under threat of being caught in the crossfires of civil unrest, it has survived as one of the most complete set of Roman ruins standing. Originally a Phoenician and Berber foundation, the city became part of the grandiose Roman Empire under Tiberius. Under the reign of Lucius Septimius Severus in 193, Leptis peaked as the third greatest city on the entire continent of Roman Africa. Unfortunately, like so many other Roman cities, the vibrant metropolis was doomed by its growth and ingenuity outgrowing its means, and by mid-4th century, the once glorious city by the sea was heavily abandoned, easily sacked by invaders, and in constant threat of destruction due to war and civil unrest. While the ruins still stand regally against the sky, that threat has yet to pass. As recently as 2011, civil war has found its way to Leptis Magna, a ready-made bunker,  attractive as a place to hide weapons, shield military vehicles, and keep backs to the sea. Despite being under UNESCO’s protective wing, its vulnerability to rebels has prompted NATO to make no promises that it will remain off limits from air strikes if intervention is necessary. Currently the site is quiet, and the empty city sleeps.",
6,Arch of Marcus Aurelius,"Tarabulus, Libya",This triumphal arch is the only fully standing structure that remains from Roman-era Oea.,https://www.atlasobscura.com/places/arch-of-marcus-aurelius,"In the mid-second century, the coastal town of Oea (now modern-day Tripoli in Libya) began an architectural shift to better reflect its recently acquired status as a Roman colonia. Monumental Roman-style structures were erected in what is now Tripoli’s old town, bringing a distinctly Roman identity to a settlement founded by the Phoenicians and ruled by Greeks and Carthaginians before the Romans arrived. Unlike the other two ancient cities of Roman Tripolis—Sabratha and Leptis Magna—Oea has been continuously inhabited. Over the centuries, many of its older buildings have been quarried for material or built over and destroyed, leaving scant traces of the city’s Roman past. The most notable exception is the Arch of Marcus Aurelius, a fascinating triumphal arch that would have been central to the town’s Roman identity. Thanks to a four-line inscription on the arch, we know it was built in honor of Emperor Marcus Aurelius and Lucius Verus. Lucius Verus was the adoptive brother of Marcus Aurelius, and the triumphal arch was erected in large part to commemorate his recent victories over the Parthians. Completed around 165 and built almost entirely from marble, the arch has a rectangular footprint measuring about 41 feet by 32 feet. It is a quadrifrons (or tetrapylon) arch, being of cubic shape with a gate on each of the four sides. The arch was placed in a prominent position near the harbor and at the crossroads leading out to Odea’s neighboring towns. As such, new arrivals, especially important visitors, would have passed through the arch when arriving in Oea. At the time of its construction, the Arch of Marcus Aurelius would have been one of the most elaborately decorated arches in North Africa. It has been heavily eroded over the years, with some parts so damaged that the original features have been lost. But many of the most interesting features can still be identified, especially on the northwest face. Among the decorative acanthus leaves, vines, and grapes etched into the pillars are various figures, including representations of captured barbarians. Among the prisoners are a male with hands bound, a seated woman, and a young boy who seems to be crying. The most important figures, however, are those of the city’s patron deities, Apollo and Minerva. Apollo is represented in a chariot drawn by two griffins, while Minerva, bearing helmet and shield, stands in a chariot pulled by a pair of sphinxes. Four notably empty niches are also embedded within the arch. These likely once held statues of both Emperor Marcus Aurelius and Lucius Verus. Statues have been found in excavations around the fringes of the arch, one of which has been identified as Lucius Verus. In terms of size, it would have fit quite nicely inside one of the now vacant niches.","The Arch of Marcus Aurelius is located along Al Hara Alkabir Street in the Old Town of Tripoli. Tripoli is the capital and largest city of Libya, and is located in the northwest of the country. The arch can be seen at any time of day. Entrance is free."
7,Atiq Mosque,"Ajdabiya, Libya",Early Islamic mosque with several strange conical domes.,https://www.atlasobscura.com/places/atiq-mosque,"Two palm trunks mark the entrance to one of Libya’s most beautiful mosques. The whitewashed mud-brick structure dates from the 7th century, and greeted Muslim pilgrims and caravan routes that crossed this area for a centuries. During the heyday of the Sahara caravan trade routes, the oasis city of Awjilah was an important stop on the way to the Cyrenaican coast, bringing travelers from across the ancient world to the mosque. Nine doors grant access to the house of worship, which lead into a labyrinth of pillars and arches inside, covering an area of more than 400 m². However, the outside of the building is even more remarkable and features 21 snow-white conical beehive domes. The beehives dominate the skyline of the old town of Awjilah, which was lovingly restored in 2006, after the city became one of the most convenient spots to view the solar eclipse of March 2006. As of October 2011 it remains unclear whether the 2011 Libyan Civil War damaged Awjilah, or its ancient mosque.","Awjilah, al-Wahat District, Libya"
8,Wheelus Air Base,"Tripoli, Libya","70 years of foreign military influence on the shores of Tripoli, Libya.",https://www.atlasobscura.com/places/wheelus-air-base,"Between its construction in 1923, and the end of the Cold War in 1991, Wheelus Air Base belonged to five major world powers. Following the base’s ownership neatly parallels world history’s major events, and follows the evolution of power throughout the 20th century. After invading in 1911, Italy took control of Libya as a colony, and opened the air base in 1923. During World War II, another axis power, the Nazis took over the air base as a strategic post in the Mediterranean. As the war turned, the British seized control of the base in 1943, and began a long period of Western influence in Libya. Following the war, Wheelus was handed over to the United States. America immediately jumped on the opportunity to hold a base in a location strategic to North Africa, the Middle East and Europe. Shortly after taking control, there were 5,000 air force troops deployed at the base, and Wheelus became known as “Little America.” While the Americans controlled the base, some Libyan forces were also deployed there, working side by side on their aircraft. One of these men was Muammar Gaddafi, who before instituting his own brand of strict religious rule, was a well-known playboy, who would drink and carouse with the Americans stationed at Wheelus. Unfortunately, Gaddafi’s flirtation with the west ended in 1969, when the Americans were given notice and promptly asked to leave Wheelus Air Base. Strangely enough, after finally gaining power and independence, Gaddafi invited the Soviet Union to Wheelus, where they were stationed until the end of the Cold War. Today, Wheelus Air Base is known as Mitiga International Airport, and is no longer home to any foreign army.",
9,Avenue of the Baobabs,"Morondava, Madagascar",The centuries old trees lining both sides of this dirt road may become Madagascar's first natural monument.,https://www.atlasobscura.com/places/avenue-of-the-baobabs,"The dirt road on the west coast of Madagascar linking Morondava and Belo Tsiribihina is framed by dozens of rare and ancient baobab trees creating a setting so beautiful and unique that it may become the country’s first official natural monument. These giant, dry season-deciduous trees (members of the Mallow family), many of which are more than 800 years old with trunks that are over 150 feet around did not always stand alone. At one time the trees dotting the lane were part of a rich forest of the trees and other plants, but the encroachment of modern civilization and increasing populations in the area led to massive deforestation leaving the remaining baobabs to stand in relative isolation. There are also a handful of the ancient trees remaining in the outlying areas but both the trees along the road otherwise are under near-constant threat of destruction. When Arab seafarers first visited a bit over 1000 years ago, they said the devil ripped them out of the ground and put them back upside down, for their canopies resemble roots. Thankfully, private organizations have taken notice of the site and are now promoting efforts to have the avenue protected, making it the country’s first nationally recognized natural monument, so that the trees might survive for another 800 years to come.  Baobabs are incredibly useful plants, their trunks are harmlessly tapped for water during the dry season and have even been lived in, the young leaves (when reachable) are eaten as a salad vegetable when little else is available, and the nutritious sour brown pulp (tasting somewhat like tamarind) of the hard-shelled fruits is made into a pleasant summertime beverage all over Africa, and is also an ingredient in a Senegalese peanut and couscous dessert pudding called Ngalakh. These trees are popular in novelty gardens around the warmer parts of the Mediterranean and sometimes show up in southern California, they are hardy to plant hardiness zone 10a (minimum of 30 to 35 F) and will not survive more than 8 to 10 hours in the snow. Another peculiar fact is that baobabs blossom, but the blooming period is very short, only about 24 hours.","Avenue of the Baobabs is often visited in a combination with Kirindy Forest Reserve. The departure point is Morondava, which offers modest hotels and restaurants."
