index,attraction,location,blurb,url,description,tags
0,Mangyongdae Funfair,"Pyongyang, North Korea",This abandoned-looking amusement park is frighteningly open for business.,https://www.atlasobscura.com/places/mangyongdae-funfair,"The Mangyongdae Funfair is an amusement park in Mangyongdae-guyok. And though crowds are sparse, it refuses to close its doors. Most of the rides in this rickety operation seem to be falling apart at the seams, though the roller coaster, merry-go-round, and train ride are functional. Local farmers regularly test the rides. Allegedly, when foreign journalists visit the park, they are commonly kept on a bus until local residents can be rounded up to make the place look at least a little bit livelier. It’s also said that these foreign visitors are allowed to go on the rides first, for publicity purposes. While the local-tested rides are bundles of fun, it’s not all rusty carousels and roller coasters. You can also enjoy some good, old-fashioned amusement park fun at the shooting gallery, where everyone gets the chance to enjoy taking aim at some imperialist aggressors. Kim Jong-un inspected the park in 2011, and needless to say, Supreme Commander was not pleased. He ordered the park to be cleaned up and brought to the standards of the Songun era, with the “Military First” ideology that officials serve the people. No word on any improvements being made just yet.",
1,Ryugyong Hotel,"Pyongyang, North Korea","North Korea's massive ""hotel of doom.""",https://www.atlasobscura.com/places/ryugyong-hotel,"This 300-meter-high skyscraper would be an imposing presence in any city’s skyline. In Pyongyang, North Korea it dwarfs every other structure in sight, dominating not only the skyline but the city itself. It is North Korea’s largest building, and yet it remains for the moment, unfinished. In 1986, a South Korean Group completed the construction of the 226-meter-tall Westin Stamford Hotel in Singapore, at the time the most ambitious construction project ever undertaken by a Korean company. The communist leadership of the North wanted to prove that its own engineers were capable of constructing a building on an even more grandiose scale. Baekdu Mountain Architects & Engineers started construction on the tower in 1987. Its name translates to “capital of willows” and it was a historic moniker of Pyongyang. The building consists of three triangular sections, each 100 meters long. The sections converge at the summit, giving an overall pyramidal outline to the structure. It is a gigantic building containing roughly 360,000 square meters, roughly 67 football fields, of floor space. At the apex of the hotel is a 40-meter-tall, eight-floor conical structure, which was supposed to house seven revolving restaurants. The hotel’s original plans called for 3,000 rooms, as well as plenty of space for additional commercial venues. According to the original plan, the hotel was supposed to open in 1989, however, construction problems forced the government to postpone its opening several times. In the early 1990s, multiple problems hit the project. Poor quality materials, electricity shortages, and a widespread famine in the country all became serious obstacles to the completion of the building. Expected foreign investments never materialized. Finally, in 1992, construction was halted. Japanese sources estimate that over the course of its construction, the project swallowed over two percent of North Korea’s GDP, or roughly 750 million US dollars. The hotel’s empty shell was left standing empty for 16 years. Due to the financial burden the project placed on the already starving nation, and the drab and menacing look of the naked concrete structure, foreign media dubbed the hotel the “World’s Worst Building” and the “Hotel of Doom.” Nevertheless, work resumed in 2008, and a slick glass facade was installed and finished by 2011. The new official date for the opening of the Hotel was set for 2012, on the 100th anniversary of the birth of the Great Leader Kim Il Sung. Plans ground to a halt for a second time in March 2013, when the company that expressed interest in running the hotel pulled out; likely in response to North Korea’s nuclear tests. As of 2016, the building remains closed.",
2,North Korea's International Friendship Exhibition Hall,"North Pyongan Province, North Korea",A bizarre collection of gifts to North Korean dictator Kim Jong Il from the despots of the world.,https://www.atlasobscura.com/places/north-koreas-international-friendship-exhibition-hall,"If you are an iron-fisted despot or terrorist organization, what do you get another tyrannical dictator as a gift? It would seem, judging from North Korea’s “International Friendship Exhibition Hall” that going with a dead animal is always a safe bet. Located in the UN recognized biosphere reserve of Mount Myohyang, North Korea’s “International Friendship Exhibition Hall” is an exercise in contradictions. First off, for North Korea, one of the most isolated countries in the world, having an “International Friendship Exhibition Hall” itself is a bit of a contradiction. In essence, it amounts to an enormous collection of gifts given to Kim Il Sung and his son Kim Jong Il by various other communist, terrorist, and despotic regimes. Among the over 100,000 items gifted to the Kims are: Green railway cars from Mao and Stalin, a bronze tank from the USSR headquarters in East Germany, a gold cigarette case from Yugoslavia’s Tito,a 25-watt boombox from the People’s Republic of China Communist Party which seems kind of cheap, considering, a gem-encrusted silver sword and reproduction of a Moslem mosque from Palestinian leader Yassar Arafat, and an antique gramophone from China’s first premier Zhou Enlai. This isn’t to say the US has never given anything. Yet another of the contradictions of the “International Friendship Exhibition Hall” is that gifts have indeed been given by the democratic western world, albeit only a few, and are proudly displayed. The circumstances of the gifts from the US are unknown and probably date to Kim Il Sung’s era, but include a book, vase, and mirror, three pewter and silver pieces, and two homemade art objects. One can’t help but wonder who made these “art objects” and what they could possibly be. Among the other gifts from the west is a basketball signed by Micheal Jordan, and given (for what reason it is unclear) by Madeleine Albright. One of the more bizarre gifts are perfect copies of the black limousine cruisers seen in “The Untouchables” from Soviet leaders Georgy Malenkov and Nikolai Bulganina. Obviously less concerned with impressing North Korea, Gorbachev sent only a Glass vase with the Communist star on it. Mongolia sent silver chopsticks, while the Chairman of the Journalist Association of Kuwait sent a pen set. From various Industrialists trying to woo Kim Jong Il: a robot drink server, wooden mace, astronaut’s suit, Sony Walkman, Casio keyboard, Yamaha organ, football signed by Pele, and an old Apple computer – which seems like someone might have just been getting rid of their trash – and once again with a somewhat unimpressive display, a tiny rubber ashtray from the Hwabei Tire Factory in China. But by far the most popular theme for gifts given by one dictator to another is taxidermy. Fidel Castro gave a crocodile-skin briefcase, and Nicolae Ceausescu, the Romanian dictator who was overthrown and killed by his own people, gave a bear head mounted on a red satin pillow. Lebanon gave Water buffalo-horn handles and the president of Tanzania gave an ivory lion. The National Black United Front gave Kim a small butterfly collection, at some point Canada gave North Korea a polar bear skin, and someone gave a tiger claw positioned as to be tearing through an American map. Of course, the most creative and unusual of the gifts belongs not to a dictator or even a head of state, but naturally, a revolutionary. The Sandinistas of Nicaragua donated an upright grinning alligator, holding out a wooden tray of cocktail glasses. It comes with a matching ashtray. While to an outsider the museum represents a bizarre collection, with a remarkable amount of kitsch, ashtrays, and uninteresting consumer goods, it is not outsiders that are the intended audience. North Koreans have almost no contact with the outside world, and this is one place in which they are allowed to see many of the goods from around the world. The aim is to convince them that their leaders are universally admired and lavished with gifts. One of the hall’s guards is quoted as having noted the basketball signed by Micheal Jordan and saying “When the general plays with that ball, it proves that he controls the whole world in his hands.” For that North Korean Guard, Kim Jong Un, like his father and grandfather, really does hold the whole world in his hands.",
3,Mansu Hill Grand Monument,"Pyongyang, North Korea",A giant bronze monument to Kim Il-sung and Kim Jong-il is one of the most sacred sites in North Korea.,https://www.atlasobscura.com/places/mansu-hill-grand-monument,"On Mansu Hill in North Korea’s capital city, Kim Il-sung and Kim Jong-il stand a staggering 20 meters of bronze. This memorial monument allows the Great Leaders—who are immortal in the eyes of the people—to be remembered forever. It is one of the most sacred places in the DPRK. As such, visitors are expected to show the correct visiting etiquette—purchasing flowers to lay at the giant statues’ feet, marching in solemn line, hand by your sides and bowing. Photographs of just part of the monument are forbidden and considered insulting; photos must be framed to include the entire monument. Kim Il-sung—the one with his arm outstretched away from the 70-meter-wide mosaic of Mount Paektu— was the original monument, unveiled in 1972 to celebrate the leader’s 60th birthday. (Reportedly the statue was originally covered in gold leaf, but was changed to the less expensive bronze at the insistence of China.)  After his death, the leader’s son, Kim Jong-il joined him in bronze. On either side of the two Great Leaders, there are enormous stones with KWP flags and 228 bronze figures all standing at 5 meters high. This sculpture is symbolic of the socialist revolution and the struggle against North Korea’s imperialist enemies, the Japanese. The American enemies are not forgotten either; they have a slogan dedicated to them: “Let us drive out US imperialism and reunify the country.”",
4,Taedonggang Brewing Company,"Pyongyang, North Korea",An English brewery transported to North Korea.,https://www.atlasobscura.com/places/taedonggang-brewing-company,"The team first arrived in the rural English town of Trowbridge in the summer of 2000. There were two brewers, two engineers, and eight government officials. They were all from North Korea, and they had come to take the brewery. Their leader, Kim Jong Il (nicknamed “Kim Jong Ale” by the residents of Trowbridge), had recently decided that North Korea needed a better state-run brewery. But instead of building a brewery from scratch, the North Korean leader decided to go shopping for one. For £1.5 million, North Korea bought the 175-year-old Ushers of Trowbridge Brewery. A team of Russians came in to entirely dismantle the brick-walled factory, then the North Koreans shipped all four million pounds of it back to Pyongyang. The crew left nothing, taking every vat, keg, pipe, nut, bolt, tile, and toilet seat in the brewery. They wanted to take the brewmaster himself, but had to settle for just his knowledge. Korean translators spent weeks with him poring over beer-making schematics. A mere 18 months later, in 2002, the Russian team had reassembled the factory on a cabbage field in East Pyongyang. Since named the Taedonggang Brewing Company, the brewery produced seven styles of beer, named pragmatically from light pilsner “Beer Number One” (“Taedonggang 1”) to dark, chocolatey dunkel “Beer Number Seven.” (They have since added at least one more.) Taedonggang is considered some of the best beer available on the Korean Peninsula, and even within Asia. Despite the improved state-run brewing game, most North Koreans still prefer cheaper, harder stuff such as the local liquor, soju. Rural North Koreans must use food rations to buy beer, which makes it a luxury item few can afford. In the country’s capital, men receive beer vouchers (usually 1–2 liters a month) that can be redeemed in a Pyongyang bar. But for the most part, beer is still an urban, middle-class affair, more akin to a nice glass of wine than a party beverage. Although North Korea and the Taedonggang Brewing Company would like the world to focus on their surprisingly good beer, the brewery still remains the property of a mysterious and harsh dictatorship. In 2016, Pyongyang held its first-ever beer festival, which attracted 45,000 visitors. In 2017, however, the festival was canceled by the government without explanation.","For foreigners, your best bet is checking for tour operators that visit the brewery. Otherwise, Taedonggang's beers can sometimes be found—depending on the state of sanctions and international relations—in grocery stores in countries such as China."
5,The USS Pueblo,"Pyongyang, North Korea","Captured in 1968, the Cold War spy ship is the only U.S. Navy vessel being held by a foreign government.",https://www.atlasobscura.com/places/the-uss-pueblo-pyongyang-north-korea,"The U.S.S. Pueblo is an American intelligence-gathering ship captured by the Democratic People’s Republic of Korea on January 23, 1968. The “Pueblo Crisis” was a major incident in the Cold War but remained little-known, as it was overshadowed a week later by the Tet Offensive attacks of the Vietnam War. At the time of the capture, North Korea stated that the ship had strayed into their territorial waters, but the United States maintained that the vessel was in international waters. The Pueblo was initially approached by a submarine chaser and its nationality challenged. The Pueblo responded by raising the U.S. flag. The DPRK vessel then ordered the crew to stand down or be fired upon. The Pueblo attempted to move away but was attacked by the sub chaser, three torpedo boats, and two MiG-21 fighter aircraft. The Pueblo was taken into port at Wonsan and the crew moved to POW camps; upon their release, some of the crew stated that they had been starved and regularly tortured while in North Korean custody. This treatment had worsened when the North Koreans realized that their prisoners were secretly giving them the finger in staged propaganda photos. Commander Lloyd M. Bucher, Commanding Officer of the Pueblo, was tortured and put through a mock firing squad ordeal in an effort to make him confess. Eventually the North Koreans threatened to execute his men in front of him, and Bucher relented. On December 23, 1968—exactly 11 months after being taken prisoner—the crew was taken by buses to the DMZ border with South Korea and ordered to walk south across the “Bridge of No Return.” The Pueblo officially remains a commissioned vessel of the United States Navy and is currently moored along the Taedong River in Pyongyang. It is the only ship of the U.S. Navy currently being held “captive” and is now used as a war museum. Tours are officially conducted by military guides who refer to Americans as “U.S. Imperialist Aggressors,” and a propaganda video is shown prior to commencement of the tour in case any doubt remains.",As with most sites of interest in North Korea this has to be organised officially. Photos are allowed from on board the vessel (including of the guides and .50 cal guns) but not of the exterior from the dock.
6,Ideals of the North Korean Workers' Party Monument,"Pyongyang, North Korea",A symbol of the Workers' Party of North Korea.,https://www.atlasobscura.com/places/monument-to-the-people,"A hammer (for workers), sickle (farmers) and paintbrush (academics) form North Korea’s Monument to the People. In true DPRK fashion, the symbolism does not stop there. Because it was erected for the 50th anniversary of the Workers’ Party, the monument is precisely 50 meters (165 feet) tall. Not only that, the number of bricks around its belt symbolise the date of Kim Jung II’s birth. It reads “Long live the Workers’ Party of Korea, the organizer and guide of all victories of the Korean people.” Inside the monument there are three large bronze pictures that represent the roots of the party, the unity of the people and the party’s vision.",Do not walk ahead of your guards - although hidden from sight there are military personnel stationed here and they are not shy about coming out to shout at you if you get a little ahead of yourself!
7,Juche Tower,"Pyongyang, North Korea",A highly symbolic tower in honor of Supreme Leader Kim Il-sung's personal philosophy.,https://www.atlasobscura.com/places/juche-tower,"The massive Juche Tower was a birthday present from North Korea to its original Great Leader. “Juche” was the ideology Comrade Kim Il-sung structured his empire around, which roughly translates to “self-reliance.” In loosest terms, it drew upon Marxist-Leninist principles and asserted that every Korean should harness their own destiny in order to make the nation great. There’s much more to Juche; it has been credited with creating the cult of personality surrounding North Korean leaders. It would later become known by another name: “Kimilsung-ism.” The Juche Tower was built in 1982 on the banks of the Taedong River in celebration of Kim Il-sung’s 70th birthday. As everything in North Korea is symbolic, the Juche Tower makes no exception. It’s comprised of 25,550 blocks—one for every day of Il-sung’s life. Some have even said that he was the architect of the grand monument to his own philosophy, but this is unlikely. The monolithic structure is reminiscent of the United States’ Washington Monument, and in fact, Juche Tower is considered to be in direct competition with the famed Washington, D.C. monument, as it is exactly one meter taller than the American obelisk. This makes it one of the highest monuments in the world, second only to Houston’s San Jacinto Monument. The tower is a popular tourist destination, where visitors can ride to the top in an elevator to view Pyongyang from above. For the heights-avoidant, there are videos displayed at the base of the tower explaining the monument’s significance to the Democratic People’s Republic of Korea, to the philosophy of Juche, and to Eternal Leader Kim Il-sung.",
8,Victorious Fatherland War Museum,"Pyongyang, North Korea",A vast museum devoted to North Korea's victories against its imperialist enemies.,https://www.atlasobscura.com/places/victorius-fatherland-war-museum,"Like a big pat on the back, the Victorious Fatherland War Museum is devoted to remembering all the victories in North Korea’s struggles against its imperialist enemies, the Japanese and the Americans. There are exhibits devoted to conquests such as the USS Pueblo captured in 1968—its shattered glass and large bullet holes are on display, and visitors can board the ship and listen to dramatic accounts of how it was taken (omitting accounts about the torture the crew endured for months d). Within the building there is a 360-degree diorama of the Battle of Daejon, and you can find accounts of how America caused the two halves of Korea to become parted, and hopes for a successful reunion. The building and outdoor complex are on the vast, grand scale that one expects of North Korea. Visitors are guided through the museum by the military as well as their own guards.",
9,Kumsusan Palace of the Sun,"Pyongyang, North Korea",A former palace transformed into a mausoleum for North Korea's supreme leaders.,https://www.atlasobscura.com/places/kumsusan-palace-of-the-sun,"This palace was Kim II Sung’s official residence until his son, Kim Jung Il, had it redeveloped as a mausoleum for his father and himself. This is a very sacred site in North Korea. Visitors are required to wear formal attire and no open footwear is permitted. Hair must be brushed and one is expected to look at their very most presentable. As the complex is huge, it takes quite a while to get to the leaders’ tombs. Entrance is via a sort of giant structure that blasts air like a hairdryer, for unknown purposes. The bodies are heavily guarded and all visitors (with absolutely no exception) are required to walk in lines of three with hands by their sides and are required to bow numerous times at all sides of both leaders. Exit from the mausoleum is via a large museum dedicated to lives of the two dictators. There are clothes and boots (look out for the platforms that make the men a little taller), and a room, palatial in size, with the great many awards, honorary diplomas, keys, medals, titles, etc that the two Great Leaders acquired from other leaders around the world.","Must not have open toe or open heel shoes.
Must be wearing best clothes.
Must look presentable and smart.
Must be willing to forget what the two Kims have done and pay (or at least be seen to pay) respect to them.
Under 15s are not allowed inside."
