index,attraction,location,blurb,url,description,tags
0,Lake Retba,"Rufisque, Senegal",This deceptively salty lake looks like blushing pink lemonade.,https://www.atlasobscura.com/places/lake-retba,"Evoking visions of Candyland fantasies, the princess pink waters of Lake Retba are deceptively inviting. White beaches and sandy dunes call to tourists, film crews, and even play host to the finish line of the Dakar Rally. As tempting as it appears, despite its popularity, and the fact that you will often see people wading through the pink waves, Lake Retba is not the friendliest of waters, and that white sand is mostly salt. Also known as “Lac Rose,” this unique lake lies just north of the Cap Vert Peninsula of Senegal, northeast of Dakar. Its salt content rivals that of the Dead Sea, which makes for increased human buoyancy, as well as a busy salt industry. Salt collectors arrive daily at the lake, covered in shea butter to protect their skin from the harsh salinity, and spend seven hours a day collecting the precious mineral from the lakebed. It is estimated that about 1,000 people work around the lake on a daily basis, and harvest some 24,000 tons of salt each year. Extracted salt is mostly used for fish preservation. The water in Lake Retba constantly changes hues, but the most stunning pink shade appears during the dry season, roughly from November to June. During windy weather and during the short wet season from July to October, the lake’s color is not strikingly pink due to the rain, which dilutes the salinity. The salt-loving micro-organism Dunaliella salina, combined with high mineral concentration and the intensity of the summer sun, are the producers of the cotton candy-colored water. With the salt levels reaching up to 40%, the lake can sometimes take a more sinister shade, appearing blood red, a much less comforting place for your imagination to go when gazing out upon the surreal view.","The lake is 40 km north of Senegal's capital, Dakar. With a car, the ride will take you less than one hour."
1,House of Slaves,"Dakar, Senegal",Despite a fraught and controversial history this African island holds a powerful monument to the tragedy of the slave trade.,https://www.atlasobscura.com/places/house-of-slaves,"The transatlantic slave trade is largely consigned to public consciousness and history textbooks, but there exists many places where the full force of humanity’s cruelty can still be heartbreakingly felt, even if the place didn’t see much slavery itself. The House of Slaves on Gorée Island, Senegal is just such a place. The island itself, resting off the coast of Dakar, the capital of Senegal emits a rather somber vibe, something that more resembles a graveyard than a tropical island. There seems to be a respectful understanding that underneath the gentle sound of the sea breeze lurks the pain and silent screams of its past. Acting as a stopover where enslaved African people would be processed and shipped away, the House of Slaves was a market where Africans would be shipped by middlemen from mainland West Africa, and then traders could visit, and purchase enslaved people before leading them through what is now called the Door of No Return, filling small boats before returning to their main vessel stationed just off the island. The island is believed to have processed hundreds, perhaps thousands of enslaved men, women, and children, with some estimates even suggesting millions. However, many scholars have called the veracity of the island’s legacy and its House of Slaves into question. Historians are yet to settle the numbers, but it has been argued by many that the site was a minor location in the slave trade, and some have even questioned whether it was a part of it at all. Regardless of the actual numbers, most agree that what matters is the island’s symbolism, and the House of Slaves is best considered a memorial as opposed to a historic site. The voyage of enslaved people from the west coast of Africa to the Americas was known as the Middle Passage. Enslaved people endured traumatic conditions on slavers’ ships, including cramped quarters, disease, meager rations, and physical and sexual assault. The House of Slaves itself is now a museum. An evocative structure complete with iron shackles and dingy cells where the slaves were said to have been crushed together in horrifying darkness, awaiting their inescapable fate. The historical controversy aside, the site’s power as a grim testament to one of our species’ darkest eras has garnered visits from such luminaries as Nelson Mandela and Barack Obama.",
2,The Great Green Wall of Africa,"Dakar, Senegal","Over 4,700 miles of trees being planted to hold back the desert.",https://www.atlasobscura.com/places/the-great-green-wall-of-africa-dakar-senegal,"The Great Wall of China was built over a millennium to ward off nomadic raiders. With Africa’s farmlands threatened by an enemy more pernicious than any Mongolian horde, Senegal is leading a 12-nation cooperative effort to erect a living defense system aptly named, the Great Green Wall of Africa. The Sahara is currently the second largest desert in size, only smaller than Antarctica. However, unlike its frozen relative, the Sahara is actually expanding. The United Nations estimates that, by 2025, two thirds of Africa’s arable land will be covered in Saharan sand, vastly expanding the current 9 million square kilometers. Even if these predictions prove aggressive, the effects of farmland destruction on a continent already hard-pressed for food would be devastating on any level. With this peril in sight, the leaders of Senegal, Mauritania, Mali, Burkina Faso, Niger, Nigeria, Chad, Sudan, Eritrea, Ethiopia, and Djibouti have banded together on an unprecedented endeavor to stave off impending catastrophe. Once complete, Africa’s Green Wall will be a manmade forest of drought-resistant trees (principally acacia) stretching across the entire continent. Nine miles wide and 4,750 miles long, the vision for the project is as ambitious as it is necessary. Thus far, only 330 miles of greenery stand guard in Northern Senegal, costing the Sengalese government over $6 million since the start of digging in 2008. International organizations have pledged over $3 billion to the monumental defense system. Leaders point out that the Great Green Wall is about more than just protection from windblown sand. The project will bring thousands of jobs to impoverished communities, and has already transformed otherwise unusable land into gardens scattered with tree nurseries. The influx of tourists, scientists, and medical professionals has also brought attention and resources to a neglected region in which aid is scarce and doctors are not readily available for the needy populations.",
3,African Renaissance Monument,"Dakar, Senegal","This giant statue is the product of a mixture of corruption, Stalinist architecture, and North Korean manpower.",https://www.atlasobscura.com/places/african-renaissance-monument,"Dedicated in 2010 the massive African Renaissance Monument is a towering piece of brutal Stalinist machismo that is intended to celebrate the achievements of the African people but will likely be better remembered for the corruption and unpopular alliances that led to its construction. The monument, which sits atop a hill surrounded by trash heaps and unfinished homes, depicts a man, woman, and child who are ostensibly meant to be African yet look glaringly like chiseled Soviet caricatures. The statue would not be quite so alarming if it were not for its sheer size, topping out at over 160 feet of bronze nationalism or a little more than half the height of the Statue of Liberty. This makes it the tallest statue in Africa. The statue was the idea of then President of Senegal, Abdoulaye Wade. Wade was an octogenarian whose presidential service was marred by allegations of widespread corruption and nepotism, accusations that were only strengthened by the construction of the African Renaissance Monument. Opponents of the statue noted that the endeavor cost the Senegalese government over $27 million despite a country-wide economic crisis. In addition to the exorbitant price tag, the statue received a great deal of criticism due to the fact that it used very few African people in its creation. Despite claims to the contrary, it seems that the piece was designed by a Romanian architect and subsequently built by a North Korean construction firm. The design itself has also come under fire for its startlingly sexist overtones given the ripped male figure seemingly rescuing a damsel whose single breast has been revealed in the swoon. However despite the myriad protests and complaints, the African Renaissance Monument was completed in 2010. The giant landmark is expected to bring a great deal of tourist revenue to the country, however in a fiercely contested move, Wade himself claims 35% of all such revenue citing intellectual property rights. It seems like the renaissance might have a bit farther to go.",
4,IFAN Museum of African Arts,"Dakar, Senegal",Dakar is home to one of the oldest African art institutions in West Africa.,https://www.atlasobscura.com/places/ifan-museum-of-african-arts,"Seminal artworks and artifacts from Mali, the Ivory Coast, Guinea Bissau, Burkina Faso, and beyond inhabit the l’Institut Fondamental d’Afrique Noire (IFAN Museum of African Arts) in the Senegalese capital. The museum’s noteworthy collection presents an important glimpse into West African history and the visual cultures that comprise this region. Ritual masks, instruments, clothing, and weapons occupy the IFAN Museum, one of the oldest and most prominent institutions dedicated to the research and exhibition of West African art and artifacts. Founded in 1936, the museum was formerly entitled Le Musée d’Art Africain de L’Institute Fondamental d’Afrique Noire Cheikh Anta Diop IFAN/CAD and then The Théodore Monod African Art Museum (named after the French naturalist Théodore Monod). Its establishment was notably supported by the first Senegalese president, Léopold Senghor, who served between 1960 and 1980. Today, the IFAN Museum also serves as the principal site of the Dakar Biennale (also referred to as Dak’Art and the Biennale de l’Art Africain Contemporain), a Dakar-based bi-annual exhibition of contemporary African art in operation since 1996.","The IFAN Museum of African Arts is open to the public from Tuesday through Sunday, 9 am until 5 pm."
5,Bantyii Dibiterie,"Dakar, Senegal",A smoky doorway in Dakar leads to one of the city’s great communal eating experiences.,https://www.atlasobscura.com/places/bantyii-dakar,"In Sandaga Market, the bustling heart of downtown Dakar, smoke emanates from an unmarked doorway in a crumbling multistory building. Inside the dark and smoky interior is possibly the most interesting and least advertised restaurant in Dakar. This is Bantyii, one of the best-loved dibiteries in Dakar. Dibi is Dakar’s top street food: simply marinated chunks of meat, usually from sheep but also including chicken and beef, skewered and cooked up over charcoal on basic metal grills and served with baguettes, onions, and mustard. This preparation is popular across the region and many Dakar dibiteries are run by foreigners, especially from the Hausa community in Niger. In fact, Bantyii is not a single restaurant but really a collection of six or seven grills run by different dibi experts from Niger, Mali, Guinea, and Senegal. The customers are just as diverse, from working people getting their day’s main meal to wealthy residents enjoying an appetizer before a fancy dinner. Bantyii feels like a portal to the warm, tolerant heart of Dakar. Some people say this is the favorite dibiterie of Dakar’s musical legend, Youssou N’Dour; visit once, and you’ll understand why.","From the intersection of Avenue Place 52 and Avenue Jean Jaures, walk north up Ave. Jean Jaures past the large DISCOVER store and look for the smoky doorway on the right. Bantyi is open late, until at least 11pm. Small sheep skewers go for under 50 CFA (10 cents), while more complex offerings like peanut-coated skewers, liver pieces, and big chicken chunks cost more."
6,Fadiouth Shell Island,"Mbour, Senegal","An island made out of shells, including a cemetery.",https://www.atlasobscura.com/places/joal-fadiout,"Each step you take in Fadiouth is accompanied by a muted crunching of hundreds of clam shells. Streets are covered in layer after layer, and the entire island is built on millions of shells that have accumulated over generations. Shells are a part of everything in the town and are incorporated seamlessly into the architecture as well. While the streets paved in bivalves draw quite a crowd, the second shell island, connected to Fadiouth via stilted wooden bridge, is the true gem of the area. Known only for its cemetery, the second island is also completely made out of shells. Although its simple and barren landscape could easily be ignored, the island is in fact very special. 90% of people in Senegal adhere to Islam, yet this entire island attached to Fadiouth is dedicated to a cemetery of simple graves, marked by white Christian crosses. Also buried in shells, the cemetery is a strange monument to the minority religion of the nation, and has adapted to the island’s shell landscape to form a beautiful graveyard.",
7,Langue de Barbarie,"Ndieulé Mbam, Senegal",A tree seems to grow from the ocean floor on this strange strip of sand slowly being overtaken by the sea.,https://www.atlasobscura.com/places/langue-de-barbarie,"A slim stretch of sand pokes just above the waters off Africa’s western coast. While looking at the landmass from the shore, you may see pelicans floating around a tree that looks like it’s growing from the ocean floor. It’s the remnants of a peninsula that once barred a river from meeting the sea. Stretching south from Saint-Louis, the Langue de Barbarie National Park is a narrow peninsula of sand that has historically been the nesting grounds for sea turtles and many species of migrating birds. Originally, the park sprawled uninterrupted from the edge of the city miles down to the mouth of the Senegal River, where it was marked by Fort Balacoss in Gandiol. In 2003, heavy rains in the region caused the Senegal River to rapidly rise, causing great concern about potential flooding in the historic city of Saint-Louis. Unknown people surreptitiously dug a 13-foot-wide canal into the peninsula the middle of the night in an attempt to lessen the flood waters encroaching upon city. But their attempt to stave off the flood went differently than planned as nature once again took control. The canal became a gateway for the water to begin invading the land. Within a month, the canal had stretched by thousands of feet and caused the former end of the river to fill with silt and finally close. Soon, the salinity of the river delta changed dramatically and the freshwater fish disappeared upriver. Many local fishermen were forced to change their livelihoods, causing some river fishermen to turn to the sea and even more to take their boats north to Spain and beyond. The breach continued to expand for miles, eventually letting the sea swallow several luxurious hotels. Much of the peninsula vanished beneath the water, essentially transforming the park into something better resembling a small island. Despite the changes to the region caused by the breach, the Langue de Barbarie still hosts many populations of migrating and local birds. Local communities are attempting to adjust to the challenges of being newly exposed to the direct force of the Atlantic ocean and the increasing salinity of their farmlands.",Private tours are often available from hotels in the Saint-Louis if you are not staying near the park itself. The Océan & Savane has opened a new location on the mainland.
8,Gorée Island,"Dakar, Senegal","This tiny, tranquil Senegalese island serves as a powerful symbol of the Atlantic slave trade.",https://www.atlasobscura.com/places/goree-island,"Gorée is a peaceful island of about 45 acres with a permanent population of around 1,600 people. Pastel-colored houses sit along quiet cobbled streets, and there are no cars to shatter the calm. Historically, however, the island, with its deep harbor and defendable shores just off the coast of Senegal, has been fought over frequently by colonial powers, including the Portuguese, Dutch, British, and French. The island is perhaps best known for its role as a strategic trading post for the transatlantic slave trade. Its most famous building, the House of Slaves, was, by some accounts, the first stop for around 20 million African enslaved workers. And while the actual extent of Gorée’s involvement has been questioned by historians, it nonetheless serves as a symbol—a “memory island”—of the Atlantic slave trade. Though slavery existed in Africa before Europeans arrived, the demand for enslaved people in the European colonies of the Western Hemisphere greatly expanded the African slave trade beyond taking people captive in war. Central Africa lost as much as one-third of its population during the early years of colonial rule. Prime ministers, president, and popes have visited Gorée in recent years, including Pope John Paul II, Nelson Mandela, and Barack Obama. They, like the many tourists who make the pilgrimage to the island, toured Gorée’s various museums and the remains of colonial-era forts. And, of course, the House of Slaves, which sits at the heart of the experience. The former trading house serves as an emotional memorial to the brutality and suffering unleashed by the Atlantic slave trade. Reconstructed and opened as a museum in 1962, it displays the horrific treatment that enslaved people would have experienced in trading houses, where they were treated not as humans but as chattel. Tours take visitors through the Door of No Return. According to one of the museum’s main founders, the late Boubacar Joseph Ndiaye, as many as 15 million enslaved men and women passed through this door, never to see their continent again. Visitors also walk through the cramped basement cells, where guides point out shackles on the walls. Upstairs, the museum displays chains for the neck, ankles and feet; various tools used for punishments; and a 17-pound, cast-iron ball that was chained to any enslaved person suspected of daring an escape.","Gorée is located about 1.2 miles from the main harbor of Dakar. Ferries depart frequently between Dakar and the island, taking about 20 minutes. There is only one hotel on the island, so the majority of tourists visit as a day trip. You’ll need to pay a small tourist tax of CFA600 (about $1 US) when visiting the island, and the same for entering the House of Slaves."
9,Niokolo Koba Park,Senegal,This park was designated by UNESCO as an Endangered World Heritage site.,https://www.atlasobscura.com/places/niokolo-koba-park,"For visitors traveling through Senegal and desire to catch a glimpse of wildlife in their natural environment, the National Park Niokolo Kobe located in the eastern section of the country is the ideal place to visit. The park was established as a reserve in 1925 and was declared a national park in 1954. The park runs along the upper region of the Gambia River and was inscribed as a UNESCO World Heritage site in the 1980s. A wide range of different species and animals call this region home. It’s believed that some 60 species of fish and around 80 mammals live on the reserve. For more adventurous travelers, a small swinging boat on the river allows for a closer view of the hippos and crocodiles that swim in the water and sunbathe along the river rocks. The center of the park is set in a new, modern wooden structure by the river. It’s the perfect spot to watch the sunset.","If you are driving your own car, a ranger will stay with you from the entrance to the tourist center in the middle of the park. The road is unpaved and the trip takes a while. From the center, you can take part in tours to see the various animals, by jeep or boat."
