index,attraction,location,blurb,url,description,tags
0,Hand of Timba,"Bissau, Guinea-Bissau",This monument memorializes a violent massacre where colonial police killed 50 striking dockworkers.,https://www.atlasobscura.com/places/hand-of-timba,"A short walk from the Port of Bissau stands a large, fist-shaped sculpture known as the Mão de Timba (Hand of Timba). This monument along the Geba River commemorates a critical event in the history of Guinea-Bissau’s fight for independence. For centuries, the people of Guinea-Bissau lived under Portuguese colonial rule. Portuguese traders first showed up in the early 15th-century in what was then the kingdom of Kaabu, a region subordinate to the powerful Mali empire. In 1687, the Portuguese founded the city of Bissau on land that had belonged to the Papei people. The new colonial city grew into one of Portugal’s primary slave ports, which led to a massive stone fort being built there in 1753 to solidify Portuguese control of the city. When the international slave trade was outlawed in the 1830s, the city of Bissau began to decline. That is, until 1941 when the capital of Portuguese Guinea was moved from Bolama to Bissau. In the 1950s, Guinea-Bissau, like many African nations at the time, began organizing for independence from the Portuguese colonizers. In 1956, the poet, agricultural engineer, revolutionary, and diplomat Amílcar Cabral established the African Party for the Independence of Guinea and Cape Verde (PAIGC). At its outset, the group’s mission was to achieve independence through non-violent means. One of PAIGC’s first major acts was to help organize a peaceful strike for better salaries at the Pidjiguiti Docks of the Port of Bissau. On August 3, 1959, sailors and dockworkers halted all operations at the port. Soon after, a colonial police force, the International and State Defense Police (PIDE), was called in to remove the strikers and regain control of the port. When PIDE broke through the port’s locked gate, they opened fire on the large crowd of strikers, killing 50 people and injuring hundreds. They also arrested and tortured numerous strikers. For Cabral, the episode demonstrated that independence wouldn’t be achieved through peaceful means. A little over a month later, on September 19, 1956, PAIGC declared a fight for independence “by all possible means, including war.” For more than a decade, Cabral led PAIGC’s guerrilla movement against the Portuguese colonial government until independence was finally achieved in 1974. The Hand of Timba monument commemorates the dockworkers who were among the first to lose their lives in Guinea-Bissau’s war for independence. The clenched hand represents a swindler, someone who does intend to pay their debts—in this case, Portuguese colonizers who refused to pay dockworkers fair wages. Two other monuments nearby also commemorate the event: an anchor inscribed with the names of fallen dockworkers and a newly installed bust of Amílcar Cabral. The anniversary of the Pidjiguiti Massacre, August 3rd, is a national holiday in Guinea-Bissau.",The Hand of Timba monument is in Praça dos Martires off of Avenida do 3 de Agosto between Avenida Amilcar Cabral and Avenida Domingos Ramos.
1,Presidential Palace,"Bissau, Guinea-Bissau","Built by Portuguese colonizers, the palace is now the seat of power for the independent nation.",https://www.atlasobscura.com/places/presidential-palace-guinea-bissau,"Located in the heart of the capital city of Bissau, the pink-hued Presidential Palace has borne witness to much of the country’s history. Portuguese colonizers originally built the palace. At the time, it was one of the largest buildings in Bissau. But since Guinea-Bissau gained independence in 1974, the palace has been the home of the country’s sitting president. [Delete: When it was built, the palace was one of the largest buildings in Bissau. It long stood as a symbol of Portuguese oppression, but was remade into a symbol of independence after 1974.] During the 1998-1999 Guinea-Bissau Civil War, the palace was bombed and fell into disarray for more than a decade. A colony of bats moved into the palace shell. In 2013, the Chinese government helped to fund the restoration of the palace putting a total of $8 million into the project. The palace reopened in 2015. At the ceremony, Prime Minister Rui Duarte Barros said, “China is the only partner which does not demand anything in return when it finances construction projects in our country. It’s a key partner.” China has also helped to fund other building projects in the country, including a courthouse, the parliament building, and a 20,000 seat stadium. In addition to being the president’s home, the palace is also used for government cabinet meetings.",The palace’s security is wary of people taking close-up photos of the building.
2,Basilica of Our Lady of Peace of Yamoussoukro,"Yamoussoukro, Ivory Coast",The world's largest church atop a political fault line.,https://www.atlasobscura.com/places/yamoussoukro,"In a country known best for civil war and political unrest, the Basilica of Our Lady of Peace emerges tranquilly from the barren landscape surrounding the church on all sides. Despite its impressive stature, it remains shrouded in controversy from comparison and stands as a symbol of the problems facing the Ivory Coast. Construction began on the Basilica in 1985, just 25 years into the Ivory Coast’s remarkable and prosperous independent history. The Ivory Coast’s beloved leader Felix Houphouet-Boigny chose the location on the outskirts of Yamoussoukro. Houphouet-Boigny grew up in the city and led the country into stability since its independence in 1960. After the complex was finished in 1990, the basilica, which is modeled after St. Peter’s Basilica in Rome, had cost over $300 million, and stood as the world’s largest church eclipsing the size of its inspiration in Italy. The complex is over 30,000 square meters and the dome rises over 500 feet into the air and can accommodate 18,000 worshippers. Although the Basilica gave the Ivory Coast international recognition, including Pope John Paul II’s blessing, its construction symbolized a larger problem that would plague the country over the next 20 years. In the vein of a monarchical France, the Basilica was in essence a statement of grandeur more fitting for Louis XIV’s riches than a prosperous but nascent democratic economy. Unlike St. Peters, the basilica is built on the outskirts of the city and is surrounded by marked poverty, dotting a barren and dusty landscape. By comparison to its surroundings, the Basilica loses its imposing beauty quickly. Less than a decade after its construction, the Ivory Coast was plunged into a series of civil wars, the most recent of which exploded between November 2010-April 2011 after failed elections in 2010. As Houphouet-Boigny quickly worked to build a lasting symbol of political tranquility in the twilight of his time in office, it became evident that stability was fleeting. Just as the newly independent government had stood as a symbol of hope in a struggling West African region of the 1970s and 1980s, the Basilica now stands as precarious hope and stability in a struggling Ivory Coast. Despite its renown and massive size, the basilica like its country, sits atop a political fault line, willing to devour it into the earth at the tiniest shake. As poor vendors peruse its borders selling cheap wares, the structure constantly begs the question of whether a permanent reminder of stability was too much too soon.",
3,Crocodile House,"Abidjan, Ivory Coast",Living inside a fearsome reptile in the Ivory Coast.,https://www.atlasobscura.com/places/crocodile-house,"Thierry Atta is now fully moved into his new home. Situated in the midst of Abidjan, the former capital of the Ivory Coast, the architect’s home is actually a massive and grotesquely-smiling crocodile, completely hollowed out to create a living space inside of the reptile structure. Completed in 2008, the crocodile was actually the work of artist Moussa Kalo, who sadly died only two months before it was completed. As an apprentice of Kalo, Atta moved into the work the men had created, and has since made the crocodile his home. Including windows and a bed, the strange concrete house is completely livable, and is a joy to many people in the neighborhood who stop by the courtyard to smile and play by the eccentric home.",
4,Gedi Ruins,"Malindi, Kenya",Abandoned city hidden from the world by tropical forest and isolation on the coast of Kenya.,https://www.atlasobscura.com/places/gedi-ruins,"The Gedi ruins are one of Kenya’s great mysteries. Set in an idyllic location on the Indian Ocean, and buried deep in a lush forest, the town was thought to have been founded in the early 13th-century, although hard evidence eludes most scientists. But what has really baffled researchers is the well-established town’s mysterious abandonment and incredible development. Left standing today are numerous coral-brick houses, a palace as well as an impressive mosque. However, it is not only the quality of the ruins that amazes visitors but the advanced nature of the settlement. Gedi was in many ways, a very advanced city with streets, running water and flushing toilets. Correcting the assumption that Africa was far behind the rest of the world before colonialism, Gedi was a cosmopolitan urban setting, and archeologists have found Ming Chinese vases, Venetian glass as well as other artifacts from all over the world. This potpourri of history is clear evidence that the Muslim inhabitants of the coastal Kenyan town traded heavily with cultures outside their own, and developed an incredible world that has now been deeply decomposed by tropical forests. Excavation has occurred since 1948, and the entire area is protected as a national park in Kenya.","Head north from Mombasa towards Malindi, Gedi is 65 miles north of Mombasa and about 10 miles south of Malindi."
5,Giraffe Manor,"Nairobi, Kenya","Just outside of Nairobi lies a large estate surrounded by endangered Rothschild giraffes, who have been fed from the window by Mick Jagger and Walter Cronkite.",https://www.atlasobscura.com/places/giraffe-manor,"The Rothschild Giraffe is one of the most endangered giraffe subspecies in the entire world. They have gone extinct in South Sudan and the Democratic Republic of Congo and only remain in Kenya and Uganda, where their numbers are quite scarce. To try to combat this problem, the African Fund for Endangered Wildlife founded the Giraffe Center in 1979 with the intention of breeding Rothschild Giraffes on a 140 acre plot of land. Their attempt to increase the population of the giraffes and return them to national parks was a success. Since then they have been focusing on educating Kenyan youth about the importance of conservation. The founders of the Giraffe Center also needed a place to live, and there happened to be an ivy-covered, brick mansion located right in the middle of the breeding grounds. After residing there for a few years, the founders came up with a brilliant idea: turning the mansion into a luxurious 10-room hotel called “Giraffe Manor.” It couldn’t have been a better idea. Nowadays, Giraffe Manor is one of the most iconic and unique hotels in the world. Every morning, the giraffes from the Giraffe Center walk from their natural habitat to the windows of the Giraffe Manor to eat breakfast with the guests. Seriously. They either crane their necks down to reach the lower rooms or they stretch their necks up to reach the windows of the upper floor. They slurp up whatever is on the plate, with their faces right next to those the hotel guests. Since they have unrestricted roaming rights, this is purely by choice. When they’re done eating, they maneuver their heads out of the giant windows of Giraffe Manor and continue on with their normal lives.",
6,Nairobi Animal Orphanage,"Nairobi, Kenya","Located in Nairobi National Park, this animal orphanage is the oldest of its kind in Kenya.",https://www.atlasobscura.com/places/nairobi-animal-orphanage,"Founded in 1964, the Nairobi Animal Orphanage houses and treats over 20 animal and bird species in need of rehabilitation after injury or abandonment. Lions, cheetahs, jackals, hyenas, ostriches, parrots, and more inhabit the orphanage, which welcomes over 200,000 visitors each year. The Nairobi Animal Orphanage is both a conservation facility for animals in need and an educational resource for the public—mainly school children who wouldn’t otherwise have an opportunity to see these animals in the wild. While it’s far from the majesty of seeing these creatures healthy in their natural habitats, each of the animals in the Nairobi Animal Orphanage has been taken in by park rangers to receive medical treatment before being placed in an individualized rehabilitation program for a second chance at life. The goal of the orphanage is to strengthen the animals so they may eventually be released back into the wild. The Nairobi Animal Orphanage is located just inside Nairobi National Park just 20 minutes from the center of Nairobi—billed by African Spice Safaris as the world’s only city which doubles as a safari capital for unbridled wildlife sightings. Day tours of the orphanage are available for booking.",The Nairobi Animal Orphanage is open seven days a week from 8am to 5pm.
7,Ali Barbour's Cave Restaurant,"Diani Beach, Kenya","Drink and dine in a coral cave that's at least 120,000 years old.",https://www.atlasobscura.com/places/ali-barbours-cave-restaurant,"Visitors flock to Kenya’s Diani Beach for the white sands and ritzy resorts, but the setting sun reveals the splendor of another local gem, Ali Barbour’s Cave Restaurant. Diners enter through an unassuming, whitewashed facade, then descend 33 feet underground to enjoy their meals in an ancient coral cave with a wide mouth overhead for excellent stargazing. Located in a cave thought to be between 120,000 and 180,000 years old, Ali Barbour’s takes dining al fresco to a whole other dimension. In the evenings, the restaurant glows in the muted light of candles, and diners’ eyes are naturally drawn to the twinkling stars above. (Sliding covers are drawn to create a makeshift roof in inclement weather.) Founded by George and Jackie Barbour in the 1980s and named as a play on “Ali Baba and the Forty Thieves,” the restaurant is designed to keep the natural elements of the cave intact, with only the kitchen and bathrooms modified for modern uses. Though the menu is international, seafood is the specialty. You can dine on a meal caught in the Indian Ocean, mere feet from your table, and possibly at the same sea level.","The restaurant opens daily at 6:30 p.m. and has a ""smart/casual"" dress code (i.e., no beachwear). Reservations are recommended."
8,Giraffe Centre,"Nairobi, Kenya",Get tall with nature's lankiest beasts and their warthog friends at this Kenyan preserve.,https://www.atlasobscura.com/places/giraffe-centre,"Like the short-haired brontosauri of the modern day, giraffes are almost hilariously tall, and certainly don’t seem like the type of creatures one could feed snacks to, but at Kenya’s Giraffe Centre getting face-to-face with the gentle giant is the order of the day. The centre was opened in 1983, but its track record of preservation goes back years earlier. The project that would grow into the Giraffe Centre first began in 1979 by Jock and Betty Leslie-Manville who set out to save the nearly extinct Rothschild giraffe. The couple’s project began when they captured a baby giraffe and set out to establish a breeding program to repopulate the spotted creatures. The Leslie-Manville’s started to raise giraffes right on their own property, and soon the centre was born with the addition of a private education center. The repopulation project took off and the centre was able to reintroduce fertile giraffe couples to a number of Kenyan national parks. Of course they still kept a number of the animals at their center. The Giraffe Centre opened to the public in the early eighties and is now simply part of a larger non-profit organization, the African Fund for Endangered Wildlife (Kenya) Ltd. Visitors can come to the centre and actually get right up into the faces of the giraffes via raised walkways. The animals can be fed little snack pellets and might even reciprocate with a lick with their big purple tongues. Adorable and gross. A number of warthogs also roam the grounds.",
9,Kitum Cave,Kenya,A salty cave excavated by elephants and the location of a deadly disease vector.,https://www.atlasobscura.com/places/kitum-cave,"When the Kitum Cave was first discovered, the many marks, scratches, and furrows along its walls were assumed to have been the work of picks wielded by ancient Egyptians searching for gold or diamonds. In fact, the excavated sections of the cave are the result of something much more unusual. The cave is found on Mount Elgon, an extinct shield volcano, and it developed as the result of cooling volcanic rock. The cave, which extends some 600 feet into the mountain, has walls that are rich in salt, and it is here that the mysterious cave diggers reveal themselves. Each night for hundreds (possibly thousands) of years, animals have traveled into the cave in the dead of night to use it as a giant salt lick. Buffaloes, antelope, leopards, hyenas, and most of all elephants bumble blindly through the cave (the elephants often bump their heads in the process), making their way to the salty walls of the cave. It is the elephants that have done the digging. Using their massive tusks, the elephants pull off chunks of the walls to crush and lick up the salt. Over the centuries this has resulted in a noticeable increase in the size of the cave as well as walls that are covered in tusk marks. The trip to the depths of the cave is not without its dangers; there is a deep crevasse into which many younger, more inexperienced elephants have fallen, leaving behind an elephant graveyard. The Kitum Cave is more recently famous for a very different sort of lifeform: a deadly virus. In 1980 and again in 1987, visitors to the cave contracted Marburg virus, a deadly virus similar to Ebola. The cave and Marburg virus rose to notoriety when they were featured in the 1994 bestseller The Hot Zone. It is believed that bats in the cave are carriers of the virus, and that their powdered guano may act as the disease vector.",
