index,attraction,location,blurb,url,description,tags
0,The Corner House,"Riga, Latvia",A former Latvian headquarters of the brutal KGB secret police is now open as a grim reminder of their atrocities.,https://www.atlasobscura.com/places/the-corner-house-riga-latvia,"The lovely Art Nouveau building in center of the Latvian capital of Riga is actually a former KGB headquarters known as The Corner House, where political prisoners would be taken and subject to torture and worse. The city of Riga came under Soviet control in 1940, and the brutal new leaders brought with them the dreaded KGB secret police. Setting up shop in the Corner House, a secretive headquarters in the middle of the city, the KGB began summoning people to uncertain fates within the depths of the building. “Undesirable Elements” could be picked up for crimes as small as having “anti-Soviet conversations” or “instigating panic.” Many of the people captured by the KGB were executed in a killing area in the basement of the Corner House. Still others were crammed into cells with dozens of other prisoners, and made to sweat and go mad with thirst as the basement was kept at around 85 degrees. When the Nazis drove the Soviets out of Riga during World War II, they opened the doors of the secretive house to garner trust from the population by showing them the horrors the Soviets had created. After the war, the Germans left the country and the Soviets came right back, continuing the secret police practices as they had before. Latvia finally regained its independence in 1991, and the Corner House was simply closed off so that the country could move on. In 2012 some of the space was reopened as a museum and visitors can now see first hand, the secretive headquarters of the brutal KGB. Most of the official documents are still kept hidden away, but just being able to see the location itself is a haunting reminder of a dark period in the city’s history.",secret police kgb secret world war ii military museums and collections museums
1,Riga Central Market,"Riga, Latvia","3,000 market stands in five former Zeppelin hangars.",https://www.atlasobscura.com/places/zeppelin-hangers-turned-markets,"At the turn of the 20th century, Zeppelins were seen as the transportation of the future. During that time, five giant hangars were created to house the German-made airships in the center of Riga, Latvia. When Zeppelins fell out of use, a move to convert the hangars was proposed, and the hangars were turned into Europe’s largest market bazaar. Built in stunning Neoclassical and Art Deco style, the market spans an area of 778,000 square feet and houses 3,000 trade stands. Farmers and craftsman set up hundreds of tables there hawking their wares, only slowed by the Nazi and Soviet occupations that came during the next 60 years. During the Nazi occupation, the market was almost completely shut down to house troops and supplies for the army. However, the market was re-invigorated under the Soviets, who took credit for the Riga Central Market, claiming it was a stunning example of a successful market in the Soviet Union.",architectural oddities architecture
2,Art Nouveau in Riga,"Riga, Latvia",Flamboyant architecture from the turn of 20th century.,https://www.atlasobscura.com/places/art-nouveau-riga,"Art Nouveau or Jugendstil (as it was known in German influenced countries) was a style in decorative arts which marked the turn of 20th century. It originated in France but quickly spread throughout Europe often merging with local artistic tendencies. It left a trail of iconic examples of design, from Paris metro stations and works of Victor Horta in Brussels to Helsinki main railway station and secessionist buildings in Budapest. Latvian capital boasts one the most extensive assortment of pure Art Nouveau buildings in Europe. There are over 800 Art Nouveau buildings scattered all over Riga’s historic center. The most striking examples can be found along Elizabetes Iela and Alberta. These include buildings by Mikhail Eisenstein the father of the famous director Sergei Eisenstein. Elizabetes 10a and 10b, Alberta 2, 2a, 4, 8 and 13.",eccentric homes homes
3,The Three Brothers,"Riga, Latvia",The oldest housing complex in Riga is a mini timeline of architectural trends.,https://www.atlasobscura.com/places/the-three-brothers-riga-latvia,"According to local lore, the bond that binds these adjacent buildings, dubbed the “three brothers,” goes deeper than just their names and location. Supposedly, they were all built by descendants of the same family. Whether or not that is true, the “brothers” stand next to one another as a striking timeline of architectural trends. The first brother, which was built in the late 15th century, is among the oldest dwellings in all of Riga. The building features impressive Gothic and Dutch influences, all crowned by an intricate set of crow-stepped gables. It was originally used as one large room; a bustling little hub for manufacturing, trade, and everyday life. The middle brother is a pleasant shade of mellow yellow, though its pale color doesn’t mean it’s a structure to be overlooked. This building, arguably the architecturally grandest and most eye-catching one, was built in the mid-17th century. It, too, features Dutch influences thanks to the city’s trade relationship with the Netherlands. The house boasts intricate details including an engraving above the door that reads, “Soli Deo gloria!” (“Glory to God alone!” in Latin). The youngest brother came along shortly after the middle one. It was built in the later half of the 17th century and is the thinnest of the trio. Its green facade is allegedly meant to be a mask to protect the property from evil spirits. Amazingly, pedestrians are invited to step inside the historic dwelling, as it happens to house the Latvian Museum of Architecture. The museum gives visitors an inside look (literally) at the gorgeous house, as well as a peek at the blueprints and drafts of other architectural marvels throughout the city.",houses homes architectural oddities museums architecture
4,Bridge to Nowhere,"Irlavas pagasts, Latvia",A railway bridge leading nowhere stands lonely in the middle of a meadow.,https://www.atlasobscura.com/places/bridge-to-nowhere-latvia,"In the middle of the Latvian countryside is an unusual structure bound to pique the curiosity of anyone who happens upon it. The “Tilts uz nekurieni,” or “Bridge to Nowhere,” is a narrow-gauge railway bridge leading nowhere at all, surrounded on both ends by nothing but a lush green meadow. The concrete span across the Abava River, just 180 feet long (55 meters), was built in 1940, intended to be part of the new Tukums-Kuldiga rail line that was under construction. It was one of a number of ambitious projects planned by the newly independent and quickly developing republic of Latvia. Then World War II broke out. With the nation at war, the railway line was never finished. The high costs of civil engineering and construction are a major consideration in building any railroad. As these activities require specialized equipment and personnel, it is not uncommon to have these portions of a project completed ahead of the general track laying. The abandoned bridge still stands intact, a strange sight in the Irlavas village, near Sāti. To many locals, the lonely Bridge to Nowhere also represents a wartime memorial of sorts. It commemorates the failed effort made by the Germans to continue the bridge during the Nazi occupation of Latvia in the early 1940s. The unique structure may serve no practical purpose, but it belongs to Latvia alone.",nazis railroads trains infrastructure bridges world war ii abandoned military
5,Black Cat of Riga,"Riga, Latvia",A black cat protests the City Guild in Riga's Old Town.,https://www.atlasobscura.com/places/black-cat-on-roof,"Getting into the Great Guild in Latvia in the 14th century, was an incredibly huge honor. Similarly, getting snubbed from the Great Guild was a gigantic insult. One Riga local was so offended that he attached a black cat on top of his building so it would cast its evil glare upon the Guild for as long as the building would stand. With an arched back, the Black Cat of Riga seems ready to strike and clearly states the man’s displeasure at not getting admitted to the Guild. Obviously, the members of the guild hated the sculpture, and a fight between the man and the guild raged for months to come. Although an agreement was reached and the statue turned around, the Black Cat still sits on its perch in Old Town Riga.  Riga's Old Town, Meistaru street 10/12",cats statues animals
6,Liepaja Northern Forts,"Liepāja, Latvia",These crumbling Latvian forts make for some haunting seaside ruins.,https://www.atlasobscura.com/places/liepaja-northern-forts,"Crumbling away on the edge of the Latvian coast, a row of abandoned concrete bunkers have formed a lovely line of ruins that harken back to a fort built by Tzarist Russia. When they were created, the ruins encircled the entire city of Liepaja. The Northern Forts were part of Liepaja’s central fortress and they were built between the 19th and 20th century to provide shelter to the naval base. A line of outer fortifications surrounded the whole city. However, in 1908, after less than ten years of construction, the whole fortress was considered a strategic misstep and it was abandoned. There were attempts to blow up parts of it, but destroying such robust fortifications is no easy feat, and the remains still stand today. Surprisingly, the efforts to destroy the forts had the effect of creating haunting seaside ruins. Each little stone bunker holds its own secrets. Achieving what man’s powerful explosives could not, the sea has started to take its toll and part of the Northern Forts complex has collapsed to the waterline. This has made it a popular place for youngsters to climb in and around these broken bunkers. The bunkers run along the coast and can be accessed via Krasta street, Koknese street or Jatnieku street.",bunkers military history military ruins
7,Cinevilla,"Slampe, Latvia",Spend the night in 1920s Latvia in this historic recreation and movie set.,https://www.atlasobscura.com/places/cinevilla,"Built in 2004 as the set for “Defenders of Latvia,” Cinevilla is a strange mix of historic recreation and Hollywood-esque fantasy world. Spanning over 370 acres in total, the complex has all the features of early 20th century Latvia, including a small town, a city resembling Riga and typical Latvian farmland. Down to every last detail, the ghost town movie set spared no expense. Three bridges cross a man-made river, which also features a steamship replica, harkening back to turn-of-the century Riga. When movies are not being filmed on the cobbled streets of Cinevilla, visitors are invited to wander the town and even spend the night. During the summer, Cinevilla can accommodate 46 visitors in 12 cabins overnight for the full 1900s Riga experience. Along with a tour of the set area, tourists can patronize the on-site Latvian pub and even watch bread be made at the local bakery.  West of Riga by car or bus",small worlds and model towns ghost towns places to stay
8,Ligatne Secret Soviet Bunker,"Ligatne, Latvia",A top secret Cold War bunker hidden beneath a Latvian spa facility is now open for tours.,https://www.atlasobscura.com/places/ligatne-secret-soviet-bunker,"Deep beneath Latvia’s “Ligatne” rehabilitation centre, a sort of spa centre, is a well-equipped facility that was built to protect the Soviet political elite in case of a less-relaxing nuclear attack. Planning for the hidden stronghold actually began in the late 1960s, but the Soviet facility was not completed until 1982. A sanatorium was built as though nothing was unusual about it, but unbeknownst even to the workers at the rehabilitation center, the site held a number of secrets. Buried 30 feet beneath the building above, the bunker was a powerful, autonomous, self-sustaining structure filled with state-of-the-art-of-the-day equipment and supplies. The 213,000 square foot hideout could support 250 people for up to three months in the case of a nuclear attack, and was protected beneath layers of dirt, cement, and metal plate. The plan was for the Soviet leadership in Latvia to retreat to the bunker should anyone drop the bomb. The bunker wasn’t the only secret on the grounds either. A shallow reflecting pool in front of the spa building was actually a hidden helipad, and another was camouflaged as a basketball court. The Soviets called the secret redoubt, Pansionat, The Pention House. Since it was a military defense structure, the bunker reverted to the Latvian Ministry of Defense after the Soviet regime ended. When Latvia joined NATO, the secret defense did not measure up to NATO s standards and the site was taken out of military control. Thanks to this abandonment by the military, the bunker was left in its original condition, with all of the old equipment and decoration that it originally had. The former secret facility was opened to the public in 2003, and can now enter the strange Stalinist halls that look like they have not only been protected from radiation, but time as well. The bunker is up in the forested area of Skalupes.",bunkers secret cold war hidden military
9,Castle of Light,"Riga, Latvia",Latvia's symbolic mountain-shaped national library is home to millions of cultural tomes.,https://www.atlasobscura.com/places/castle-of-light,"In Latvian literature and folklore, a “castle of light” is a metaphor for lost wisdom that can be reclaimed after the people overcome the symbolic darkness of war, invasion, and occupation. It comes from an old legend in which a mystical castle symbolizing culture and knowledge sinks in a lake but will one day be rebuilt. It’s thus a fitting name for the striking modern structure that now houses the cultural archives of the former Soviet-occupied nation. The Castle of Light, as the National Library of Latvia (Latvijas Nacionālā bilbiotēka) is locally known, was opened in 2014 on the banks of the Daugava River. The building, designed by Latvian-American architect Gunnar Birkerts, is shaped like a large mountain with a glass flame atop the structure. The glass flame makes up the 11th and 12th floors and offers a magnificent panorama of Old Town Riga on the river. The library includes an open space in the center of the building that allows visitors to look up at floors of books, manuscripts, sheet music, and other cultural treasures. The space claims to house more than 1,000 places to read, and shelf space for more than six million items. There is also an auditorium, gift shop, and excellent cafe. A permanent exhibition takes a look at both the history of books in Latvia and how these works have shaped and influenced the Latvian culture. The major collections focus on items in Latvian or about the country and its people, including children’s literature, science, technology, music, and cartography.  Information on visiting is available on the library website, but as of July 2018 visitors can explore portions of the library daily, although levels 11 and 12 are only open on Saturdays. Stop at the welcome desk to register for the visit. Tours are also available and can be set up through the library for a small per person fee.",archive culture maps libraries books music collections architecture
