index,attraction,location,blurb,url,description,tags
0,H.R. Giger Museum,"Gruyères, Switzerland","The bizarre visions of H.R. Giger, tucked away in a Swiss medieval city.",https://www.atlasobscura.com/places/hr-giger-museum,"In the quaint medieval city of Gruyères, Switzerland, you may meander the cobblestone streets, visit a 13th Century Chateau and take in the stunning valley panoramas from the historic rampart walls. But a far more fascinating site here contrasts with the Swiss scenery and piques the modern curiosity. Along the way to the fromagerie is the H.R. Giger Museum. Even if the name H. R. Giger doesn’t mean anything to you, chances are you are familiar with his best known creation. H. R. Giger is the mind behind the titular monsters from the Alien movie franchise, among many other works frightening works of art. Swiss-born, Giger fell in love with the village at an exhibition there in the 1990s, and now the town’s medieval walls house his museum dedicated to his art, it contains the world’s largest collection of his works. The Museum’s interior was designed entirely by Giger himself. The Museum is intentionally dark, grim, and slightly disturbing: stepping inside feels like entering an alien’s lair. His oeuvre is available for view, including paintings, drawings, even furniture. The disparity between bucolic Switzerland and the obsessive, bizarre works of Giger will lend a Surreal tint to a day spent in Gruyères. While you’re in the area, be sure to visit the Museum’s HR Giger Bar open 10:00-8:30 daily, opposite the museum. The ceiling is like the inside of a ribcage, with vertebrae twisting along its vaulted ceiling. A beautiful panoramic photograph of the museum can be seen at the museum’s website. From Zurich HB (main train station) it’s an easy two and a half-hour trip to Gruyères, first to Fribourg, then a second change of trains in Bulle. There you can catch the RegioExpress towards Montbovon for the last 20-minutes to Gruyeres. From Geneva, it's about the same distance as from Zurich, it’s a lovely run along Lake Geneva to Montreux. There, you can catch a classic Swiss hill-climbing train to Montbovon. There, a ride on the RegioExpress train to Gruyeres (direction Broc Fabrique) is a total of two and a half hours of breathtaking scenery, particularly the hill climb out of Montreux.",science fiction museums and collections art museums
1,Berggasthaus Aescher Wildkirchli,"Wasserauen, Switzerland",This 170-year-old Swiss guesthouse built into the side of a mountain is best accessed by a cable car.,https://www.atlasobscura.com/places/berggasthaus-aescher-wildkirchli,"This gorgeous guesthouse and restaurant is quite literally built into a cliff, and its back wall is made up of the rock itself. Its precarious perch makes it difficult to get to, and it’s only accessible after a steep hike along a mountain path or via cable car (the piano in the living room was brought in by helicopter). It’s been around for 170 years, and was originally a home for farmers; the guestbook goes back to 1940. Open from May through November, the guesthouse uses only rainwater, and there are no showers. Weekends often bring in rowdy groups of Swiss hikers and live music that plays late into the night. It’s run by Claudia and Beny Knechtle-Wyss and their five children, plus it’s home to 35 sheep, 20 rabbits, 5 chickens, 3 pigs, a donkey, and a dog. The guesthouse (which no longer accepts guests and is now only a restaurant) is also just a short distance down the path from the Wildkirchli caves, which were inhabited by Neanderthals as far back as 40,000 years ago.  The caves later became the site of a hermitage. Take the Wasserauen-Ebenalp cable car. It costs 27 CHF per person for a roundtrip.",places to stay mountains restaurants Unique Restaurants & Bars houses homes architectural oddities architecture
2,Hammetschwand Elevator,"Ennetbürgen, Switzerland",The tallest outdoor elevator in Europe rockets passengers on a dizzyingly precarious ride to the top of a mountain.,https://www.atlasobscura.com/places/hammetschwand-elevator,"Straddling the exposed rock face of Switzerland’s Mt. Bürgenstock is the towering Hammetschwand Elevator, the tallest outdoor lift in Europe, which shoots passengers from an underground boarding station into an open-air shaft leading to the top of the mountain in less than a minute. The Hammetschwand Lift was put into place to carry visitors over 3,700 foot above sea level to the beautiful vistas of Lake Lucerne. Created in 1905 by a popular hotel destination nearby, the elevator has survived both world wars, the elements, and a wood-to-steel conversion to remain a world-record holding attraction. Originally the precarious elevator compartment was made of nothing more than wood and sheet metal which would be drawn up the 500 foot shaft, which was constructed of equally questionable materials. At the time, the ride took up to three minutes to complete. Today, after multiple overhauls, the elevator is made of expertly engineered metal and glass, yet somehow looks nonetheless rickety. In addition to the hair-raising heights that the glass-walled elevator reaches, the speed of the lift has also been increased and riders are now shot to the top of the shaft in less than a minute. The station at the top exits unto a bridge that leads to the mountaintop. Despite the sense of danger, the quick ride along the mountainside provides one of the most scenic views in all of the Swiss Alps, assuring that people will continue taking this ride for one hundred more years to come.",elevators mountains
3,Saut de Brot,"Boudry, Switzerland",This lovely little bridge hidden in a Switzerland gorge is essentially a fairytale.,https://www.atlasobscura.com/places/saut-de-brot,"Tucked away near the bottom of Switzerland’s Areuse Gorge is a nearly fantastical little bridge that looks straight out of a storybook. Of course the Saut de Brot, as it is known, is very real, and absolutely gorgeous. The lush Areuse Gorge in the region of Brot-Dessous in Switzerland was carved over millennia by what is now the Areuse river. The waters still rush along the bottom of the beautiful natural fissure, between tall walls of stone. The gorge is a popular nature spot for hikers who can traverse the trail that hugs the rocky cliffs. However, maybe the most stunning feature is the small bridge that was built to span the Areuse between the canyon walls. Known as the Saut de Brot, the bridge is a simple stone arch that is not overly dramatic in its construction, but is nonetheless singular enough to create an almost fantastical scene like something out of a Tolkien novel or a fairytale. Greenery grows above and around the bridge giving it an even more hidden and secluded feel, even with other hikers and visitors milling around. The actual origins of the bridge are unclear, although it seems like a recent addition despite the stone construction. It was obviously not built by elves, but it almost seems like it could have been. The hike to the bridge is easy and stunning. You can choose your entry point and decide whether you want to go on a simple, hour-long walk or whether you want to make a three-hour hike (there are also options in between). If you start at the train station in Noiraigue you have all options open.",bridges
4,St. Beatus Cave,"Beatenberg, Switzerland",Caves famous for the dragon-slaying saint who lived there.,https://www.atlasobscura.com/places/st-beatus-cave,"The legend of the cave revolves around its namesake, St. Beatus, a monk living around 100 AD, who chose the cave in which to spend his pious hermitage. To his annoyance, however, he discovered someone was already living there; a horrible dragon, who shot lasers of fire from his blazing eyes. St. Beatus, however, would not be run out of his cave so easily, and held his cross up to the beast, invoking the Holy Trinity. Thrown into a hysteric fit, the dragon ran down the cliff and threw himself into Lake Thun below, causing the placid clear water to rise and boil. So the legend goes. Like the Alps once were, the St. Beatus Cave is largely unexplored, but a small portion is open to the public. The setting of the cave is reason to visit alone - the beautiful old fashioned Swiss-style building that serves as the cave entrance clings to a vertical rock face. A waterfall seems to leak from beneath the structure, and into Lake Thun below. Bridges and walkways cross the waterfall, and as one climbs to the top, each vista is more inspiring than the last. The cave tour includes many charmingly named stalactites and stalagmites, and a number of underground waterfalls and lakes. Back in the light of day, a visit to the small museum is rewarded with cave bear artifacts discovered within Beatus, and a history of the dangers and delights of caving. For children and any with a fascination of the mystique of dragons, the Fable House is full of displays on dragons throughout history and Bernese Oberland legends.  By car: From Bern - Head for Thun; take the Thun North [Thun Nord] exit -Head for Gunten/lnterlaken From the Brünig - Take the A8 in the direction of Interlaken - Take the Gunten/Unterseen lane in the Rugen tunnel - Head for Gunten/Thun By bus: For information see www.stibus.ch By boat: For information see www.bls.ch/schiff Make sure to bring warm clothing as it can be surprisingly cold inside the caves, even in summer",subterranean sites caves ecosystems
5,The Child Eater of Bern,"Bern, Switzerland","A nearly 500-year-old sculpture depicts a man eating a sack of babies, and no one is sure why.",https://www.atlasobscura.com/places/child-eater-bern,"Standing in the middle of Bern, Switzerland, is the Kindlifresser, or “Child Eater.” The fountain sculpture towers above the ground, a baby half stuffed into the giant’s mouth, and a sack full of three alarmed tots slung over his shoulder presumably for later snacking. The unsettling sculpture is no modern work of art; built in 1546, it is one of the oldest fountains in the city of Bern. Strangely, no one is exactly sure why it’s there. There are three main theories. The first and most unfortunate possibility is that the Kindlifresser was built as a sort of warning to the Jewish community of Bern. The Kindlifresser wears a hat that is strikingly similar to the yellow pointed Judenhut that Jews were forced to wear at that time. The second theory is that the terrifying Ogre is a depiction of Kronos, the Greek Titan. Kronos has arguably one of the most disturbing tales in Greek Mythology. Long story short, Kronos eats all his god children to keep them from taking over his throne. The final theory is that the Kindlifresser is supposed to be the older brother of Duke Berchtold, the founder of Bern. Apparently the jealousy of being overshadowed by his younger brother for so many years caused him to go mad, eventually sending him into a rage where he collected and ate the town’s children. (It would seem likely that this event would have been recorded in the town’s history books, which it is not.) It may of course be none of the above, and is simply a sort of boogie man from Switzerland’s Fastnacht, or ”Night of Fasting” festival, a way to remind the children of Bern to behave. Whatever the Kindlifresser represents, it has terrified Swiss children for nearly 500 years, and hopefully, will be there to terrify them for 500 years more.",fountains memento mori monuments statues
6,Trift Bridge,"Gadmen, Switzerland",This amazing pedestrian suspension bridge in the Swiss Alps would give Indiana Jones nightmares.,https://www.atlasobscura.com/places/trift-bridge,"Stretching over an arm of Lake Triftsee (itself a product of the Trift glacier), hidden among the high Swiss Alps, the Trift Bridge is a thin modern suspension bridge that looks like it could blow over with one stray wind, but is in fact quite safe. Originally built in 2004, the bridge was replaced in 2009. The first bridge was constructed to allow workers from the Trift hydroelectric plant to access a power plant that was built below the glacier to collect and use the run off. A few short years after the original bridge was built, the second, sturdier model was hung across the wide ravine and the site was opened to the public. Currently the bridge spans a vertigo-inducing almost 560 foot gap in the mountains, suspended over 300 feet from the valley floor. Unlike some of its more primitive inspirations, the Trift bridge is made of thick steel cables over which wooden planks have been bolted. Despite the modern construction it still looks like a death trap. While the bridge itself is an impressive site to visit, the journey to span is harrowing in and of itself requiring a cable car trip, which also carries visitors high above the ground.  It's best to buy tickets up the cable car as early as possible during the day, as they can sell out both ways, or just for the ride back down. While it is possible to hike back down without taking the cable car, the journey is an extra two hour hike.",bridges architectural oddities architecture
7,Höllgrotten Caves,"Neuheim, Switzerland",These spooky and unusual stone formations create an underworldly landscape.,https://www.atlasobscura.com/places/hollgrotten-caves,"The cave system consists of twisted, tangled stone formations and murky subterranean lakes that take hours to fully explore. The Swiss location has become such a legendary draw, the caves are lit with eery lights and adorned with safe footpaths to make it safe and appealing for visitors. As a result, these strange and fascinating caverns have become something of a tourist attraction, with tours and guides readily available.  Opened from late March to late October each year. Closed over the winter months.",caves natural wonders ecosystems nature
8,Abbey Library of Saint Gall,"St. Gallen, Switzerland","This is not only one of the oldest collections in Europe, but also possibly the most beautiful.",https://www.atlasobscura.com/places/abbey-library-of-saint-gall-2,"There are beautiful old libraries, and then there is the Abbey Library of Saint Gall, which may not only be one of the oldest surviving libraries in Europe, but certainly one of the most beautiful. According to the Abbey of Saint Gall’s website (Abtei St. Gallen in German), the earliest evidence of a library collection on the site dates back to around 820 CE, in plans that show a library attached to the main church. The Abbey is said to have followed the Rule of St. Benedict, a portion of which prescribes the study of literature, should a library be available, so it is no wonder that the abbey itself would have been built with one. As the abbey grew over the years, so did its library, and soon the site became known for its collection of illuminated manuscripts and writings, as well as a leading center for science and Western culture around the 10th century. In the mid-18th century, the world-renowned collection was moved to a new library space which was lavishly decorated in a Baroque rococo style. Elaborate artworks were installed in the ceiling which was framed by flowing, curved moldings, giving the space a timeless and fantastical aspect. The wooden balconies are shaped into flowering shapes and designs. Oh, and the books from the historic collection are also on display if you can look past their surroundings to pay attention to them. Today the library at St. Gall is still considered nearly unrivaled in its beauty. It also now holds one of the more important collections in the world, covering 12 centuries of non-stop collecting. The collection even includes the first example of an architectural plan on parchment. But take your nose out of that book and revel in one of the most stunning libraries ever.  Before you go, be aware that cameras are not allowed into the library, and photographs of any kind are not allowed (including photos taken on cell phones. You will be asked to put on slippers over your shoes to protect the wooden floor.",libraries architectural oddities architecture
9,Lion of Lucerne,"Lucerne, Switzerland",This memorial commemorating fallen Swiss Guards of the French Revolution has been called the saddest stone in the world.,https://www.atlasobscura.com/places/lion-of-lucerne,"Created to remember the hundreds of Swiss Guards who were massacred during the French Revolution, the Lion of Lucerne was emotionally evocative enough to garner the attention of none other than Mark Twain. Carved directly into the wall of a former sandstone quarry in Lucerne, the titular lion statue sees the regal beast dying from a spear wound which is marked by a shield bearing the mark of the French monarchy. The remarkably large monument was etched from the stone in 1820 and measures a remarkable ten meters in length and six meters in height. Above the mournful lion is the inscription, “HELVETIORUM FIDEI AC VIRTUTI,” which is Latin for “To the loyalty and bravery of the Swiss,” and below the lion’s niche is a list of some of the deceased officers’ names. In his 1880 travelogue, A Tramp Abroad, American author and noted satirist Mark Twain described the monument as “the most mournful and moving piece of stone in the world.” The lifeless eyes of the Lion of Lucerne may not be able to cry, but the endless tragedy in its gaze still inspires more than its share of tears.",literature military history monuments sculptures military statues
