index,attraction,location,blurb,url,description
0,Ash Jesus and Ash Buddha,Macau,Sculptures of religious figures made from the ashes of pilgrims' incense.,https://www.atlasobscura.com/places/ash-jesus,"Using the resurrected ashes from temple incense in Shanghai, Chinese artist Zhang Huan created the torsos of two of the most prominent religious figures in the world. Standing over 8 feet tall, Ash Jesus and Ash Buddha were recently displayed in Macau. In a kind of religious showdown, the figures were installed facing each other; Jesus with hands outstretched, and Buddha sitting cross-legged, the perfect embodiment of tranquility. These massive sculptures are two of many impressive works of art by Huan that incorporate the ashes of incense carried by pilgrims. Using steel, and wood as a frame, the sculptures were layered in ash, giving them a deathly and eerie look and adding further complexity and symbolism. Huan hoped the figures would show similarities between the Eastern and Western religions, and the two ash deities were shown in as a part of a larger exhibition entitled “East Wind, West Wind.”  This exhibit was a temporary exhibit sponsored by Louis Vuitton at their Flagship store at One Central Mall, NAPE, Macau. - The exhibition ran from April to June 2011 in their special art exhibit, ESpace. As such this temporary exhibit is no longer available in Macau"
1,Old Protestant Cemetery,Macau,The final resting place of 19th-century sailors previously banned from being buried within Portuguese Macau.,https://www.atlasobscura.com/places/old-protestant-cemetery,"Macau, a small peninsula southwest of Hong Kong, is mainly known for its flashy casinos. Dig a bit deeper, and you’ll find a trove of historical treasures hiding among the luxurious hotels and glitzy attractions. For several hundred years, Macau was a colony of Portugal, which left behind distinctive historical and cultural sites. But the Old Protestant Cemetery is unique among Macau’s graveyards, as most of those interred there are neither Portuguese nor Chinese. The Portuguese colonists viewed the peninsula as sacred Roman Catholic ground. As such, they prohibited any Protestants from being buried within the city limits. And on the outside of the city walls, the Chinese refused to allow any foreigners to be laid to rest within the land. This left Protestant sailors and merchants—many from the United Kingdom, the United States, and Northern Europe—in a tough situation. They were forced to bury their dead secretly at night, risking dangerous confrontations with the Chinese officials and left to do nothing but hope that the unsanctioned graves they dug wouldn’t be defaced or destroyed as punishment. In 1821, the non-Catholic, non-local merchants finally gained access to their own burial grounds, thanks to the British East India Company’s decision to buy a plot of land to use as a graveyard. People originally buried outside the city limits were exhumed and reburied at the cemetery. By 1858, the graveyard had already filled. The cemetery closed and a new one was opened, earning this one the title of the Old Protestant Cemetery. You’ll find some interesting graves within the cemetery, including those of the artist George Chinnery and missionary Robert Morrison. You’ll also spot the resting places of many fascinating seamen, including a cabin boy who died of “a fall into the hold.” Keep a particular eye out for the grave that says “Secret to the memory” instead of “Sacred to the memory.”  The cemetery is open from 8:30 a.m. to 5:30 p.m. It's located just off the entrance to the lovely Luis de Camões Park, which is also well worth a visit."
2,Taipa Houses,"Taipa, Macau",These pastel-colored homes were built when the island of Macau was a Portuguese colony.,https://www.atlasobscura.com/places/taipa-houses,"These Portuguese-style homes show a different Macau, far from the lights of casinos. The Taipa Houses were built in 1921, to serve as the residences of senior civil servants when the island was a colony of Portugal. (Macau was a Portuguese colony from 1557 until 1999, when the rule was transferred to the People’s Republic of China.) In 1992, the regional government renovated the houses and turned them into a museum. In 2016, the houses became home to the Macanese Living Museum, which includes artistic and cultural artifacts as well as recreations of what these houses looked like when they were initially built."
3,Batu Caves,"Batu Caves, Malaysia","Holy Hindu shrine in an enormous, monkey-filled limestone cavern.",https://www.atlasobscura.com/places/batu-caves,"During Thaipusam, an annual celebration of the triumph of good over evil, hundreds of thousands of spiritual pilgrims climb the 272 stairs up into the Batu Caves carrying kavadis, symbolic burdens which include elaborate body piercings. This is the Malaysian version of a Hindu festival celebrated among the Tamil community in countries such as India, Sri Lanka, Singapore, Indonesia, Thailand, and Myanmar. Thaipusam comes from the junction of two words, the Tamil month called “Thai” and a star, named “Pusam.” Observed each year in January or February according to the Tamil calendar, the festival of Thaipusam honors the Hindu god Murugam and his victory over the demon Surapadman with his vel, or lance. Festivalgoers wearing yellow or orange observe traditions including shaving of the head, and carry kavadis representing the fulfillment of vows to Murugam, thanking him for favors done or in advance for future favors sought. The most common kavadis are fruit, flowers, or a pail of milk, but others are as elaborate as heavy peacock-feather covered shrines carried on the head, representing the defeated demon who was transformed into a peacock. The most famous images of the festival are of devotees with cheeks and tongues pierced with ceremonial lances, and others hauling large kavadis with hooks in their backs. The piercings, along with fasting and ritual, induce a trance-like state intended to focus thoughts inward. At the caves a swami removes the piercings, lifting the spiritual burden. Located seven miles north of Kuala Lumpur, the caves were made famous in 1878 by zoologist William Temple Hornaday, better known for the time he put a Pygmy tribesman on display in the monkey house at New York’s Zoological Park. During Malaysia’s colonial heyday, the caves were a popular site for picnicking British couples. The stairs were added in more recent times. The gallery of the main Temple Cave at the top of the stairs is 300 feet high and 1200 feet long, with small openings letting in natural light. A smaller gallery is up another fight of stairs, mostly open to the sky. Two other smaller caves are also at the site. In 2006, a 140-foot tall concrete statue of Murugan was added at the foot of the stairs in the weeks preceding Thaipusam, a giant chrysanthemum garland draped around his shoulders by construction crane. The caves are home to colonies of long tailed-macaque monkeys which roam the stairs and the caves, and have been known to swipe sunglasses, cameras, and snacks from tourists. In 2009, more than a million people visited the caves during Thaipusam.  From Kuala Lumpur, take the KTM commuter train from KL Sentral station to the Batu Caves Station. Batu Caves station is the eighth (8th) station from KL Sentral. You can also take the public bus (11 and 11d). The public buses can be boarded at the Pudu Raya Bus Terminal in Kuala Lumpur. If you're two or more people traveling together, and it isn't a rush hour yet, think of taking Grab taxi, called also ""Asia's Uber.” When looking for something more adventurous make sure to check out tours offered by ""Dark Cave Malaysia"" company, operating on the grounds of the Batu Caves. During these tours you'll have a chance to enter part of the Batu Caves seen only by relatively few. If you are hungry, don't head straight back to the city center. Instead, try South Indian traditional Dhosa at one of the Indian restaurants situated right next to the caves. You can't miss them, since there are always people dining."
4,Kampung Kuantan Fireflies Park,"Bestari Jaya, Malaysia",Malaysian fireflies create a dazzling display as thousands light up in unison.,https://www.atlasobscura.com/places/flashing-fireflies-kampung-kuantan,"A small number of firely species perform an astonishing collective trick: They light up as one. Tens of thousands of fireflies will blink in perfect unison for minutes, sometimes hours, at a time. Known as “sychronicity,” it is a somewhat mysterious phenomenon. Even though each firefly flashes according to its own natural rhythm, it also receives feedback from flashing lights nearby. This feedback loop, an example of the mathematical concept known as coupled oscillation, eventually leads to a humongous mass of simultaneously blinking fireflies. One of the best places in the world to see this magnificent display is in Kampung Kuantan, Malaysia. Sadly, over the last ten years the beetle has been disappearing from the region due to poorly managed tourism and river pollution. All is not lost, however. Thriving colonies can still be found in the Bagan Krian mangrove tracts, the Tanjung Piai mangrove regions, and the Cherating and Kemaman shorelines, among other places."
5,The Pinnacles of Gunung Mulu,"Marudi, Malaysia",These jagged limestone blades cut out through the canopy of the jungles of Borneo.,https://www.atlasobscura.com/places/the-pinnacles-of-gunung-mulu-marudi-malaysia,"High atop the Malaysian mountain Gunung Mulu is an impressive alien landscape made of sharp rock spires that rise up out of the surrounding jungle like spikes of angry earth. The climb to the Pinnacle of Gunung Mulu is gruelling and dangerous, so much so that the national park is sometimes used by the Malaysian Army for training. However, those who are daring enough to make the trek to the top of the mountain will be rewarded with one of the most unique and stunning vistas in the world. The tall stone spikes known as the Pinnacles of Gunung Mulu are stark karst formations that were created as the soft limestone eroded away across millennia. Hidden so far up the mountain, the formations are relatively untouched by humankind and the only people to be seen for miles are other pilgrims to the bizarre bit of topography.  It usually takes a couple of days to reach the rock outcropping that serves as a viewing platform for the Pinnacles. Along the way, hikers encounter pitcher plants and toucans along with the grueling terrain. However, ladders and railings have been installed to help with the trek as much as they can. The park at large is also home to a number of large caves that make an excellent accompaniment to a visit to the Pinnacles."
6,Niah Caves,"Miri, Malaysia",One of the largest caverns in the world has a maw large enough to stack cathedrals in.,https://www.atlasobscura.com/places/niah-caves,"One of Borneo’s many and varied natural wonders, the Niah Caves are a system of colossal underground chambers large enough to fit a couple of Notre Dame Cathedrals stacked on top of one another. They also contain some of the earliest human remains ever found in Malaysia. The initial excavations into the Niah caves began in 1950s and ’60s when evidence of human habitation in the caves was found, including cave paintings and remains. The remains were found to be a staggering 40,000 years old, meaning the natural caves have been fascinating homo sapiens from cavemen to the camera-happy tourists of today. The cave paintings were found to only be around 1,200 years old, making them nonetheless interesting, but paling in comparison to the ancient bones. Today, the caves are a popular tourist site owing to their awe-inspiring size and natural beauty. The entrance to the main “Great Cave” alone is dozens of meters tall, inviting metaphorical measures such as how many churches or other huge structures could fit in it. No matter how you describe the caves, it is likely that it will be tinged with a sense of wonder.  Before entering the caves, you need to visit the Niah National Park office to purchase a ticket. The caves are about a 40-minute walk from the office. Because the caves are dark and slippery, bring a flashlight and sensible walking shoes."
7,Langkawi Sky Bridge,"Langkawi, Malaysia",This dangerous-looking suspension bridge may have been too unstable to remain open.,https://www.atlasobscura.com/places/langkawi-sky-bridge,"Curving wide around a forested mountain peak, the Langkawi Sky Bridge in Malaysia is an impressive feat of engineering, or so it would seem since the bridge has been closed for years with not much chance of reopening. Constructed in 2005, the steel skybridge is a pedestrian thoroughfare that allowed visitors to take a scenic stroll high above the lush forests of the Gunung Mat Chinchang mountain. After a tram ride to the foot of the bridge, the walkway winds almost leisurely around the very tips of a trio of mountains. The path is suspended over 2,000 feet above sea level by a single massive pylon that trails thick steel cables down to the bridge. The pieces of the over 400-foot bridge were lifted onto the mountain via helicopter and constructed at elevation. It looks both futuristic and almost frighteningly precarious. And as it turns out, these fears might be justified. After being open for a scant few years, it closed in 2012 for renovations and repairs. It partially reopened in February 2015 and is now fully accessible. Hikers can head to the nearby Seven Wells waterfall and hike to the summit of Gunung Mat Chinchang. It’s a tough, but easy to follow trek, that will take you between 1-3 hours one way, depending on your fitness level. The views are totally worth the struggle. There is no public transport in Langkawi and the place is quite far away (6+ miles) from the most popular areas of the island - Cenang and Kuah. So you will need either to rent a scooter, car or get a taxi."
8,BOH Tea Garden and Factory,"Cameron Highlands, Malaysia",The largest tea plantation in Southeast Asia supplies gorgeous vistas alongside tea for the surrounding countries.,https://www.atlasobscura.com/places/boh-tea-plantation-and-factory,"The largest tea plantation in Malaysia is a massive spread of acres that supplies almost all of the tea for the considerable demand in the surrounding countries. It is also loaded with a natural beauty all its own. Founded during the British colonial era by the British businessman J. A. Russel, the plantation has grown considerably since 1929. It has expanded from a small tract of land in Habu to acres of tea-growing sites in Cameron Highlands. The cool climate and the rich soil of this province provide a fertile ground for cultivating tea. The name BOH comes from “Bohea”, the hills in Fujian Province where tea was originally thought to have been discovered. During World War II, the estate was occupied by the Japanese and largely abandoned. After Malaysia declared independence from the British Empire in 1957, many British planters left the country. But the Russels remained in Malaysia, and the company grew as they acquired several other tea farming operations. Today, at over 8,000 acres, the BOH tea plantation is the largest in Southeast Asia. BOH also processes its harvest in its own factory located in Sungai Palas. In the same site is the in-house cafe and gift shop where guests can purchase the varieties of tea produced in the factory."
9,Crystal Mosque,"Kuala Terengganu, Malaysia",Extravagant mosque honors modern Islam.,https://www.atlasobscura.com/places/crystal-mosque,"Malaysia’s Islamic Heritage Park on Wan Man Island blurs the line between prayer and commerce. Although it is a tourist attraction that cost $80 million, it also features one of the most spectacular Islamic places of worship in the world, the Crystal Mosque. Created out of steel and glass, the mosque is unlike any other in the world. Its sleek and modern look reflects off the water and the mosque is often illuminated from the inside, which makes its glass domes shine. Keeping with its modern style, the entire mosque is also, bizarrely, connected with wireless internet and full IT facilities, seemingly a point of pride for the architects. The Islam Heritage Park also features replicas of many of the world’s most famous mosques from around the world. Oddly enough, in this theme park embracing Islamic culture across the globe, the Crystal Mosque contains elements of Chinese architecture and design, much to the irritation of many Malaysians."
