index,attraction,location,blurb,url,description
0,Cactus Dome,Marshall Islands,An enormous concrete structure built over a nuclear crater.,https://www.atlasobscura.com/places/cactus-dome,"Between 1946 and 1962, the U.S. military conducted 105 atmospheric nuclear tests over the “Pacific Proving Grounds,” a euphemism for the Marshall Islands and several other nearby South Pacific atolls. In the late 1970s, in an effort to clean up the radioactive debris left by those explosions, the government dug up 111,000 cubic yards of soil from the Bikini and Rongelap atolls and deposited it on Runit Island. Its resting place would be in a 350-foot wide crater that had been created two decades earlier by an 18-kiloton nuclear test code-named Cactus. Covering up that giant radioactive pit cost the government nearly a quarter of a billion dollars and took three years to complete. The result: an enormous, foot-and-a-half-thick, 100,000-square-foot dome consisting of 358 gigantic concrete panels. Despite signs warning off visitors, it is still possible to make landfall on Runit and stomp across the Cactus Dome. It is recommended that you don’t."
1,Bikini Atoll,Marshall Islands,"The birthplace of both the Atomic Age and Godzilla, and the namesake of the bathing suit.",https://www.atlasobscura.com/places/bikini-atoll,"Bikini Atoll is a Micronesian Island chain located about halfway between Hawaii and Australia, and is what should be a heavenly place on Earth. However, its residents were forcibly relocated when the United States took possession of the islands in 1946, and over the next 12 years, the country sent 23 nuclear bombs raining down on this slice of paradise. From the air, Bikini is pristine and beautiful. The plant life has regrown unchecked since the explosions and is lush and green. Some visible remains of houses, towns, and graveyards give the illusion that civilization still exists on the land, in addition to a small research station maintained by the Department of Energy. The coral reefs have also been reborn and the large lagoon is inviting and clear. During the first practical test of a hydrogen bomb at Bikini, 23 members of a Japanese fishing boat crew that were supposedly at a safe distance were contaminated by the blast, and the scandal that rocked the nation was epic. It eventually became the inspiration for the movie Godzilla, in which a radioactive monster rises from an American nuclear test and attacks Japan. In 1968, the US prematurely deemed the islands safe, and let residents return to their homes. But contamination levels remained dangerous, and they had to be removed yet again. Under the clear lagoon, are the remains of nearly a dozen ships sunk during Operation Crossroads in 1946, and it’s possible and safe—though quite expensive—to visit and dive on the wrecks, including an aircraft carrier, a battleship. and more. The island itself is safe to visit as well, but avoid eating the coconuts."
2,WWII Plane Wreckage,Marshall Islands,A war relic that has sat undisturbed since it crash-landed near Arno Atoll.,https://www.atlasobscura.com/places/wwii-plane-wreckage,"Those willing to venture off the beaten path will be rewarded by a stunning view of a World War II airplane wreckage. En route, visitors will have to drive across an abandoned landing strip from WWII. Locals insist that all the passengers walked away from the crash, and they are more than happy to regale tourists with other stories about the war.  Visiting this unparalleled site is not for the faint of heart. It requires a two-hour boat ride from Majuro to Arno Atoll and then an hour-long drive from the dock in Arno village to Japo Village. This site can be reached by walking out on a rocky point or swimming and snorkeling out to it. Divers can hire a boat and equipment to explore the wreckage and other relatively untouched dive sites that are farther out in the atoll's lagoon."
3,Nan Madol Ruins,Micronesia,The ruins of a South Pacific island city are spectacular and strange enough to have inspired H.P. Lovecraft.,https://www.atlasobscura.com/places/nan-madol,"Off the coast of a remote Micronesian island lay the ruins of a once-great city of man-made stone islands that represent the remains of megalithic architecture on an unparalleled scale in Micronesia—and inspired the city of R’lyeh in H. P. Lovecraft’s Cthulhu Mythos. Evidence of the earliest human activity dates back to the first or second century BC. The construction of artificial islets started probably about 8th and 9th century AD. However, the megalithic structures were built in period of 12th to 13th century, about the same time as the stone construction of the Cathedral of Notre Dame in Paris, or Angkor Wat in Cambodia. The complex of Nan Madol is constructed on a series of artificial islets in the shallow water next to the eastern shore of the Pohnpei island. The site encloses an area approximately 1.5 km long by 0.5 km wide and it contains nearly 100 artificial islets. Nan Madol seems to have housed the ruling elite caste of Saudeleur dynasty. It was a political and ceremonial seat of power. As a means of control of their subjects Saudeleur dynasty had succeeded in uniting the clans of Pohnpei. The rulers forced local chieftains to leave their home villages and move to the city where their activities could be more closely observed. Most of the islets served as residential area, however some of them served special purpose, such as food preparation, coconut oil production or canoe construction. Madol Powe, the mortuary sector, contains 58 islets in the northeastern area of Nan Madol. The centerpiece of the whole complex is the royal mortuary at the islet of Nandauwas, with its 7.5m high walls surrounding the central tomb enclosure. The population of Nan Madol was probably more than 1000 at a time when whole population of Pohnpei barely reached 25,000. There are no sources of fresh water or possibilities to grow food on Nan Madol so all supplies had to be brought in from the mainland. The population of the city probably included a large number of commoner servants. Nan Madol is the biggest center of the culture which left numerous other megalithic structures scattered on neighboring shores and on main island of Pohnpei; it all can be found in the area of about 18 square kilometers. According to local legend, the stones used in the construction of Nan Madol have been flown to the location by means of black magic. Archeologists have located several possible quarry sites on the main island, however the exact method of transportation of construction material is still not determined. Lovecraft used the story of the ruins as the basis for his R’lyeh, a fictional sunken city and home to Cthulhu, appearing in the short story “Call of Cthulhu”: “The nightmare corpse-city of R’lyeh … was built in measureless eons behind history by the vast, loathsome shapes that seeped down from the dark stars. There lay great Cthulhu and his hordes, hidden in green slimy vaults … until the end.” The real island of Pohnpei is also mentioned in the story. Nan Madol had been abandoned by the time the first Europeans arrived, early in the 19th century, most likely declining at the time of the fall of the Saudeleur Dynasty in about 1450. Some have claimed that the ruins are the lost islands of Lemuria, although there is no scientific backing for this claim (or, for that matter, for the existence of Lemuria at all).  United Airlines offers an island-hopper flight to Pohnpei, which goes east to west on Tuesday, Thursday, and Saturday, and west to east on Monday, Wednesday, and Friday."
4,Ghost Fleet of Truk Lagoon,Micronesia,Tropical paradise strewn with hundreds of World War II wrecks.,https://www.atlasobscura.com/places/ghost-fleet-of-truk-lagoon,"For two days in 1944, Allied bombers rained destruction on the beaches of the Caroline Islands in the South Pacific. During World War II, the lagoon was host to Japan’s Imperial Fleet, which was left destroyed in the wake of Operation Hailstone, often referred to as Japan’s Pearl Harbor. Today, hundreds of Japanese aircraft and other military machines remain at the bottom of the lagoon, making it one of the world’s best World War II wreck dive sites. The islands were once part of the Spanish West Indies, explored by Magellan and later visited by Spanish merchants and missionaries. The low coral islands are surrounded by a remarkable, sheltered reef—ideal for housing a navy. On February 17, 1944, five fleet carriers and four light carriers, along with support ships and some 500 aircraft, descended on the islands in a surprise attack. Just a week before the attack, the Japanese military had moved additional ships to the area, and, as a result, approximately 250 Japanese aircraft were destroyed and more than 50 ships sunk. An estimated 400 Japanese soldiers were killed in one ship alone, trapped in the cargo hold. Most of the fleet remains in exactly the same spot it was left, largely forgotten by the world until the late 1960s. Jacques Cousteau’s 1969 film Lagoon of Lost Ships explored the wreck-littered lagoon, and many of the sunken ships were then still full of bodies. As wreck divers brought attention to the site, Japan began recovery efforts, and many bodies have been removed and returned to Japan for burial. A few, however, remain. Many of the wrecks are visible through the shallow, clear water, making it an accessible dive. The wrecks themselves can be very dangerous, not only because of ragged edges and tangles of cables but because of half-century old oil and fuel leaking into the water, creating a potentially dangerous situation. Up until the 1990s, the lagoon was known at Truk, but it is now called Chuuk. Many maps still show both names."
5,Parc Zoologique et Forestier Michel Corbasson (Zoological and Forest Park),"Nouméa, New Caledonia",The best place to encounter plants and animals that can only be found in New Caledonia.,https://www.atlasobscura.com/places/parc-zoologique-et-forestier-michel-corbasson,"With its rich tropical biomes and geographic isolation, New Caledonia is home to thousands of unique plant and animal species. It is one of the world’s biodiveristy hotspots, meaning that it’s especially rich in endemic species, or those found nowhere else in the world. The Parc Zoologique et Forestier Michel Corbasson (Zoological and Forest Park) in Nouméa is the perfect place to get a feel for the endemic flora and fauna of this island nation in the South Pacific. Enjoy a stroll through the endemic species section of the park to get up close and personal with New Caledonian crows, giant geckos, goliath imperial pigeons and the flightless kagu. Walking through the kagu enclosure is a special experience—the birds are curious and will follow visitors around the boardwalk, carefully inspecting them. Many of the animal enclosures also list feeding times, giving you a chance to see park staff interact with the animals, and talk about the animals and their plight (many are endangered). The park has trails catering to a variety of interests including a quiet walk through a native forest where, if you’re lucky, you’ll see colorful birds and butterflies.  There is a small café at the entrance to the park where you can purchase a variety of sandwiches and salads to enjoy on the picnic benches amongst the peacocks. Make sure to bring cash as credit cards aren’t accepted at either the café or park entrance."
6,Jean Marie Tjibaou Cultural Center,"Nouméa, New Caledonia",Marvel of green building techniques that sings with the wind.,https://www.atlasobscura.com/places/jean-marie-tjibaou-cultural-center,"Designed by Renzo Piano and opened in 1998, the Jean-Marie Tjibaou Cultural Center (Centre Culturel Tjibaou) was built to mimic the villages of the local Kanak people. It is named in honor of Jean-Marie Tjibaou, who died in 1989 while leading a fight for freedom from the French government, and dedicated to exploring the culture of New Caledonia and the South Pacific. Although a wonder of modern architecture and green building innovations, it is also deeply connected with the area, from its exterior of local iroko wood to its utilization of traditional building techniques. The building was designed to “sing” as it vibrates with the strong ocean winds, which are also allowed through the building as natural ventilation, so that the center is not just in harmony with nature, but a part of it. The double layered exterior forces warm air up and out of the building. It was also created to be stable in violent winds and earthquakes. The huts of the Jean-Marie Tjibaou Cultural Center contain a center for art, a museum, theatres, and a library."
7,Sentir de la Petite Cascade de Farino,"Farino, New Caledonia",This peaceful path through the jungle is surrounded by songbirds and complete with a waterfall.,https://www.atlasobscura.com/places/sentir-de-la-petite-cascade-de-farino,"This amazing trail is just a short walk from the parking area. Intrepid explorers can venture down this jungle pathway until they reach the waterfall at the path’s end. Located in the middle of the rainforest, the falls and trail are just a short drive from the administrative office of Farino. It’s a beautiful ride that offers some of the most amazing views of the island’s west coast. The more the 2- mile walk (3.6km round-trip) is an easy trek along a well-marked path. The path takes you deep into the rainforest and along the creek that flows from the bottom of the falls. It’s easy to spot a few of New Caledonia’s endemic bird species and lizards along the path.  The parking lot from where you begin the hike is located at Le Refuge de Farino (a campground with tent spaces and cabins). There are signs along the way from Farino pointing you in this direction."
8,Bonhomme de Bourail,"Bourail, New Caledonia",A beachside monolith shaped by years of waves crashing against hard quartz.,https://www.atlasobscura.com/places/bonhomme-de-bourail,"The Bonhomme de Bourail is a striking rock formation, a monolith made of quartz, that protrudes from the sea on the south end of the Baie des Tortues (Turtle Bay). The rock formation’s name translates to “Gentleman of Bourail,” and was named for its resemblance to a man’s head with a hat on. Years of waves crashing upon this rock led to its unusual shape. But despite the durability of its material, the structure is surprisingly fragile. Another rock formation—La Roche Percée (The Pierced Rock), named for a hole in its base—could once be found nearby, but after a series of landslides, was destroyed in 2007. The lagoons surrounding New Caledonia are recognized for their outstanding biodiversity including corals, turtles, dugongs and whales. The exceptional importance of this region, including the Bourail Lagoon, has been recognized through its designation as a UNESCO world heritage site. The beach at Turtle Bay is in the center of three beaches with the Baie des Amoureaux (Bay of Lovers) to the northwest and the Plage de la Roche Percee (Roche Percee Beach) to the southeast. The Bonhomme de Bourail can be seen from a number of vantage points, including spots on the network of hiking trails which connect the three beaches. Turtle Bay is the perfect place to spend a relaxing day, or take advantage of the only surfing spot in New Caledonia with waves reaching up to 2.5 meters (8 feet). The beach is beautifully nestled in the forest covered hillside and is separated from the small parking area by a swath of New Caledonian pines. Turtle Bay a special place not only for its natural beauty, but also for the significance it has to the local indigenous populations, for whom this place is an important gateway to the kingdom of the dead."
9,Monument de Balade,"Balade, New Caledonia",An overgrown monument remembers 60 years of French control in New Caledonia.,https://www.atlasobscura.com/places/monument-de-balade,"This monument was erected in 1913 to mark 60 years since the French violently took possession of New Caledonia in 1853. Erected with much fanfare, the large pyramid-shaped monument sits atop a stone base on top of a small hill. Today, more than a hundred years later, the monument has fallen into obscurity. An overgrown path leads to the monument and the area where the monument sits is also overgrown with knee-high grasses. Today, few visit the area. Located on the far northeastern corner of Grande Terre, the largest island of New Caledonia, a few miles from the village of Balade along the RPN7 main road. The monument is easy to reach, as long as you know where to look. Adding to the difficulty of finding this monument is (1) it is not shown in Google Maps and (2) the sign at the nearby road marking the spot is easy to miss, because it is small and nearly overgrown.  The monument can be found at: -20.297345, 164.474412 It is located along the RPN7, just north of the road, about 2 miles (3 km) west of the Balade church, and about a third of a mile (600 meters) west of the turnoff to Maamaat beach. Search maps for ""Maamaat"". In maps, look for a small trail west of the Maamaat beach turnoff shaped like a circle. The monument is in the middle of that circle."
