index,attraction,location,blurb,url,description
0,Salto de Monday,"Presidente Franco, Paraguay","An underexplored, 130-foot tropical waterfall that you will have all to yourself.",https://www.atlasobscura.com/places/salto-de-monday,"If Saltos del Monday (Monday Falls) was located just about anywhere else on Earth, it would be crowded by marveling visitors. But it just so happens that this magnificent Paraguayan waterfall is located just a few miles from the thundering Iguazu Falls, one of the most famous falls in South America. And so, this breathtaking cascade in Paraguay is mostly ignored by tourists who race to more famous waterfall parks in nearby Brazil and Argentina. While the waterfall is not quite as powerful and impressive as its neighbors, this watery wonder is a quiet, relaxed affair, free from the chaos of crowds. Saltos del Monday may be little-known globally, but for the pre-Hispanic Guarani natives, the local waterfall held mythological significance and served as an important meeting place. (More recently, the site was the setting of a B-list Paraguayan horror film well known among young locals.) At the small, wooded Saltos del Monday park, visitors can take short hikes through rare Atlantic Forest, picnic under towering trees, or descend steel steps to watch the chocolate-colored Monday River roar down vegetation-covered cliffs. Watch for unique birds called Great Dusky Swifts, as they swoop in and out of the waterfall—they make their nests behind the falling water to defend their young from jungle predators.  Admission to the park is 35,000 GS (about $6 USD) for foreigners. The park is open daily from 7 a.m. to 5 p.m."
1,Jesuit Mission of Jesús de Tavarangüe,"Jesús de Tavarangue, Paraguay",These spectacular ruins were built by Spanish padres in the 17th century.,https://www.atlasobscura.com/places/jesuit-mission-of-jesus-de-tavarangue,"Deep in the heart of Itapua, Paraguay, are the Jesuit missions (also known as “reductions”) of La Santisima Trinidad and Jesús de Tavarangüe. Accessible from the southern city of Encarnacion, the ruins lie about 45 minutes outside of the city by bus. The Reducción de Jesús was established in 1685, in a different location near the Monday river. It was relocated several times, and moved to this location in what is now Itapua in 1760. The Jesuits planned to build replica of the Church of Saint Ignatius of Loyola in Italy at the site, which would have been one of the largest churches in the area at that time. But when the Jesuit order was expelled from Paraguay in 1767, the construction of the mission had not yet been completed, and so the semi-complete church fell into ruin. In 1993, the ruins of Jesús de Tavarangüe, together with la Santisima Trinidad, became a UNESCO World Heritage site and have become a popular tourist attraction for the country of Paraguay."
2,Castillo Carlota Palmerola,"Areguá, Paraguay",An unlikely neo-Gothic castle in the Paraguayan countryside.,https://www.atlasobscura.com/places/castillo-carlota-palmerola,"Located in the village of Areguá in the lowlands of western Paraguay, Castillo Carlota Palmerola was the brainchild of the unconventional Palmerola Ayala family. Built in 1897, the mansion incorporated an odd mix of medieval styles and looks dramatically out of place in its tropical surroundings. This eccentricity was intentional. After building their unusual estate, the Palmerola Ayala family quickly opened the castle for public balls and parties, which helped cement their social status and reputation. In 1956, the family donated the estate to the Catholic Church and the complex was transformed into a convent. Nuns replaced well-dressed revellers and a chapel was added to the gardens. Today, visitors can roam the well-manicured grounds and wander rooms filled with early 19th-century furniture, art, and oddities, including a grotesque display of taxidermized pets.  The Castillo Carlota Palmerola is only open to the public on Sundays and the hours vary seasonally. Check the official website for opening hours."
3,Casa de la Independencia,"Asunción, Paraguay",The fighters and conspirators that won independence for Paraguay held secret meetings at this historic house.,https://www.atlasobscura.com/places/casa-de-la-independencia,"The humble design and construction of the Casa de la Independencia do not do justice to the historical significance this house commands in Paraguay. Antonio Martínez Sáenz purchased the home in 1772, and used bamboo and palm wood to fortify the mud walls and thatched roof, a common building technique that’s still used in many rural parts of the region. At the time, the house had no other purpose than to provide a place for Sáenz and his wife, Petrona Caballero de Bazán, to bring up their children. It was their children, Pedro Pablo and Sebastián Antonio, that placed this house at the center of a political process that would revolutionize the history of Paraguay. Having inherited the house, the two brothers began hosting secret meetings with various figures that contributed to the political upheaval in the country. Many notable fighters and conspirators participated in the clandestine meetings at the Casa de la Independencia, including Captain Pedro Juan Caballero, Captain Juan Bautista Rivarola, Lieutenant Mariano Recalte, and Fulgencio Yegros, all renowned Paraguayan patriots. Their efforts would lead to the proclamation of the Paraguayan Republic in 1813 and the declaration of independence in 1842. Nowadays, the building houses the Casa de la Independencia Museum. The furniture, artwork, weapons, and everyday tools on display are from the 1800s. Original documents related to the revolution and signed by patriots are kept in the office, one of the rooms in the museum. The building itself is one of the few remaining examples of colonial architecture in the city of Asunción.  The Casa de la Independencia is located at the intersection between streets 14 de Mayo and Presidente Franco. The museum is open Monday to Friday, and Saturday morning."
4,La Santísima Trinidad de Paraná,"Trinidad, Paraguay","Of the many Jesuit missions in South America, this complex is one of the best preserved.",https://www.atlasobscura.com/places/la-santisima-trinidad-de-parana,"During the 17th and 18th century, Jesuit missionaries founded dozens of settlements in South America, especially in Paraguay, northern Argentina, and southern Brazil, in an effort to colonize the area and evangelize the locals. The expansion of European empires heightened interest in mission societies, who saw opportunity in newly colonized territories and their native peoples. Each of these missions would effectively function as a “state within a state,” remaining autonomous and isolated from Spanish and Portuguese rule. The result was self-contained societies in which Indigenous people and the European settlers lived together. Though the locals were not forced into living in the missions, they were expected to convert to Christianity. Paraguay contains some of the best-preserved and easily accessible examples of Jesuit missions, like La Santísima Trinidad de Paraná and the nearby Jesús de Tavarangüe, a reduction located in the south of the country, in the small town of Trinidad. This mission was one of the latest ones, being founded in 1706. It featured a large central plaza, a church, a school, a museum, several workshops, and houses. The Jesuits were expelled from Spanish colonies in 1768, and all the missions were abandoned. Many were looted by people searching for gold or other goods left behind by the missionaries. But la Santísima Trinidad de Paraná was mostly spared from destruction, along with the nearby mission of Jesús de Tavarangue."
5,Machu Picchu: The Lost City of The Inca,"Aguas Calientes, Peru",The intricate stonework of Machu Picchu serves as a testament to Incan engineers.,https://www.atlasobscura.com/places/stonework-machu-picchu,"In Cusco, at 11,000 feet the mountain weather is kaleidoscopic, and the Inca tradition is palpably present. Cusco is every single thing that Santa Fe, New Mexico would like to be - magnificently Spanish colonial, profoundly Indian, filled with often brilliant crafts, and made entirely of real adobe. Just up the hill is the famed Sacsayhuaman complex of behemoth stones perfectly fitted together by Incan engineers. (A nice place to stay in Cusco is the Hotel Monasterio - a restored monastery now run by the Orient Express.) The train ride to Aguas Caliente is worth the trip all by itself. Surprisingly, Machu Picchu (at nearly 8,000 feet) itself is in fact lower than Cusco, and it’s northwestward, down into the Amazon jungle. As one travels along one sees the biomes change before their eyes. Along the whole way are spectacular rivers, especially the Urubamba, plunging white water without end for miles - it is so relentless and violent, that to this day it has never been kayaked. (When the train stops jump out for some hot corn on the cob offered by locals, with kernels seemingly as big as Inca stonework and purely delicious.) One is also reminded they are in the Andes. They dwarf all other mountain ranges. So godallmighty huge and steep and inviting and menacing and one marvel at the skill of the Inca and their predecessors, to imagine their mastering these mountains as they did. If we judge the Greeks and Romans highly because of the excellence of their architecture, what do we make of the Inca, who could be said to surpass them architecturally? In fact, the Inca surpasses everybody in their reverence for stone and water. At Machu Picchu sixteen stone waterfalls sequence down one side of the site. All over Machu Picchu massive crafted stones are fit together in near-perfect harmony and celebrate the sun, the year cycle, the surrounding mountain shapes, and the way humans take a step. Machu Picchu is among the greatest architectural achievements and cultural centers of the Incas and the Old World. It is so perfectly built that the structures are able to survive earthquakes, pretty common in Peru and specifically in Machu Picchu, as it was built on top of two fault lines. Since its discovery, the citadel has attracted millions of tourists, becoming the most visited attraction in Peru. Machu Picchu was declared a Peruvian Historical Sanctuary in 1981 and a UNESCO World Heritage Site in 1983.   As of 2017, stricter rules have been placed on visiting Machu Picchu in attempt to deal with the masses that visit every day. Visitors will not be allowed to enter without an authorized guide. Machu Picchu is limited to 2,500 tourists per day. There are already arrows to help control the flow of visitors but these will be more prominent. There are also changes to opening times for Machu Picchu, Huayna Picchu/Wayna Picchu, and Cerro Machu Picchu. Entrance to Machu Picchu is split between a 6:00 AM and 12:00 PM entrance. Buses leave frequently from the small town of Aguas Callientes -- which in itself is a charming mountain community & very tourist trappy! The trip to the site is about 30 minutes on a road with 14 turns! You can also reach Machu Picchu by trekking the Inca trails, there are few options like the classic trail, one-day trail, and the Mollepata trail all of them reach to the Machu Picchu and take four, one and five days respectively. All of them provide an amazing and rewarding trekking experience. Alternatively, you can hike solo to Machu Picchu via Hidroelektrika. It takes 2.5 hours, one way, to reach Aguas Calientes from Hidroelektrika. Trail is straightforward; you just follow the train tracks. Make sure to get the 7am van from Cusco to Hidroelektrika so you'll be at Aguas Calientes by 5pm. When going back to Hidroelektrika, leave by 11am so you'll catch the vans going back to Cusco at 2pm.Be sure to wear comfortable shoes or boots fit for hiking! Many of the steps in the site are stone & often uneven -- they can be hard on your feet & legs. If you do choose to trek the Inca Trail, make sure you bring a very warm sleeping bag as it can get incredibly cold at night."
6,Q'eswachaka Rope Bridge,Peru,"Keshwa chaca, among the last handwoven Incan bridges, crosses Apurimac Canyon in Peru.",https://www.atlasobscura.com/places/last-handwoven-bridge,"Known as Q’eswachaka (the first syllable is a lateral “click”), Queshuachaca or Keshwa Chaca, this is one of the only remaining examples of the Incan handwoven bridges once common in the Incan road system. Made of woven straw, the bridge spans 118 feet and hangs 60 feet above the canyon’s rushing river. The Incan women braided small, thin ropes, which were then braided again by the men into large support cables, much like a modern steel suspension bridge. Handwoven bridges have been part of the trail and roadway system for over 500 years, and were held in very high regard by the Inca. The punishment for tampering with such a bridge was death. Over time, however, the bridges decayed, or were removed, leaving this last testament to Incan engineering. The bridges’ sagging was addressed by destroying and rebuilding it in an annual ceremony—originally considered a social obligation under Inca rule, and now preserved as a way of honoring their history by the nearby community of Quehue, Peru. This bridge has been christened with a traditional Incan ceremonial bridge blessing and is in extremely good condition. Every June, Quechua communities gather on the banks of the Apurimac River to renovate the bridge. On this day, they manifest their honour to Pachamama, the Earth Mother, and behold archaic traditions. When the work is over, people express gratitude to Apus (mountain spirits) and afterward celebrate with music, traditional food and drinks  From Sicuani, follow signs to Arequipa (a left turn if you are on the main highway facing toward Cuzco). Continue on that road until you begin seeing signs for Quehue. From Quehue, continue through town to the west (probably best to ask directions from a local at this point). When you cross the Apurímac River on the steel roadway bridge, Q'eswachaka is on your right. There is one walkway down to it on either side of the roadway bridge (about 100 m away from the bridge in both cases). The geocoordinates are -14.3811214,-71.484012."
7,Rainbow Mountain,"Pitumarca, Peru",A remote candy-striped mountain in the Peruvian Andes straight out of the pages of Dr. Seuss.,https://www.atlasobscura.com/places/vinicunca-rainbow-mountain,"The peaks in the Ausangate mountain region of the Peruvian Andes are all uncommonly colored: Some are terra cotta, some lavender, others are a vibrant turquoise. They’re colored by the sediment and atmosphere of the area, unique because of its altitude and isolation close to the ocean. But none are quite so marvelous as Vinicunca, also known as Rainbow Mountain, Winikunka, Montaña de Colores, and Montaña de Siete Colores. For all its striking colors, Rainbow Mountain was notoriously hard to find. It’s located deep in the mountain range, and even the most adept travelers with highly experienced guides have reported difficulty locating it. In the past, it took about six days of hiking to reach its peak. Nowadays, there are plenty of bus tours departing from Cusco to the mountain. Due to the increase in popularity of the mountain, it has very quickly become Peru’s second most visited tourist site. During the peak season, it can see up to 4000 people per day. To be sure, those who love hiking will enjoy the journey; the Ausangate trek is one of the most popular among visitors to Peru. There are hot springs, local villages and vendors, stunning views of the Ausangate Glacier, and llamas and alpacas along the way. And nothing caps off almost a week of trekking like a visit to this breathtaking painted mountain.  There is now a road leading to the mountain. The trek to the summit can now be done in a couple of hours. While the hike is not long, the altitude can cause problems for those not used to it. A horse and guide can be rented for around 50 to 100 soles."
8,Convento de San Francisco Ossuary,"Lima, Peru","The mortal remains of an estimated 70,000 people lie in the basement of a monastery in Lima, Peru.",https://www.atlasobscura.com/places/convento-de-san-francisco-ossuary,"Beneath the church at the Franciscan Monastery in Lima, Peru, there is an ossuary where the skulls and bones of an estimated 70,000 people are decoratively arranged. Long forgotten, the catacombs were rediscovered in 1943 and are believed to be connected via subterranean passageways to the cathedral and other local churches. Both creepy and beautiful, they feature small grates scattered along the upper floor of the cathedral through which, while you are touring, you may look down at any given moment to see the artistically arranged dead illuminated. It's one block northeast from the Plaza Mayor. There is no photography allowed inside the ossuary. There is an entrance fee."
9,The Boiling River of the Amazon,"Puerto Inca, Peru",This scalding hot river was thought to be a myth until one geoscientist made it his quest to study the mystical waters.,https://www.atlasobscura.com/places/the-boiling-river-of-the-amazon-puerto-inca-peru,"Hidden in the dense jungle of the Peruvian Amazon is a percolating, roiling river. The steaming turquoise waters that can reach up to 200 degrees Fahrenheit are guided by ivory-colored stones and guarded by 60-foot walls of lush forest and vegetation. Locals believed the river was sacred and that the hot waters held healing powers, and shamans incorporated it into medicines. As a child, Andrés Ruzo listened to his Peruvian grandfather tell the story of the Boiling River, or Shanay-timpishka, an ancient name loosely translating to “boiling with the heat of the sun.” The headwaters are marked with a boulder in the shape of a snake’s head. According to legend, a giant serpent spirit named Yacumama or “Mother of the Waters” who gives birth to hot and cold waters heats the river. For 12 years, Ruzo was skeptical that the river truly existed. Then, as he was creating a thermal map of Peru during his graduate studies at Southern Methodist University in Texas, he discovered an unusually large hot spot—one of the largest geothermal features found on any continent. In November 2011, he went on an expedition to central Peru with his aunt to see the Boiling River for himself. From the nearest city Pucallpa, the entire journey took about four hours, including a two-hour drive, 45-minute motorized canoe ride, and an hour hike along muddy jungle paths. The river is protected by the shaman of the small town Mayantuyacu, a secluded healing center. After getting special permission from the shaman to study the water, Ruzo was led by the shaman’s apprentice to the almost four-mile stretch of flowing, scalding water. The water temperature ranges from 120 degrees up to almost 200 degrees Fahrenheit, and reaches 16 feet deep in some places. The mud of the riverbank was too hot to walk on, and if you fell in your skin would be covered in third-degree burns in less than a second. Small unfortunate animals, like frogs, could be found floating dead and broiled in the water, the “eyes always seem to cook first turning milky white,” Ruzo wrote in National Geographic. Ruzo, wearing only sandals, carefully hopped between the small white rocks the size of paper to take samples of different areas of the river. He found that the water averages 187 degrees Fahrenheit, which isn’t quite boiling, but is still really hot, with steam emanating off the surface. The geothermal feature struck Ruzo as odd since it isn’t located near volcanic or magmatic activity. “Boiling rivers exist,” he wrote in National Geographic, “but they’re always near volcanoes.” A body of water the size of the Boiling River requires a heat source with a lot of energy, yet the closest active volcano is more than 400 miles away and there are no known magmatic systems in the Amazon jungle. After some investigating and testing different hypotheses, Ruzo and his research colleagues believe that a fault-led hydrothermal feature was causing the river to reach such temperatures. The water seeps deep into the earth, heats up underground, and resurfaces through faults and cracks. Since his initial visit to the Boiling River, the trip from Pucallpa has been reduced to a three-hour direct drive because of the rapid deforestation and commercialization of the area. To preserve the sacred river, Ruzo started the Boiling River Project to protect and study the natural wonder in a safe manner. Ruzo details his experience with the Boiling River in his book The Boiling River: Adventure and Discovery in the Amazon. The Atlas Obscura Podcast is a short, daily celebration of all the world’s strange and wondrous places. Check out this episode about the Boiling River."
