index,attraction,location,blurb,url,description
0,Österreichische Nationalbibliothek (Austrian National Library),"Vienna, Austria",The beautiful baroque library of the Hapsburg empire.,https://www.atlasobscura.com/places/osterreichische-nationalbibliothek,"The Österreichische Nationalbibliothek (Austrian National Library) is a breathtaking baroque masterpiece, finished in 1726. Formerly the court library to the Hapsburgs, it is one of the world’s major libraries, with an extraordinary collection that dates back to the 14th century. The current collection contains around 2.5 million books. Visitors can visit many special collections in addition to the main halls, which include prints, maps, papyri, portraits, music, and theater. But the magnificent library itself is the focal point here. Among the exhibitions are two exquisite Venetian baroque globes — one for the Earth and one for the sky, each with a diameter of more than one meter. Keep your eye out for library employees slipping through concealed passages hidden behind certain bookcases."
1,Stephansdom Crypt,"Vienna, Austria",The crypt of the imposing Stephensdom holds royal intestines and thousands of skeletons.,https://www.atlasobscura.com/places/stephansdom-crypt,"In the middle of Vienna, the dark and imposing St. Stephen’s Cathedral (Stephansdom) draws thousands of tourists to gaze at the grand architecture. But there is something to be seen below as well: just beneath the stone floors lie the skeletal remains of over 11,000 people. Surprisingly few visitors opt to enter the crypt. The entrance to the underground tomb is hidden in plain sight, as an innocuous staircase on the left side of the main floor. The vast Stephansdom crypt is divided into a number of smaller crypts and catacombs, and is still an active burial spot. The last tenant to move in was Franz Cardinal König, the archbishop of Vienna, who was laid to rest there in 2004. Most of the bodies of the Habsburg royalty are interred nearby in the Imperial Crypt on Neuer Markt square. In another section, known as the ducal crypt, the organs of princes, queens, and emperors are kept. Along with some bodies and hearts, over 60 jars of imperial intestines rest in the ducal crypt, including one containing Empress Maria Theresia’­s sovereign stomach. Not long ago, the seals on one jar broke, leaking 200-year-old visceral fluid onto the floor. The stink was apparently so awful that it took a day or two before someone was willing to go down and address the situation. In 1735, Vienna experienced an outbreak of the bubonic plague. In an effort to keep the Black Death at bay, the numerous cemeteries surrounding the Stephansdom and the charnel house (a building for storing stacked bones) were emptied, and thousands of bones and rotting corpses were thrown down into the pits dug in the floor of the crypt. The downside to this arrangement was that the smell of the catacombs would occasionally waft up into the church and make religious services impossible. To combat the unfortunate smell, as well as make room for more bodies, a few unlucky prisoners were lowered into the pits where they were forced to scrub the rotting flesh off the plague-ridden and disordered bodies, snapping and breaking the skeletons down to individual bones, and stacking them into neatly ordered rows, skulls on top. It seems that they never finished the job–to this day, one can still find sections of the crypt scattered with piles of disorganized bones and deteriorating coffins. Guided tours only. On special occasions like “die lange Nacht der Kirche” (“the long night of churches,” a yearly event), the crypt is open to the public. Inside the Cathedral, meet at the stairs to the catacombs, which are on the left side near the back as you enter the church."
2,Habsburg Imperial Crypt,"Vienna, Austria",The final resting place for the remains of 143 Habsburg royalty.,https://www.atlasobscura.com/places/hapsburg-imperial-crypt-vienna,"Habsburg funerals were elaborate affairs. Death loomed large in the cultural life of the Viennese for centuries, celebrated in song, poetry, and artwork. Macabre memento-mori sculptures, designed to inspire piety, can be spotted throughout the city. The death of an emperor or empress was a major event. As one of the major imperial royal dynasties of Europe, as well as the Holy Roman Emperors from 1438 to 1740, the Habsburgs ruled over much of Europe until their downfall in World War I. For many Habsburg monarchs their death meant not only the creation of an elaborate and beautiful sarcophagus for the Imperial Crypt, but also a silver urn to preserve their heart and reliquaries to contain their embalmed entrails. After the funeral, the parts of the deceased would part ways, to be interred in three separate holy crypts. Twelve emperors, 18 empresses, and 113 other members of the Habsburg family are interred in the Imperial Crypt (Kaisergruft) in Vienna. The crypt, also known in German as the Kapuzinergruft (“Capuchins’ Crypt”), holds 105 metal sarcophagi, the most elaborate of them designed by the royal sculptor Balthasar Ferdinand Moll. The Rococo double sarcophagus of Emperor Franz Stephan and his wife Empress Maria Theresa is considered his masterpiece. The royal couple lie on top of the tomb, surrounded by elaborate reliefs illustrating scenes from their lives. The hearts of 54 members of the royal family are held in special urns in the Herzgruft, or “Heart Room,” located a few blocks away in St. George’s Chapel of the Augustinerkirche, and the embalmed entrails of princes, queens and emperors are kept in the Ducal Crypt below the St. Stephen’s Cathedral (Stephansdom). The Imperial Crypt below the Capuchin Church and monastery was originally intended to hold only the remains of Empress Anna and Emperor Matthias, who died in 1618 and 1619. The crypt was expanded many times over the centuries to accommodate more royal remains: first in 1657 by Emperor Leopold I, again in 1754 by his daughter the Empress Maria Theresa, then again in 1908 by Emperor Franz Joseph. The buildings were restored more recently in the 1960s. Emperor Franz Joseph’s sarcophagus is the only one made from stone instead of metal. It is flanked by the coffins of his wife Elisabeth and son Rudolf. It was Rudolf’s mysterious and tragic suicide (after murdering his 17-year-old mistress) in 1889 that began the downward trajectory of the Habsburg Empire. Because Rudolf left no male heir, the crown was passed from Franz Joseph to his nephew, Franz Ferdinand, whose assassination in 1914 tipped off World War I. Charles I, Franz Ferdinand’s heir, became the last emperor of the Austro-Hungarian Empire. Neither Franz Ferdinand nor Charles, however, is interred in the Imperial Crypt. Franz Ferdinand is interred with his wife Sophie in Artstetten Castle, Austria. Charles is interred with his wife Zita in the Church of Our Lady of Monte, in Madeira, and their hearts are held at the Loreto Chapel of Muri Abbey in Italy. Archduke Otto, the last Crown Prince of the Austro-Hungarian Empire, was interred in the Imperial Crypt following his death on July 4th, 2011. He is the last Habsburg to be interred there.  Located below the Capuchin Church on Neuer Markt square."
3,Schmetterlinghaus: The Imperial Butterfly Park,"Vienna, Austria",A tropical paradise just a short trip from the opera house is filled with beautiful winged creatures.,https://www.atlasobscura.com/places/schmetterlinghaus-imperial-butterfly-park,"Built around the turn of the last century and part of the Hofburg palace, this “Jugendstil” or Art Nouveau greenhouse is filled with a lush, tropical landscape, trickling waterfalls, and within its humid walls you will be treated to its delicate inhabitants - the butterflies. Peeking into hollow trees and up among the branches, you can watch the graceful favorites of the bug world flitter and fly, or softly rest and pulse their exotic wings, possibly on your outstretched finger. A closer look could very well uncover cocoons, or you may even catch a hatching. The butterfly house offers two levels from which to seek sights of the colorful flyers. A short film at the end of your walk though the butterfly habitat will give you some scientific insight on the ethereal creatures you just enjoyed inside the tropical forest in the center of a city.  As of June 2021, the butterfly house requires a negative COVID-19 test or immunization card to enter.  It is located next door to the Palmhaus."
4,Clock Museum,"Vienna, Austria","A small museum filled with over 1,000 clocks, and one particular clock calibrated to run until the year 9999.",https://www.atlasobscura.com/places/clock-museum,"The Viennese Clock Museum is housed in the Harfenhaus (Harpist’s House), one of the oldest homes in Vienna. With around 1,000 clocks in the “Uhrenmuseum,” there is much to see. Of particular note is the 230-year-old astronomical clock, constructed by an Augustinian friar. Built in 1679, and calibrated up to the year 9999, it is a gorgeous piece of engineering. With layers upon layers of golden gears, and over 30 readings and dials, it is stunning. Each hand takes 20,000 years to revolve. It’s all arranged in chronological order, from ornate pocket watches, to a 15th-century tower clock, to sundials, to rare Japanese pillar clocks, to grandfather clocks, to Black Forest cuckoo clocks, to a huge clock organ (unfortunately not working at the time of this writing). Update October 2017: The astronomical clock is not on display."
5,Kriminalmuseum,"Vienna, Austria",Macabre museum devoted to historical Viennese murders.,https://www.atlasobscura.com/places/kriminalmuseum,"Skulls, medieval torture devices, bloody gloves, depictions of murder, death masks, and rusty axes - the Kriminalmuseum in Vienna, Austria is not for the faint of heart. The Kriminalmuseum or Criminal museum follows crime, punishment and murder from the Middle Ages right up to the present day. It is housed in one of the oldest buildings in the Leopoldstadt area, the “Seifensiederhaus,” or “Soap Boilers House,” and dates back to 1685. Twenty rooms of this 324 year old home are devoted to this surprisingly large and very morbid museum about crime and murder. Of course the Kriminalmuseum is about more than just murder. There are cases devoted to counterfeit money, lock picking, brothels, and police investigation. But mostly, images of crime scenes, murder weapons and the skulls of both murderers and their victims fill the space. While macabre, the museum has a fascinating and somewhat mysterious quality to it. For non-German speakers there is a further air of mystery: the informational signs and grisly newspaper articles are all in German. Though sometimes, in the Kriminalmuseum, it is better not to know."
6,Karlskirche (St. Charles's Church),"Vienna, Austria","Built to give thanks for the passing of a plague epidemic, this cathedral is a one-of-a-kind architectural hybrid.",https://www.atlasobscura.com/places/karlskirche-st-charles-church,"The Karlskirche cathedral is a unique architectural curiosity, a mix of ancient Greek and Roman elements with Byzantine, Renaissance, and Baroque styles. Commissioned by the Habsburg Imperial Court to fulfill a religious vow, its symbolic details also sought to bolster Vienna’s historic claim as the temporal center of Christendom. In the early 18th century, Central Europe was hit by the last great outbreak of the Black Plague. Holy Roman Emperor Charles VI made a vow to build a church dedicated to St. Carlo Borromeo—revered for attending to Milanese plague victims in the 16th century, and the emperor’s namesake—if the city was saved. After the plague passed, the new church was officially announced in 1713. The church was designed by court architect Johann Bernard Fischer von Erlach, whose Baroque architecture profoundly influenced and shaped the tastes of the Habsburg Empire. Von Erlach’s ambitious design is centered around a portico in the Ancient Greek temple style, flanked by two columns modeled after Trajan’s Column in Rome. The twin columns reference Solomon’s Temple as well as the Pillars of Hercules (a symbol adopted by Charles V to represent the Holy Roman Empire), and are together reminiscent of the Pantheon of antiquity. The columns feature reliefs crafted by the Italian sculptor Lorenzo Mattielli, and depict scenes from the life St. Borromeo. The dome recalls that of St. Peter’s Basilica, but is remarkably different in that the base is an elongated ellipsoid. At the main altar, a scene portrays the ascension of St. Borromeo. Above the sculpture group, a circle of angels and sun rays is arrayed in front of a source of light, echoing a similar design found in St. Peter’s Basilica. The fresco of the dome was painted by Johann Michael Rottmayr of Salzburg and Gaetano Fanti of Bologna, and displays an intercession of St. Borromeo—supported by the Virgin Mary—pleading to the Holy Trinity to end the plague in Vienna."
7,The Narrenturm,"Vienna, Austria",This former insane asylum now holds a pathological anatomy museum.,https://www.atlasobscura.com/places/narrenturm,"Meaning “Fools’ Tower,” the Narrenturm was one of the first insane asylums ever built. Today the Narrenturm no longer holds mentally imbalanced Viennese, but it does contain something else of interest: The Anatomical-Pathological Museum. While the circular building (known by locals as “the poundcake”) houses only a small percent of the museum’s total collection, it contains some fascinating pieces. Syphilitic skulls that resemble Swiss cheese, jars of disfigured fetuses, and graphic wax displays of untreated STDs all peer out at you from the old cells. It also contains a recreated wonder cabinet, complete with a narwhal tusk and taxidermied monkeys. Keep your eyes open for the Hydrocephalic skeleton, towards the end of the museum. His enormous head is hard to miss. Update August 2017: The building is undergoing a major renovation and much of the collection has been moved into storage. Update 2021: The Narrenturm is open to visitors.  As of 2021, the Narrenturm is open to visitors every Wednesday from 10:00 am to 6:oo pm"
8,The Lost Garden of Schloss Schonbrunn,"Vienna, Austria",The topiary maze at the Habsburg hunting lodge.,https://www.atlasobscura.com/places/lost-garden-schloss-schonbrunn,"Schloss Schonbrunn, in Vienna, is the ridiculously resplendent former hunting lodge and summer palace of the Habsburgs. The palace is, of course, massive and ornate. But one of the most delightful features is surely the Irrgarten, or “lost garden,” otherwise known as a topiary maze. The original maze was demolished in 1892, for courtiers, royalty and various ladies of the court were meeting in the center of the maze and “disreputable encounters” were taking place. It was rebuilt in 1999 following the design of the original maze from 1686, and is surprisingly challenging to navigate."
9,Republic of Kugelmugel,"Vienna, Austria","A spherical ""micro-nation"" in the heart of Vienna.",https://www.atlasobscura.com/places/republic-kugelmugel,"The Republic of Kugelmugel (roughly, “spherical hill”) was originally constructed by the artist Edwin Lipburger and his son Nikolaus Lipburger in 1971, in a small Austrian town called Katzelsdorf. The building has 7.68 m in diameter and is constructed of timber blocks covered with zinc sheets. At first, it served as a painter’s atelier. But after some time local authorities informed the Lipburgers that spherical buildings were not allowed. In an attempt to protect their creation from being demolished, the Lipburgers created their own Kugelmugel township, complete with self-made street signs surrounding the sphere. Later, as the legal dispute escalated, Edwin Lipburger attempted to declare the structure as its own federal state, the Republic of Kugelmugel, even going so far as to issue his own stamps and currency and refusing to pay taxes. The elder Lipburger was eventually sent to jail, for 10 weeks in 1979, for the offense of putting up unapproved street signs. The key to understanding Kugelmugel is that it was founded as a “republic” both as an artistic intervention and in order to protect the spherical house from being demolished. As an act of resistance, it earned quite a few fans. In the early 1980s, Austria’s culture minister, Helmuth Zilk, suggested Kugelmugel be moved to the Vienna Prater amusement park. The Lipburgers went along with the idea, having been promised access to tap water, electricity, and sewers. But these facilities were never provided, which resulted in a long-lasting dispute with the city of Vienna. Edwin Lipburger died in 2015, but Kugelmugel still sits in Vienna Prater, enclosed in barbed wire. A proud “micronation,” it counts about 600 people as citizens, though their citizenship is enjoyed from afar.  Kugelmugel is located in Vienna's famous Prater park. Today it is mostly a gallery space that's open to the public for exhibitions and performances several times a year."
