index,attraction,location,blurb,url,description
0,Funafuti Airport Airstrip,"Vaiaku, Tuvalu","With only one flight in and out a week, the unfenced runway at this small island's airport transforms into a seaside park for locals and visitors.",https://www.atlasobscura.com/places/funafuti-airport-unfenced-airstrip-park,"Despite its white sand beaches and lively coral reefs, Tuvalu is the least visited country in the world. That’s not particularly surprising when you consider there is only a single, weekly flight to and from the remote island every Tuesday. The other six days of the week, the runway at Funafuti International Airport transforms into a public park. The unfenced airstrip is a place for locals to lounge about and enjoy the island sun, typically in the early evening when the day’s temperatures have cooled. Touch football, soccer, and volleyball games are often underway, and residents will ride around the smooth tarmac on motorbikes. The tranquility is only interrupted once a week when a siren blares warning residents to clear the runway for an approaching flight. There used to be another weekly flight to and from the island on Thursdays, but that flight has since been suspended, likely due to the Covid-19 pandemic. The U.S. Navy built the Funafuti Airport in 1943 during World War II. In November 1943, the airfield became the headquarters for a U.S. bomber unit fighting Japanese forces. By the summer of 1944, the U.S. had already begun withdrawing from the island as the fighting moved north, closer to Japan. By 1945, the U.S. Army had fully withdrawn from the island. Soon after the war, the military airfield was repurposed into a commercial airport. In October 1982, Tuvalu welcomed Queen Elizabeth II and Prince Philip. They were the first royals to visit the island, arriving only five years after Tuvalu became a fully independent sovereign state within the Commonwealth.  There are very limited flights in and out of Tuvalu. Be sure to do your research before traveling here."
1,Tuvalu Women’s Handicraft Centre,"Vaiaku, Tuvalu",Ancient weaving techniques are used to create these colorful souvenirs.,https://www.atlasobscura.com/places/tuvalu-womens-handicraft-centre,"Right next to Tuvalu’s tiny airport is a small shop known as the Tuvalu Women’s Handicraft Centre. Lined with colorful handmade baskets, fans, necklaces, mats, fishhooks, and woodcarvings, the shop showcases the work of female artisans from the island nation. The shop is only open two days a week when flights land on the Funafuti Airport Airstrip. It is Tuvalu’s only souvenir shop. In Polynesia, it’s often the women who learn and pass down traditional techniques used to create such handicrafts. Polynesian woven goods populate almost every aspect of life on the islands and have been used to make sails, roofing, mattresses, and, of course, clothing. Today the same techniques are used to create everything from baskets to mats. Coconut palms, or kere, are used to make dancing costumes whereas butterfly pandanus, ie’ie, is used in basket weaving. Hibiscus plants, pūrau, are used more widely than either and are used to make everything from ropes, mats, sandals, and dancing skirts. Usually, weavers use the entirety of the plant—stems, veins, bark, leaves, and all—soaking the raw material, macerating it, and then soaking it again. Afterward, the plant material is smoothed, beaten, and dried to get the light tan color used in many of the woven crafts. Natural dyes are also sometimes used to create colorful patterns in the finished weavings. Sometimes whole leaves are sewn into skirts as well, mixing woven patterns with raw plant material. Traditional woven dance costumes often demonstrate as much artistry and skill as Tuvaluan dances themselves. Dance skirts, known as titi, combine many materials. Today finished costumes combine natural materials like leaves and seeds with imported cloth and beads. Sometimes elaborate geometric designs are sewn onto pandanus leaves covered in white cloth which are then attached to the skirts. The colors used in the costumes sometimes serve to demonstrate the status of the dancer or if they’re a part of a certain village, school or church. Titi are usually worn over a fabric dress and are accessorized with wristbands, a headband, and armbands. These costumes are worn during traditional Tuvaluan dances like the Fatele Nukulaelae.  There are very limited flights in and out of Tuvalu. Be sure to do your research before traveling here. The Tuvalu Womens' Handicraft Centre is only open on days when flights go in and out of the tiny airport. The building is adjacent to the small airport building."
2,Underwater Post Office,Vanuatu,"The fully functional, submerged Vanuatu Post Office is definitely one of a kind.",https://www.atlasobscura.com/places/underwater-post-office,"Say you’re scuba diving, enjoying the natural wonders of a coral reef, and all of a sudden you realize you forgot to send an important piece of mail. Never fear; Vanuatu Post has you covered. One of the world’s only underwater post offices can be found off of Mele, Vanuatu, which hosts the Hideaway Island resort, a vacation spot specializing in scuba and snorkeling. It’s a fully functional post office, which means it also comes with the irritations of a regular post office. It’s only open during certain hours, which are signaled by a flag raised above a float over the post office. You may arrive to find it closed, in which case you must take your mail back with you—no dropping it off. Fortunately, though, you most likely won’t have to wait in line. And of course, because water would ruin any traditional postcards, scuba divers must purchase waterproof postcards and stamps and have them embossed on land rather than writing in ink. It all begs the question, why not just mail your letters from a post office on land? But that’s not in the spirit of adventure."
3,Mount Yasur,Vanuatu,This South Pacific volcano has been blowing its stack for over 800 years and is said to be home to a cult leader waiting to be reborn.,https://www.atlasobscura.com/places/mount-yasur,"Dominating the silhouette of Tanna Island in the South Pacific is a mighty vulcan mountain of Yasur that, despite having spat fire into the heavens continuously for over 800 years, is surprisingly welcome to sightseers and visitors. Daring travelers hoping to see a little action while in the Republic of Vanuatu would be hard-pressed to find a more active locale than Yasur Mountain. The volcano is a continuous hotspot of magma activity, spitting molten rock into the air above its caldera continuously for centuries. Unlike many active volcanoes, the summit of Yasur is approachable on foot by anyone daring enough to try, becoming a major attraction on the tiny island. The mountain has become sacred to many of the locals who subscribe to the cargo cult based around the enigmatic man-god John Frum. The figure of John Frum is shrouded in mystery, some saying he is a white American serviceman, while others have described him as a black man in a local dress. No matter his true form, to those who believe that he will lead them into a brighter future, he is a god. According to some, John Frum actually lives inside of Yasur Mountain, simply waiting to be reborn. While it is unlikely that an enigmatic miracle man is living in a state of flaming un-death deep inside the volcano, the fires of Yasur Mountain are nonetheless awe-inspiring. Fly fom Port Vila, Vanuatu or from New Caledonia"
4,Million Dollar Point,"Luganville, Vanuatu","The U.S. military dumped millions dollars worth of goods off a beach in Vanuatu, purely to spite the British and French.",https://www.atlasobscura.com/places/million-dollar-point,"When the United States military abandoned the Vanuatuan island of Espiritu Santo after occupying it as a base during World War II, it left behind infrastructure works such as roads, buildings and runways. But its oddest legacy might be the millions of dollars of goods it dumped into the ocean—just so the French and British couldn’t have them. Today, off the shore of what’s been dubbed “Million Dollar Point” in the Pacific Ocean, snorkelers and scuba divers encounter a surprising sight: a fortune’s worth of military tanks, guns and jeeps resting beneath the waves. Espiritu Santo, an island in the Vanuatu archipelago, was established as a military supply base, naval harbor and airfield after the attack on Pearl Harbor, when the U.S. used it as the launch site for its attack on the Japanese in the Pacific. At the time, parts of Vanuatu were still under British and French colonization. When America left the military base after the war, the remaining goods—everything from weaponry to bottles of Coca-Cola—were offered to the French and British at a very low price, 6 cents to the dollar. However, the colonizers were going on the assumption that should they refuse to buy the items, the U.S. military would be forced to simply leave them behind for free. The Americans were having none of this. To spite the British and French, the military made the rash decision to drive all of the vehicles, food, clothing, drinks, and other equipment to a wharf on the southern coast of the island. The army then drove all of the vehicles into the sea, used bulldozers to dump the rest of the supplies over the wharf, before also driving the bulldozers into the sea, ensuring that the European countries would not be able to get their hands on the items at all, free or otherwise. Millions of dollars worth of goods were completely destroyed over the period of those two days, rendered unusable at the bottom of the ocean. As a result of the dumping, the waters were contaminated with fuel, rubber, metal and other waste, leaving the local Vanuatuans shocked at the carnage, though they salvaged what they could once the Americans had finally departed. Today, you can make your way to Million Dollar Point and take a snorkel or scuba dive through the wreckage, should you desire to swim through this odd memorial to political spite. The Atlas Obscura Podcast is a short, daily celebration of all the world’s strange and wondrous places. Check out this episode about Million Dollar Point."
5,Ambrym Island,"Malampa Province, Vanuatu",Plains of ash and pair of semi-active volcanoes contribute to the otherworldly beauty of this little-known Vanuatu island.,https://www.atlasobscura.com/places/ambrym-island,"If you ask around about volcanoes in Vanuatu you will inevitably be steered towards Tanna Island and the expensive package deals that every tour shop in town sells. They’ll promise you a night at a resort and an easy 20-minute walk up the side of a volcano to see the fireworks. But those who prefer the road less travelled might find their way to Ambrym Island, where the challenging hike through the tropical forest takes 4 to 6 hours, accommodation is in tents or huts built by local villagers, and the food is whatever your guide catches on the way up to the camp site. The centre of Ambrym is dotted with a pair of volcanoes, Maroum and Benbo, but it is less popular than Tanna because they don’t produce such a flashy display. Maroum volcano is a roaring cauldron which produces “Pele’s Hair,” fine strands of volcanic glass which coat the ground around the crater. They are said to occasionally form fragile glass “hairballs” that, in the right wind, can be seen blowing up from the crater. Maroum is also reputed to the site of animal sacrifices – dropping a white chicken into the crater helps escape bad luck. Benbow is a more hazardous journey, and the crater must be entered via a rope to see the lava. The ash plains that lie between Maroum and Benbow are stunning in their own right, but can only be crossed with a guide. Black ash, tinted orange with sulphur from the volcanoes, they become on an eerie sight when wisps of smoke and cloud float through. Different parts of the island have different stories about how the series of volcanoes came to be. One story is that a group were visiting family on the other side of the island, and crossing over left some laplap cooking under coals in the centre of the island. On their return through the forest the laplap had been consumed by the earth, and a volcano erupted the next day. Visiting Ambrym requires more cultural respect than the usual tourist expedition. Visitors must book in advance and can only visit the volcanoes with a local guide. Guides are enthusiastic about sharing stories about their history and their way of life, but they are new to tourism, and there’s a sense that too much attention could upset a delicate balance between maintaining cultural ties and becoming yet another commercialized tourist trap. You can catch a flight to the island from Port Vila, Vanuatu."
6,Amelbati Cannibal Site,"Walarano, Vanuatu",Nestled in the jungles of Vanuatu are the remains of what was once a cannibal oven.,https://www.atlasobscura.com/places/amelbati-cannibal-site,"Surrounded by coconut palms and cacao trees, today these lush grounds in the tiny South Pacific nation of Vanuatu (which is made up of 83 small islands) are eerily quiet. But once upon a time, they were the religious grounds of the Amelbati tribe, which practiced cannibalism. The Vanuatu islands first had contact with Europeans in 1606, but Malekula was isolated and little visited by Europeans until well into the 20th century. As a result, the island’s Indigenous traditions were better preserved there than elsewhere in Vanuatu. This site of former cannibal ceremonies is a 30-minute uphill trek from Walarano village on Malekula. Called a nasara, this sacred ground is also where the Amelbati tribe buried their chiefs. The Amelbati are a subset of the Small Nambas clan. A namba is a woven penis sheath traditionally worn by adult males in Vanuatu. The size of the leaf used in the sheaths differentiates Malekula’s population into two distinct groups comprised of many tribes: the Big Nambas and the Small Nambas. The nasara formed the epicenter of the community. Here the tribe performed all their important ceremonies and rituals. The nasara is roughly broken into four “rooms:” the ceremonial performance space, the courtroom where judges determined captives’ fates, the kitchen where human flesh was cooked, and the cemetery of past chiefs, which includes their memorial stones, skulls, bones, and conch shell trumpets. The site was abandoned when the population moved to the nearby islands of Rano and Wala. According to one Vanuatu man, the process of making human flesh edible was time tested and precise: First, our ancestors would dig a hole in the ground like this. They’d put hot stones in the hole, then cut up the person into pieces and put those on top. They’d add in some yams and taro, put in some more hot rocks, and cover it all over with banana leaves to keep the steam in. Standard baking time for the underground oven was three to five hours. And the chief of the village always got to eat the victim’s head. We’d kill and eat people who stole our women or came to fight us, but we don’t do that anymore. We feel very sorry for those people now. The last reported cannibalism on Malekula Island took place in 1969. Today, the people who live in this isolated paradise are decidedly friendly and hospitable to tourists."
7,Pentecost Island Land Dive,"Penama Province, Vanuatu",The world’s most primitive form of bungee jumping.,https://www.atlasobscura.com/places/pentecost-island-land-dive,"Each spring, just after the first yams begin to emerge from the soil, the men of the South Pacific island of Pentecost erect enormous wooden towers, some as tall as seventy-five feet, in each of the island’s villages. The ceremony is known as N’gol, or land diving. The men climb to the top of these towers, attach two long elastic vines to their ankles, announce to the world their most intimate (and occasionally last) thoughts and then leap. The vines are supposed to catch the jumper just at the point where his hair is able to brush the ground, ritually fertilizing it for a bountiful yam harvest."
8,El Ateneo Grand Splendid,"Buenos Aires, Argentina","This historic, palatial theater is now one of the world’s most beautiful bookstores.",https://www.atlasobscura.com/places/el-ateneo-grand-splendid,"With each incarnation since its inception in 1919—first as a performing arts theater, then as a cinema, and now a bookstore—the Grand Splendid has proven itself befitting of its majestic title. Having retained its original frescoed ceilings, ornate theater boxes, elegant rounded balconies, detailed trimmings, and plush red stage curtains, the interior of the building remains as stunning today as when it was first envisioned by architects Peró and Torres Armengol. In its glory days, the Teatro Grand Splendid hosted such tango legends as Carlos Gardel, Francisco Canaro, Roberto Firpo, and Ignacio Corsini. Building proprietor Max Glucksman was a leading figure in the world of tango in his own right, as owner of the influential Nacional-Odeon record label. In 1929, the theater underwent its first transformation to become a cinema, with the distinction of being the first in Buenos Aires to show sound film. Glucksman’s love of tango carried over to the new cinema, with live tango orchestration accompanying the silent films projections. Architect Fernando Manzone oversaw the building’s most recent conversion into the El Ateneo bookstore and music shop, to the tune of AR $3 million. Just prior to the leasing of the building to Grupo Ilhsa in 2000, the Grand Splendid was under threat of demolition due to a poor economy. Though some lament the loss of a beloved cinema, it is now thanks to the Grupo Ilhsa—which owns 40 bookshops, including the flagship Grand Splendid location—that visitors can still revel in this wondrous monument of a bygone era. While the selection of books on offer is standard chain store fare and mostly in Spanish, bibliophiles will find the staggeringly opulent display of books to be reason enough to pay El Ateneo Grand Splendid a visit. To fully bask in the splendor, one can also indulge in coffee and live piano music on the very stage where the Argentinean stars of tango once performed."
9,Perito Moreno Glacier,"Los Glaciares National Park, Argentina",This stunning mass of ice spans 121 square miles and is still growing.,https://www.atlasobscura.com/places/perito-moreno-glacier,"If you only visit one glacier in your life, Perito Moreno would be a good one to pick. It towers above the turquoise glacial water of Patagonia’s Los Glaciares National Park, beaming a blinding white and exuding cold blue hues. Unlike most of earth’s other glaciers, Perito Moreno is still growing. The Perito Moreno Glacier, named for a 19th-century explorer, is currently 19 miles long and rises an average height of 240 feet above the water. Altogether, the glacier covers about 121 square miles. It is part of an ice field located in both Argentina and Chile that is the third largest reserve of fresh water in the world. Part of an area known as Argentina’s Austral Andes, it became a UNESCO World Heritage site in 1981. There are viewing platforms a safe distance from the glacier, overlooking Lake Argentino, the glacier’s terminus. You can get pretty close—to the point that you can basically feeling the glacier breathing cold air on your face. If you wait for a while, you’ll likely witness huge chunks of the ice mass fracture off and crash into the water, creating a massive, reverberating roar. There are walking paths that allow you to check out the glacier from a few different vantage points, as well as a boat that takes you on a 45-minute trip around the base. There are also trekking tours that take you out to walk on parts of the glacier itself, surrounded by the beautiful Patagonian scenery of forests and mountains. The Perito-Moreno glacier retreats during the Argentine summer, that is, from December to March (although it may begin to melt earlier), and begins to freeze after the third month.  If you're arriving via your own car, you'll need to take Provincial Route No. 15 from El Calafate, which is 80km (50 miles) and will take about an hour and a half. There are also four bus companies based in El Calafate running daily round trips for about 15 USD."
