index,attraction,location,blurb,url,description
0,Yongma Land Abandoned Theme Park,"Seoul, South Korea",Plenty of old carney magic still haunts this photogenic amusement park.,https://www.atlasobscura.com/places/yongma-land-abandoned-themepark,"There is a small abandoned theme park in Seoul, South Korea, with a quieted carousel, bleached-out images of ’80s pop icons, and “dodgem” cars that have long-since quit dodging. But unlike most amusement parks that have gone idle, this one invites the public to share in its slow crumble. Yongma Land was built in 1980, and had a fairly solid run as a small family-oriented amusement park. By 2011 tastes had moved on, and with attendance dwindling it closed down. Despite stories of a haunting or two, the root of its demise was likely just a matter of profit, when the construction of several, much larger and better located, theme parks lured the thrill-seekers away. Now in the hands of an enterprising local businessman, the old Yongma Land is open again, but this time to revel in the poignant charm of its decay. For a small charge of 10,000 won per adult (about $9, a bit more for professionals) and 5,000 won per child, visitors are free to roam the old rides, no fence-jumping needed. And for 30,000 won, the owner will turn on the lights of the ghostly merry-go-round for you after 8:00 pm. The fading colors and jumbled figures have proven attractive for musicians and other artists too, inspiring several K-pop videos (most notably Crayon Pop’s “Bar Bar Bar” video) and other photo shoots. With piles of dodgem (or bumper) cars, a rusting octopus ride, a Viking ship, and a displaced clown-motif roller coaster, there is still plenty of carney magic to inspire even amateur photographers.  Mangu Station is the closest train station to Yongma Land. From there, you can take a bus most of the way or walk. Head for the gate and pass through the first one to a second gate, where there is a ticket booth. If the owner is in the office he’ll take your entry fee. And if not, there is a phone number you can call. Just mention 'Yongma Land'. Although none of the rides work anymore, the owner does keep the toilet facilities maintained, and you can purchase some vending machine items (and balloons for photos) on-site. But be careful—the site is run down and things are rickety. And if the weather is a bit drizzly, chances are you might have the place all to yourself."
1,Trick Eye Museum,"Seoul, South Korea",South Korea's love of the silly photograph is on full display at this goofy collection of trompe l'oeil paintings.,https://www.atlasobscura.com/places/trick-eye-museum,"Trompe l’oeil is a classical artistic technique wherein the artist attempts to create a two-dimensional image that appears to exist in three-dimensions. The Trick Eye Museum in Seoul celebrates this art form with a collection of interactive optical illusions ranging from the unbearably silly to the classically whimsical. While the high-minded tradition of trompe l’oeil is certainly on display in the museum it is all in service to providing opportunities for goofy photo opportunities. Containing hundreds of oversized paintings for visitors to jump into, the museum allows guests to orient themselves in perspective with the images so that it can seem as though they are being crushed by a hydra, hanging off of a cliff, or taking part in Botticelli’s Birth of Venus. Some of the images are whole rooms that seem to have been turned on their head or their side allowing the subject to look like they are climbing the walls or standing on the ceiling. The giant paintings of sushi pieces reaching out from the frame and images of angel wings just waiting to be stepped into might come off as garish if they weren’t mixed together with works that ape a classical renaissance style, some replica of actual artworks that guests can make themselves a part of. The Trick Eye Museum continues to add optical illusions to its collection which now covers almost every wall in the space. In addition, the museum has also opened an “Ice Museum” next door that while retaining the Trick Eye name has nothing to do with tromp l’oeil images and is solely focused on ice sculptures and plastic displays of frozen water. The connection seems a bit strained, but both sites provide ample photo opportunities."
2,Cafe Yeonnam-Dong 223-14,"Seoul, South Korea",Step into a cartoon at this Seoul café that aims to evoke a two-dimensional scene.,https://www.atlasobscura.com/places/cafe-yeonnam-dong-2-dimensional-cafe,"Warning to those with vertigo: This may not be the cafe for you. That’s not because it’s located on a cliff. Instead, Seoul’s Cafe Yeonnam-Dong 223-14, named after its street number and affectionately known as the “Drawing Cafe,” may dizzy you with the uncanny feeling that you just entered a cartoon. Done up in white, with pencil-like black pigment outlining everything from the chairs and tables to the flattened “shirts” on the laundry line outside, the small cafe gives visitors the distinct impression of being pressed into a comic strip. The pastel pastries and frothed milk topping the “flat” cups add a pop of color to this stark, pencil-and-paper landscape. The cafe’s owner and sole proprietor, J.S. Lee, was inspired by pop culture—specifically, a Korean cartoon and Instagram. The show in question is W, a web cartoon fantasy about a man caught between real life and, you guessed it, a web cartoon. While that show lasted only 16 episodes, Lee’s cafe, though still young, seems to have staying power. That’s partly due to his other online muse: The cafe was designed to be as Instagrammable as possible. Locals and travelers alike line up to visit the small space, located in Seoul’s Yeonnam-dong neighborhood, to snap a pic or 10 and to dine on deceptively 2-D coffees, pastries, and rich smoothies adorned in chocolate coins. Visitors are warned to take care, however, lest they walk through the cartoon door and find themselves stuck starring in their own multidimensional web series.  The cafe is open daily from 11:00 a.m. to 9:00 p.m., though visitors should be warned: The line to enter is often quite lengthy with crowds clamoring for their photo op."
3,Imsil Cheese Theme Park,"Imsil-gun, South Korea",A 32-acre fun park dedicated to all things cheese.,https://www.atlasobscura.com/places/imsil-cheese-theme-park,"Up until a few decades ago, many people in Korea had never heard of cheese, let alone tasted it or made it. Now a 32-acre cheese-themed fun park in the small county of Imsil is an expression of the country’s love affair with the food. The introduction of cheese to the Korean diet is traced back to 1958, when a Belgian priest came to Imsil in the Jeollabuk-do region as a missionary, where he raised goats and started to make his own cheese. The governor of Imsil asked him to teach the skill to the whole community. And so Imsil became the mecca of cheese in Korea. The Imsil Cheese Theme Park, opened in 2004, is a cheese heaven where you can learn about, make, and eat the delightful dairy, ride down the slide past the goats to the Cheese Playland, and stroll the walkways checking out the cheese-wheel buildings and various cartoon statues that dot the park. The park has a few “cheese experience” centers where you can make cheese, a milk processing factory, a local specialty shop, two restaurants, and a science lab that researches different methods for making the best cheese.  The Cheese Theme Park is open Tuesday to Sunday, 10 a.m. to 8 p.m., closed on major holidays."
4,Jeju Glass Castle Theme Park,"Jeju-si, South Korea","A theme park made of glass, from the gleaming books on the shelves to the crystal fish in the mirror lake.",https://www.atlasobscura.com/places/jeju-glass-castle-theme-park,"“Museum” may be a more apt term for the Jeju Glass Castle Theme Park, since everything is made from shaped glass and is not really conducive to the roughhousing usually associated with a raucous fun fair. The delicate collection is divided into indoor and outdoor sections, each with their own variety of delicate glasswork. The exterior garden features such amazingly naturalistic installations as a glass waterfall, glass flowerbeds, and lake made of mirrors with fish constructed out of used soju (a popular Korean alcohol) bottles. The indoor sights include a towering green glass beanstalk in the center of the exhibition hall, a room full of mirrors where visitors can get lost in their infinite reflections, and even a glass bookshelf with glass books. The bright crystalline colors of the over 200 pieces at the castle are mainly not to be touched lest the entire site comes crashing down from an errant poke, but there are a number interactive bits such as the glass drums which attendees can bang on if they dare. For an extra fee, visitors can even experience making their own glass creations. The Jeju Glass Castle Theme Park bills itself as an attraction for the whole family. Just make sure nobody trips."
5,Gonjiam Psychiatric Hospital,"Gwangju-si, South Korea",The abandoned hospital whose elaborate ghost stories cover up the dirty truth - an uneventful sanitation issue and other mundane reasons for its demise.,https://www.atlasobscura.com/places/gonjiam-psychiatric-hospital,"The Gonjiam Psychiatric hospital has been called one of the most haunted places in South Korea and CNN has claimed it was one of the freakiest places in the world, but the truth of this place isn’t the supernatural hotbed that makes for good media fodder. The media likes to repeat legends of mysterious deaths, mad doctors that were as crazy as the patients in the asylum, and other “fakelore” to hype the creepy factor of the place, but the hospital was closed in the 1990s and abandoned for more mundane reasons than their tall tales would have you believe. Gonjiam was forced to close mainly due to economic downturns, unsanitary conditions, and problems with the sewage disposal system, not due to insane doctors or murderous patients. As the sewage problem grew, the owner left the country and did not leave documentation behind about the land or the buildings on it. Eventually, the hospital just closed its doors and it has been abandoned ever since, unless you count the numerous tourists, camera crews, and ghost hunters who come to stroll through the area, looking for evidence of paranormal activity or the proverbial skeletons in the closets of the asylum. The hospital is technically closed to the public and locals do not encourage tourists or give directions to the asylum willingly but roughly a thousand people break in and roam the grounds of Gonjiam Psychiatric hospital every year. The buildings stand complete with rusted out machines, hospital remnants, trash, and filthy mattresses, adding to its creepy and haunted reputation. In 2018, they released a horror film called “Gonjiam: Haunted Asylum” about the Gonjiam Psychiatric Hospital. Update: This was demolished in May 2018."
6,Third Tunnel of Aggression,"Paju, South Korea",Secret North Korean passage discovered below the world's most dangerous border.,https://www.atlasobscura.com/places/third-tunnel-of-aggression,"For the most part, every inch of the world can be explored. If you can fly, drive or walk to it, it’s fair game. The Demilitarized Zone between North and South Korea represents one of the few stretches of land that is off limits, or at least the surface of it is. There are tunnels, it turns out, underground that can be visited. Called the Third Tunnel of Aggression, it was built by North Korea in the 1970s and discovered in 1978 by South Korea. It was the third tunnel found by the South—a total of four have been discovered—and it is rumored there may be more than a dozen more undiscovered North Korean passages. At the time of its discovery, the United Nations estimated the North could move 30,000 men per hour through the tunnel to the Southern side. After initially denying its existence, the North claimed that the Third Tunnel was a coal mine, going as far as to rub black coal dust on the walls. That tactic obviously failed and the South took control of the tunnel, blocking off the actual demarcation line with concrete barriers. Nowadays, the passage snakes beneath the divided nations for over a mile and, at its outset, looks like a space-age tunnel from a science fiction movie. Although the tunnel is available for visitors on tours and even begins with a gift shop, deeper down the two-by-two-meter tunnel are stark reminders of the danger the tunnel represents. As you walk along the path, the light dims and visitors are left only with moist, craggy walls and the faint flickering lights installed along the way. You can walk a full 265 meters until hitting the divider installed to protect the South from attacks by the North.  Pictures are not allowed inside of the tunnel, making a journey down the burrow a haunting and visceral experience. Pre-approved tours can be arranged online, and most tours of the DMZ from Panmunjom include the Third Tunnel of Aggression. You'll be shown a South Korean-produced video detailing that nation's version of events surrounding the tunnel's discovery before you'll be allowed to enter the tunnel."
7,Coffee Hanyakbang,"Seoul, South Korea","About as hidden as can be, this specialty coffee shop is wedged between multi-story buildings at the end of a dark, skinny alleyway in Seoul.",https://www.atlasobscura.com/places/coffee-hanyakbang,"In a city renowned for its café culture, you might not think to squeeze down a narrow, unmarked alley to find the right cup of coffee. But you’d be well advised to trek down to Coffee Hanyakbang in the Euljiro area of Seoul. Never mind that it’s not visible from the street. The cafe’s interior sports a blend of Chinese and Korean designs, and a variety of Chinese antiques imported by the owners are on display. But the overall feeling inside is rustic, with a menu made from an old plank of wood and a gaping hole in the concrete ceiling revealing the pipes above the establishment. Hanyakbang has become well-known among coffee connoisseurs, serving delicious single-origin, hand-drip coffee at decent prices. The beans are roasted by hand in the back corner of the café and are ground on site, producing a fresh aroma that washes over you like a wave as you enter. The baristas, all dressed neatly in white, treat their work like a science, homing in on every pour to bring you the optimal cup. It’s the definition of a hidden gem in a city full of them, a quiet delight just far enough away from the hustle and bustle.  Take the subway to Euljiro 3-ga Station, and leave through Exit 1. Walk down the street until you reach the first intersection, then turn right. Walk thirty metres down the road. The alleyway will be on your right, next to the Ginseng Chicken Shop."
8,Jeju Loveland,"Jeju-si, South Korea",South Korea's only sex-themed park.,https://www.atlasobscura.com/places/jeju-loveland,"Korea’s only sexual theme park, Jeju Loveland was created in 2004 by 20 artists who graduated from Honglk University in Seoul. The exhibition halls that house the gift shop and gallery of the park are modeled after traditional Korean architecture, but very little else is of a “traditional” nature in this park. Bulkkeuni (a phallus wearing yellow mittens) and Saekkeuni (a vagina modeling a floppy hat and bow), the park’s mascots, welcome visitors through the front gates. The restrooms adhere to the sexual theme as well: two breasts for handles on the men’s door, and an erect penis as a doorknob for the women’s door. The outdoor theme park features 140 sculptures representing humans in various sexual positions. After the Korean War, the island became a popular honeymoon destination for Korean couples, due to the island’s warm climate. Many of the couples had wed because of arranged marriages, and the island also became known for being a center of sex education. Visitors are required to be at least 18 years old, and a separate play area is available for minors while adults visit. Update as of December 2022: location is currently closed and will reopen March 2023."
9,Daewonsa Temple,"Pohang, South Korea","To enter the lower hall of this temple, you must first walk through a dragon.",https://www.atlasobscura.com/places/daewonsa-temple,"Daewonsa Temple isn’t like the other temples dotting South Korea’s countryside and nestled within its cities. To enter its lower hall, you must first step through the mouth of a dragon. The dragon’s body twists roughly 330 feet through trees and bushes. Why a giant dragon? The reptilian beasts represent good fortune, spiritual clarity, and in Buddhism, they are the protectors of the Buddha and the temples. This temple—aptly nicknamed the “Dragon Temple”—built a giant dragon to ensure ultimate fortune, clarity, and protection. In addition to offering protection, the coiled monster acts like a long, winding hallway. It’s filled with religious statues and artwork that tell the story of the Buddha, so your journey through the bowels of the beast is actually an educational experience. While making your way through the dragon’s body, you’ll pass a meditation area, Buddhist artwork, and dozens of little golden Buddha statues. A door within the dragon leads to the lower level of the temple. Apart from the colorful dragon, the main temple is stunning: the backdrop of the mountains, the peaceful quiet, and the two dragon heads that guard the temple make it a beautiful, unique temple experience. Surprisingly, this temple isn’t very popular with tourists, so it’s a great place to peacefully explore. From Pohang Bus Terminal, take bus #510 for 34 stops, about 50 minutes, and get off at the Chilpo 1-ri stop. Walk about 10 minutes down a dirt road to Daewonsa Temple."
