index,attraction,location,blurb,url,description
0,Seven Coloured Earths,"Chamarel, Mauritius",This small group of sand dunes manages to pack in a strange rainbow of colors.,https://www.atlasobscura.com/places/seven-coloured-earths,"Known as Terres des Sept Couleurs in French, the Seven Colored Earths in Mauritius is a rare geological oddity that proves brown is far from the only color of dirt. Surrounded by forest and spreading out in seven distinct colors (red, brown, violet, green, blue, purple, and yellow), these psychedelic dunes were formed thanks to a rare confluence of volcanic activity which brought a number of different elements together, each with their own distinct hue. The rolling bands of color are caused by a strange phenomenon in which the different sand particles seem to miraculously settle together, creating patches of red iron or blue aluminum. Another odd feature of the dunes is that they do not seem to erode, despite Mauritius’ heavy and frequent rains. The natural beauty of the site has attracted a healthy tourist trade and a wooden fence was erected to protect the sands, but nothing can protect visitors’ eyes from the striking colors on display."
1,Le Pouce (The Thumb),"Moka, Mauritius",The “Thumb” of Mauritius provides a 360 degree view of the entire country.,https://www.atlasobscura.com/places/le-pouce-the-thumb,"From the top of Le Pouce one can see almost the entire circumference of Mauritius. The hike up takes barely an hour and a half, beginning in a field of sugarcane and ending atop a grassy summit just big enough for a picnic blanket. The peak, which resembles a thumb (hence its name) is part of the Moka Range and is 812 meters in elevation. Standing at the top and looking out over Port Louis, the country’s capital, one can spy the famous Champs de Mars Racecourse and vessels going in and out of the harbor. Spin 360 degrees and Snake Island and Flat Island will float into view a little ways to the north, then Pieter Both will emerge to the east (a peak which looks like a little cloaked head, named after a Dutchman), then more mountains wrapping around the south, and endless ocean all around. A volcanic eruption millions of years ago left behind the island’s jagged assortment of peaks. Charles Darwin also once stood atop the Thumb—the scientist-explorer made his own visit here in 1836. Path signage hasn’t improved much since then, but it would be very difficult to get lost. There’s also a trail that continues from the town of Moka along the edge of the thumb and ends up on the outskirts of Port Louis, if one is seeking out some dim sum or Burger King. Located 1,200 miles off the southeastern coast of Africa, Mauritius is a mere 30 miles long and 29 miles wide; you can drive anywhere within about a half-hour. The island is named after a Dutchman, the people all speak French and a French Creole, and the school and government systems are British. Mauritius calls itself both a “paradise island” and “rainbow nation”; it is home to people of Asian, European, and African decent, the majority of its population being Indo-Mauritians. The country became independent from Britain in 1968."
2,The Last Bois Dentelle Trees,Mauritius,"Only two of these trees remain in the natural world, found high in the cloud forest of a Mauritius island.",https://www.atlasobscura.com/places/the-last-bois-dentelle-trees-mauritius,"With the scientific name Elaeocarpus bojeri, this beautiful flowering tree is known for its sprays of long, white, bell-shaped flowers. It is from the delicate patterns of the flowers that the tree gets its common name: bois dentelle or “Lace Wood.” The bois dentelle trees are found in very few places, one of which is located high in the cloud forest of the island of Mauritius, on a hill called the Piton Grand Bassin. For man years, that was the only place they were found, because only two of them were known to remain in nature. The tree has come so close to extinction, not because it is commercially viable, but because it isn’t. Its environment is being overrun by more commercially attractive alien species such as Guava and a small evergreen shrub Litsea monopetala. The last two of these trees would also have disappeared forever, taking with them the secrets locked in their genetics, if it hadn’t been for intervention. Since the Ministry of Agriculture and the Mauritian Wildlife Foundation stepped in they have been able to save the two remaining trees, and successfully made two offspring in a tree nursery from the seeds of these trees. In December 2018, it was reported the forestry department found a few more natural-growing trees in the mountains in the north. Despite these promising updates, the tree remains critically endangered, according to the International Union for the Conservation of Nature."
3,Champ de Mars,"Port Louis, Mauritius","Dating back to 1812, this is the oldest racecourse in the Southern Hemisphere.",https://www.atlasobscura.com/places/champ-de-mars-racecourse,"Founded in 1812, the Champ de Mars Racecourse is the oldest racecourse in the Southern Hemisphere and the second-oldest in the world. Located in Mauritius’ capital of Port Louis, the track held its first races in June 1812, the same year that British forces took over the island from the French. When the country finally declared its independence 156 years later, it was right here at the racecourse. The Champs de Mars Racecourse was created under the auspices of the Mauritius Turf Club, founded by Britain’s Colonel Draper. Before 1810, the area was a military training ground for French troops. The course has a circumference of 1,298 meters (4,258 feet), and viewers can spectate from stadium seating as well as private lodges. Inside the course, you’ll find a statue of King Edward VII by sculptor Prosper d’Épinay as well as an obelisk known as the Malartic Tomb, which pays tribute to a French governor. Today, the races meet a high international standard, and racing is one of the country’s most popular sports. Mauritius’ big horse races include the Duchess of York Cup, Barbé Cup, Maiden Cup, and the Duke of York Cup. The horses and jockeys come mostly from South Africa and Australia, and the racing season extends from April to November, with races held on weekends. The manager and owner are known to be very friendly and welcoming to visitors, and might just show you around if you run into them. You can stroll up to Champ de Mars from the harbor, nestled in a valley surrounded by the country’s jagged volcanic mountains, all while enjoying the soft Indian Ocean breeze. Afterward, you can head back downtown, past the mosques and Chinatown, the British statues and French-language schools, for any of the country’s many cuisines."
4,Slave Route Monument,"Le Morne, Mauritius","This monument sits at the foot of a mountain where, according to legend, enslaved people jumped to their deaths.",https://www.atlasobscura.com/places/le-morne-slave-route-monument,"The massive cliff at Le Morne Brabant mountain on the island of Mauritius is shrouded in dark tales. Mauritius was once a part of the complex and far-reaching international slave trade, and people say that hundreds of slaves threw themselves off the cliff rather than face the horrors of dehumanization. There’s another, even darker tale: Some say that after the British passed the Slavery Abolition Act in 1834, a group of soldiers and police went to the Le Morne area to let runaway slaves know that they were finally free. But the slaves, seeing the authorities approaching, feared that they were being recaptured and returned to their masters, and climbed to the top of the mountain summit and threw themselves off committing suicide by landing in the ocean. The Slave Route Monument is located at the foot of Le Morne mountain, in clear view of the caves in the cliff faces where it is rumored that runaway slaves were apparently known to hide, and the sheer drop from the mountain into what’s since been called the “Valley of Bones.” If you’re aware of the legends behind your surroundings, even a short visit to the monument will be a moving and thought-provoking one. (It should be noted that there is yet to be any archaeological evidence of the tragedy like bones found on the beach.) Across from one of the country’s pristine public beaches, the site is in a quiet garden enclosure at the foot of Le Morne mountain. You will find a central sculpture surrounded by various other sculptures and engravings, meant to symbolize the different origin and destination countries of the slaves brought into or sent from Mauritius, which include Mozambique, Madagascar, India, China, Malaysia, Haïti, Réunion island, France and Senegal.. In 2009, Mauritius established the Slave Route Monument as a symbol to recognize and commemorate the impact and influence of slavery and the slave trade on Mauritian history. It was part of a larger UNESCO effort officially launched in Benin in 1994 known as the Slave Route Project, looking to have such monuments erected in countries affected by the slave trade. The project was formally launched in Mauritius in 2005 with the establishment of a Slave Route National Committee under the Ministry of Arts and Culture. In the century between the 1720s and 1820s, over 200,000 slaves—many of whom were illegally introduced after the British outlawed the slave trade in 1807—arrived in Mauritius and Reunion Island from East African and Malagasy ports, according to American slave historian Pier Larson. Many died aboard slave ships en route to their destinations, and ultimately, the slave trade in Mauritius is inextricably linked with the deaths of hundreds of thousands of slaves. The history of the slave in Mauritius is commemorated annually on August 23rd, UNESCO’s International Day for the Remembrance of the Slave Trade, in the hopes of generating greater awareness of this part of the country’s past. It is rather pertinent to highlight that this factual truth (related to slavery on the island) pertains generally to the greater island region of Mauritius and not necessarily to the concentrated focus that the myth and legend places on the mountain of Le Morne Brabant itself given the lack of circumstantial evidence.  The Slave Route Monument is located at the foot of Le Morne mountain. It is opposite a public beach near the Hotel Dinarobin. It is free, though not open at all hours. It is best to check with local sources before going."
5,The Tree Goats of Morocco,"Tamri, Morocco",Morocco's Argania trees are infested with nut-hungry goats.,https://www.atlasobscura.com/places/the-tree-goats-of-morocco-tamri-morocco,"The Argania tree is not the most aesthetically pleasing plant in the world with a rough, thorny bark and gangly, crooked branches. But these Moroccan trees still tend to attract admirers, thanks in large part to the hordes of goats. The animals stand on the impossibly precarious branches and get down to their seasonal feast. Far from just a single ambitious goat climbing a single tree, the animals tend to swarm into the branches in number. Local farmers condone and even cultivate this bizarre feeding practice, keeping the goats away from the trees while the fruit matures and releasing them at the right time. There is also a secondary benefit to the goats’ habits which is found in their poop. After the goats finish eating the fruit and nuts off the tree, they pass valuable clumps of seeds which are then pressed to create the sought-after Argan oil. Unfortunately, since the tree goats can be quite profitable for their owners, more and more of them have been brought into the area, causing a general decline in the health of the remaining Argania trees. Hopefully, the delightful tree goats won’t eat themselves out of a tree to perch in.  Although it is illegal, scammers will tie goats all day to the trees in the hot sun hoping to elicit money from you when you stop for pictures. If this happens, leave immediately. It's the only way to send the message that animal cruelty doesn't pay."
6,Jardin Majorelle,"Marrakesh, Morocco","It took 40 years to build this Eden-like garden in Marrakech, later restored by Yves Saint-Laurent.",https://www.atlasobscura.com/places/jardin-majorelle,"The Jardin Majorelle, or Majorelle Garden, is a botanical and artist’s landscape garden in Marrakech. Originally created by the French artist Jacques Majorelle over a period of 40 years, and later restored by Yves Saint-Laurent, it is one of the most beautiful gardens in Morocco. Jacques Majorelle (1886-1962) was the son of the renowned Art Nouveau furniture designer Louis Majorelle. The Frenchman was a man of many talents and interests, but was best known as an Orientalist painter. Until, that is, he built the Jardin Majorelle, a labor of love 40 years in the making, and for which he is most widely recognized today. Majorelle arrived in Morocco in 1917, first to Casablanca and then to Marrakech. He fell in love with the colorful city, and in 1923 purchased a plot of land near a palm grove. As he became more established, he slowly began to develop and expand his property. He built himself a house in the Moorish style, and a Berber-style building with a tall adobe tower, which he called the Borj. In 1931, Majorelle commissioned the architect Paul Sinoir to design and build a Cubist villa near his first house. He used the ground floor as his workshop, and the second floor as his studio and while he continued to paint, Majorelle also dove headlong into one of his other passions, that of an amateur botanist. For almost 40 years, he carefully cultivated 135 plant species from five continents, turning his property into an enchanting landscape garden of cactus, yucca, jasmine, bougainvillea, palms, coconut trees, banana trees, white water lilies, bamboo and more. He also used his own color to paint the buildings dotted around the property, a clear and intense blue that he trademarked as bleu Majorelle, or Majorelle Blue. The garden became an expensive passion for Majorelle, a fact he didn’t hide: “This garden is a momentous task, to which I give myself entirely. It will take my last years from me and I will fall, exhausted, under its branches, after having given it all my love.” In 1947, he decided to open it to the public to help with the maintenance costs. Not long after, things started to go wrong for Jacques Majorelle. He divorced from his wife, Andrée Longueville, in 1956, which forced him to split up the property. He then suffered a serious car accident, eventually leading to the amputation of his left leg. The operations drained his finances and he was forced to sell off his share of the villa and gardens. He was sent to Paris for treatment, where he died of complications from his injuries on October 14, 1962. The Jardin Majorelle fell into disrepair during this period. But four years after the death of Jacques Majorelle, hope arrived in the shape of French fashion designer Yves Saint-Laurent and his lifelong business partner (and, at the time, lover) Pierre Bergé. They discovered the Jardin Majorelle in 1966 and immediately fell in love with it. In 1980, when they heard the property was likely to be bulldozed and turned into a hotel complex, they promptly purchased the Jardin Majorelle and set about restoring it. Careful to maintain the original vision of Jacques Majorelle, Saint-Laurent and Bergé oversaw a restoration project that not only revived the garden but expanded upon it. Automatic irrigation systems were installed; a team of 20 gardeners was put in place, and the number of plant species was increased from 135 to 300. Yves Saint-Laurent died in 2008, and his ashes were scattered in the rose garden at Jardin Majorelle. Two years later, the street in front of the Jardin Majorelle was renamed the Rue Yves Saint Laurent in his honor. In 2010, ownership of the property passed to the Foundation Pierre Bergé – Yves Saint Laurent, a French not-for-profit organization. In 2011, the Berber Museum was inaugurated on the garden grounds, offering a rich insight into the creativity of the Berber people, the most ancient of North Africa.  Jardin Majorelle is located at Rue Yves Saint Laurent in Marrakech, close to Avenue Yacoub el-Mansour in the northeast of Bab Doukkala. You can take the bus to the Boukar Majorelle stop and walk the short distance to the gardens. Jardin Majorelle is open every day of the year, from 8 a.m. to 5:30 p.m. from October 1 to April 30, and 8 a.m. to 6 p.m. from May 1 to September 30. Entrance to the gardens is 70 Dhs (about $7.50 US) and an additional 30 Dhs ($3) for the museum. Try to arrive early to avoid the crowds. Alternatively, try to be there about one hour before the closing time, as there are fewer people."
7,Chefchaouen,"Chefchaouen, Morocco","Founded as a refugee camp, now a popular tourist spot.",https://www.atlasobscura.com/places/chefchaouen,"In Chefchaouen, calls to prayers ring out while hashish smoke lazily climbs toward the skyline. The city is punctuated strongly by the contrast between Moroccan tourist hedonism and pious Islamic practices. However, a lesser-known influence lies beneath the surface yet still in plain sight of all who visit. Aside from peddlers hawking marijuana from the surrounding region, the most noticeable characteristic of this mountainous town is the facades of buildings, painted in varying shades of blue. Powder blue doors leap out against whitewashed walls and entire alleyways emulate the cloudless sky above. Although there is little indication of the origins of the beautiful color of the city, it is actually a medieval remnant of a population long lost in the area. During the late 15th century, the Spanish Inquisition forced Muslims and Jews out of Europe. Beginning in 1471, Chefchaouen was founded essentially as a refugee camp with a prominent Jewish influence. Following in Jewish traditions, the refugees painted their buildings blue as a reminder of the God’s power above. Even as the Jewish population faded in the area and gave way to a stronger Muslim presence, the tradition of blue buildings continued. Today, residents of Chefchaouen still regularly paint their houses, keeping the blue city fresh and the lost tradition alive. Buses are available from Fez, Tangier, Tetouan, and Casablanca. Only the medina, the old section of the city, is painted blue, so ensure your accommodations are in the medina. The modern part of the city is small and underwhelming. ""Riads"" tend to be the fancier guesthouses. The word ""riad"" comes from the Arabic word for ""garden."" They are typically larger and grander than other accommodations."
8,Tin Mal Mosque,"Al Haouz, Morocco",The remains of a magnificent medieval fortress that was the capital of a vast empire.,https://www.atlasobscura.com/places/tin-mal-mosque,"In a small village, deep in the High Atlas mountains, lie the remains of a medieval Almohad fortress that once was the capital of a vast empire stretching from Mali to Tunisia and Spain. The city of Tin Mal was established by Ibn Tumart, the founder and mahdi (spiritual leader) of the Almohads, around 1124, and was the cultural and religious center of the empire until the city’s destruction by the rival Merinid dynasty in the 1270s. All that was spared, apart from a few fragments of wall, was the monumental mosque constructed in 1156 in honor of Ibn Tumart, according to official Almohad doctrine. The mosque was abandoned for many years, but restored in the 1990s. It stands prominently on a hill overlooking the rural village that Tin Mal (also called Tinmel) has become today. Unlike most Almohad mosques, non-Muslims are allowed inside, although you may have to phone the guard to open the door. The interior is remarkably well-preserved, with an elaborate mihrab (the niche in the wall that faces Mecca, indicating the direction of prayer) and vaulted pillars. The mosque is unique in having its minaret above the mihrab rather than in a separate tower, giving it a castle-like appearance from the outside. To visit Tin Mal you will have to take one of the most breathtaking roads in Morocco, the Tizi n’Test in the High Atlas. Tin Mal is just about 100km from Marrakech, but it could not look more different. The Mosque is just after the sign for Tin Mal, and to enter it you will need to contact Youssef, the official guard. Brick and stone pillars rise to create beautiful arches, and the remaining stucco will give you a glimpse of how it must have looked in its times of glory. There is no fee to visit the Mosque, but donations are welcome. Although beautiful, the road through the High Atlas is tricky and a driver is recommended. The guardian's number is 0662725612 (it is also on the door of the Mosque), but keep in mind that you are in the middle of the mountains and connection is not always the best. In that case, asking a local should do the trick."
9,Kasbah du Toubkal,"Imlil, Morocco",A Moroccan getaway in the mountain range that plays the Himalayas' stunt double.,https://www.atlasobscura.com/places/kasbah-du-toubkal,"A peaceful chunk of Berber culture restored, the Kasbah du Toubkal is located in the middle of the Atlas Mountain range. The original owner, a local chief, must have had good taste if the scenery of this site is any indication. The surrounding geography was spectacular enough to stand in for the Himalayas in Martin Scorsese’s film Kundun. The hotel itself is an attraction and you needn’t necessarily be a guest to visit the exotic spot. From a small village below, a path leads visitors to the spectacular setting. There, they can try some of the traditional foods or mint tea surrounded by traditional Berber style. There are also treks (which may include rides on muleback) to visit more of the mountains, the nearby village and Toubkal National Park, which surrounds the area. The hotel makes efforts to be sustainable and support the nearby community; five percent of profits go toward the local villages, helping to provide education to the local youth. Most of the employees are from the nearby area, and the rebuilding effort used traditional techniques, as electricity hadn’t arrived to the remote mountain area quite yet when the task was at hand. Adapted with permission from uniqhotels.com."
