index,attraction,location,blurb,url,description
0,Spreepark,"Berlin, Germany","An eerie, derelict amusement park in Berlin.",https://www.atlasobscura.com/places/spreepark,"The Spreepark in southeastern Berlin has been abandoned since 2002, and it looks like it. Each part of the park is scattered with remnants from the previous three decades, making a hodgepodge of bizarre entertainment, children’s rides, and life-size dinosaur statues. Originally constructed by the socialist government of East Germany in 1969 as the VEB Kulturpark Plänterwald, the “Kulti” stood until the fall of the Berlin Wall 20 years later. It thrived throughout the communist era with 1.7 million visitors annually. The controversial amusement park operator Norbert Witte took it over in 1991, renaming the park “Spreepark.” He replaced the primarily asphalted surface with a grass and water landscape and installed a number of rides which he bought from the insolvency of the Mirapolis amusement park near Paris and moved to Berlin. Witte changed the scenery multiple times, even adding an English village. Unbeknownst to police and Berliners, Witte had also become involved in smuggling cocaine, concealing it in pieces of ride equipment shipped between Peru and Germany during his time as park administrator. Due partly to his criminal activities and due partly to lackluster visitor numbers, Spreepark was shut down to the public in 2002, and Witte was tried on smuggling charges two years later. The result of this shutdown was the amusement park which has slowly fallen into dereliction and has been taken over by nature. The whole park was featured in the film “Hanna,” and the main sites are prominent in the film’s climax. A number of features were destroyed in a fire in 2014 which was caused by arson, following which security was strengthened with a new perimeter fence and permanent security personnel and dogs.  In 2016 the site was taken over by the company Grün Berlin GmbH, owned by the City of Berlin, with the objective of transforming the site into a location for arts and culture.  Plans were proposed in late 2018 and are being considered for implementation in several years. As of May 2019, many of the previous attractions of the park have been removed.  However, the Ferris wheel and the “Fresswürfel” restaurant from the “Kulti” period remain, as do the “Spreeblitz” rollercoaster, the “Cinema 2000,” the facade of the English village, the cup carousel, and the artificial rock of the “Grand Canyon” wild water ride from Norbert Witte’s Spreepark period.  Tours are offered on weekends through August by the city for five euros. Tickets can be purchased on Ticketscript by going through the Grün Berlin website. (this website link is not working anymore) The park is accessible from Berlin city center via S-Bahn (S8 or S9) to Plänterwald station."
1,Rakotzbrücke Devil's Bridge,"Gablenz, Germany",This jaw-dropping 19th-century bridge uses its reflection to form what appears to be a perfect circle.,https://www.atlasobscura.com/places/rakotzbrucke-devils-bridge,"Nestled among the verdant foliage in Kromlau, Germany’s Kromlauer Park, is a delicately arched devil’s bridge known as the Rakotzbrücke, which was specifically built to create a circle when it is reflected in the waters beneath it. Commissioned in 1860 by the knight of the local town, the thin arch stretching over the waters of the Rakotzsee is roughly built out of varied local stone. Like many similarly precarious spans across Europe, the Rakotzbrücke is known as a “devil’s bridge,” due to the colloquialism that such bridges were so dangerous or miraculous that they must have been built by Satan. While the bridge (as with all the others) was created by mortal hands, its builders did seem to hold the aesthetics of the bridge in higher regard than its utility. Either end of the Rakotzbrücke is decorated with thin rock spires created to look like natural basalt columns, which occur in many places in Germany. In addition, the curvature of the bridge is designed to be one half of a perfect circle, so that when the waters are still and the light is right, it creates the illusion of a complete stone circle. Today, the bridge can still be viewed in the park, but crossing the aging relic is prohibited in order to preserve it. Update as of August 2019: the bridge is under construction and the lake has been drained. Update as of May 2021: the construction works are finished as of May 21st, 2021  The bridge is best visited during the fall when the foliage adds an element of wonder to the already surreal view. This bridge is located in Kromlauer Park in Eastern Germany and is best accessed by driving. While viewing the bridge is welcome, crossing the bridge is strictly prohibited. As of June 2018, the bridge was reported as being under renovation."
2,Berliner Unterwelten (Subterranean Berlin),"Berlin, Germany",A tour of underground Berlin takes you through WWII air raid shelters and tunnels used to smuggle people out of East Germany.,https://www.atlasobscura.com/places/berliner-unterwelten-subterranean-berlin,"It’s a strange feeling to come into a dark, half-blasted bunker, see parts of stairways and cables hanging out of the wall and walk through rubble in between holes that go several meters down into the ground. It’s eye-opening to crouch down in an air raid bunker and experience how it must have felt when the situation was for real. These are just a couple of examples of the unique experiences offered at Berliner Unterwelten (Subterranean Berlin). The museum offers tours of some of Berlin’s most important underground structures, such as bunkers, abandoned subway stations, air raid shelters dating back to World War II and tunnels for smuggling people out of East Germany during the Cold War. Berliner Unterwelten was founded in 1997 to explore, document and preserve the city’s subterranean architecture. The organization’s base is in a former air raid bunker in the Gesundbrunnen subway station, now a museum—the Unterwelten Museum (Subterranean Museum)—that offers various tours through Berlin’s underground.  The bunker was cleared and reconstructed by the group and transformed into a museum while maintaining its original character. Hiding on four floors below Berlin are dozens of bunkers, tunnels, walkways, canals, the route of a pneumatic postal system, storage rooms, bomb and ammunition storage, and abandoned subway stations. Berlin, so full of history above ground, has a lot to tell in its subterranean areas as well. There are exhibits about everything from air raid bunkers to the removal of rubble from the destruction during World War II. Berliner Unterwelten found a huge file system about slave workers during the war in a forgotten bunker, helped the former workers to receive reparation pay and have an exhibition about slave workers in Berlin. Found objects such as ammunition, grenades, gas masks, etc. are on display as well. There is an exhibition about Hitler’s “Germania,” his utopian vision to rebuild Berlin. (The exhibition shows that the project was not, of course, a utopia after all.) Berliner Unterwelten also works to preserve subterranean areas. They have dug and cleared out many locations, including half-destroyed bunkers, and opened them to the public. Several different tours are offered, including underground bunker hospitals, mother-and-child bunkers, flak bunkers, subterranean factories, examples of subterranean escape routes from East to West Berlin, flak towers, an underground prison, Cold War bunkers for nuclear war and a tour through the Schwerbelastungskörper, a heavy tower built to test the possibilities of erecting Germania on the sandy ground of Berlin.  Berlin Underworlds tickets must be purchased in advance and in person. Tickets ordered online can be paid using credit cards. Several different tours are offered almost every day of the year as well. For more information about this, check the website of the association, which is available in many languages. Most of the exhibitions and tours are not barrier-free and also not offered to small children. The best thing is to call and ask, when you have decided on a visit or tour. Most tours cannot be booked online. The tickets have to be bought on the day the tour is offered. Tours are booked out fast. If you decide on a tour it would be best to be at their ticket office about one hour before they open and get in line.Special tours of other subjects are offered throughout the year. All the tours are offered in several different languages."
3,Monster Kabinett,"Berlin, Germany","Part art gallery, part haunted house, this robotic art display is a terrifying experience.",https://www.atlasobscura.com/places/monster-kabinett,"The Monster Kabinett is a wonderland (so to speak) of massive robotic creatures, clanking metal sculptures and insect-like beasts. In short, it lives up to its unsettling name. Created and maintained by an art collective known as the Dead Pigeon Collective, the Monster Kabinett is a warehouse full of strange art and costumed revelers, all waiting to put on a show each Thursday and Friday night. Good luck trying to figure out which creations are human and which are simply moving metal masterpieces. Visitors are confronted with the stuff of nightmares, from skittering arachnoid robots to leering, malformed sculptures to aggressive actors straight out of a haunted house. Except this haunting is year-round. The journey to the Monster Kabinett is a fitting one as well, down a dank alley off of a bustling city street. Most patrons are unsure of whether they’ve reached the right location until they’re directly in front of it, often greeted by a good-natured but somewhat off-key member of the collective. The gallery is safe, of course, but built to instill and inspire as much fright and dread as possible. And rest assured, the Dead Pigeon Collective does that part very well. The Monster Kabinett better seen than heard, which is why their website is built as more of a tour than a repository of dry information. And really, what information about the gallery is necessary? It’s best left a mystery until you experience it first-hand. Update June 2018: The museum/collection is open Wednesdays through Saturdays with hourly tours."
4,Liquidrom,"Berlin, Germany",This futuristic German spa allows visitors to float in a pool of salt water while zoning out to underwater techno.,https://www.atlasobscura.com/places/liquidrom,"Resembling a surreal crown, the exterior of the Tempodrom, where the Liquidrom spa is located, looks like something straight out of a science fiction novel. The hi-tech delights within don’t disappoint either. The complex is built to look like an abstract tent structure, the site once served as a massive train station circa World War II, where buskers would perform where they pleased. Inside the ultra-modern structure, any remnant of those locomotive days are gone, however, they have been replaced with top of the line spa facilities made of clean lines and comfortable contours. The Liquidrom is outfitted with a variety of saunas and baths, as well as clean, new changing facilities. However, all of these standard relaxation options pale in comparison to the crown jewel of the spa’s crown, the large saltwater floating pool. Surrounded by large arches, the dimly lit pool is brought to life by multi-colored lights and music that is meant to be heard under the water. From classical to techno, the music and lights run different programs that can be checked on the website. While the goal of the pool is to promote relaxation, the overall effect looks like something straight out of dreamscape."
5,Berlin Botanical Garden,"Berlin, Germany","Started as a kitchen garden, now the second largest botanical garden in the world.",https://www.atlasobscura.com/places/berlin-botanical-garden,"Established as a kitchen garden in 1679, the Botanical Garden in Berlin is the second largest botanical garden in the world, second only to Kew Gardens, located in England. The garden evolved from a kitchen garden growing vegetables and hops for beer brewing to a “considerable plant assemblage,” and in 1879 the Royal Botanical Museum was founded, encompassing every area of botany. The sheer size of the gardens and the lush density of the plant life is overwhelming, especially when taking into account that so many of these plants are endangered in their natural habitats. What grows strong and vibrant in this collection is often threatened with extinction elsewhere. This assembly of gardens, sixteen greenhouses, and landscapes exhibit a microcosm of nature’s diversity, home to flowering vines, rock cliff waterfalls, timber bamboo reaching to the sky, and a carpet of ferns, orchids, and bromeliads at your feet. The Victoria House delivers a proper tropical environment with sweltering humidity that the orchids and lilies love, a bamboo bridge that transports you over the basin and into an exotic plant paradise. With 43 hectares and close to 22,000 plant species, one visit won’t even come close to allowing you to see everything. Make sure you make the most of your day there and don’t miss the Great Pavillion, which at 20 meters high and 30x60 meters in floor area is the largest glasshouse in the world. Other must-see displays include the giant water lilies, carnivorous plant specimens, and a small cemetery, located to the left of the greenhouse complex when coming from access at the Königin-Luise-Platz. Keep a lookout for the sarcophagus of Friedrich Althoff, a university tutor deceased in 1908, which consists of a dolorous female figure meant to represent science in mourning. Also of interest, but currently not open to the public (or anyone for that matter) is a series of tunnels built near the Botanical Gardens in WWII. Entrance to the bunker was through two tunnels leading from the farm of the botanical garden. Built for the SS to house personnel and files during air raids, after the war the entrances were blown up, and the tunnels now serve as a winter roost for bats."
6,Neuschwanstein Castle,"Schwangau, Germany","The fairy tale castle of the ""fairy-tale king.""",https://www.atlasobscura.com/places/neuschwanstein-castle,"Sleeping Beauty Castle at Disneyland, Cinderella Castle at the Magic Kingdom and numerous other magical castles were all inspired by a real castle: Neuschwanstein Castle, the awe-inspiring retreat of the “fairy-tale king,” Ludwig II of Bavaria. Commissioned by the king in homage to Richard Wagner, the fantastical castle was designed by theatrical set designer Christian Jank. The beautiful design was to further enhance the already romantic mountain and forest scenery. The first stone of Neuschwanstein Castle (which literally means, “New Swan Stone palace”) was laid in September 1869. The technology used to build this castle was considered modern and advanced. New inventions such as electricity, plumbing, heat and steamboats were used in the construction of the castle, and Ludwig himself was considered responsible for the introduction of many of these inventions to the area. In 1886, as the massively expensive castle neared completion, the State Commissioner pronounced Ludwig insane and arrested him soon after. The day after he was arrested, Ludwig requested the Commissioner go on a walk in the woods with him. The commissioner agreed and told his guards to stay behind. Both were found mysteriously dead in a lake later that evening. Ludwig was never able to see the finalized castle—and it didn’t receive its name until after his death—but his taste for elegant, and extravagant, design resonates throughout the interior of the Romanesque-style castle. After his death, the castle was opened for the public to help pay off the expenses. During World War II, the castle was appropriated and used by German forces as a depot to store all of the plundered art from France and other Nazi-occupied countries in Europe. At the close of the war, the Nazis contemplated blowing the castle up with explosives to prevent the encroaching allied forces from discovering the scale of their art looting. However, fortunately, the plan was never implemented. Today, the castle is one of the biggest attractions in Bavaria and manages to draw well over a million people a year. Of particular delight is the Grotto Room, an artificial cave complete with stalactites and a waterfall; it was intended to represent a cave from Wagner’s opera “Tannhauser.” Ironically, Wagner never stepped foot in the castle.  Most people take the train from Munich; once you arrive at the station, a bus or taxi can be taken to Hohenschwangau where the castle's ticketing office is located. You're given a block of time for your tour, so you may need to kill some time first in the small town at the base of the castle. From there, you can either hike to the top or pay for a horse-drawn carriage ride up the mountain. If you plan on doing the former, comfortable footwear is recommended. Because of it's popularity, it is strongly advised that you purchase your tickets in advanced, especially if you are short on time or visiting during high season. Luggage, large rucksacks, and strollers are not allowed. There are some lockers at the castle, but storing these items prior to your visit is recommended. The castle does provide services for persons with limited mobility. You can find all the necessary information by visiting the website."
7,Tajikistan Tearoom,"Berlin, Germany",A slice of central Asia in the middle of Berlin.,https://www.atlasobscura.com/places/tajikistan-tearoom,"Tajikistan tearoom is an unexpected slice of central Asia in the midst of Berlin. The tearoom was built as a Tajikistan pavilion at one of the Leipzig trade fairs in the 1970s. After the trade fair ended, the pavilion was donated by the Soviet Republic of Tajikistan to their East German hosts. The tearoom’s lush interior is decorated entirely in a classical Persian style, with carved wooden pillars and thick Persian carpets. Tea and food are served on low wooden tables which are typical of central Asia. Guests sit on the floor, stretched out on comfortable cushions, and visitors are required to take their shoes off before stepping onto the carpet. Like the country for which it was named, the Tajikistan tearoom is a place where Persian and Russian cultures mix. An old map of Soviet tourist resorts hangs above the counter. And while the selection of tea is oriental, the food on offer is Russian, and a silver Russian samovar - a metal container used for heating water - sits in one corner. The pavilion once lived inside Berlin’s Palais am Festungsgraben, but has since moved to a new home in the KunstHof, a courtyard lined with galleries and cafes. Still somewhat hidden from most tourists — the Tajikistan tearoom is an excellent place to get refreshed in the Russian summer.  Is almost opposite to the Arthouse Tacheles, hidden on the left in the courtyard (im KunstHof). phone: +49 (030) 204 11 12"
8,Pergamon Museum,"Berlin, Germany","The most visited, and possibly most controversial, museum in Germany.",https://www.atlasobscura.com/places/pergamon-museum,"Situated on Berlin’s Museum Island, the Pergamon Museum houses original, reconstructed monumental buildings such as the Pergamon Altar and the Market Gate of Miletus. Both of these extraordinary artifacts were transported from Turkey, and since its opening in 1930, there has been controversy over the legitimacy of the acquisition of the collection. Many have suggested that the collection be returned to Turkey. When the Pergamon Museum was severely damaged during an air strike at the end of the Second World War, many objects were stolen. Although many of the major pieces were safely secured, the Red Army collected all of the loose museum items, either as war booty or for safe keeping from the looting and fires that were then raging in Berlin. In 1958, most of the objects returned to East Germany, but a few significant items of the collection simply remained in Russia. Many of them are now housed in the Pushkin Museum in Moscow and the Hermitage in Saint Petersburg. While Germany is debating whether these artifacts should be returned, Russia currently has no plans to return their items to Turkey, or back to Germany."
9,Castle Frankenstein,"Mühltal, Germany",The birthplace of an eccentric alchemist and possible inspiration for the fictional reanimator of monsters.,https://www.atlasobscura.com/places/castle-frankenstein,"Johann Konrad Dippel was rumored to create potions, perform electrical therapies, and partake in gruesome experiments involving stolen body parts from the graveyard. Born in the Castle Frankenstein (German: Burg Frankenstein) in 1673, it’s disputed whether or not he was the inspiration for Mary Shelley’s mad scientist of the same name, who did some cadaver experiments of his own. What is sure about Dippel is his colorful career as an alchemist. He attached his name to Dippel’s Animal Oil, which he discovered from the destructive distillation of animal parts and claimed as a universal medicine. The animal oil came at the end of a wave of popularity for Iatrochemistry, which had moved alchemy from the search for creating gold to finding new medicines. The unpleasant taste and smell, as well as the progression of medicine, made Dippel’s oil fall into disrepute by the end of the 18th-century. Dippel later helped set up a laboratory in Berlin for making gold and, at one point, he ended up in prison on a Danish island for seven years due to political activities. In 1734, he finally had a stroke and died at Castle Wittgenstein near Berleburg, although his friends claimed he was poisoned. By his own hand or that of another, it is unclear. The Castle Frankenstein is now in ruins, with only two towers, a restaurant with a vegan and kid-friendly menu, and a chapel remaining. However, the perhaps mythical connection to Mary Shelley’s novel “Frankenstein” keeps it a popular destination, especially for Halloween. In late October and early November, the Burg Frankenstein Halloween party gathers zombies, witches, werewolves, vampires, and regular visitors for scary dinners and creepy shows. A popular annual party was started there by American soldiers stationed near the castle in World War II. Until it was deactivated in 2008, the US Army’s 233rd Base Support Battalion in Darmstadt conducted an annual Frankenstein Castle run which finished at the tower. The castle was featured in an episode of Ghost Hunters International, which aired in February of 2008. The Atlas Obscura Podcast is a short, daily celebration of all the world’s strange and wondrous places. Check out this episode about Castle Frankenstein.  Leave Autobahn A5 at Pfungstadt Eberstadt and follow the castle signs."
