index,attraction,location,blurb,url,description
0,Donkey Sanctuary Aruba,"Santa Cruz, Aruba",A safe place for the wild donkeys of a hot vacation destination.,https://www.atlasobscura.com/places/donkey-sanctuary-aruba,"In the rough desert interior of an island known for its beaches, the Aruba Donkey Sanctuary houses and cares for some of the island’s most vulnerable early immigrants. These adorable equines were brought to the island as beasts of burden during the colonial era and then, when their usefulness came to an end, they were released to fend for themselves. They thrived in packs until overpopulation made them a nuisance. Many of the “wild” donkeys were shot, fed to visiting circus animals and hit by cars. On top of that, their population was decimated by disease, and they nearly died out. However, in the mid-twentieth century, a movement began to save the Aruban donkeys, and today the humble non-profit sanctuary provides food, shelter, and medical care to almost two hundred animals. Visitors can feed and pet the donkeys, and locals are encouraged to adopt them. Take route 4A from the hotels. At the Pizza Hut in Paradera take a left turn. At the second intersection, just before Ayo Rock formation, you will find the white/brown road signs to the sanctuary."
1,Bushiribana Gold Mill Ruins,"Noord, Aruba","The remnants of an abandoned, 19th-century gold mill along Aruba's rugged northeastern coast.",https://www.atlasobscura.com/places/bushiribana-gold-mill-ruins,"On Aruba’s rugged, desertlike northeastern coast sits a remnant of the island’s once-bustling gold mining industry— the Bushiribana Gold Mill Ruins. Constructed in 1872 by the London-based Aruba Island Gold Mining Company, the stamp mill harnessed the power of strong ocean winds to crush stone and isolate gold ore. A smelter on site processed the ore into fine gold, which was driven to a nearby harbor for export. The mill operated for a decade, refining more than 2,000 ounces of gold before production halted in 1883 (likely due to the high cost of operation). It was reopened in 1889 by another British company, the Aruba Agency Company. This operation also lasted for a decade and the Bushiribana mill was permanently closed in 1899 as attention shifted to a newer, state-of-the-art mill at Balashi, in Aruba’s interior. After more than a century of vacancy, only the natural stone walls of the Bushiribana Gold Mill remain. Visitors to the ruins can walk freely throughout the abandoned structure and can carefully climb the remnants of a staircase on the mill’s southern wall to enjoy sweeping views of the Caribbean. The Bushiribana Gold Mill Ruins are a frequent stop on numerous ATV and off-road vehicle tours of Aruba’s northeastern coast."
2,Pig Beach,"Big Major Cay, Bahamas","In paradise, feral pigs have claimed an island all to themselves.",https://www.atlasobscura.com/places/swimming-pigs-of-big-major-cay,"Just north of Staniel Cay in the Outer Exumas is Big Major Cay. On this small, uninhabited island, there’s a group of feral pigs. The pigs are regularly fed by those who go out to visit them, which is often those staying at Fowl Cay Resort, where boats are available and all the regulars direct visitors to the pigs because they never cease to amaze. If you are offshore in a boat, the pigs will swim out to you. But beware: If you get too shallow (like three feet of water or so), the pigs can—and probably will—jump into your boat and look for your lunch. But that’s only if they’re feeling especially friendly. The pigs control the island, roaming on their own terms, but they prefer to stay in the shade during the sunny hours, venturing onto the beach and into the waters when it cools down a bit. It’s unclear how the pigs got there, some believing they survived a shipwreck, others say that sailors left them there for a future meal and never returned. Recently, up to 10 of the Bahamas’ swimming pigs were found dead. Though initial reports suggested that tourists had given the pigs fatal doses of alcohol, Humane Society inspector Ventoi Bethune told National Geographic that the dead swine had likely ingested sand. Another theory was that this was brought about by the unusually dry January. Veterinarians who visited the site found large quantities of sand in the deceased animals’ stomachs, which Bethune says may have been caused by a recent influx of visitors throwing small amounts of food on the beach.  From Nassau, take a plane to Staniel Cay. Rent a boat from the Staniel Cay Yacht Club and go north about a mile. It is also possible to flight directly from the USA to George Town (Great Exuma) and go from there directly by boat. You can also fly from Fort Lauderdale to Staniel Cay with Watermarkers Air. Another option is to take a day trip from Nassau. Just bear in mind that those tours take up to eight to nine hours, are subject to weather conditions, and are not suitable for expectant mothers, infants, and people with back, knee, neck, and heart problems or conditions affected by high-speed travel."
3,Dean's Blue Hole,Bahamas,One of the deepest blue holes in the world.,https://www.atlasobscura.com/places/deans-blue-hole,"Plunging to a depth of 663 feet (202 meters) in a bay west of Clarence Town on Long Island, Dean’s Blue Hole is one of the deepest known blue holes. A blue hole is a term that is often given to sinkholes that are filled with water, while the entrance to them is located beneath the surface. While most other known blue holes only reach maximum depths of 360 feet, the 663 foot depth of Dean’s Blue Hole makes it quite exceptional. At the surface, Dean’s Blue Hole is roughly circular with a diameter ranging from 82-115 feet (25-35 meters). After one descends 66 feet below the surface, the hole widens considerably into a cavern with a diameter of 330 feet (100 meters). The water at Dean’s Blue Hole is extremely clear and on good days the visibility can reach 115 feet. In April 2010, professional diver William Trubridge broke a free-diving world record in the blue hole by reaching a depth of 302 feet (92 meters) without the use of fins. He took that even further when on December 14, 2010, he swam to a depth of 331 feet (101 meters) on a single breath while using only his hands and feet for propulsion. In November of 2013, however, free-diver Nicholas Mevoli died during an effort to dive to a new American record."
4,Nurse Sharks of Compass Cay,Bahamas,"They squeal, they nosh, they look like predators.",https://www.atlasobscura.com/places/nurse-sharks-of-compass-cay,"Nurse sharks are kind of like Bahamian catfish in the shape of a predator. Bottom feeders, nurse sharks mostly appear to sit down on the bottom of the shallows and suck sediment and little critters from the sand. If you are underwater near them, you can hear them squeal a high-pitched sound. While they may be benign and catfish-like, the reality is that they look like a shark. They have a dorsal fin. They are big. Did we mention the dorsal fin, that sign so often associated with the terrifying man-eating monsters of the sea ever since Spielberg focused his attention on a young Richard Dreyfuss and that small town’s celebration of the Fourth of July near the sea? At Compass Cay, which is a private island in the Outer Exumas, just south of the Exuma Cays Land and Sea Park, the marina workers feed the fish. This makes them very friendly animals; they’re not likely to expend the extra effort to gnaw off a leg when they know that they’re going to get something much better hand-fed to them. They have names. They swim up to you. They are photogenic. Please be aware that they can, and will bite, if they feel menaced. In July 2018, a 19-year-old model was attacked (without major consequences) while taking pictures with them. From Staniel Cay, it's a bit of a stretch by whaler. It can be done, but a larger boat is better."
5,Ocean Atlas,"Nassau, Bahamas",The world’s largest underwater sculpture is found just off the coast of Nassau.,https://www.atlasobscura.com/places/ocean-atlas,"Artist, photographer, naturalist, and diver Jason deCaires Taylor introduced his record-breaking public sculpture to the crystal Bahamian waters in 2014. Entitled Ocean Atlas, the installation encourages coral colonization and deters tourists from endangered reefs. Forged from sustainable, pH-neutral materials designed to kickstart local coral growth, Ocean Atlas is a monumental public sculpture submerged five meters beneath the sea, and an environmental gesture intended to portray the positive potential of human interaction with the natural world. Located off the west coast of New Providence in Nassau, Ocean Atlas is Taylor’s contemporary take on the ancient Greek myth of Atlas—a Titan condemned to carry the heavens on his back for eternity. Rather, Ocean Atlas, commissioned by BREEF (Bahamas Reef Environment Educational Foundation), is a young Bahamian girl “sustaining the ceiling of the ocean,” Taylor’s website explains, as “our oceans and coral reefs currently [face] collapse from numerous threats including overfishing, habitat loss, ocean acidification, global warming and water pollution…” Taylor founded the world’s first underwater sculpture park in Grenada’s Molinere Bay in 2006. The project, entitled Viccisitudes, was inaugurated with 16 statues of local Grenadian women. The installation is now comprised of 75 sculptures—each depicting a real person—sprawling over 800 square meters. Taylor has since designed two more submerged museums: MUSA (Museo Subacuático de Arte) in Cancun, billed on his website as “one of the largest and most ambitious underwater artificial art attractions in the world,” with over 500 permanent sculptures forged to scale; and Museo Atlántico, the first submerged contemporary art museum in the Atlantic Ocean, based off the coast of Lanzarote, Spain.  'Ocean Atlas' is submerged at a depth of five meters off the coast of Nassau within Clifton Heritage National Park."
6,Bimini Road,"North Bimini Island, Bahamas",An underwater road considered a possible Atlantis location.,https://www.atlasobscura.com/places/bimini-road,"According to Greek legend, the city of Atlantis sunk into the ocean in one single day, wiping its existence off the earth 11,000 years ago. Since that time, scientists, treasure hunters and philosophers have searched endlessly to find even a trace of the lost world, said to be partially intact somewhere below the ocean waves. Being one of the most well-known legends in the world, anything found during an ocean dive even resembling a manmade structure has caused serious waves of media attention. In 1968, a diver off the coast of North Bimini Island, Bahamas discovered a series of stones 18 feet below the surface. The stones appeared manmade, and were evenly spaced out in a road-like line stretching a half mile. A storm of publicity immediately descended on the discovery, with a number of individuals claiming the stones were a portion of wall, or a road that was formerly part of a larger city. Everyone hoped the discovery would be connected to Atlantis, and the discovery of two other similar “roads,” spurred the excitement. Unfortunately, carbon dating, and analysis of the blocks led to the conclusion that the roads were made naturally through geological forces. No tool marks were found on the blocks, and there was no evidence that the blocks had ever been stacked to build a structure. Although there is still some speculation and research on Bimini today, it is generally agreed upon that the limestone blocks were formed by erosion, leaving the mystery of Atlantis unsolved."
7,Subsurface Bahamian Caves,"Andros I, Bahamas",Inhospitable caverns just beneath this island paradise offer insights into alien worlds.,https://www.atlasobscura.com/places/subsurface-bahamian-caves,"One can picture extraterrestrial researchers doing any number of things. Scanning starry nights with a telescope. Listening for radio signals beamed from other worlds with skyscraper-sized antennas. Unraveling government conspiracies alongside a skeptical redhead. Yet somehow, scuba diving doesn’t spring to mind. But that’s exactly what regularly brings researchers to the Bahamas, where just below the turquoise water and balmy sea breezes that make visitors lament not being able to stay forever, one of the harshest environments on the planet exists. “Blue Holes,” as they are often called due to the small circle of water they form in the inland soil (and their similarities to the more well-known offshore variety), sometimes form the entrance to a vast network of underground caverns. The caverns are completely submerged and contain zero or near-zero percent oxygen – and that’s just the first of their remarkable traits. Scientists looking to gain an understanding of what life might be like on planets other than Earth have very few resources to turn to. The planet they live on happens to be nearly 100% Earth, and the alternate environments they have some access to (the moon, Mars) happen to, thus far, have zero life forms. So they turn to some of Earth’s least hospitable environments to see what’s going on there. Research takes them from the cracked desert floor of the Mojave to the North Pole and the sub-freezing water beneath it – anyplace, really, where nothing might turn into something. But the caves in the Bahamas have something those other places don’t: diversity. Zero light and an underwater environment have created some interesting life forms in other places, but the unique combination of reduced gravitational effects and a saltwater-rich environment largely shielded from external forces have created a fascinating incubator for the growth of microorganisms. And perhaps more importantly, a lack of others – the bacteria that usually cause trouble for terrestrial environments have a hard time growing here, and if they do, it’s in a unique way that results in a high volume of deadly hydrogen sulfide. The caves can be an archeologist’s fantasy as well, as the lack of oxygen and bacteria have resulted in some remarkably well-preserved bones and artifacts. But the environment isn’t well explored because it’s highly dangerous and unpredictable. Nearly impenetrable by casual exploration, only highly skilled divers or submersible robots can really delve into the caverns, and if the lack of oxygen and seemingly endless space weren’t problem enough, hydrogen sulfide reaches lethal levels not far below the water’s surface. The Bahamas’ inland blue holes are not the place for a vacation – that much is clear. But for scientists and adventure seekers alike, they do represent a sort of El Dorado, offering a wealth of hidden secrets that have barely been seen or examined to this point."
8,Glass Window Bridge,Bahamas,This isthmus in the Bahamas narrowly separates the roiling Atlantic from the cool Bight of Eleuthera.,https://www.atlasobscura.com/places/glass-window-bridge,"When Winslow Homer painted “Glass Window” he was on assignment for Century Magazine, chronicling his trip to the Bahamas in watercolors. It was 1885, and the artist saw this bridge in its original state—a natural stone arch barely separating the Atlantic Ocean from the Bight of Eleuthera. The stone arch connecting Eleuthera island’s two narrow strips of land that Homer saw is long gone, washed away by hurricanes. But the name he gave the unique site has stuck. Still called the Glass Window Bridge, it’s a vulnerable spot that has been destroyed and rebuilt many times in the intervening 130 years. Often called the “Narrowest Place on Earth”, the bridge today still provides a view of the stunning contrast between the Atlantic and Bight of Eleuthera’s distinct natures. Occasionally, when a strong wave washes over the rocks, for a brief moment that separation disappears, and the two bodies of water shake hands.  Queen's Highway runs the length of Eleuthera, a skinny island only a mile wide in some spots, and 110 miles long. The Glass Window Bridge connects the north island to the south, and you can get there by car or bike.Be aware of the force of the waves from the Atlantic side, which can hit unexpectedly and with some force. Caution is advised."
9,Queen's Staircase,"Nassau, Bahamas",This staircase in a lush tropical grotto was built by enslaved laborers and renamed to honor Queen Victoria's role in ending slavery in the British Empire.,https://www.atlasobscura.com/places/queen-s-staircase,"Hand-carved from solid limestone rock by 600 enslaved people, the Queen’s Staircase was built between 1793 and 1794 to provide a direct route from Fort Fincastle, a battery protecting the entrance to Nassau  Harbor (notorious in that era for attracting pirates and geopolitical intrigue) to the central part of the Bahamian capital. In the 1800s, the massive, 65-step staircase was named in honor of Queen Victoria, who had signed a declaration abolishing slavery on her ascension to the throne in 1837 before reigning for 64 years. The 700-island archipelago of the Bahamas is today an independent Commonwealth, having separated from the United Kingdom in 1973, but still nominally ruled by the British monarch. Today the staircase is the centerpiece of a stunning tropical grotto replete with swaying palms, waterfalls, and an unusual set of bathrooms hewn directly out of the 100-foot sheer limestone walls like the rock-gouged temples at Petra. Exquisite at any time of day or night, after dark the staircase becomes a quiet, cool, lush, and romantic oasis barely a mile from the bustling downtown and cruise ship docks of modern Nassau.  Located at the top of Elizabeth Avenue, off Shirley Street. Local guides hang out at the site and will tell you about the history of the staircase for a fee. Note that the steps are relatively steep and can be slippery when wet."
